player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,over_odds,under_odds
Davion Mitchell,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_assists,7.5,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,114.0,-146.0
Pelle Larsson,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_assists,3.5,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,-113.0,-113.0
VJ Edgecombe,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_assists,3.5,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,-146.0,114.0
Quentin Grimes,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_assists,3.5,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,-140.0,110.0
Jaime Jaquez Jr,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_assists,5.5,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,-113.0,-113.0
Bam Adebayo,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_assists,3.5,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,124.0,-160.0
Trendon Watford,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_assists,2.5,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,-106.0,-120.0
Paul George,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_assists,2.5,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,-174.0,136.0
Tyrese Maxey,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_assists,7.5,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,108.0,-138.0
Kel'el Ware,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_blocks,1.5,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,126.0,-168.0
Andre Drummond,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_double_double,,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,,
Kel'el Ware,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_double_double,,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,,
Bam Adebayo,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_double_double,,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,,
Tyrese Maxey,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_double_double,,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,,
Jaime Jaquez Jr,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_double_double,,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,,
Davion Mitchell,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_double_double,,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,,
VJ Edgecombe,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_double_double,,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,,
Paul George,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_double_double,,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,,
Quentin Grimes,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_double_double,,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,,
Trendon Watford,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_double_double,,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,,
Pelle Larsson,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_points,11.5,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,-102.0,-125.0
Jaime Jaquez Jr,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_points,16.5,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,-113.0,-113.0
Davion Mitchell,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_points,9.5,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,100.0,-128.0
Norman Powell,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_points,23.5,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,-115.0,-111.0
Quentin Grimes,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,player_points,16.5,fanduel,2025-11-23T14:55:26Z,2025-11-23T14:53:33Z,-106.0,-120.0
