game_date,player_name,team,opponent,points_line,team_spread,line_tier,spread_bin,scorer_type,strategy_key,bet_side,strategy_roi,strategy_edge,strategy_hit_rate,strategy_games,actual_points,result,margin,profit
2025-10-23,Brandin Podziemski,Golden State Warriors,GSW vs. DEN,12.7,-1.4090909090909092,10-15 (Role Player),Pick'em (-2 to +2),Perimeter (<40.0%),18,OVER,5.4,6.8,55.2,164,11,LOSS,-1.6999999999999993,-110.0
2025-10-23,Buddy Hield,Golden State Warriors,GSW vs. DEN,10.714285714285714,-1.4090909090909092,10-15 (Role Player),Pick'em (-2 to +2),Perimeter (<40.0%),18,OVER,5.4,6.8,55.2,164,11,WIN,0.2857142857142865,100.0
2025-10-23,Bruce Brown,Denver Nuggets,DEN @ GSW,5.5,1.4090909090909092,5-10 (Bench),Pick'em (-2 to +2),Rim Attacker (≥40.0%),0,UNDER,26.0,14.4,66.0,100,4,WIN,-1.5,100.0
2025-10-23,Cameron Johnson,Denver Nuggets,DEN @ GSW,14.794117647058824,1.4090909090909092,10-15 (Role Player),Pick'em (-2 to +2),Perimeter (<40.0%),18,OVER,5.4,6.8,55.2,164,5,LOSS,-9.794117647058824,-110.0
2025-10-24,Victor Wembanyama,San Antonio Spurs,SAS @ NOP,27.85,-4.2272727272727275,25-30 (High Star),2-6 Fav,Perimeter (<40.0%),7,UNDER,8.6,5.3,56.9,58,29,LOSS,1.1499999999999986,-110.0
2025-10-24,Michael Porter Jr.,Brooklyn Nets,BKN vs. CLE,17.88888888888889,11.409090909090908,15-20 (High Role),10-15 Dog,Perimeter (<40.0%),9,UNDER,7.0,4.5,56.1,66,31,LOSS,13.11111111111111,-110.0
2025-10-24,Austin Reaves,Los Angeles Lakers,LAL vs. MIN,21.7,1.5,20-25 (Star),Pick'em (-2 to +2),Perimeter (<40.0%),13,OVER,6.7,7.5,55.9,68,25,WIN,3.3000000000000007,100.0
2025-10-24,Julius Randle,Minnesota Timberwolves,MIN @ LAL,18.7,-1.5,15-20 (High Role),Pick'em (-2 to +2),Perimeter (<40.0%),12,UNDER,6.8,4.4,56.0,109,26,LOSS,7.300000000000001,-110.0
2025-10-24,Brandon Ingram,Toronto Raptors,TOR vs. MIL,19.555555555555557,-1.7272727272727273,15-20 (High Role),Pick'em (-2 to +2),Perimeter (<40.0%),12,UNDER,6.8,4.4,56.0,109,29,LOSS,9.444444444444443,-110.0
2025-10-24,Jalen Brunson,New York Knicks,NYK vs. BOS,27.394736842105264,-3.5454545454545454,25-30 (High Star),2-6 Fav,Perimeter (<40.0%),7,UNDER,8.6,5.3,56.9,58,31,LOSS,3.6052631578947363,-110.0
