strategy_rank,strategy_side,strategy_market,strategy_category,strategy_category_type,strategy_edge,strategy_implied,strategy_hit_rate,strategy_bet_won,date,player,game,matchup,opponent,home_away,market,line,actual,hit_over,n_books,n_distinct_lines,prop_min_line,prop_max_line,prop_line_spread,is_min_line,is_max_line,total_vig,over_vig,under_vig,fair_over,fair_under,implied_over_prob,implied_under_prob,error,error_pct,abs_error,cat_liquidity,cat_vig_structure,cat_line_quartile,cat_line_position,is_consensus_line,lst_bookmakers,lst_over_odds,lst_under_odds,lst_implied_over,lst_implied_under,lst_total_vig,lst_over_vig,lst_under_vig,lst_fair_over,lst_fair_under,lst_errors,lst_error_pcts,lst_lines,lst_hit_over,lst_actuals,lst_distinct_lines,n,prop_n_books,prop_n_distinct_lines,prop_line_std,prop_line_mean,prop_min_vig,prop_over_odds_min,prop_over_odds_max,prop_implied_over_min,prop_implied_over_max,prop_over_odds_spread,prop_implied_range,avg_line,std_line,abs_error_pct,avg_error,avg_error_pct,std_error,hit_over_rate,avg_total_vig,avg_over_vig,avg_under_vig,avg_fair_over,avg_fair_under,line_over_odds_min,line_over_odds_max,line_under_odds_min,line_under_odds_max,line_over_odds_spread,line_under_odds_spread,line_implied_over_min,line_implied_over_max,line_implied_range,line_vig_min,line_vig_max,line_vig_range,bookmaker,over_odds,under_odds,cat_market_structure
2,OVER,points_rebounds_assists,moderate,MARKET STRUCTURE,0.056322536628686914,0.5329631776570274,0.5892857142857143,1,2025-10-28,Jalen Brunson,New York Knicks @ Milwaukee Bucks,NYK @ MIL,MIL,AWAY,player_points_rebounds_assists,38.5,43,1,2,4,36.5,39.5,3.0,0,0,0.06709201888797797,0.033243957645336525,0.03384806124264145,0.4960401111124164,0.5039598888875836,0.5292840687577529,0.5378079501302251,-4.5,-0.11688311688311688,4.5,thin (1-2 books),symmetric (<= 1.0% difference),Q4 (75-100%),middle,1,"['draftkings', 'betrivers']","[-116.0, -109.0]","[-111.0, -122.0]","[0.5370370370370371, 0.5215311004784688]","[0.5260663507109005, 0.5495495495495496]","[0.06310338774793767, 0.07108065002801828]","[0.03187729130930661, 0.03461062398136644]","[0.031226096438631057, 0.03647002604665184]","[0.5051597457277305, 0.4869204764971024]","[0.4948402542722694, 0.5130795235028978]","[-4.5, -4.5]","[-0.11688311688311688, -0.11688311688311688]","[38.5, 38.5]","[1, 1]","[43, 43]",[38.5],2,7,4,0.8232726023485654,37.8,0.06310338774793767,-150.0,107.0,0.4830917874396135,0.6,257.0,0.11690821256038647,38.5,0,0.11688311688311688,-4.5,-0.11688311688311688,0,1.0,0.06709201888797797,0.033243957645336525,0.03384806124264145,0.4960401111124164,0.5039598888875836,-116.0,-109.0,-122.0,-111.0,7.0,11.0,0.5215311004784688,0.5370370370370371,0.015505936558568245,0.06310338774793767,0.07108065002801828,0.00797726228008061,,,,moderate
2,OVER,points_rebounds_assists,moderate,MARKET STRUCTURE,0.056322536628686914,0.5329631776570274,0.5892857142857143,0,2025-10-28,Josh Hart,New York Knicks @ Milwaukee Bucks,NYK @ MIL,MIL,AWAY,player_points_rebounds_assists,20.5,11,0,3,4,19.5,22.5,3.0,0,0,0.07197061166528046,0.036545800059921175,0.035424811605359284,0.508090764925481,0.49190923507451906,0.5446365649854021,0.5273340466798784,9.5,0.4634146341463415,9.5,medium (3-4 books),symmetric (<= 1.0% difference),Q2 (25-50%),middle,0,"['betmgm', 'betrivers', 'bovada']","[-115.0, -124.0, -120.0]","[-118.0, -107.0, -110.0]","[0.5348837209302325, 0.5535714285714286, 0.5454545454545454]","[0.5412844036697247, 0.5169082125603864, 0.5238095238095238]","[0.07616812459995725, 0.07047964113181499, 0.06926406926406914]","[0.03785755122365042, 0.03644676099144628, 0.03533308796466683]","[0.03831057337630683, 0.034032880140368704, 0.03393098129940231]","[0.4970261697065821, 0.5171246675799823, 0.5101214574898786]","[0.5029738302934179, 0.48287533242001773, 0.48987854251012153]","[9.5, 9.5, 9.5]","[0.4634146341463415, 0.4634146341463415, 0.4634146341463415]","[20.5, 20.5, 20.5]","[0, 0, 0]","[11, 11, 11]",[20.5],3,7,4,0.8432740427115679,21.1,0.06468531468531458,-152.0,116.0,0.46296296296296297,0.6031746031746031,268.0,0.14021164021164018,20.5,0,0.4634146341463415,9.5,0.4634146341463415,0,0.0,0.07197061166528046,0.036545800059921175,0.035424811605359284,0.508090764925481,0.49190923507451906,-124.0,-115.0,-118.0,-107.0,9.0,11.0,0.5348837209302325,0.5535714285714286,0.018687707641196094,0.06926406926406914,0.07616812459995725,0.006904055335888115,,,,moderate
2,OVER,points_rebounds_assists,moderate,MARKET STRUCTURE,0.056322536628686914,0.5329631776570274,0.5892857142857143,0,2025-10-28,Josh Hart,New York Knicks @ Milwaukee Bucks,NYK @ MIL,MIL,AWAY,player_points_rebounds_assists,21.5,11,0,5,4,19.5,22.5,3.0,0,0,0.06862322707654021,0.033359556652329425,0.03526367042421079,0.48625130614002254,0.5137486938599775,0.5196108627923519,0.5490123642841883,10.5,0.4883720930232558,10.5,liquid (5+ books),symmetric (<= 1.0% difference),Q2 (25-50%),middle,1,"['draftkings', 'fanatics', 'fanduel', 'betonlineag', 'betrivers']","[-107.0, -110.0, -112.0, -108.0, -104.0]","[-122.0, -120.0, -118.0, -120.0, -129.0]","[0.5169082125603864, 0.5238095238095238, 0.5283018867924528, 0.5192307692307693, 0.5098039215686274]","[0.5495495495495496, 0.5454545454545454, 0.5412844036697247, 0.5454545454545454, 0.5633187772925764]","[0.06645776210993604, 0.06926406926406914, 0.06958629046217762, 0.06468531468531458, 0.0731226988612037]","[0.032211836458525545, 0.03393098129940231, 0.034370829987144524, 0.031546040166729794, 0.034738095349844955]","[0.03424592565141049, 0.03533308796466683, 0.0352154604750331, 0.03313927451858478, 0.03838460351135875]","[0.4846963761018609, 0.48987854251012153, 0.4939310568053083, 0.4876847290640395, 0.47506582621878246]","[0.5153036238981391, 0.5101214574898786, 0.5060689431946916, 0.5123152709359606, 0.5249341737812177]","[10.5, 10.5, 10.5, 10.5, 10.5]","[0.4883720930232558, 0.4883720930232558, 0.4883720930232558, 0.4883720930232558, 0.4883720930232558]","[21.5, 21.5, 21.5, 21.5, 21.5]","[0, 0, 0, 0, 0]","[11, 11, 11, 11, 11]",[21.5],5,7,4,0.8432740427115679,21.1,0.06468531468531458,-152.0,116.0,0.46296296296296297,0.6031746031746031,268.0,0.14021164021164018,21.5,0,0.4883720930232558,10.5,0.4883720930232558,0,0.0,0.06862322707654021,0.033359556652329425,0.03526367042421079,0.48625130614002254,0.5137486938599775,-112.0,-104.0,-129.0,-118.0,8.0,11.0,0.5098039215686274,0.5283018867924528,0.018497965223825408,0.06468531468531458,0.0731226988612037,0.008437384175889129,,,,moderate
2,OVER,points_rebounds_assists,moderate,MARKET STRUCTURE,0.056322536628686914,0.5329631776570274,0.5892857142857143,0,2025-11-05,Duncan Robinson,Utah Jazz @ Detroit Pistons,DET vs. UTA,UTA,HOME,player_points_rebounds_assists,17.5,11,0,2,3,16.5,18.5,2.0,0,0,0.06647652479157515,0.03314047204128487,0.03333605275029028,0.49845233182005777,0.5015476681799422,0.5315928038613427,0.5348837209302325,6.5,0.37142857142857144,6.5,thin (1-2 books),symmetric (<= 1.0% difference),Q1 (0-25%),middle,0,"['fanatics', 'betonlineag']","[-115.0, -112.0]","[-115.0, -115.0]","[0.5348837209302325, 0.5283018867924528]","[0.5348837209302325, 0.5348837209302325]","[0.06976744186046502, 0.06318560772268528]","[0.03488372093023251, 0.03139722315233723]","[0.03488372093023251, 0.03178838457034805]","[0.5, 0.4969046636401156]","[0.5, 0.5030953363598845]","[6.5, 6.5]","[0.37142857142857144, 0.37142857142857144]","[17.5, 17.5]","[0, 0]","[11, 11]",[17.5],2,4,3,0.8164965809277257,17.5,0.06318560772268528,-130.0,-102.0,0.504950495049505,0.5652173913043478,28.0,0.06026689625484283,17.5,0,0.37142857142857144,6.5,0.37142857142857144,0,0.0,0.06647652479157515,0.03314047204128487,0.03333605275029028,0.49845233182005777,0.5015476681799422,-115.0,-112.0,-115.0,-115.0,3.0,0.0,0.5283018867924528,0.5348837209302325,0.006581834137779685,0.06318560772268528,0.06976744186046502,0.006581834137779741,,,,moderate
2,OVER,points_rebounds_assists,moderate,MARKET STRUCTURE,0.056322536628686914,0.5329631776570274,0.5892857142857143,1,2025-11-07,Myles Turner,Chicago Bulls @ Milwaukee Bucks,MIL vs. CHI,CHI,HOME,player_points_rebounds_assists,22.5,31,1,2,2,20.5,22.5,2.0,0,1,0.06817780134323081,0.031504576653635485,0.03667322468959533,0.46239786237075475,0.5376021376292452,0.49390243902439024,0.5742753623188406,-8.5,-0.37777777777777777,8.5,thin (1-2 books),symmetric (<= 1.0% difference),Q2 (25-50%),max,1,"['betonlineag', 'fanatics']","[100.0, 105.0]","[-130.0, -140.0]","[0.5, 0.4878048780487805]","[0.5652173913043478, 0.5833333333333334]","[0.06521739130434767, 0.07113821138211396]","[0.030612244897959107, 0.032396908409311864]","[0.034605146406388565, 0.038741302972802094]","[0.4693877551020409, 0.4554079696394686]","[0.5306122448979592, 0.5445920303605313]","[-8.5, -8.5]","[-0.37777777777777777, -0.37777777777777777]","[22.5, 22.5]","[1, 1]","[31, 31]",[22.5],2,3,2,1.1547005383792517,21.833333333333332,0.06521739130434767,-130.0,105.0,0.4878048780487805,0.5652173913043478,235.0,0.0774125132555673,22.5,0,0.37777777777777777,-8.5,-0.37777777777777777,0,1.0,0.06817780134323081,0.031504576653635485,0.03667322468959533,0.46239786237075475,0.5376021376292452,100.0,105.0,-140.0,-130.0,5.0,10.0,0.4878048780487805,0.5,0.012195121951219523,0.06521739130434767,0.07113821138211396,0.005920820077766287,,,,moderate
2,OVER,points_rebounds_assists,moderate,MARKET STRUCTURE,0.056322536628686914,0.5329631776570274,0.5892857142857143,0,2025-11-10,Mark Williams,New Orleans Pelicans @ Phoenix Suns,PHX vs. NOP,NOP,HOME,player_points_rebounds_assists,25.5,10,0,2,3,24.5,26.5,2.0,0,0,0.065757653092226,0.034156699683956404,0.0316009534082696,0.5194058314570501,0.4805941685429499,0.5535625311410065,0.5121951219512195,15.5,0.6078431372549019,15.5,thin (1-2 books),symmetric (<= 1.0% difference),Q3 (50-75%),middle,1,"['betonlineag', 'fanatics']","[-123.0, -125.0]","[-105.0, -105.0]","[0.5515695067264574, 0.5555555555555556]","[0.5121951219512195, 0.5121951219512195]","[0.06376462867767696, 0.06775067750677505]","[0.03306241234027607, 0.03525098702763674]","[0.03070221633740089, 0.03249969047913831]","[0.5185070943861814, 0.5203045685279188]","[0.48149290561381863, 0.4796954314720812]","[15.5, 15.5]","[0.6078431372549019, 0.6078431372549019]","[25.5, 25.5]","[0, 0]","[10, 10]",[25.5],2,4,3,0.816496580927726,25.5,0.06376462867767696,-150.0,-112.0,0.5283018867924528,0.6,38.0,0.07169811320754715,25.5,0,0.6078431372549019,15.5,0.6078431372549019,0,0.0,0.065757653092226,0.034156699683956404,0.0316009534082696,0.5194058314570501,0.4805941685429499,-125.0,-123.0,-105.0,-105.0,2.0,0.0,0.5515695067264574,0.5555555555555556,0.003986048829098143,0.06376462867767696,0.06775067750677505,0.003986048829098088,,,,moderate
2,OVER,points_rebounds_assists,moderate,MARKET STRUCTURE,0.056322536628686914,0.5329631776570274,0.5892857142857143,0,2025-11-12,De'Andre Hunter,Cleveland Cavaliers @ Miami Heat,CLE @ MIA,MIA,AWAY,player_points_rebounds_assists,30.5,29,0,2,3,30.5,32.5,2.0,1,0,0.06623435038893202,0.03470274385556982,0.031531606533362205,0.5244606375749159,0.47553936242508404,0.5591633814304857,0.5070709689584463,1.5,0.04918032786885246,1.5,thin (1-2 books),symmetric (<= 1.0% difference),Q3 (50-75%),min,1,"['betonlineag', 'draftkings']","[-133.0, -121.0]","[103.0, -109.0]","[0.5708154506437768, 0.5475113122171946]","[0.49261083743842365, 0.5215311004784688]","[0.06342628808220058, 0.06904241269566347]","[0.03404533592976666, 0.03536015178137297]","[0.029380952152433915, 0.033682260914290496]","[0.5367701147140101, 0.5121511604358217]","[0.46322988528598974, 0.48784883956417835]","[1.5, 1.5]","[0.04918032786885246, 0.04918032786885246]","[30.5, 30.5]","[0, 0]","[29, 29]",[30.5],2,4,3,0.9574271077563382,31.25,0.06342628808220058,-133.0,-105.0,0.5121951219512195,0.5708154506437768,28.0,0.05862032869255729,30.5,0,0.04918032786885246,1.5,0.04918032786885246,0,0.0,0.06623435038893202,0.03470274385556982,0.031531606533362205,0.5244606375749159,0.47553936242508404,-133.0,-121.0,-109.0,103.0,12.0,212.0,0.5475113122171946,0.5708154506437768,0.023304138426582188,0.06342628808220058,0.06904241269566347,0.005616124613462892,,,,moderate
2,OVER,points_rebounds_assists,moderate,MARKET STRUCTURE,0.056322536628686914,0.5329631776570274,0.5892857142857143,1,2025-11-14,Andrew Wiggins,Miami Heat @ New York Knicks,MIA @ NYK,NYK,AWAY,player_points_rebounds_assists,24.5,25,1,2,3,24.5,26.5,2.0,1,0,0.0694444444444445,0.036996145000219416,0.03244829944422509,0.532448299444225,0.4675517005557749,0.5694444444444444,0.5,-0.5,-0.02040816326530612,0.5,thin (1-2 books),symmetric (<= 1.0% difference),Q2 (25-50%),min,0,"['betmgm', 'bovada']","[-140.0, -125.0]","[105.0, -105.0]","[0.5833333333333334, 0.5555555555555556]","[0.4878048780487805, 0.5121951219512195]","[0.07113821138211396, 0.06775067750677505]","[0.038741302972802094, 0.03525098702763674]","[0.032396908409311864, 0.03249969047913831]","[0.5445920303605313, 0.5203045685279188]","[0.4554079696394686, 0.4796954314720812]","[-0.5, -0.5]","[-0.02040816326530612, -0.02040816326530612]","[24.5, 24.5]","[1, 1]","[25, 25]",[24.5],2,7,3,0.9511897312113418,25.785714285714285,0.06376462867767696,-140.0,-104.0,0.5098039215686274,0.5833333333333334,36.0,0.07352941176470595,24.5,0,0.02040816326530612,-0.5,-0.02040816326530612,0,1.0,0.0694444444444445,0.036996145000219416,0.03244829944422509,0.532448299444225,0.4675517005557749,-140.0,-125.0,-105.0,105.0,15.0,210.0,0.5555555555555556,0.5833333333333334,0.02777777777777779,0.06775067750677505,0.07113821138211396,0.0033875338753389106,,,,moderate
2,OVER,points_rebounds_assists,moderate,MARKET STRUCTURE,0.056322536628686914,0.5329631776570274,0.5892857142857143,0,2025-11-14,Andrew Wiggins,Miami Heat @ New York Knicks,MIA @ NYK,NYK,AWAY,player_points_rebounds_assists,26.5,25,0,4,3,24.5,26.5,2.0,0,1,0.06925958152112531,0.033439447123790725,0.035820134397334585,0.4828203870162443,0.5171796129837558,0.516259834140035,0.5529997473810904,1.5,0.05660377358490566,1.5,medium (3-4 books),symmetric (<= 1.0% difference),Q3 (50-75%),max,1,"['fanduel', 'fanatics', 'betrivers', 'betonlineag']","[-104.0, -110.0, -108.0, -105.0]","[-128.0, -120.0, -124.0, -123.0]","[0.5098039215686274, 0.5238095238095238, 0.5192307692307693, 0.5121951219512195]","[0.5614035087719298, 0.5454545454545454, 0.5535714285714286, 0.5515695067264574]","[0.07120743034055721, 0.06926406926406914, 0.07280219780219793, 0.06376462867767696]","[0.03388869998866595, 0.03393098129940231, 0.03523589086969375, 0.03070221633740089]","[0.03731873035189126, 0.03533308796466683, 0.03756630693250418, 0.03306241234027607]","[0.47591522157996147, 0.48987854251012153, 0.4839948783610755, 0.48149290561381863]","[0.5240847784200385, 0.5101214574898786, 0.5160051216389244, 0.5185070943861814]","[1.5, 1.5, 1.5, 1.5]","[0.05660377358490566, 0.05660377358490566, 0.05660377358490566, 0.05660377358490566]","[26.5, 26.5, 26.5, 26.5]","[0, 0, 0, 0]","[25, 25, 25, 25]",[26.5],4,7,3,0.9511897312113418,25.785714285714285,0.06376462867767696,-140.0,-104.0,0.5098039215686274,0.5833333333333334,36.0,0.07352941176470595,26.5,0,0.05660377358490566,1.5,0.05660377358490566,0,0.0,0.06925958152112531,0.033439447123790725,0.035820134397334585,0.4828203870162443,0.5171796129837558,-110.0,-104.0,-128.0,-120.0,6.0,8.0,0.5098039215686274,0.5238095238095238,0.01400560224089642,0.06376462867767696,0.07280219780219793,0.009037569124520972,,,,moderate
2,OVER,points_rebounds_assists,moderate,MARKET STRUCTURE,0.056322536628686914,0.5329631776570274,0.5892857142857143,1,2025-11-15,Aaron Gordon,Denver Nuggets @ Minnesota Timberwolves,DEN @ MIN,MIN,AWAY,player_points_rebounds_assists,24.5,34,1,2,4,23.5,26.5,3.0,0,0,0.07020012507817383,0.03701800892227003,0.0331821161559038,0.5270845551802941,0.47291544481970593,0.5641025641025641,0.5060975609756098,-9.5,-0.3877551020408163,9.5,thin (1-2 books),symmetric (<= 1.0% difference),Q2 (25-50%),middle,0,"['betrivers', 'betmgm']","[-134.0, -125.0]","[100.0, -105.0]","[0.5726495726495726, 0.5555555555555556]","[0.5, 0.5121951219512195]","[0.07264957264957261, 0.06775067750677505]","[0.03878503081690332, 0.03525098702763674]","[0.03386454183266929, 0.03249969047913831]","[0.5338645418326693, 0.5203045685279188]","[0.4661354581673307, 0.4796954314720812]","[-9.5, -9.5]","[-0.3877551020408163, -0.3877551020408163]","[24.5, 24.5]","[1, 1]","[34, 34]",[24.5],2,4,4,0.9759000729485334,25.071428571428573,0.06468531468531458,-162.0,104.0,0.49019607843137253,0.6183206106870229,266.0,0.1281245322556504,24.5,0,0.3877551020408163,-9.5,-0.3877551020408163,0,1.0,0.07020012507817383,0.03701800892227003,0.0331821161559038,0.5270845551802941,0.47291544481970593,-134.0,-125.0,-105.0,100.0,9.0,205.0,0.5555555555555556,0.5726495726495726,0.017094017094017033,0.06775067750677505,0.07264957264957261,0.004898895142797566,,,,moderate
2,OVER,points_rebounds_assists,moderate,MARKET STRUCTURE,0.056322536628686914,0.5329631776570274,0.5892857142857143,1,2025-11-15,Aaron Gordon,Denver Nuggets @ Minnesota Timberwolves,DEN @ MIN,MIN,AWAY,player_points_rebounds_assists,25.5,34,1,3,4,23.5,26.5,3.0,0,0,0.0685834065146637,0.03367225384694328,0.034911152667720415,0.490846654474782,0.5091533455252181,0.5245189083217253,0.5440644981929386,-8.5,-0.3333333333333333,8.5,medium (3-4 books),symmetric (<= 1.0% difference),Q3 (50-75%),middle,1,"['fanatics', 'betrivers', 'betonlineag']","[-110.0, -113.0, -108.0]","[-120.0, -118.0, -120.0]","[0.5238095238095238, 0.5305164319248826, 0.5192307692307693]","[0.5454545454545454, 0.5412844036697247, 0.5454545454545454]","[0.06926406926406914, 0.07180083559460737, 0.06468531468531458]","[0.03393098129940231, 0.035539740074697734, 0.031546040166729794]","[0.03533308796466683, 0.036261095519909636, 0.03313927451858478]","[0.48987854251012153, 0.4949766918501849, 0.4876847290640395]","[0.5101214574898786, 0.5050233081498151, 0.5123152709359606]","[-8.5, -8.5, -8.5]","[-0.3333333333333333, -0.3333333333333333, -0.3333333333333333]","[25.5, 25.5, 25.5]","[1, 1, 1]","[34, 34, 34]",[25.5],3,4,4,0.9759000729485334,25.071428571428573,0.06468531468531458,-162.0,104.0,0.49019607843137253,0.6183206106870229,266.0,0.1281245322556504,25.5,0,0.3333333333333333,-8.5,-0.3333333333333333,0,1.0,0.0685834065146637,0.03367225384694328,0.034911152667720415,0.490846654474782,0.5091533455252181,-113.0,-108.0,-120.0,-118.0,5.0,2.0,0.5192307692307693,0.5305164319248826,0.011285662694113352,0.06468531468531458,0.07180083559460737,0.007115520909292794,,,,moderate
2,OVER,points_rebounds_assists,moderate,MARKET STRUCTURE,0.056322536628686914,0.5329631776570274,0.5892857142857143,1,2025-11-16,Daniel Gafford,Portland Trail Blazers @ Dallas Mavericks,DAL vs. POR,POR,HOME,player_points_rebounds_assists,19.5,28,1,3,2,17.5,19.5,2.0,0,1,0.06740114468418489,0.0329764838587002,0.034424660825484676,0.4891267201787069,0.5108732798212932,0.5221032040374071,0.5452979406467778,-8.5,-0.4358974358974359,8.5,medium (3-4 books),symmetric (<= 1.0% difference),Q2 (25-50%),max,1,"['draftkings', 'fanatics', 'betonlineag']","[-115.0, -105.0, -108.0]","[-115.0, -125.0, -120.0]","[0.5348837209302325, 0.5121951219512195, 0.5192307692307693]","[0.5348837209302325, 0.5555555555555556, 0.5454545454545454]","[0.06976744186046502, 0.06775067750677505, 0.06468531468531458]","[0.03488372093023251, 0.03249969047913831, 0.031546040166729794]","[0.03488372093023251, 0.03525098702763674, 0.03313927451858478]","[0.5, 0.4796954314720812, 0.4876847290640395]","[0.5, 0.5203045685279188, 0.5123152709359606]","[-8.5, -8.5, -8.5]","[-0.4358974358974359, -0.4358974358974359, -0.4358974358974359]","[19.5, 19.5, 19.5]","[1, 1, 1]","[28, 28, 28]",[19.5],3,4,2,1.0,19.0,0.06468531468531458,-125.0,-105.0,0.5121951219512195,0.5555555555555556,20.0,0.04336043360433606,19.5,0,0.4358974358974359,-8.5,-0.4358974358974359,0,1.0,0.06740114468418489,0.0329764838587002,0.034424660825484676,0.4891267201787069,0.5108732798212932,-115.0,-105.0,-125.0,-115.0,10.0,10.0,0.5121951219512195,0.5348837209302325,0.022688598979012986,0.06468531468531458,0.06976744186046502,0.0050821271751504415,,,,moderate
2,OVER,points_rebounds_assists,moderate,MARKET STRUCTURE,0.056322536628686914,0.5329631776570274,0.5892857142857143,1,2025-11-17,Josh Giddey,Chicago Bulls @ Denver Nuggets,CHI @ DEN,DEN,AWAY,player_points_rebounds_assists,37.5,41,1,2,3,37.5,39.5,2.0,1,0,0.0661958127534178,0.03503950640185194,0.031156306351565854,0.5299723139291174,0.47002768607088263,0.5650118203309693,0.5011839924224485,-3.5,-0.09333333333333334,3.5,thin (1-2 books),symmetric (<= 1.0% difference),Q4 (75-100%),min,1,"['fanduel', 'bovada']","[-125.0, -135.0]","[-106.0, 105.0]","[0.5555555555555556, 0.574468085106383]","[0.5145631067961165, 0.4878048780487805]","[0.07011866235167208, 0.06227296315516351]","[0.03640232974910396, 0.03367668305459992]","[0.03371633260256812, 0.028596280100563587]","[0.5191532258064516, 0.5407914020517831]","[0.4808467741935484, 0.4592085979482169]","[-3.5, -3.5]","[-0.09333333333333334, -0.09333333333333334]","[37.5, 37.5]","[1, 1]","[41, 41]",[37.5],2,7,3,0.6900655593423543,38.357142857142854,0.06227296315516351,-135.0,-107.0,0.5169082125603864,0.574468085106383,28.0,0.05755987254599659,37.5,0,0.09333333333333334,-3.5,-0.09333333333333334,0,1.0,0.0661958127534178,0.03503950640185194,0.031156306351565854,0.5299723139291174,0.47002768607088263,-135.0,-125.0,-106.0,105.0,10.0,211.0,0.5555555555555556,0.574468085106383,0.01891252955082745,0.06227296315516351,0.07011866235167208,0.007845699196508571,,,,moderate
2,OVER,points_rebounds_assists,moderate,MARKET STRUCTURE,0.056322536628686914,0.5329631776570274,0.5892857142857143,1,2025-11-18,Dyson Daniels,Detroit Pistons @ Atlanta Hawks,ATL vs. DET,DET,HOME,player_points_rebounds_assists,21.5,27,1,2,3,21.5,23.5,2.0,1,0,0.06769263882910015,0.03583242734289832,0.03186021148620183,0.5293849639614494,0.47061503603855065,0.5652173913043478,0.5024752475247525,-5.5,-0.2558139534883721,5.5,thin (1-2 books),symmetric (<= 1.0% difference),Q2 (25-50%),min,0,"['fanduel', 'fanatics']","[-130.0, -130.0]","[-102.0, 100.0]","[0.5652173913043478, 0.5652173913043478]","[0.504950495049505, 0.5]","[0.07016788635385263, 0.06521739130434767]","[0.03705970827940808, 0.034605146406388565]","[0.03310817807444455, 0.030612244897959107]","[0.5281576830249397, 0.5306122448979592]","[0.4718423169750604, 0.4693877551020409]","[-5.5, -5.5]","[-0.2558139534883721, -0.2558139534883721]","[21.5, 21.5]","[1, 1]","[27, 27]",[21.5],2,5,3,0.8366600265340757,22.3,0.06376462867767696,-130.0,-105.0,0.5121951219512195,0.5652173913043478,25.0,0.05302226935312826,21.5,0,0.2558139534883721,-5.5,-0.2558139534883721,0,1.0,0.06769263882910015,0.03583242734289832,0.03186021148620183,0.5293849639614494,0.47061503603855065,-130.0,-130.0,-102.0,100.0,0.0,202.0,0.5652173913043478,0.5652173913043478,0.0,0.06521739130434767,0.07016788635385263,0.004950495049504955,,,,moderate
2,OVER,points_rebounds_assists,moderate,MARKET STRUCTURE,0.056322536628686914,0.5329631776570274,0.5892857142857143,1,2025-11-18,Dyson Daniels,Detroit Pistons @ Atlanta Hawks,ATL vs. DET,DET,HOME,player_points_rebounds_assists,22.5,27,1,2,3,21.5,23.5,2.0,0,0,0.06594958202261103,0.03176267292855062,0.034186909094060414,0.4816164414451174,0.5183835585548826,0.513379114373668,0.552570467648943,-4.5,-0.2,4.5,thin (1-2 books),symmetric (<= 1.0% difference),Q2 (25-50%),middle,1,"['draftkings', 'betonlineag']","[-106.0, -105.0]","[-124.0, -123.0]","[0.5145631067961165, 0.5121951219512195]","[0.5535714285714286, 0.5515695067264574]","[0.0681345353675451, 0.06376462867767696]","[0.032823129519700345, 0.03070221633740089]","[0.03531140584784476, 0.03306241234027607]","[0.48173997727641615, 0.48149290561381863]","[0.5182600227235838, 0.5185070943861814]","[-4.5, -4.5]","[-0.2, -0.2]","[22.5, 22.5]","[1, 1]","[27, 27]",[22.5],2,5,3,0.8366600265340757,22.3,0.06376462867767696,-130.0,-105.0,0.5121951219512195,0.5652173913043478,25.0,0.05302226935312826,22.5,0,0.2,-4.5,-0.2,0,1.0,0.06594958202261103,0.03176267292855062,0.034186909094060414,0.4816164414451174,0.5183835585548826,-106.0,-105.0,-124.0,-123.0,1.0,1.0,0.5121951219512195,0.5145631067961165,0.0023679848448969754,0.06376462867767696,0.0681345353675451,0.004369906689868142,,,,moderate
2,OVER,points_rebounds_assists,moderate,MARKET STRUCTURE,0.056322536628686914,0.5329631776570274,0.5892857142857143,0,2025-11-18,Michael Porter Jr,Boston Celtics @ Brooklyn Nets,BKN vs. BOS,BOS,HOME,player_points_rebounds_assists,33.5,33,0,4,3,33.5,35.5,2.0,1,0,0.06772633626329065,0.03439159367269873,0.03333474259059192,0.5079013581455796,0.4920986418544204,0.5422929518182783,0.5254333844450124,0.5,0.014925373134328358,0.5,medium (3-4 books),symmetric (<= 1.0% difference),Q4 (75-100%),min,1,"['fanduel', 'betonlineag', 'draftkings', 'fanatics']","[-120.0, -120.0, -119.0, -115.0]","[-110.0, -108.0, -110.0, -115.0]","[0.5454545454545454, 0.5454545454545454, 0.54337899543379, 0.5348837209302325]","[0.5238095238095238, 0.5192307692307693, 0.5238095238095238, 0.5348837209302325]","[0.06926406926406914, 0.06468531468531458, 0.06718851924331387, 0.06976744186046502]","[0.03533308796466683, 0.03313927451858478, 0.03421029127731079, 0.03488372093023251]","[0.03393098129940231, 0.031546040166729794, 0.03297822796600308, 0.03488372093023251]","[0.5101214574898786, 0.5123152709359606, 0.5091687041564792, 0.5]","[0.48987854251012153, 0.4876847290640395, 0.49083129584352075, 0.5]","[0.5, 0.5, 0.5, 0.5]","[0.014925373134328358, 0.014925373134328358, 0.014925373134328358, 0.014925373134328358]","[33.5, 33.5, 33.5, 33.5]","[0, 0, 0, 0]","[33, 33, 33, 33]",[33.5],4,6,3,0.836660026534076,34.0,0.06468531468531458,-120.0,-109.0,0.5215311004784688,0.5454545454545454,11.0,0.02392344497607657,33.5,0,0.014925373134328358,0.5,0.014925373134328358,0,0.0,0.06772633626329065,0.03439159367269873,0.03333474259059192,0.5079013581455796,0.4920986418544204,-120.0,-115.0,-115.0,-108.0,5.0,7.0,0.5348837209302325,0.5454545454545454,0.010570824524312905,0.06468531468531458,0.06976744186046502,0.0050821271751504415,,,,moderate
