strategy_rank,strategy_side,strategy_market,strategy_category,strategy_category_type,strategy_edge,strategy_implied,strategy_hit_rate,strategy_bet_won,date,player,game,matchup,opponent,home_away,market,line,actual,hit_over,n_books,n_distinct_lines,prop_min_line,prop_max_line,prop_line_spread,is_min_line,is_max_line,total_vig,over_vig,under_vig,fair_over,fair_under,implied_over_prob,implied_under_prob,error,error_pct,abs_error,cat_liquidity,cat_vig_structure,cat_line_quartile,cat_line_position,is_consensus_line,lst_bookmakers,lst_over_odds,lst_under_odds,lst_implied_over,lst_implied_under,lst_total_vig,lst_over_vig,lst_under_vig,lst_fair_over,lst_fair_under,lst_errors,lst_error_pcts,lst_lines,lst_hit_over,lst_actuals,lst_distinct_lines,n,prop_n_books,prop_n_distinct_lines,prop_line_std,prop_line_mean,prop_min_vig,prop_over_odds_min,prop_over_odds_max,prop_implied_over_min,prop_implied_over_max,prop_over_odds_spread,prop_implied_range,avg_line,std_line,abs_error_pct,avg_error,avg_error_pct,std_error,hit_over_rate,avg_total_vig,avg_over_vig,avg_under_vig,avg_fair_over,avg_fair_under,line_over_odds_min,line_over_odds_max,line_under_odds_min,line_under_odds_max,line_over_odds_spread,line_under_odds_spread,line_implied_over_min,line_implied_over_max,line_implied_range,line_vig_min,line_vig_max,line_vig_range,bookmaker,over_odds,under_odds,cat_market_structure
3,UNDER,steals,odds_disagree,MARKET STRUCTURE,0.05025881029375956,0.6197411897062404,0.6699999999999999,1,2025-11-18,Shaedon Sharpe,Phoenix Suns @ Portland Trail Blazers,POR vs. PHX,PHX,HOME,player_steals,1.5,1,0,2,1,1.5,1.5,0.0,1,1,0.06883081413312708,0.022907380153165458,0.045923433979961625,0.33303425300567424,0.6669657469943258,0.35594163315883975,0.7128891809742873,0.5,0.3333333333333333,0.5,thin (1-2 books),under_heavy (< 1.0% difference),Q2 (25-50%),only_line,1,"['fanduel', 'draftkings']","[194.0, 169.0]","[-270.0, -229.0]","[0.3401360544217687, 0.37174721189591076]","[0.7297297297297297, 0.6960486322188449]","[0.06986578415149847, 0.0677958441147557]","[0.022212012490165356, 0.02360274781616556]","[0.04765377166133311, 0.04419309629859014]","[0.31792404193160334, 0.3481444640797452]","[0.6820759580683966, 0.6518555359202548]","[0.5, 0.5]","[0.3333333333333333, 0.3333333333333333]","[1.5, 1.5]","[0, 0]","[1, 1]",[1.5],2,2,1,0.0,1.5,0.0677958441147557,169.0,194.0,0.3401360544217687,0.37174721189591076,25.0,0.03161115747414206,1.5,0,0.3333333333333333,0.5,0.3333333333333333,0,0.0,0.06883081413312708,0.022907380153165458,0.045923433979961625,0.33303425300567424,0.6669657469943258,169.0,194.0,-270.0,-229.0,25.0,41.0,0.3401360544217687,0.37174721189591076,0.03161115747414206,0.0677958441147557,0.06986578415149847,0.002069940036742768,,,,odds_disagree
3,UNDER,steals,odds_disagree,MARKET STRUCTURE,0.05025881029375956,0.6197411897062404,0.6699999999999999,0,2025-11-19,Amen Thompson,Houston Rockets @ Cleveland Cavaliers,HOU @ CLE,CLE,AWAY,player_steals,1.5,5,1,2,1,1.5,1.5,0.0,1,1,0.06972257918659722,0.0343524127537877,0.03537016643280952,0.4924333015319266,0.5075666984680733,0.5267857142857143,0.5429368649008829,-3.5,-2.3333333333333335,3.5,thin (1-2 books),symmetric (<= 1.0% difference),Q2 (25-50%),only_line,1,"['draftkings', 'fanduel']","[-124.0, 100.0]","[-107.0, -132.0]","[0.5535714285714286, 0.5]","[0.5169082125603864, 0.5689655172413793]","[0.07047964113181499, 0.06896551724137945]","[0.03644676099144628, 0.032258064516129115]","[0.034032880140368704, 0.036707452725250334]","[0.5171246675799823, 0.4677419354838709]","[0.48287533242001773, 0.532258064516129]","[-3.5, -3.5]","[-2.3333333333333335, -2.3333333333333335]","[1.5, 1.5]","[1, 1]","[5, 5]",[1.5],2,2,1,0.0,1.5,0.06896551724137945,-124.0,100.0,0.5,0.5535714285714286,224.0,0.0535714285714286,1.5,0,2.3333333333333335,-3.5,-2.3333333333333335,0,1.0,0.06972257918659722,0.0343524127537877,0.03537016643280952,0.4924333015319266,0.5075666984680733,-124.0,100.0,-132.0,-107.0,224.0,25.0,0.5,0.5535714285714286,0.0535714285714286,0.06896551724137945,0.07047964113181499,0.001514123890435537,,,,odds_disagree
3,UNDER,steals,odds_disagree,MARKET STRUCTURE,0.05025881029375956,0.6197411897062404,0.6699999999999999,1,2025-11-19,Jamal Murray,Denver Nuggets @ New Orleans Pelicans,DEN @ NOP,NOP,AWAY,player_steals,1.5,0,0,2,1,1.5,1.5,0.0,1,1,0.06862261114454515,0.024220843881863796,0.04440176726268136,0.3532637297240736,0.6467362702759264,0.37748457360593735,0.6911380375386078,1.5,1.0,1.5,thin (1-2 books),under_heavy (< 1.0% difference),Q2 (25-50%),only_line,1,"['draftkings', 'fanduel']","[153.0, 178.0]","[-205.0, -245.0]","[0.3952569169960474, 0.3597122302158273]","[0.6721311475409836, 0.7101449275362319]","[0.067388064537031, 0.0698571577520593]","[0.024953997066465672, 0.02348769069726192]","[0.04243406747056533, 0.046369467054797386]","[0.37030291992958175, 0.3362245395185654]","[0.6296970800704182, 0.6637754604814345]","[1.5, 1.5]","[1.0, 1.0]","[1.5, 1.5]","[0, 0]","[0, 0]",[1.5],2,2,1,0.0,1.5,0.067388064537031,153.0,178.0,0.3597122302158273,0.3952569169960474,25.0,0.0355446867802201,1.5,0,1.0,1.5,1.0,0,0.0,0.06862261114454515,0.024220843881863796,0.04440176726268136,0.3532637297240736,0.6467362702759264,153.0,178.0,-245.0,-205.0,25.0,40.0,0.3597122302158273,0.3952569169960474,0.0355446867802201,0.067388064537031,0.0698571577520593,0.0024690932150283063,,,,odds_disagree
3,UNDER,steals,odds_disagree,MARKET STRUCTURE,0.05025881029375956,0.6197411897062404,0.6699999999999999,1,2025-11-19,Pascal Siakam,Charlotte Hornets @ Indiana Pacers,IND vs. CHA,CHA,HOME,player_steals,1.5,1,0,2,1,1.5,1.5,0.0,1,1,0.06833263425317801,0.022920481672010135,0.045412152581167875,0.3358267908218931,0.664173209178107,0.35874727249390326,0.7095853617592748,0.5,0.3333333333333333,0.5,thin (1-2 books),under_heavy (< 1.0% difference),Q2 (25-50%),only_line,1,"['draftkings', 'fanduel']","[165.0, 194.0]","[-222.0, -270.0]","[0.37735849056603776, 0.3401360544217687]","[0.6894409937888198, 0.7297297297297297]","[0.06679948435485755, 0.06986578415149847]","[0.023628950853854913, 0.022212012490165356]","[0.04317053350100264, 0.04765377166133311]","[0.35372953971218285, 0.31792404193160334]","[0.6462704602878172, 0.6820759580683966]","[0.5, 0.5]","[0.3333333333333333, 0.3333333333333333]","[1.5, 1.5]","[0, 0]","[1, 1]",[1.5],2,2,1,0.0,1.5,0.06679948435485755,165.0,194.0,0.3401360544217687,0.37735849056603776,29.0,0.03722243614426907,1.5,0,0.3333333333333333,0.5,0.3333333333333333,0,0.0,0.06833263425317801,0.022920481672010135,0.045412152581167875,0.3358267908218931,0.664173209178107,165.0,194.0,-270.0,-222.0,29.0,48.0,0.3401360544217687,0.37735849056603776,0.03722243614426907,0.06679948435485755,0.06986578415149847,0.0030662997966409145,,,,odds_disagree
3,UNDER,steals,odds_disagree,MARKET STRUCTURE,0.05025881029375956,0.6197411897062404,0.6699999999999999,0,2025-11-20,De'Aaron Fox,Atlanta Hawks @ San Antonio Spurs,SAS vs. ATL,ATL,HOME,player_steals,1.5,3,1,3,1,1.5,1.5,0.0,1,1,0.06847616028021862,0.02668755429055908,0.041788605989659534,0.3893241114199018,0.6106758885800981,0.41601166571046094,0.6524644945697577,-1.5,-1.0,1.5,medium (3-4 books),under_heavy (< 1.0% difference),Q2 (25-50%),only_line,1,"['fanduel', 'draftkings', 'bovada']","[124.0, 149.0, 150.0]","[-166.0, -200.0, -200.0]","[0.44642857142857145, 0.40160642570281124, 0.4]","[0.6240601503759399, 0.6666666666666666, 0.6666666666666666]","[0.07048872180451138, 0.06827309236947782, 0.06666666666666665]","[0.029396086792926157, 0.025666576078751058, 0.025000000000000022]","[0.04109263501158522, 0.04260651629072676, 0.04166666666666663]","[0.4170324846356453, 0.3759398496240602, 0.375]","[0.5829675153643546, 0.6240601503759399, 0.625]","[-1.5, -1.5, -1.5]","[-1.0, -1.0, -1.0]","[1.5, 1.5, 1.5]","[1, 1, 1]","[3, 3, 3]",[1.5],3,3,1,0.0,1.5,0.06666666666666665,124.0,150.0,0.4,0.44642857142857145,26.0,0.04642857142857143,1.5,0,1.0,-1.5,-1.0,0,1.0,0.06847616028021862,0.02668755429055908,0.041788605989659534,0.3893241114199018,0.6106758885800981,124.0,150.0,-200.0,-166.0,26.0,34.0,0.4,0.44642857142857145,0.04642857142857143,0.06666666666666665,0.07048872180451138,0.0038220551378447265,,,,odds_disagree
3,UNDER,steals,odds_disagree,MARKET STRUCTURE,0.05025881029375956,0.6197411897062404,0.6699999999999999,1,2025-11-20,Devin Vassell,Atlanta Hawks @ San Antonio Spurs,SAS vs. ATL,ATL,HOME,player_steals,1.5,1,0,3,1,1.5,1.5,0.0,1,1,0.06837085970244024,0.027460903494109568,0.040909956208330676,0.4017719007386947,0.5982280992613053,0.4292328042328042,0.639138055469636,0.5,0.3333333333333333,0.5,medium (3-4 books),under_heavy (< 1.0% difference),Q2 (25-50%),only_line,1,"['fanduel', 'draftkings', 'bovada']","[152.0, 124.0, 125.0]","[-205.0, -165.0, -165.0]","[0.3968253968253968, 0.44642857142857145, 0.4444444444444444]","[0.6721311475409836, 0.6226415094339622, 0.6226415094339622]","[0.06895654436638049, 0.06907008086253369, 0.06708595387840655]","[0.025598522433965487, 0.028842690558732176, 0.02794149748963104]","[0.043358021932415, 0.040227390303801513, 0.039144456388775506]","[0.3712268743914313, 0.4175858808698393, 0.4165029469548134]","[0.6287731256085686, 0.5824141191301607, 0.5834970530451867]","[0.5, 0.5, 0.5]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1.5, 1.5, 1.5]","[0, 0, 0]","[1, 1, 1]",[1.5],3,3,1,0.0,1.5,0.06708595387840655,124.0,152.0,0.3968253968253968,0.44642857142857145,28.0,0.04960317460317465,1.5,0,0.3333333333333333,0.5,0.3333333333333333,0,0.0,0.06837085970244024,0.027460903494109568,0.040909956208330676,0.4017719007386947,0.5982280992613053,124.0,152.0,-205.0,-165.0,28.0,40.0,0.3968253968253968,0.44642857142857145,0.04960317460317465,0.06708595387840655,0.06907008086253369,0.0019841269841271436,,,,odds_disagree
3,UNDER,steals,odds_disagree,MARKET STRUCTURE,0.05025881029375956,0.6197411897062404,0.6699999999999999,1,2025-11-20,Franz Wagner,Los Angeles Clippers @ Orlando Magic,ORL vs. LAC,LAC,HOME,player_steals,1.5,1,0,2,1,1.5,1.5,0.0,1,1,0.06895075629538441,0.024187067387328426,0.04476368890805599,0.3509815477205852,0.6490184522794148,0.37516861510791366,0.6937821411874707,0.5,0.3333333333333333,0.5,thin (1-2 books),under_heavy (< 1.0% difference),Q2 (25-50%),only_line,1,"['fanduel', 'draftkings']","[178.0, 156.0]","[-245.0, -210.0]","[0.3597122302158273, 0.390625]","[0.7101449275362319, 0.6774193548387096]","[0.0698571577520593, 0.06804435483870952]","[0.02348769069726192, 0.02488644407739493]","[0.046369467054797386, 0.04315791076131459]","[0.3362245395185654, 0.36573855592260507]","[0.6637754604814345, 0.634261444077395]","[0.5, 0.5]","[0.3333333333333333, 0.3333333333333333]","[1.5, 1.5]","[0, 0]","[1, 1]",[1.5],2,2,1,0.0,1.5,0.06804435483870952,156.0,178.0,0.3597122302158273,0.390625,22.0,0.030912769784172678,1.5,0,0.3333333333333333,0.5,0.3333333333333333,0,0.0,0.06895075629538441,0.024187067387328426,0.04476368890805599,0.3509815477205852,0.6490184522794148,156.0,178.0,-245.0,-210.0,22.0,35.0,0.3597122302158273,0.390625,0.030912769784172678,0.06804435483870952,0.0698571577520593,0.001812802913349787,,,,odds_disagree
3,UNDER,steals,odds_disagree,MARKET STRUCTURE,0.05025881029375956,0.6197411897062404,0.6699999999999999,1,2025-11-21,Derrick White,Brooklyn Nets @ Boston Celtics,BOS vs. BKN,BKN,HOME,player_steals,1.5,1,0,2,1,1.5,1.5,0.0,1,1,0.07009861722976474,0.029942920777325743,0.040155696452438994,0.4268919110575061,0.573108088942494,0.45683483183483187,0.613263785394933,0.5,0.3333333333333333,0.5,thin (1-2 books),under_heavy (< 1.0% difference),Q2 (25-50%),only_line,1,"['fanduel', 'draftkings']","[108.0, 131.0]","[-144.0, -175.0]","[0.4807692307692308, 0.4329004329004329]","[0.5901639344262295, 0.6363636363636364]","[0.07093316519546033, 0.06926406926406914]","[0.031843708249360336, 0.02804213330529115]","[0.0390894569461, 0.04122193595877799]","[0.44892552251987045, 0.40485829959514175]","[0.5510744774801295, 0.5951417004048584]","[0.5, 0.5]","[0.3333333333333333, 0.3333333333333333]","[1.5, 1.5]","[0, 0]","[1, 1]",[1.5],2,2,1,0.0,1.5,0.06926406926406914,108.0,131.0,0.4329004329004329,0.4807692307692308,23.0,0.047868797868797885,1.5,0,0.3333333333333333,0.5,0.3333333333333333,0,0.0,0.07009861722976474,0.029942920777325743,0.040155696452438994,0.4268919110575061,0.573108088942494,108.0,131.0,-175.0,-144.0,23.0,31.0,0.4329004329004329,0.4807692307692308,0.047868797868797885,0.06926406926406914,0.07093316519546033,0.0016690959313911957,,,,odds_disagree
3,UNDER,steals,odds_disagree,MARKET STRUCTURE,0.05025881029375956,0.6197411897062404,0.6699999999999999,0,2025-11-21,Dillon Brooks,Minnesota Timberwolves @ Phoenix Suns,PHX vs. MIN,MIN,HOME,player_steals,1.5,2,1,2,1,1.5,1.5,0.0,1,1,0.06891252306541643,0.024271848982413885,0.04464067408300254,0.3524346598262872,0.6475653401737127,0.37670650880870105,0.6922060142567152,-0.5,-0.3333333333333333,0.5,thin (1-2 books),under_heavy (< 1.0% difference),Q2 (25-50%),only_line,1,"['fanduel', 'draftkings']","[178.0, 154.0]","[-245.0, -207.0]","[0.3597122302158273, 0.3937007874015748]","[0.7101449275362319, 0.6742671009771987]","[0.0698571577520593, 0.06796788837877354]","[0.02348769069726192, 0.02505600726756585]","[0.046369467054797386, 0.042911881111207695]","[0.3362245395185654, 0.368644780134009]","[0.6637754604814345, 0.631355219865991]","[-0.5, -0.5]","[-0.3333333333333333, -0.3333333333333333]","[1.5, 1.5]","[1, 1]","[2, 2]",[1.5],2,2,1,0.0,1.5,0.06796788837877354,154.0,178.0,0.3597122302158273,0.3937007874015748,24.0,0.0339885571857475,1.5,0,0.3333333333333333,-0.5,-0.3333333333333333,0,1.0,0.06891252306541643,0.024271848982413885,0.04464067408300254,0.3524346598262872,0.6475653401737127,154.0,178.0,-245.0,-207.0,24.0,38.0,0.3597122302158273,0.3937007874015748,0.0339885571857475,0.06796788837877354,0.0698571577520593,0.0018892693732857624,,,,odds_disagree
3,UNDER,steals,odds_disagree,MARKET STRUCTURE,0.05025881029375956,0.6197411897062404,0.6699999999999999,0,2025-11-21,Nikola Jokic,Denver Nuggets @ Houston Rockets,DEN @ HOU,HOU,AWAY,player_steals,1.5,2,1,3,1,1.5,1.5,0.0,1,1,0.06890412528799826,0.032183536376033196,0.03672058891196506,0.46721297019407454,0.5327870298059255,0.49939650657010776,0.5695076187178906,-0.5,-0.3333333333333333,0.5,medium (3-4 books),symmetric (<= 1.0% difference),Q2 (25-50%),only_line,1,"['draftkings', 'fanduel', 'bovada']","[-104.0, 110.0, -105.0]","[-127.0, -146.0, -125.0]","[0.5098039215686274, 0.47619047619047616, 0.5121951219512195]","[0.5594713656387665, 0.5934959349593496, 0.5555555555555556]","[0.06927528720739401, 0.06968641114982571, 0.06775067750677505]","[0.033028737789646934, 0.031022180859314352, 0.03249969047913831]","[0.036246549417747076, 0.03866423029051136, 0.03525098702763674]","[0.4767751837789805, 0.4451682953311618, 0.4796954314720812]","[0.5232248162210195, 0.5548317046688382, 0.5203045685279188]","[-0.5, -0.5, -0.5]","[-0.3333333333333333, -0.3333333333333333, -0.3333333333333333]","[1.5, 1.5, 1.5]","[1, 1, 1]","[2, 2, 2]",[1.5],3,3,1,0.0,1.5,0.06775067750677505,-105.0,110.0,0.47619047619047616,0.5121951219512195,215.0,0.03600464576074336,1.5,0,0.3333333333333333,-0.5,-0.3333333333333333,0,1.0,0.06890412528799826,0.032183536376033196,0.03672058891196506,0.46721297019407454,0.5327870298059255,-105.0,110.0,-146.0,-125.0,215.0,21.0,0.47619047619047616,0.5121951219512195,0.03600464576074336,0.06775067750677505,0.06968641114982571,0.0019357336430506633,,,,odds_disagree
3,UNDER,steals,odds_disagree,MARKET STRUCTURE,0.05025881029375956,0.6197411897062404,0.6699999999999999,1,2025-11-21,Pascal Siakam,Indiana Pacers @ Cleveland Cavaliers,IND @ CLE,CLE,AWAY,player_steals,1.5,1,0,3,2,0.5,1.5,1.0,0,1,0.06686744048703981,0.021499617612863675,0.04536782287417614,0.3215056281223679,0.678494371877632,0.34300524573523156,0.7238621947518081,0.5,0.3333333333333333,0.5,medium (3-4 books),under_heavy (< 1.0% difference),Q2 (25-50%),max,0,"['draftkings', 'fanduel', 'bovada']","[177.0, 194.0, 205.0]","[-239.0, -270.0, -280.0]","[0.36101083032490977, 0.3401360544217687, 0.32786885245901637]","[0.7050147492625368, 0.7297297297297297, 0.7368421052631579]","[0.0660255795874467, 0.06986578415149847, 0.06471095772217428]","[0.0223596410498631, 0.022212012490165356, 0.01992719929856257]","[0.043665938537583604, 0.04765377166133311, 0.04478375842361171]","[0.33865118927504667, 0.31792404193160334, 0.3079416531604538]","[0.6613488107249532, 0.6820759580683966, 0.6920583468395461]","[0.5, 0.5, 0.5]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1.5, 1.5, 1.5]","[0, 0, 0]","[1, 1, 1]",[1.5],3,3,2,0.5,1.25,0.06471095772217428,-250.0,205.0,0.32786885245901637,0.7142857142857143,455.0,0.38641686182669793,1.5,0,0.3333333333333333,0.5,0.3333333333333333,0,0.0,0.06686744048703981,0.021499617612863675,0.04536782287417614,0.3215056281223679,0.678494371877632,177.0,205.0,-280.0,-239.0,28.0,41.0,0.32786885245901637,0.36101083032490977,0.0331419778658934,0.06471095772217428,0.06986578415149847,0.0051548264293241886,,,,odds_disagree
3,UNDER,steals,odds_disagree,MARKET STRUCTURE,0.05025881029375956,0.6197411897062404,0.6699999999999999,1,2025-11-22,Cade Cunningham,Detroit Pistons @ Milwaukee Bucks,DET @ MIL,MIL,AWAY,player_steals,1.5,1,0,2,1,1.5,1.5,0.0,1,1,0.06853988232972205,0.023125241141797953,0.0454146411879241,0.33778248072557493,0.6622175192744251,0.3609077218673729,0.7076321604623491,0.5,0.3333333333333333,0.5,thin (1-2 books),under_heavy (< 1.0% difference),Q2 (25-50%),only_line,1,"['fanduel', 'draftkings']","[194.0, 162.0]","[-270.0, -218.0]","[0.3401360544217687, 0.3816793893129771]","[0.7297297297297297, 0.6855345911949685]","[0.06986578415149847, 0.06721398050794564]","[0.022212012490165356, 0.02403846979343055]","[0.04765377166133311, 0.043175510714515086]","[0.31792404193160334, 0.3576409195195466]","[0.6820759580683966, 0.6423590804804534]","[0.5, 0.5]","[0.3333333333333333, 0.3333333333333333]","[1.5, 1.5]","[0, 0]","[1, 1]",[1.5],2,2,1,0.0,1.5,0.06721398050794564,162.0,194.0,0.3401360544217687,0.3816793893129771,32.0,0.04154333489120843,1.5,0,0.3333333333333333,0.5,0.3333333333333333,0,0.0,0.06853988232972205,0.023125241141797953,0.0454146411879241,0.33778248072557493,0.6622175192744251,162.0,194.0,-270.0,-218.0,32.0,52.0,0.3401360544217687,0.3816793893129771,0.04154333489120843,0.06721398050794564,0.06986578415149847,0.0026518036435528303,,,,odds_disagree
3,UNDER,steals,odds_disagree,MARKET STRUCTURE,0.05025881029375956,0.6197411897062404,0.6699999999999999,1,2025-11-22,Dyson Daniels,Atlanta Hawks @ New Orleans Pelicans,ATL @ NOP,NOP,AWAY,player_steals,2.5,1,0,2,1,2.5,2.5,0.0,1,1,0.0693564173261241,0.035861081638949854,0.03349533568717425,0.5171401955002584,0.48285980449974164,0.5530012771392082,0.5163551401869159,1.5,0.6,1.5,thin (1-2 books),symmetric (<= 1.0% difference),Q4 (75-100%),only_line,1,"['fanduel', 'draftkings']","[-132.0, -116.0]","[100.0, -114.0]","[0.5689655172413793, 0.5370370370370371]","[0.5, 0.5327102803738317]","[0.06896551724137945, 0.06974731741086876]","[0.036707452725250334, 0.035014710552649375]","[0.032258064516129115, 0.034732606858219384]","[0.532258064516129, 0.5020223264843877]","[0.4677419354838709, 0.49797767351561234]","[1.5, 1.5]","[0.6, 0.6]","[2.5, 2.5]","[0, 0]","[1, 1]",[2.5],2,2,1,0.0,2.5,0.06896551724137945,-132.0,-116.0,0.5370370370370371,0.5689655172413793,16.0,0.03192848020434225,2.5,0,0.6,1.5,0.6,0,0.0,0.0693564173261241,0.035861081638949854,0.03349533568717425,0.5171401955002584,0.48285980449974164,-132.0,-116.0,-114.0,100.0,16.0,214.0,0.5370370370370371,0.5689655172413793,0.03192848020434225,0.06896551724137945,0.06974731741086876,0.0007818001694893106,,,,odds_disagree
3,UNDER,steals,odds_disagree,MARKET STRUCTURE,0.05025881029375956,0.6197411897062404,0.6699999999999999,1,2025-11-22,Jalen Johnson,Atlanta Hawks @ New Orleans Pelicans,ATL @ NOP,NOP,AWAY,player_steals,1.5,1,0,2,1,1.5,1.5,0.0,1,1,0.07046705649772445,0.03573282549090795,0.034734231006816496,0.5069564532290387,0.4930435467709613,0.5426892787199467,0.5277777777777778,0.5,0.3333333333333333,0.5,thin (1-2 books),symmetric (<= 1.0% difference),Q2 (25-50%),only_line,1,"['fanduel', 'draftkings']","[-106.0, -133.0]","[-125.0, 100.0]","[0.5145631067961165, 0.5708154506437768]","[0.5555555555555556, 0.5]","[0.07011866235167208, 0.07081545064377681]","[0.03371633260256812, 0.037749318379247776]","[0.03640232974910396, 0.033066132264529036]","[0.4808467741935484, 0.533066132264529]","[0.5191532258064516, 0.46693386773547096]","[0.5, 0.5]","[0.3333333333333333, 0.3333333333333333]","[1.5, 1.5]","[0, 0]","[1, 1]",[1.5],2,2,1,0.0,1.5,0.07011866235167208,-133.0,-106.0,0.5145631067961165,0.5708154506437768,27.0,0.05625234384766031,1.5,0,0.3333333333333333,0.5,0.3333333333333333,0,0.0,0.07046705649772445,0.03573282549090795,0.034734231006816496,0.5069564532290387,0.4930435467709613,-133.0,-106.0,-125.0,100.0,27.0,225.0,0.5145631067961165,0.5708154506437768,0.05625234384766031,0.07011866235167208,0.07081545064377681,0.000696788292104733,,,,odds_disagree
3,UNDER,steals,odds_disagree,MARKET STRUCTURE,0.05025881029375956,0.6197411897062404,0.6699999999999999,1,2025-11-22,Jalen Suggs,New York Knicks @ Orlando Magic,ORL vs. NYK,NYK,HOME,player_steals,1.5,0,0,2,1,1.5,1.5,0.0,1,1,0.06871794729635078,0.02869022443216024,0.04002772286419054,0.4173835317274328,0.5826164682725672,0.4460737561595931,0.6226441911367577,1.5,1.0,1.5,thin (1-2 books),under_heavy (< 1.0% difference),Q2 (25-50%),only_line,1,"['fanduel', 'draftkings']","[116.0, 133.0]","[-154.0, -177.0]","[0.46296296296296297, 0.4291845493562232]","[0.6062992125984252, 0.6389891696750902]","[0.0692621755613882, 0.06817371903131336]","[0.029988736861776555, 0.027391712002543922]","[0.03927343869961164, 0.04078200702876944]","[0.4329742261011864, 0.40179283735367927]","[0.5670257738988136, 0.5982071626463208]","[1.5, 1.5]","[1.0, 1.0]","[1.5, 1.5]","[0, 0]","[0, 0]",[1.5],2,2,1,0.0,1.5,0.06817371903131336,116.0,133.0,0.4291845493562232,0.46296296296296297,17.0,0.03377841360673978,1.5,0,1.0,1.5,1.0,0,0.0,0.06871794729635078,0.02869022443216024,0.04002772286419054,0.4173835317274328,0.5826164682725672,116.0,133.0,-177.0,-154.0,17.0,23.0,0.4291845493562232,0.46296296296296297,0.03377841360673978,0.06817371903131336,0.0692621755613882,0.0010884565300748328,,,,odds_disagree
3,UNDER,steals,odds_disagree,MARKET STRUCTURE,0.05025881029375956,0.6197411897062404,0.6699999999999999,1,2025-11-22,LaMelo Ball,Los Angeles Clippers @ Charlotte Hornets,CHA vs. LAC,LAC,HOME,player_steals,1.5,0,0,2,1,1.5,1.5,0.0,1,1,0.06904819370170101,0.02572422926416984,0.04332396443753117,0.3725843450603685,0.6274156549396315,0.39830857432453837,0.6707396193771626,1.5,1.0,1.5,thin (1-2 books),under_heavy (< 1.0% difference),Q2 (25-50%),only_line,1,"['fanduel', 'draftkings']","[162.0, 141.0]","[-220.0, -189.0]","[0.3816793893129771, 0.4149377593360996]","[0.6875, 0.6539792387543253]","[0.06917938931297712, 0.0689169980904249]","[0.024695899799367094, 0.026752558728972586]","[0.04448348951361003, 0.04216443936145231]","[0.35698348951361003, 0.388185200607127]","[0.64301651048639, 0.611814799392873]","[1.5, 1.5]","[1.0, 1.0]","[1.5, 1.5]","[0, 0]","[0, 0]",[1.5],2,2,1,0.0,1.5,0.0689169980904249,141.0,162.0,0.3816793893129771,0.4149377593360996,21.0,0.033258370023122485,1.5,0,1.0,1.5,1.0,0,0.0,0.06904819370170101,0.02572422926416984,0.04332396443753117,0.3725843450603685,0.6274156549396315,141.0,162.0,-220.0,-189.0,21.0,31.0,0.3816793893129771,0.4149377593360996,0.033258370023122485,0.0689169980904249,0.06917938931297712,0.00026239122255222735,,,,odds_disagree
3,UNDER,steals,odds_disagree,MARKET STRUCTURE,0.05025881029375956,0.6197411897062404,0.6699999999999999,1,2025-11-22,Nikola Jokic,Sacramento Kings @ Denver Nuggets,DEN vs. SAC,SAC,HOME,player_steals,1.5,0,0,2,1,1.5,1.5,0.0,1,1,0.0710069076117393,0.03322716611536339,0.03777974149637592,0.4679229995084864,0.5320770004915136,0.5011501656238498,0.5698567419878895,1.5,1.0,1.5,thin (1-2 books),symmetric (<= 1.0% difference),Q2 (25-50%),only_line,1,"['fanduel', 'draftkings']","[108.0, -109.0]","[-144.0, -122.0]","[0.4807692307692308, 0.5215311004784688]","[0.5901639344262295, 0.5495495495495496]","[0.07093316519546033, 0.07108065002801828]","[0.031843708249360336, 0.03461062398136644]","[0.0390894569461, 0.03647002604665184]","[0.44892552251987045, 0.4869204764971024]","[0.5510744774801295, 0.5130795235028978]","[1.5, 1.5]","[1.0, 1.0]","[1.5, 1.5]","[0, 0]","[0, 0]",[1.5],2,2,1,0.0,1.5,0.07093316519546033,-109.0,108.0,0.4807692307692308,0.5215311004784688,217.0,0.04076186970923806,1.5,0,1.0,1.5,1.0,0,0.0,0.0710069076117393,0.03322716611536339,0.03777974149637592,0.4679229995084864,0.5320770004915136,-109.0,108.0,-144.0,-122.0,217.0,22.0,0.4807692307692308,0.5215311004784688,0.04076186970923806,0.07093316519546033,0.07108065002801828,0.00014748483255794254,,,,odds_disagree
