sport,bookmaker,team,odds,implied_prob,record
NBA,draftkings,Oklahoma City Thunder,115,0.46511627906976744,30-7
NBA,draftkings,Denver Nuggets,750,0.11764705882352941,24-12
NBA,draftkings,San Antonio Spurs,1200,0.07692307692307693,25-11
NBA,draftkings,New York Knicks,1200,0.07692307692307693,23-13
NBA,draftkings,Houston Rockets,1300,0.07142857142857142,22-11
NBA,draftkings,Detroit Pistons,2000,0.047619047619047616,27-9
NBA,draftkings,Los Angeles Lakers,2500,0.038461538461538464,23-11
NBA,draftkings,Boston Celtics,2500,0.038461538461538464,23-12
NBA,draftkings,Minnesota Timberwolves,2800,0.034482758620689655,24-13
NBA,draftkings,Cleveland Cavaliers,3000,0.03225806451612903,21-17
NBA,draftkings,Golden State Warriors,3500,0.027777777777777776,19-18
NBA,draftkings,Orlando Magic,4000,0.024390243902439025,20-17
NBA,draftkings,Philadelphia 76ers,6000,0.01639344262295082,19-15
NBA,draftkings,Miami Heat,9000,0.01098901098901099,20-17
NBA,draftkings,Atlanta Hawks,10000,0.009900990099009901,17-21
NBA,draftkings,Los Angeles Clippers,12000,0.008264462809917356,13-22
NBA,draftkings,Milwaukee Bucks,15000,0.006622516556291391,16-20
NBA,draftkings,Toronto Raptors,15000,0.006622516556291391,22-15
NBA,draftkings,Phoenix Suns,50000,0.001996007984031936,21-15
NBA,draftkings,Dallas Mavericks,70000,0.0014265335235378032,14-23
NBA,draftkings,Chicago Bulls,100000,0.000999000999000999,17-19
NBA,draftkings,Portland Trail Blazers,150000,0.0006662225183211193,17-20
NBA,draftkings,Sacramento Kings,200000,0.0004997501249375312,8-29
NBA,draftkings,Memphis Grizzlies,200000,0.0004997501249375312,16-20
NBA,draftkings,Washington Wizards,200000,0.0004997501249375312,10-25
NBA,draftkings,Charlotte Hornets,200000,0.0004997501249375312,13-23
NBA,draftkings,Brooklyn Nets,200000,0.0004997501249375312,11-22
NBA,draftkings,Utah Jazz,200000,0.0004997501249375312,12-23
NBA,draftkings,Indiana Pacers,200000,0.0004997501249375312,6-31
NBA,draftkings,New Orleans Pelicans,200000,0.0004997501249375312,8-30
NBA,fanduel,Oklahoma City Thunder,105,0.4878048780487805,30-7
NBA,fanduel,Denver Nuggets,850,0.10526315789473684,24-12
NBA,fanduel,New York Knicks,1200,0.07692307692307693,23-13
NBA,fanduel,Houston Rockets,1300,0.07142857142857142,22-11
NBA,fanduel,San Antonio Spurs,1400,0.06666666666666667,25-11
NBA,fanduel,Boston Celtics,1700,0.05555555555555555,23-12
NBA,fanduel,Detroit Pistons,2000,0.047619047619047616,27-9
NBA,fanduel,Cleveland Cavaliers,2200,0.043478260869565216,21-17
NBA,fanduel,Los Angeles Lakers,3000,0.03225806451612903,23-11
NBA,fanduel,Orlando Magic,4000,0.024390243902439025,20-17
NBA,fanduel,Minnesota Timberwolves,4500,0.021739130434782608,24-13
NBA,fanduel,Golden State Warriors,4500,0.021739130434782608,19-18
NBA,fanduel,Miami Heat,8000,0.012345679012345678,20-17
NBA,fanduel,Philadelphia 76ers,8000,0.012345679012345678,19-15
NBA,fanduel,Atlanta Hawks,10000,0.009900990099009901,17-21
NBA,fanduel,Los Angeles Clippers,12500,0.007936507936507936,13-22
NBA,fanduel,Milwaukee Bucks,17500,0.005681818181818182,16-20
NBA,fanduel,Toronto Raptors,20000,0.004975124378109453,22-15
NBA,fanduel,Phoenix Suns,50000,0.001996007984031936,21-15
NBA,fanduel,Dallas Mavericks,60000,0.0016638935108153079,14-23
NBA,fanduel,Portland Trail Blazers,100000,0.000999000999000999,17-20
NBA,fanduel,Chicago Bulls,100000,0.000999000999000999,17-19
NBA,fanduel,Brooklyn Nets,100000,0.000999000999000999,11-22
NBA,fanduel,Charlotte Hornets,100000,0.000999000999000999,13-23
NBA,fanduel,Utah Jazz,100000,0.000999000999000999,12-23
NBA,fanduel,Washington Wizards,100000,0.000999000999000999,10-25
NBA,fanduel,Sacramento Kings,100000,0.000999000999000999,8-29
NBA,fanduel,New Orleans Pelicans,100000,0.000999000999000999,8-30
NBA,fanduel,Indiana Pacers,100000,0.000999000999000999,6-31
NBA,fanduel,Memphis Grizzlies,100000,0.000999000999000999,16-20
NBA,betrivers,Oklahoma City Thunder,100,0.5,30-7
NBA,betrivers,Denver Nuggets,800,0.1111111111111111,24-12
NBA,betrivers,Houston Rockets,1200,0.07692307692307693,22-11
NBA,betrivers,New York Knicks,1200,0.07692307692307693,23-13
NBA,betrivers,San Antonio Spurs,1200,0.07692307692307693,25-11
NBA,betrivers,Boston Celtics,2000,0.047619047619047616,23-12
