sport,bookmaker,team,odds,implied_prob,record
NBA,draftkings,Oklahoma City Thunder,115,0.46511627906976744,31-7
NBA,draftkings,Denver Nuggets,700,0.125,25-12
NBA,draftkings,San Antonio Spurs,1200,0.07692307692307693,26-11
NBA,draftkings,New York Knicks,1200,0.07692307692307693,24-13
NBA,draftkings,Houston Rockets,1300,0.07142857142857142,22-12
NBA,draftkings,Detroit Pistons,2000,0.047619047619047616,28-9
NBA,draftkings,Los Angeles Lakers,2500,0.038461538461538464,23-12
NBA,draftkings,Boston Celtics,2500,0.038461538461538464,23-13
NBA,draftkings,Minnesota Timberwolves,2800,0.034482758620689655,25-13
NBA,draftkings,Cleveland Cavaliers,3000,0.03225806451612903,21-18
NBA,draftkings,Golden State Warriors,3500,0.027777777777777776,20-18
NBA,draftkings,Orlando Magic,3500,0.027777777777777776,21-17
NBA,draftkings,Philadelphia 76ers,6000,0.01639344262295082,20-15
NBA,draftkings,Miami Heat,9000,0.01098901098901099,20-17
NBA,draftkings,Atlanta Hawks,10000,0.009900990099009901,18-21
NBA,draftkings,Los Angeles Clippers,12000,0.008264462809917356,13-23
NBA,draftkings,Milwaukee Bucks,15000,0.006622516556291391,16-21
NBA,draftkings,Toronto Raptors,15000,0.006622516556291391,23-15
NBA,draftkings,Phoenix Suns,50000,0.001996007984031936,22-15
NBA,draftkings,Dallas Mavericks,70000,0.0014265335235378032,14-24
NBA,draftkings,Chicago Bulls,100000,0.000999000999000999,17-20
NBA,draftkings,Portland Trail Blazers,150000,0.0006662225183211193,18-20
NBA,draftkings,Sacramento Kings,200000,0.0004997501249375312,8-29
NBA,draftkings,Memphis Grizzlies,200000,0.0004997501249375312,16-21
NBA,draftkings,Washington Wizards,200000,0.0004997501249375312,10-26
NBA,draftkings,Charlotte Hornets,200000,0.0004997501249375312,13-25
NBA,draftkings,Brooklyn Nets,200000,0.0004997501249375312,11-23
NBA,draftkings,Utah Jazz,200000,0.0004997501249375312,13-24
NBA,draftkings,Indiana Pacers,200000,0.0004997501249375312,7-31
NBA,draftkings,New Orleans Pelicans,200000,0.0004997501249375312,8-31
NBA,fanduel,Oklahoma City Thunder,110,0.47619047619047616,31-7
NBA,fanduel,Denver Nuggets,800,0.1111111111111111,25-12
NBA,fanduel,Houston Rockets,1200,0.07692307692307693,22-12
NBA,fanduel,San Antonio Spurs,1300,0.07142857142857142,26-11
NBA,fanduel,New York Knicks,1300,0.07142857142857142,24-13
NBA,fanduel,Boston Celtics,1800,0.05263157894736842,23-13
NBA,fanduel,Detroit Pistons,1800,0.05263157894736842,28-9
NBA,fanduel,Cleveland Cavaliers,2000,0.047619047619047616,21-18
NBA,fanduel,Los Angeles Lakers,3000,0.03225806451612903,23-12
NBA,fanduel,Orlando Magic,3500,0.027777777777777776,21-17
NBA,fanduel,Minnesota Timberwolves,4000,0.024390243902439025,25-13
NBA,fanduel,Golden State Warriors,4000,0.024390243902439025,20-18
NBA,fanduel,Philadelphia 76ers,7000,0.014084507042253521,20-15
NBA,fanduel,Los Angeles Clippers,10000,0.009900990099009901,13-23
NBA,fanduel,Miami Heat,10000,0.009900990099009901,20-17
NBA,fanduel,Atlanta Hawks,12500,0.007936507936507936,18-21
NBA,fanduel,Toronto Raptors,15000,0.006622516556291391,23-15
NBA,fanduel,Milwaukee Bucks,17500,0.005681818181818182,16-21
NBA,fanduel,Phoenix Suns,50000,0.001996007984031936,22-15
NBA,fanduel,Portland Trail Blazers,100000,0.000999000999000999,18-20
NBA,fanduel,Chicago Bulls,100000,0.000999000999000999,17-20
NBA,fanduel,Brooklyn Nets,100000,0.000999000999000999,11-23
NBA,fanduel,Charlotte Hornets,100000,0.000999000999000999,13-25
NBA,fanduel,Utah Jazz,100000,0.000999000999000999,13-24
NBA,fanduel,Dallas Mavericks,100000,0.000999000999000999,14-24
NBA,fanduel,Washington Wizards,100000,0.000999000999000999,10-26
NBA,fanduel,Sacramento Kings,100000,0.000999000999000999,8-29
NBA,fanduel,New Orleans Pelicans,100000,0.000999000999000999,8-31
NBA,fanduel,Indiana Pacers,100000,0.000999000999000999,7-31
NBA,fanduel,Memphis Grizzlies,100000,0.000999000999000999,16-21
NBA,betrivers,Oklahoma City Thunder,100,0.5,31-7
NBA,betrivers,Denver Nuggets,700,0.125,25-12
NBA,betrivers,Houston Rockets,1200,0.07692307692307693,22-12
NBA,betrivers,San Antonio Spurs,1200,0.07692307692307693,26-11
NBA,betrivers,New York Knicks,1300,0.07142857142857142,24-13
NBA,betrivers,Boston Celtics,1800,0.05263157894736842,23-13
NBA,betrivers,Detroit Pistons,1800,0.05263157894736842,28-9
NBA,betrivers,Cleveland Cavaliers,2500,0.038461538461538464,21-18
NBA,betrivers,Los Angeles Lakers,2500,0.038461538461538464,23-12
NBA,betrivers,Minnesota Timberwolves,3000,0.03225806451612903,25-13
NBA,betrivers,Golden State Warriors,4000,0.024390243902439025,20-18
NBA,betrivers,Orlando Magic,4000,0.024390243902439025,21-17
NBA,betrivers,Philadelphia 76ers,6000,0.01639344262295082,20-15
NBA,betrivers,Miami Heat,8000,0.012345679012345678,20-17
NBA,betrivers,Atlanta Hawks,10000,0.009900990099009901,18-21
NBA,betrivers,Los Angeles Clippers,10000,0.009900990099009901,13-23
NBA,betrivers,Milwaukee Bucks,15000,0.006622516556291391,16-21
NBA,betrivers,Toronto Raptors,20000,0.004975124378109453,23-15
NBA,betrivers,Phoenix Suns,40000,0.0024937655860349127,22-15
NBA,betrivers,Dallas Mavericks,50000,0.001996007984031936,14-24
NBA,betrivers,Brooklyn Nets,100000,0.000999000999000999,11-23
NBA,betrivers,Charlotte Hornets,100000,0.000999000999000999,13-25
NBA,betrivers,Chicago Bulls,100000,0.000999000999000999,17-20
NBA,betrivers,Indiana Pacers,100000,0.000999000999000999,7-31
NBA,betrivers,Memphis Grizzlies,100000,0.000999000999000999,16-21
NBA,betrivers,New Orleans Pelicans,100000,0.000999000999000999,8-31
NBA,betrivers,Portland Trail Blazers,100000,0.000999000999000999,18-20
NBA,betrivers,Sacramento Kings,100000,0.000999000999000999,8-29
NBA,betrivers,Utah Jazz,100000,0.000999000999000999,13-24
NBA,betrivers,Washington Wizards,100000,0.000999000999000999,10-26
NBA,betonlineag,Oklahoma City Thunder,-105,0.5121951219512195,31-7
NBA,betonlineag,Denver Nuggets,800,0.1111111111111111,25-12
NBA,betonlineag,San Antonio Spurs,1000,0.09090909090909091,26-11
NBA,betonlineag,Houston Rockets,1200,0.07692307692307693,22-12
NBA,betonlineag,New York Knicks,1200,0.07692307692307693,24-13
NBA,betonlineag,Boston Celtics,1800,0.05263157894736842,23-13
NBA,betonlineag,Detroit Pistons,2000,0.047619047619047616,28-9
NBA,betonlineag,Cleveland Cavaliers,2200,0.043478260869565216,21-18
NBA,betonlineag,Los Angeles Lakers,2500,0.038461538461538464,23-12
NBA,betonlineag,Minnesota Timberwolves,3300,0.029411764705882353,25-13
NBA,betonlineag,Orlando Magic,3300,0.029411764705882353,21-17
NBA,betonlineag,Golden State Warriors,4000,0.024390243902439025,20-18
NBA,betonlineag,Philadelphia 76ers,6600,0.014925373134328358,20-15
NBA,betonlineag,Atlanta Hawks,10000,0.009900990099009901,18-21
NBA,betonlineag,Miami Heat,10000,0.009900990099009901,20-17
