nfl_game_id,odds_api_event_id,home_team,away_team,gameday,gametime,game_type,week
2024_17_NYJ_BUF,eb5a71180b3558fdc20a896e98c00385,BUF,NYJ,2024-12-29,13:00,REG,17
2024_17_TEN_JAX,68e8e424d470fb6d60f1b2f0a3f3d1e3,JAX,TEN,2024-12-29,13:00,REG,17
2024_17_LV_NO,398f58cef1cbb3c99805b52375104238,NO,LV,2024-12-29,13:00,REG,17
2024_17_IND_NYG,0ce683697325d7715a78889240d82cc7,NYG,IND,2024-12-29,13:00,REG,17
2024_17_DAL_PHI,d91d050a1528e77a870d681bbe42f514,PHI,DAL,2024-12-29,13:00,REG,17
2024_17_CAR_TB,cb4060acc9d027ca0069619ef9983415,TB,CAR,2024-12-29,13:00,REG,17
2024_17_MIA_CLE,7c63b1e23a0c65ee07312131e1b7be7e,CLE,MIA,2024-12-29,16:05,REG,17
2024_17_GB_MIN,c6aa971def88c7d2127d05ace3a8e643,MIN,GB,2024-12-29,16:25,REG,17
2024_17_ATL_WAS,5f99b5d40cf65d48be81c3812cd1e95e,WAS,ATL,2024-12-29,20:20,REG,17
2024_17_DET_SF,987f7eb725e6a3937511b6c60dee5f18,SF,DET,2024-12-30,20:15,REG,17
2024_18_CLE_BAL,15a56f0e44d8fdb660a6a0aed2449e4b,BAL,CLE,2025-01-04,16:30,REG,18
2024_18_CIN_PIT,68aa07e4336438b1f2f5a4dfb82fe9cc,PIT,CIN,2025-01-04,20:00,REG,18
2024_18_CAR_ATL,4da44c8ba4e595d3fe313cbeb1fe797b,ATL,CAR,2025-01-05,13:00,REG,18
2024_18_WAS_DAL,e1ba96b7e56eba655eafcf8249b1d3df,DAL,WAS,2025-01-05,13:00,REG,18
2024_18_CHI_GB,d2e5d211cba187e5865c9783f3db5288,GB,CHI,2025-01-05,13:00,REG,18
2024_18_JAX_IND,ec3a43f544c27aba390eea6b4f1bb55a,IND,JAX,2025-01-05,13:00,REG,18
2024_18_BUF_NE,a578e4a27a55666b1043c20dbb3d74cd,NE,BUF,2025-01-05,13:00,REG,18
2024_18_NYG_PHI,60b1da9a88c680190bfbf3ac935bff82,PHI,NYG,2025-01-05,13:00,REG,18
2024_18_NO_TB,983cd3ee325119e16969d4797a6d94f2,TB,NO,2025-01-05,13:00,REG,18
2024_18_HOU_TEN,b1d966863dd3f4c8fc78180f63a20a2f,TEN,HOU,2025-01-05,13:00,REG,18
2024_18_SF_ARI,ebda13c375e6e6bb69822f91bce86756,ARI,SF,2025-01-05,16:25,REG,18
2024_18_KC_DEN,d0a37e977bf675c070587b2e13a37e17,DEN,KC,2025-01-05,16:25,REG,18
2024_18_SEA_LA,2cf5abcfe39f3ac0d82ffb5a90b49e93,LA,SEA,2025-01-05,16:25,REG,18
2024_18_LAC_LV,6b14461632df941a9ea60ff83ddca897,LV,LAC,2025-01-05,16:25,REG,18
2024_18_MIA_NYJ,704a4d59f3dd729fbf089bbe0b6ae27d,NYJ,MIA,2025-01-05,16:25,REG,18
2024_18_MIN_DET,4d19aa62cfee9c5118758fe4dd827a4e,DET,MIN,2025-01-05,20:20,REG,18
2024_19_LAC_HOU,03dd880f071a65053e37000d3d826e14,HOU,LAC,2025-01-11,16:30,WC,19
2024_19_PIT_BAL,08e2147df0b21744fdef99cbcdf3edb7,BAL,PIT,2025-01-11,20:00,WC,19
2024_19_DEN_BUF,4290cfcaa959dc5b452481cfff521b45,BUF,DEN,2025-01-12,13:00,WC,19
2024_19_GB_PHI,edbc8c5b53a7705b9caa5e1908109e19,PHI,GB,2025-01-12,16:30,WC,19
2024_19_WAS_TB,afde2a86c73e9809e147d457d4d40f62,TB,WAS,2025-01-12,20:00,WC,19
2024_19_MIN_LA,a190a79160476a82ba6004f69be5729d,LA,MIN,2025-01-13,20:00,WC,19
2024_20_HOU_KC,8e69ba9c62b475e7c9dda2260f7e5a87,KC,HOU,2025-01-18,16:30,DIV,20
2024_20_WAS_DET,f86739438df6c6481fdec0d16c189023,DET,WAS,2025-01-18,20:00,DIV,20
2024_20_LA_PHI,0c95381e5634e6c64aa5ca079e669dea,PHI,LA,2025-01-19,15:00,DIV,20
2024_20_BAL_BUF,e2845c7119bd64fe725e9f9495032d72,BUF,BAL,2025-01-19,18:30,DIV,20
2024_21_WAS_PHI,1828ad92c570cf68cb77f7754e9c6a5a,PHI,WAS,2025-01-26,15:00,CON,21
2024_21_BUF_KC,d43eaaa8d1f21ca6d9822bca070a3d30,KC,BUF,2025-01-26,18:30,CON,21
2024_22_KC_PHI,3fd7cba821568399920fcea4dadad30d,PHI,KC,2025-02-09,18:30,SB,22
