nfl_game_id,odds_api_event_id,home_team,away_team,gameday,gametime,game_type,week
2023_04_DEN_CHI,c341da353c0b5f8267f046c60e7ad2ad,CHI,DEN,2023-10-01,13:00,REG,4
2023_04_BAL_CLE,f2a6d22204b5c05c9860c4a0934715a7,CLE,BAL,2023-10-01,13:00,REG,4
2023_04_PIT_HOU,24264c7ce10b65e575310ae99c25fb7f,HOU,PIT,2023-10-01,13:00,REG,4
2023_04_LA_IND,c5d8f1bdd3a599a9643b955f27aa1afb,IND,LA,2023-10-01,13:00,REG,4
2023_04_TB_NO,99ad9bb646b822c7dc5af2f7eb2945c7,NO,TB,2023-10-01,13:00,REG,4
2023_04_WAS_PHI,bb0df615dfa27a50a742c4af2e81e9e1,PHI,WAS,2023-10-01,13:00,REG,4
2023_04_CIN_TEN,21557c1796a67d11b1d49a025fc5f74f,TEN,CIN,2023-10-01,13:00,REG,4
2023_04_LV_LAC,411f92b1c380589ce362b17fed7d2b6a,LAC,LV,2023-10-01,16:05,REG,4
2023_04_NE_DAL,19b8f1eaf555f3eef3ce87a61ad7ad16,DAL,NE,2023-10-01,16:25,REG,4
2023_04_ARI_SF,ea59f24a92e52fee542214baf4d33560,SF,ARI,2023-10-01,16:25,REG,4
2023_04_KC_NYJ,e588f3f6aef44746b18980633bd7b312,NYJ,KC,2023-10-01,20:20,REG,4
2023_04_SEA_NYG,5176634f6d30e29b08199d1e0ed6309d,NYG,SEA,2023-10-02,20:15,REG,4
2023_05_CHI_WAS,115303070d36ce1e366dc4a3091c53cd,WAS,CHI,2023-10-05,20:15,REG,5
2023_05_JAX_BUF,fdb93b64c39ea4a4312ffe74788b551b,BUF,JAX,2023-10-08,09:30,REG,5
2023_05_HOU_ATL,093f902b13a40cc6d60eb0a38e6d40e1,ATL,HOU,2023-10-08,13:00,REG,5
2023_05_CAR_DET,83400c65dd84cef26b7911a49fe909f5,DET,CAR,2023-10-08,13:00,REG,5
2023_05_TEN_IND,b0302377625f15c445b6ce2227a50529,IND,TEN,2023-10-08,13:00,REG,5
2023_05_NYG_MIA,d72ca5073fe1d69e6cd3beb37e52c081,MIA,NYG,2023-10-08,13:00,REG,5
2023_05_NO_NE,088c8fc0a2e5f02bb2591f44a41a2cd1,NE,NO,2023-10-08,13:00,REG,5
2023_05_BAL_PIT,bef2023cdadb009e088e3ef6db2ea809,PIT,BAL,2023-10-08,13:00,REG,5
2023_05_CIN_ARI,51324a8a97c14d19e5c8e9091ba8b37c,ARI,CIN,2023-10-08,16:05,REG,5
2023_05_PHI_LA,483964581fdd3bb0bf48d4735c2da6e2,LA,PHI,2023-10-08,16:05,REG,5
2023_05_NYJ_DEN,8b607ae76ab2f647be17e7553ff57533,DEN,NYJ,2023-10-08,16:25,REG,5
2023_05_KC_MIN,166bf980718e06c346f9eb8a6ed882db,MIN,KC,2023-10-08,16:25,REG,5
2023_05_DAL_SF,c240c9cee93e5677cdd74f93f77dd4c9,SF,DAL,2023-10-08,20:20,REG,5
2023_05_GB_LV,353b0556f31bd97a30c0a55212c1617f,LV,GB,2023-10-09,20:15,REG,5
2023_06_DEN_KC,b956b90b48a7a34230fac518cd294c7a,KC,DEN,2023-10-12,20:15,REG,6
2023_06_BAL_TEN,0cd8d5597260f1a2c9692f4c54ffb91f,TEN,BAL,2023-10-15,09:30,REG,6
2023_06_WAS_ATL,7c8e887a27e43988654b137a001f6d3b,ATL,WAS,2023-10-15,13:00,REG,6
2023_06_MIN_CHI,9b493f1a26dccbb3d34e029ad34e0235,CHI,MIN,2023-10-15,13:00,REG,6
2023_06_SEA_CIN,bfc6774467b939acbabaa8414f1a4961,CIN,SEA,2023-10-15,13:00,REG,6
2023_06_SF_CLE,417e02503976f3971e0750e60fff16e2,CLE,SF,2023-10-15,13:00,REG,6
2023_06_NO_HOU,c6e270f707e1122b6e6431cfbf1124fa,HOU,NO,2023-10-15,13:00,REG,6
2023_06_IND_JAX,4580cdc2486bd4dbb44cde4fd680e832,JAX,IND,2023-10-15,13:00,REG,6
2023_06_CAR_MIA,6e17a8cfafca4010863de42a11a5e05c,MIA,CAR,2023-10-15,13:00,REG,6
2023_06_NE_LV,3377b0af3e43d0a451483df35f3491c9,LV,NE,2023-10-15,16:05,REG,6
2023_06_ARI_LA,a87c4b6c187d59ac7f17783f0b810501,LA,ARI,2023-10-15,16:25,REG,6
2023_06_PHI_NYJ,efeda644ef61c16b001be5fa849d5271,NYJ,PHI,2023-10-15,16:25,REG,6
2023_06_DET_TB,18aaf89457d739e1a06bda112ef80cc7,TB,DET,2023-10-15,16:25,REG,6
2023_06_NYG_BUF,68b7be06e7590bd403fd52db5c1d1c35,BUF,NYG,2023-10-15,20:20,REG,6
2023_06_DAL_LAC,818b323e8a88e6a5701ea3f725f51d3c,LAC,DAL,2023-10-16,20:15,REG,6
2023_07_JAX_NO,16143d5b3cfe34d32198da53771e14ee,NO,JAX,2023-10-19,20:15,REG,7
2023_07_DET_BAL,e89a34588d65a68265c104373ffdc28a,BAL,DET,2023-10-22,13:00,REG,7
2023_07_LV_CHI,2decc44ccdfb309756fa93d864f5773f,CHI,LV,2023-10-22,13:00,REG,7
2023_07_CLE_IND,5daeacbcda1ca66cf0ac102b1b6c3728,IND,CLE,2023-10-22,13:00,REG,7
2023_07_BUF_NE,3080378924a7a8fa778d90243a1f4d54,NE,BUF,2023-10-22,13:00,REG,7
2023_07_WAS_NYG,50bd8049327bddb2433b90e98994d98b,NYG,WAS,2023-10-22,13:00,REG,7
2023_07_ATL_TB,949fd4373890ee339add53eb5f343dc0,TB,ATL,2023-10-22,13:00,REG,7
2023_07_PIT_LA,1c4772551a69fb6409e6a77dbd6845ab,LA,PIT,2023-10-22,16:05,REG,7
2023_07_ARI_SEA,547cb2dc8c177f05c94b27b7ba6adaae,SEA,ARI,2023-10-22,16:05,REG,7
2023_07_GB_DEN,e5a039468378fe43795987ade2d44536,DEN,GB,2023-10-22,16:25,REG,7
2023_07_LAC_KC,c992a4e4d0046cd4926bf3524e35ff79,KC,LAC,2023-10-22,16:25,REG,7
2023_07_MIA_PHI,029287f953eb89c62eb833591b639086,PHI,MIA,2023-10-22,20:20,REG,7
2023_07_SF_MIN,42ccfa93a908006e5677687427c528db,MIN,SF,2023-10-23,20:15,REG,7
2023_08_TB_BUF,623ebe645e0e4dec5759ce364b68682f,BUF,TB,2023-10-26,20:15,REG,8
2023_08_HOU_CAR,e8fd2231245ca0c308b65b0f736f5e0c,CAR,HOU,2023-10-29,13:00,REG,8
2023_08_LA_DAL,3bd722d85e1bb286bb75111a0787eb87,DAL,LA,2023-10-29,13:00,REG,8
2023_08_MIN_GB,93991757289dd5b650742a6e18184271,GB,MIN,2023-10-29,13:00,REG,8
2023_08_NO_IND,f6d472a6b7b7e70ba2d43f8a975fdccc,IND,NO,2023-10-29,13:00,REG,8
2023_08_NE_MIA,21c7005a3e6cd5da08d67e737a83d89d,MIA,NE,2023-10-29,13:00,REG,8
2023_08_NYJ_NYG,b82f30e931a965bc7277d187549ca294,NYG,NYJ,2023-10-29,13:00,REG,8
2023_08_JAX_PIT,b1ac8bca9348e03321aa9bb276a6aadb,PIT,JAX,2023-10-29,13:00,REG,8
2023_08_ATL_TEN,97819f71c474956d24e436f0465f1591,TEN,ATL,2023-10-29,13:00,REG,8
2023_08_PHI_WAS,4d8b130d0b5c36b7eac558283ebb4490,WAS,PHI,2023-10-29,13:00,REG,8
2023_08_CLE_SEA,787552bac1bf53711f90ae8de5c55aef,SEA,CLE,2023-10-29,16:05,REG,8
2023_08_BAL_ARI,ada6e4fa41270f4b036701448503cea6,ARI,BAL,2023-10-29,16:25,REG,8
2023_08_KC_DEN,4b3bf6a14799c3aba60073fab153a9b1,DEN,KC,2023-10-29,16:25,REG,8
2023_08_CIN_SF,aba08270582c4520f5ee43171e98e269,SF,CIN,2023-10-29,16:25,REG,8
2023_08_CHI_LAC,56fab852b2d32615b5a38fb949e166e5,LAC,CHI,2023-10-29,20:20,REG,8
2023_08_LV_DET,8b59fe43939a2e45652c93373a06fa05,DET,LV,2023-10-30,20:15,REG,8
2023_09_TEN_PIT,32af8c89aaa69de55f0267103f5cc765,PIT,TEN,2023-11-02,20:15,REG,9
2023_09_MIA_KC,ce9dc097985c7b6fc971fc97c131af4c,KC,MIA,2023-11-05,09:30,REG,9
2023_09_MIN_ATL,c1362543e7eb1a7fb370510089fdd2bb,ATL,MIN,2023-11-05,13:00,REG,9
2023_09_SEA_BAL,6342c443837605582abb04112f1e1221,BAL,SEA,2023-11-05,13:00,REG,9
2023_09_ARI_CLE,13a6db4b4dcde6ea412927c1668faf65,CLE,ARI,2023-11-05,13:00,REG,9
2023_09_LA_GB,c0b98a80a1d531cc3f1bc4c99e1a1b76,GB,LA,2023-11-05,13:00,REG,9
2023_09_TB_HOU,cb6cae2ee8545b9f028840116a6d8aac,HOU,TB,2023-11-05,13:00,REG,9
2023_09_WAS_NE,bc6c1c48eee564737dc27d9c184dd041,NE,WAS,2023-11-05,13:00,REG,9
2023_09_CHI_NO,64ad3ec55cefcf573466f418bd52f408,NO,CHI,2023-11-05,13:00,REG,9
2023_09_IND_CAR,18005bf9b379df1435ae3caa1e12ac00,CAR,IND,2023-11-05,16:05,REG,9
2023_09_NYG_LV,d882b26f19332ec0aa9397de2285e457,LV,NYG,2023-11-05,16:25,REG,9
2023_09_DAL_PHI,3530767142f1ffd184aa029401f5acbb,PHI,DAL,2023-11-05,16:25,REG,9
2023_09_BUF_CIN,68afbfc763fee8c6dcabf1c129275c5b,CIN,BUF,2023-11-05,20:20,REG,9
2023_09_LAC_NYJ,a0dcb94e3a5fa0633a6a5e013d5d43db,NYJ,LAC,2023-11-06,20:15,REG,9
2023_10_CAR_CHI,79846786112c7d5116a2326be9abedcb,CHI,CAR,2023-11-09,20:15,REG,10
2023_10_IND_NE,b5b610ddb0ca0f0bc3d51e07ecc4c520,NE,IND,2023-11-12,09:30,REG,10
2023_10_CLE_BAL,c5eeafee32ce8de348c503a58d42e8d5,BAL,CLE,2023-11-12,13:00,REG,10
2023_10_HOU_CIN,98081ab3500423fd829a5b9c1d47fe0c,CIN,HOU,2023-11-12,13:00,REG,10
2023_10_SF_JAX,6dbc9e87817daefec0b0657fc11b19f4,JAX,SF,2023-11-12,13:00,REG,10
2023_10_NO_MIN,1ef403b76cec4a4fafa9896083ab1e98,MIN,NO,2023-11-12,13:00,REG,10
2023_10_GB_PIT,598cba017220362c51b4e9436b864e55,PIT,GB,2023-11-12,13:00,REG,10
2023_10_TEN_TB,07fc4a3bb61dceee5482086876af7ca0,TB,TEN,2023-11-12,13:00,REG,10
2023_10_ATL_ARI,5879128840c29e3469a6ceb64bab9470,ARI,ATL,2023-11-12,16:05,REG,10
2023_10_DET_LAC,93ca64cd0a848ea783fffc08d2f520c2,LAC,DET,2023-11-12,16:05,REG,10
2023_10_NYG_DAL,fc007baa989f1a6102c9b6100f2a07f7,DAL,NYG,2023-11-12,16:25,REG,10
2023_10_WAS_SEA,e658ecc30213f84c4b68dc3cf5f3f44c,SEA,WAS,2023-11-12,16:25,REG,10
2023_10_NYJ_LV,93b978585bf0aa7cafb48cc3ef875fc9,LV,NYJ,2023-11-12,20:20,REG,10
2023_10_DEN_BUF,9a9404cf872703411250a88f6c2b7ac6,BUF,DEN,2023-11-13,20:15,REG,10
2023_11_CIN_BAL,ad2140bcb78fd6f6d37bee937bfa4d90,BAL,CIN,2023-11-16,20:15,REG,11
2023_11_DAL_CAR,3d08e5109caaffbcbe0deb49638886df,CAR,DAL,2023-11-19,13:00,REG,11
2023_11_PIT_CLE,3152f45199a800df6949bedc3667cc56,CLE,PIT,2023-11-19,13:00,REG,11
2023_11_CHI_DET,725fda19c1793f5a81c16263426788ee,DET,CHI,2023-11-19,13:00,REG,11
2023_11_LAC_GB,d676d3d58ba5c3b249015c9797c11459,GB,LAC,2023-11-19,13:00,REG,11
2023_11_ARI_HOU,e1950715bf70945e95a913a3270cd69c,HOU,ARI,2023-11-19,13:00,REG,11
2023_11_TEN_JAX,14322e4bcc697089c189622915db1a04,JAX,TEN,2023-11-19,13:00,REG,11
2023_11_LV_MIA,e968a3bb4e60b63f814badcfbf9977ab,MIA,LV,2023-11-19,13:00,REG,11
2023_11_NYG_WAS,643c0a5da6ec46a44b0b1d5dd3819b9c,WAS,NYG,2023-11-19,13:00,REG,11
2023_11_TB_SF,a091be34ce8b8ec0db0642634962592e,SF,TB,2023-11-19,16:05,REG,11
2023_11_NYJ_BUF,7ffa1ceb2b78914d13f2e894ed2e83bd,BUF,NYJ,2023-11-19,16:25,REG,11
2023_11_SEA_LA,bc7543ec7bf3dddcc6d71b433ef360d0,LA,SEA,2023-11-19,16:25,REG,11
2023_11_MIN_DEN,d59ec10420e78737c5fdfb5371c4c8e0,DEN,MIN,2023-11-19,20:20,REG,11
2023_11_PHI_KC,7ada5a3ce1269f9c0953a196b5fb4a0c,KC,PHI,2023-11-20,20:15,REG,11
2023_12_GB_DET,0f2909e25d9307a32b840dcccf848e5f,DET,GB,2023-11-23,12:30,REG,12
2023_12_WAS_DAL,a6e073fff37db15464e7e44b71462a20,DAL,WAS,2023-11-23,16:30,REG,12
2023_12_SF_SEA,d001a3b1c793ab693130ede3dc9e6810,SEA,SF,2023-11-23,20:20,REG,12
2023_12_MIA_NYJ,32c414934534235b0885860a21180ddc,NYJ,MIA,2023-11-24,15:00,REG,12
2023_12_NO_ATL,4a12e8418289ef8d56250b020a9b5c15,ATL,NO,2023-11-26,13:00,REG,12
2023_12_PIT_CIN,4fc56a4d2185021682448f394e367742,CIN,PIT,2023-11-26,13:00,REG,12
2023_12_JAX_HOU,e5dae7f38f74481f9ca66ff314785ba7,HOU,JAX,2023-11-26,13:00,REG,12
2023_12_TB_IND,a721e155795f890bffe4c51c3dc0a472,IND,TB,2023-11-26,13:00,REG,12
2023_12_NE_NYG,68d540f963b61e7362b7bf8d27740352,NYG,NE,2023-11-26,13:00,REG,12
2023_12_CAR_TEN,387496b9809d0ba1d218674c095a9851,TEN,CAR,2023-11-26,13:00,REG,12
2023_12_LA_ARI,f67d77c0cd4a8ecb8d3fb6ad0f3b1aea,ARI,LA,2023-11-26,16:05,REG,12
2023_12_CLE_DEN,f1788bb541815fe2a101212cf18d5af9,DEN,CLE,2023-11-26,16:05,REG,12
2023_12_KC_LV,c491f05b066449d95732c4f52ac57e66,LV,KC,2023-11-26,16:25,REG,12
2023_12_BUF_PHI,5e766a287ba24d40d9e40aa41efe19de,PHI,BUF,2023-11-26,16:25,REG,12
2023_12_BAL_LAC,eb77c9dad13ef82ba5ff4dcf439d3bab,LAC,BAL,2023-11-26,20:20,REG,12
2023_12_CHI_MIN,c1b7e562062eb3bac053a2f5ecf399f9,MIN,CHI,2023-11-27,20:15,REG,12
2023_13_SEA_DAL,b2eeb176fc9adfc63b9098b313905792,DAL,SEA,2023-11-30,20:15,REG,13
2023_13_DEN_HOU,53c6da53a7ba5f06aae182ee5ce38616,HOU,DEN,2023-12-03,13:00,REG,13
2023_13_LAC_NE,ad1bbe3e94716ca03c3059092cbd1eee,NE,LAC,2023-12-03,13:00,REG,13
2023_13_DET_NO,41c4d77b6a910a6b2364fbeb51dba059,NO,DET,2023-12-03,13:00,REG,13
2023_13_ATL_NYJ,d9498cb661062746dfc500a20c3a87e8,NYJ,ATL,2023-12-03,13:00,REG,13
2023_13_ARI_PIT,76ae384526017414d68d617bf80b8aab,PIT,ARI,2023-12-03,13:00,REG,13
2023_13_IND_TEN,6cd4bff8b0950234be09e6c0acda7b95,TEN,IND,2023-12-03,13:00,REG,13
2023_13_MIA_WAS,5e0c5b79c3cb142f3361ade464174b68,WAS,MIA,2023-12-03,13:00,REG,13
2023_13_CAR_TB,b70cc20a6410503c2661e5074c3bedd8,TB,CAR,2023-12-03,16:05,REG,13
2023_13_CLE_LA,4622746235a30217e61503cbcb3204bc,LA,CLE,2023-12-03,16:25,REG,13
2023_13_SF_PHI,01d2c501c2836b50ef978f04c4673c6f,PHI,SF,2023-12-03,16:25,REG,13
2023_13_KC_GB,fed9bbf95a14428f10feee2cad9f7068,GB,KC,2023-12-03,20:20,REG,13
2023_13_CIN_JAX,a4e3931e811a989c571fff8bf47def0a,JAX,CIN,2023-12-04,20:15,REG,13
2023_14_NE_PIT,4275f59e3fbef9a01b3007538c0b61fc,PIT,NE,2023-12-07,20:15,REG,14
2023_14_TB_ATL,75558e1b61a377e60eba1971dfb6a46c,ATL,TB,2023-12-10,13:00,REG,14
2023_14_LA_BAL,c4fa37180b109663749897f5e7ddb134,BAL,LA,2023-12-10,13:00,REG,14
2023_14_DET_CHI,003f1b5d02fe699b7efae4b3af1df39c,CHI,DET,2023-12-10,13:00,REG,14
2023_14_IND_CIN,44ce059ff332b5b1169459132488a51e,CIN,IND,2023-12-10,13:00,REG,14
2023_14_JAX_CLE,48d726d4f5811eab626ddfb09bf48235,CLE,JAX,2023-12-10,13:00,REG,14
2023_14_CAR_NO,21466b3f0fdff97da5c44d0774f2c1a6,NO,CAR,2023-12-10,13:00,REG,14
2023_14_HOU_NYJ,affdea10708b9e802b8b0c445be6ce4b,NYJ,HOU,2023-12-10,13:00,REG,14
2023_14_MIN_LV,2c2e60cf464088acdefc0c972de49317,LV,MIN,2023-12-10,16:05,REG,14
2023_14_SEA_SF,4fc535d395a9c86c6fa686a251a47acd,SF,SEA,2023-12-10,16:05,REG,14
2023_14_BUF_KC,3f3e724f37cedc82b772233204dc42eb,KC,BUF,2023-12-10,16:25,REG,14
2023_14_DEN_LAC,1b45a999d8130829ebd2663fed2dff9e,LAC,DEN,2023-12-10,16:25,REG,14
2023_14_PHI_DAL,419340a84b66e0873b00597841a3531c,DAL,PHI,2023-12-10,20:20,REG,14
2023_14_TEN_MIA,2c4ca7353e2db06d12d583f8a46d38a7,MIA,TEN,2023-12-11,20:15,REG,14
2023_14_GB_NYG,ea43090cd4cc2eb2fb98ba3847aba986,NYG,GB,2023-12-11,20:15,REG,14
2023_15_LAC_LV,72a6214a3f806871b60e04ee1f977abe,LV,LAC,2023-12-14,20:15,REG,15
2023_15_MIN_CIN,504debed5f593861f189755b6f1cd04c,CIN,MIN,2023-12-16,13:00,REG,15
2023_15_PIT_IND,333bbb25233d3e004f0979b9a9987074,IND,PIT,2023-12-16,16:30,REG,15
2023_15_DEN_DET,b8d545e119fa18b7183acc18f89d9b55,DET,DEN,2023-12-16,20:15,REG,15
2023_15_ATL_CAR,89a76d31332effa87075701f164a8e0a,CAR,ATL,2023-12-17,13:00,REG,15
2023_15_CHI_CLE,abf4a23e7c6b9dd94d13a3070a32a65f,CLE,CHI,2023-12-17,13:00,REG,15
2023_15_TB_GB,3c35ab18ec14298b28d7881f50bb503d,GB,TB,2023-12-17,13:00,REG,15
2023_15_NYJ_MIA,de64df56de3a6998f152879e68fee61c,MIA,NYJ,2023-12-17,13:00,REG,15
2023_15_KC_NE,8aea6316338b72fd46c714d6eb8fb3e7,NE,KC,2023-12-17,13:00,REG,15
2023_15_NYG_NO,269d93043744dc23028a0de89fbc3c14,NO,NYG,2023-12-17,13:00,REG,15
2023_15_HOU_TEN,e3f50249e8a9b42484ad0922fca4f9f0,TEN,HOU,2023-12-17,13:00,REG,15
2023_15_SF_ARI,d2e02edc27163741a907439f1dafd4c2,ARI,SF,2023-12-17,16:05,REG,15
2023_15_WAS_LA,56468ff158e85d48b0d04faa35a86461,LA,WAS,2023-12-17,16:05,REG,15
2023_15_DAL_BUF,16807f51a2a89040e6573ff24bfcd9ab,BUF,DAL,2023-12-17,16:25,REG,15
2023_15_BAL_JAX,89e5efd7cfa4a336f328dc372458c1aa,JAX,BAL,2023-12-17,20:20,REG,15
2023_15_PHI_SEA,f51da6d224ba8d719fe220e807cd0442,SEA,PHI,2023-12-18,20:15,REG,15
2023_16_NO_LA,11009ecb9244b0f3f598ed07bc26ac7b,LA,NO,2023-12-21,20:15,REG,16
2023_16_CIN_PIT,d86898556d2e1132370891f1fc23603f,PIT,CIN,2023-12-23,16:30,REG,16
2023_16_BUF_LAC,cf855efaf0c22025c0ad8d8a605679a1,LAC,BUF,2023-12-23,20:00,REG,16
2023_16_IND_ATL,3877bbd549c811dc565cc9e08345eff2,ATL,IND,2023-12-24,13:00,REG,16
2023_16_GB_CAR,a9a95caf10c8a405258a388d5bee57a5,CAR,GB,2023-12-24,13:00,REG,16
2023_16_CLE_HOU,20a35d24ca8a5d672a6520effdcbacb6,HOU,CLE,2023-12-24,13:00,REG,16
2023_16_DET_MIN,961b2207f2c12f9cbf59a2b6e7c99469,MIN,DET,2023-12-24,13:00,REG,16
2023_16_WAS_NYJ,c6c5f6a4a8e8b48115dfd68af22c08c4,NYJ,WAS,2023-12-24,13:00,REG,16
2023_16_SEA_TEN,de97e48e6a47020a876631d2075c788d,TEN,SEA,2023-12-24,13:00,REG,16
2023_16_JAX_TB,61c73107ddf7135cabd60aee621545a0,TB,JAX,2023-12-24,16:05,REG,16
2023_16_ARI_CHI,092ea6c489184135df2f5f61dcf4c1b4,CHI,ARI,2023-12-24,16:25,REG,16
2023_16_DAL_MIA,434c4d5264c6da9735c189a2a62b024b,MIA,DAL,2023-12-24,16:25,REG,16
2023_16_NE_DEN,1a815be65f48c8cace4642809bf9baa2,DEN,NE,2023-12-24,20:15,REG,16
2023_16_LV_KC,25aea15aa16519945e654a0a5158ccf0,KC,LV,2023-12-25,13:00,REG,16
2023_16_NYG_PHI,361a376a7fe6aa6a72a42331299683dc,PHI,NYG,2023-12-25,16:30,REG,16
2023_16_BAL_SF,809b12cea8824cbfd8643214b2e16192,SF,BAL,2023-12-25,20:15,REG,16
