PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,MIN,DEF_RATING,STL,BLK,DREB,DEF_WS,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,TEAM_DEF_RATING,DEF_IMPACT,MIN_PG,STL_PG,BLK_PG,DREB_PG
1641744,Zach Edey,1610612763,MEM,11,283.8516666666667,94.5,7,21,79,2.37,87.0,65.0,59.0,182.0,114.0,19.5,25.804696969696973,0.6363636363636364,1.9090909090909092,7.181818181818182
1642358,AJ Johnson,1610612764,WAS,22,151.53666666666666,105.2,4,0,17,0.81,65.0,39.0,37.0,138.0,120.8,15.599999999999994,6.888030303030303,0.18181818181818182,0.0,0.7727272727272727
1642353,Cam Christie,1610612746,LAC,26,232.08333333333334,101.9,6,2,32,1.45,88.0,80.0,74.0,192.0,116.7,14.799999999999997,8.926282051282051,0.23076923076923078,0.07692307692307693,1.2307692307692308
1626192,Pat Connaughton,1610612766,CHA,17,131.02166666666668,102.6,5,1,20,0.8,60.0,34.0,57.0,152.0,116.6,14.0,7.707156862745099,0.29411764705882354,0.058823529411764705,1.1764705882352942
1631245,Quenton Jackson,1610612754,IND,18,284.5283333333333,102.4,11,3,29,1.78,113.0,87.0,86.0,296.0,116.0,13.599999999999994,15.807129629629628,0.6111111111111112,0.16666666666666666,1.6111111111111112
1642419,Jamison Battle,1610612761,TOR,30,257.96166666666664,98.7,5,1,35,1.85,87.0,84.0,52.0,220.0,112.1,13.399999999999991,8.598722222222221,0.16666666666666666,0.03333333333333333,1.1666666666666667
1643007,Taelon Peter,1610612754,IND,21,122.16833333333334,103.0,3,2,13,0.75,51.0,32.0,35.0,124.0,116.0,13.0,5.817539682539683,0.14285714285714285,0.09523809523809523,0.6190476190476191
1642269,Devin Carter,1610612758,SAC,12,101.34333333333333,107.0,6,2,9,0.52,54.0,25.0,39.0,112.0,119.2,12.200000000000003,8.445277777777777,0.5,0.16666666666666666,0.75
1628467,Maxi Kleber,1610612747,LAL,19,209.65666666666667,105.4,5,5,22,1.09,82.0,57.0,49.0,200.0,117.1,11.699999999999989,11.034561403508771,0.2631578947368421,0.2631578947368421,1.1578947368421053
1642874,Danny Wolf,1610612751,BKN,24,465.5883333333333,105.4,16,8,79,2.5,203.0,129.0,175.0,478.0,116.6,11.199999999999989,19.399513888888887,0.6666666666666666,0.3333333333333333,3.2916666666666665
1641816,Hunter Tyson,1610612743,DEN,16,111.4,106.0,2,1,22,0.58,44.0,22.0,37.0,110.0,116.7,10.700000000000003,6.9625,0.125,0.0625,1.375
1641726,Dereck Lively II,1610612742,DAL,7,115.27333333333333,102.3,4,11,23,0.74,40.0,31.0,39.0,108.0,113.0,10.700000000000003,16.467619047619046,0.5714285714285714,1.5714285714285714,3.2857142857142856
1642949,Yanic Konan Niederhäuser,1610612746,LAC,22,185.575,106.1,2,10,27,0.95,55.0,56.0,49.0,174.0,116.7,10.600000000000009,8.435227272727273,0.09090909090909091,0.45454545454545453,1.2272727272727273
1629723,John Konchar,1610612763,MEM,23,291.27,103.5,20,7,48,1.72,82.0,80.0,83.0,300.0,114.0,10.5,12.66391304347826,0.8695652173913043,0.30434782608695654,2.0869565217391304
1627827,Dorian Finney-Smith,1610612745,HOU,9,139.16166666666666,102.2,2,2,15,0.85,42.0,33.0,56.0,136.0,112.7,10.5,15.462407407407406,0.2222222222222222,0.2222222222222222,1.6666666666666667
1642278,Tyler Kolek,1610612752,NYK,35,478.22,105.7,15,3,58,2.53,205.0,136.0,157.0,406.0,115.7,10.0,13.663428571428572,0.42857142857142855,0.08571428571428572,1.6571428571428573
1641763,Julian Phillips,1610612741,CHI,28,284.9033333333333,107.2,15,6,19,1.39,122.0,107.0,92.0,288.0,117.2,10.0,10.175119047619047,0.5357142857142857,0.21428571428571427,0.6785714285714286
