timestamp,num_bookmakers,num_teams,avg_vig_pct,min_vig_pct,max_vig_pct,best_bookmaker,worst_bookmaker
2026-01-08 13:07:15,5,30,16.0008158965453,12.505061243250527,20.26748584589577,fanduel,betonlineag
