game_id,game_time,away_team,home_team,bookmaker,bookmaker_key,last_update,market,away_spread,away_odds,home_spread,home_odds
90391be251d876bb41d36978a43c7ac2,2025-11-25 01:15:00+00:00,Carolina Panthers,San Francisco 49ers,BetMGM,betmgm,2025-11-24T16:54:32Z,spread,7.5,-115,-7.5,-105
90391be251d876bb41d36978a43c7ac2,2025-11-25 01:15:00+00:00,Carolina Panthers,San Francisco 49ers,BetOnline.ag,betonlineag,2025-11-24T16:54:32Z,spread,7.5,-113,-7.5,-107
90391be251d876bb41d36978a43c7ac2,2025-11-25 01:15:00+00:00,Carolina Panthers,San Francisco 49ers,BetRivers,betrivers,2025-11-24T16:55:08Z,spread,7.5,-121,-7.5,-106
90391be251d876bb41d36978a43c7ac2,2025-11-25 01:15:00+00:00,Carolina Panthers,San Francisco 49ers,BetUS,betus,2025-11-24T16:55:08Z,spread,7.5,-115,-7.5,-105
90391be251d876bb41d36978a43c7ac2,2025-11-25 01:15:00+00:00,Carolina Panthers,San Francisco 49ers,Bovada,bovada,2025-11-24T16:54:52Z,spread,7.5,-115,-7.5,-105
90391be251d876bb41d36978a43c7ac2,2025-11-25 01:15:00+00:00,Carolina Panthers,San Francisco 49ers,Caesars,williamhill_us,2025-11-24T16:54:53Z,spread,7.5,-114,-7.5,-106
90391be251d876bb41d36978a43c7ac2,2025-11-25 01:15:00+00:00,Carolina Panthers,San Francisco 49ers,DraftKings,draftkings,2025-11-24T16:54:33Z,spread,7.5,-112,-7.5,-108
90391be251d876bb41d36978a43c7ac2,2025-11-25 01:15:00+00:00,Carolina Panthers,San Francisco 49ers,FanDuel,fanduel,2025-11-24T16:55:07Z,spread,7.5,-118,-7.5,-104
90391be251d876bb41d36978a43c7ac2,2025-11-25 01:15:00+00:00,Carolina Panthers,San Francisco 49ers,Fanatics,fanatics,2025-11-24T16:55:12Z,spread,7.5,-115,-7.5,-105
90391be251d876bb41d36978a43c7ac2,2025-11-25 01:15:00+00:00,Carolina Panthers,San Francisco 49ers,LowVig.ag,lowvig,2025-11-24T16:54:32Z,spread,7.5,-108,-7.5,-102
90391be251d876bb41d36978a43c7ac2,2025-11-25 01:15:00+00:00,Carolina Panthers,San Francisco 49ers,MyBookie.ag,mybookieag,2025-11-24T16:55:09Z,spread,7.5,-115,-7.5,-105
