game_id,game,commence_time,home_team,away_team,bookmaker,market,player,line,over_odds,under_odds,fetch_time
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,fanatics,player_points,Jordan Walsh,6.5,-115,-115,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,fanatics,player_points,Deandre Ayton,15.5,-120,-110,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,draftkings,player_points,Austin Reaves,31.5,-119,-107,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,draftkings,player_points,Jaylen Brown,29.5,-106,-121,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,draftkings,player_points,Derrick White,17.5,-103,-124,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,draftkings,player_points,Payton Pritchard,16.5,-122,-105,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,draftkings,player_points,Deandre Ayton,15.5,-122,-104,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,draftkings,player_points,Rui Hachimura,15.5,-114,-112,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,draftkings,player_points,Anfernee Simons,12.5,-108,-119,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,draftkings,player_points,Jake LaRavia,11.5,-113,-113,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,draftkings,player_points,Neemias Queta,10.5,-107,-119,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,draftkings,player_points,Dalton Knecht,8.5,-105,-122,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,draftkings,player_points,Gabe Vincent,7.5,-108,-118,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,draftkings,player_points,Jordan Walsh,6.5,-130,102,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,draftkings,player_points,Sam Hauser,6.5,-111,-114,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Derrick White,17.5,-105,-127,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Jordan Walsh,6.5,-113,-118,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Payton Pritchard,16.5,-134,100,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Derrick White,16.5,-136,102,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Jaylen Brown,28.5,-132,100,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Gabe Vincent,6.5,-134,100,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Jaylen Brown,27.5,-167,120,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Austin Reaves,33.5,120,-167,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Jaylen Brown,29.5,-107,-124,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Jake LaRavia,10.5,-157,114,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Neemias Queta,10.5,-110,-121,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Austin Reaves,31.5,-118,-113,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Rui Hachimura,14.5,-152,112,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Anfernee Simons,12.5,104,-137,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Jake LaRavia,11.5,-113,-118,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Rui Hachimura,15.5,-114,-117,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Gabe Vincent,7.5,100,-132,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Jaylen Brown,30.5,114,-157,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Neemias Queta,11.5,120,-167,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Anfernee Simons,11.5,-129,-104,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Derrick White,18.5,120,-167,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Deandre Ayton,15.5,-139,105,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Deandre Ayton,17.5,123,-167,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Deandre Ayton,16.5,-106,-127,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Austin Reaves,32.5,104,-137,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Payton Pritchard,17.5,-105,-127,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Payton Pritchard,18.5,120,-167,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Jake LaRavia,12.5,118,-165,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Jordan Walsh,5.5,-167,123,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Rui Hachimura,16.5,114,-157,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betrivers,player_points,Austin Reaves,30.5,-143,106,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,williamhill_us,player_points,Jordan Walsh,6.5,-121,-109,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,williamhill_us,player_points,Dalton Knecht,7.5,-140,105,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,williamhill_us,player_points,Payton Pritchard,16.5,-120,-112,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,williamhill_us,player_points,Derrick White,16.5,-127,-105,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,williamhill_us,player_points,Jaylen Brown,29.5,-110,-121,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,williamhill_us,player_points,Deandre Ayton,15.5,-121,-111,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,williamhill_us,player_points,Sam Hauser,6.5,-118,-114,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,williamhill_us,player_points,Anfernee Simons,12.5,-103,-130,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,williamhill_us,player_points,Gabe Vincent,7.5,-107,-125,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,williamhill_us,player_points,Rui Hachimura,15.5,-127,-108,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,williamhill_us,player_points,Austin Reaves,31.5,-121,-110,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,williamhill_us,player_points,Neemias Queta,10.5,-109,-122,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,williamhill_us,player_points,Jake LaRavia,11.5,-118,-113,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betonlineag,player_points,Jaylen Brown,29.5,-106,-122,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betonlineag,player_points,Austin Reaves,31.5,-115,-112,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betonlineag,player_points,Rui Hachimura,15.5,-116,-111,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betonlineag,player_points,Derrick White,17.5,-102,-127,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betonlineag,player_points,Jordan Walsh,6.5,-122,-106,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betonlineag,player_points,Anfernee Simons,12.5,-105,-123,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betonlineag,player_points,Neemias Queta,10.5,-105,-123,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betonlineag,player_points,Jake LaRavia,11.5,-115,-112,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betonlineag,player_points,Sam Hauser,6.5,-116,-111,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betonlineag,player_points,Payton Pritchard,17.5,-103,-125,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betonlineag,player_points,Gabe Vincent,7.5,-108,-120,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betonlineag,player_points,Dalton Knecht,8.5,-105,-123,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,betonlineag,player_points,Deandre Ayton,15.5,-116,-111,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,bovada,player_points,Anfernee Simons,9.5,-220,165,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,bovada,player_points,Anfernee Simons,10.5,-165,125,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,bovada,player_points,Anfernee Simons,11.5,-120,-110,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,bovada,player_points,Anfernee Simons,12.5,110,-145,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,bovada,player_points,Anfernee Simons,13.5,145,-190,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,bovada,player_points,Anfernee Simons,14.5,185,-250,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,bovada,player_points,Austin Reaves,27.5,-250,185,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,bovada,player_points,Austin Reaves,28.5,-200,150,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,bovada,player_points,Austin Reaves,29.5,-165,125,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,bovada,player_points,Austin Reaves,30.5,-135,105,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,bovada,player_points,Austin Reaves,31.5,-115,-115,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,bovada,player_points,Austin Reaves,32.5,105,-135,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,bovada,player_points,Austin Reaves,33.5,125,-165,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,bovada,player_points,Austin Reaves,34.5,145,-190,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,bovada,player_points,Austin Reaves,35.5,170,-230,2025-12-05T20:22:49.496817+00:00
61feabe0b59a9dba9be076c59ecd125d,Los Angeles Lakers @ Boston Celtics,2025-12-06T00:10:00Z,Boston Celtics,Los Angeles Lakers,bovada,player_points,Austin Reaves,36.5,205,-280,2025-12-05T20:22:49.496817+00:00
