player,away_team,home_team,game_time,market,prop_line,over_odds,under_odds,bookmaker,bookmaker_last_update,market_last_update,fetch_date,season,odds_api_event_id
Miles Bridges,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,5.5,-160,124,draftkings,,2026-03-24T23:47:38Z,20260324T234825Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Devin Carter,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-160,124,draftkings,,2026-03-24T23:47:38Z,20260324T234825Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Kon Knueppel,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-105,-125,draftkings,,2026-03-24T23:47:38Z,20260324T234825Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Brandon Miller,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,2.5,-135,105,draftkings,,2026-03-24T23:47:38Z,20260324T234825Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Miles Bridges,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,5.5,-165,120,fanatics,,2026-03-24T23:47:57Z,20260324T234825Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Brandon Miller,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,2.5,-145,-106,williamhill_us,,2026-03-24T23:47:58Z,20260324T234825Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Kon Knueppel,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,100,-132,williamhill_us,,2026-03-24T23:47:58Z,20260324T234825Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Ryan Kalkbrenner,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,6.5,105,-139,williamhill_us,,2026-03-24T23:47:58Z,20260324T234825Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Miles Bridges,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-157,117,williamhill_us,,2026-03-24T23:47:58Z,20260324T234825Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Moussa Diabate,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,9.5,-106,-127,williamhill_us,,2026-03-24T23:47:58Z,20260324T234825Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Devin Carter,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-164,124,williamhill_us,,2026-03-24T23:47:58Z,20260324T234825Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Dylan Cardwell,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,9.5,-139,105,williamhill_us,,2026-03-24T23:47:58Z,20260324T234825Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Saddiq Bey,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,6.5,-136,102,fanduel,,2026-03-24T23:47:54Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Derik Queen,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,3.5,-138,104,fanduel,,2026-03-24T23:47:54Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Trey Murphy III,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,-120,-110,fanduel,,2026-03-24T23:47:54Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Jalen Brunson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,2.5,-174,130,fanduel,,2026-03-24T23:47:54Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Karl-Anthony Towns,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,11.5,108,-144,fanduel,,2026-03-24T23:47:54Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Dejounte Murray,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,-102,-130,fanduel,,2026-03-24T23:47:54Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Mikal Bridges,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,126,-168,fanduel,,2026-03-24T23:47:54Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Josh Hart,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,7.5,-140,106,fanduel,,2026-03-24T23:47:54Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
OG Anunoby,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,-104,-128,fanduel,,2026-03-24T23:47:54Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Zion Williamson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,5.5,116,-154,fanduel,,2026-03-24T23:47:54Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Mitchell Robinson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,9.5,-106,-125,fanduel,,2026-03-24T23:47:54Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Karl-Anthony Towns,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,11.5,-135,105,draftkings,,2026-03-24T23:48:08Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Mitchell Robinson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,9.5,105,-135,draftkings,,2026-03-24T23:48:08Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Josh Hart,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,7.5,-120,-110,draftkings,,2026-03-24T23:48:08Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Saddiq Bey,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,6.5,100,-130,draftkings,,2026-03-24T23:48:08Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Zion Williamson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,-140,110,draftkings,,2026-03-24T23:48:08Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Dejounte Murray,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,105,-135,draftkings,,2026-03-24T23:48:08Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
OG Anunoby,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,110,-140,draftkings,,2026-03-24T23:48:08Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Trey Murphy III,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,110,-140,draftkings,,2026-03-24T23:48:08Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Mikal Bridges,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,120,-154,draftkings,,2026-03-24T23:48:08Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Derik Queen,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,3.5,-145,114,draftkings,,2026-03-24T23:48:08Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Jalen Brunson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,2.5,-160,124,draftkings,,2026-03-24T23:48:08Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Herb Jones,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,2.5,-125,-105,draftkings,,2026-03-24T23:48:08Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Mikal Bridges,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,3.5,115,-150,fanatics,,2026-03-24T23:47:28Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Mikal Bridges,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,3.5,-127,-106,betrivers,,2026-03-24T23:43:17Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Karl-Anthony Towns,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,12.5,-113,-121,betrivers,,2026-03-24T23:43:17Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Derik Queen,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,120,-165,betrivers,,2026-03-24T23:43:17Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Jalen Brunson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,3.5,108,-148,betrivers,,2026-03-24T23:43:17Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Trey Murphy III,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,-132,-103,betrivers,,2026-03-24T23:43:17Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Dejounte Murray,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,-150,110,betrivers,,2026-03-24T23:43:17Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Zion Williamson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,5.5,-114,-120,betrivers,,2026-03-24T23:43:17Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Herb Jones,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,2.5,-152,112,betrivers,,2026-03-24T23:43:17Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Josh Hart,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,7.5,-122,-112,betrivers,,2026-03-24T23:43:17Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Saddiq Bey,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,5.5,107,-143,betrivers,,2026-03-24T23:43:17Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
OG Anunoby,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,-152,112,betrivers,,2026-03-24T23:43:17Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Mitchell Robinson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,9.5,-104,-132,betrivers,,2026-03-24T23:43:17Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Herb Jones,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,2.5,-164,126,betonlineag,,2026-03-24T23:43:23Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Trey Murphy III,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,-147,113,betonlineag,,2026-03-24T23:43:23Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Jalen Brunson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,3.5,132,-172,betonlineag,,2026-03-24T23:43:23Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Zion Williamson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,5.5,-109,-119,betonlineag,,2026-03-24T23:43:23Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
OG Anunoby,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,-115,-112,betonlineag,,2026-03-24T23:43:23Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Josh Hart,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,7.5,-106,-122,betonlineag,,2026-03-24T23:43:23Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Dejounte Murray,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,-137,106,betonlineag,,2026-03-24T23:43:23Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Mikal Bridges,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,3.5,-110,-118,betonlineag,,2026-03-24T23:43:23Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Jordan Clarkson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,1.5,-130,100,betonlineag,,2026-03-24T23:43:23Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Derik Queen,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,3.5,-141,109,betonlineag,,2026-03-24T23:43:23Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Jeremiah Fears,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,1.5,-169,130,betonlineag,,2026-03-24T23:43:23Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Saddiq Bey,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,5.5,110,-139,betonlineag,,2026-03-24T23:43:23Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Mitchell Robinson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,9.5,115,-149,betonlineag,,2026-03-24T23:43:23Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Dejounte Murray,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,-145,110,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Dejounte Murray,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,5.5,130,-170,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Derik Queen,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,3.5,-145,110,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Derik Queen,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,140,-185,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Herb Jones,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,2.5,-170,130,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Herb Jones,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,3.5,135,-180,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Jalen Brunson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,2.5,-180,135,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Jalen Brunson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,3.5,130,-170,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Josh Hart,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,6.5,-190,145,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Josh Hart,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,7.5,-110,-120,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Josh Hart,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,8.5,150,-200,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Karl-Anthony Towns,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,10.5,-230,170,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Karl-Anthony Towns,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,11.5,-145,110,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Karl-Anthony Towns,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,12.5,105,-135,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Karl-Anthony Towns,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,13.5,155,-210,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Mikal Bridges,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,2.5,-280,205,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Mikal Bridges,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,3.5,-120,-110,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Mikal Bridges,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,170,-230,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Mitchell Robinson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,7.5,-250,185,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Mitchell Robinson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,8.5,-145,110,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Mitchell Robinson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,9.5,110,-145,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Mitchell Robinson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,10.5,175,-240,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
OG Anunoby,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,3.5,-250,185,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
OG Anunoby,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,-120,-110,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
OG Anunoby,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,5.5,160,-215,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Saddiq Bey,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,-170,130,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Saddiq Bey,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,5.5,110,-145,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Saddiq Bey,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,6.5,200,-275,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Trey Murphy III,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,-145,110,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Trey Murphy III,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,5.5,130,-170,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Zion Williamson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,5.5,-115,-115,bovada,,2026-03-24T23:38:03Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Karl-Anthony Towns,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,11.5,-102,-132,williamhill_us,,2026-03-24T23:48:14Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Mitchell Robinson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,9.5,-104,-129,williamhill_us,,2026-03-24T23:48:14Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Mikal Bridges,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,3.5,111,-148,williamhill_us,,2026-03-24T23:48:14Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Zion Williamson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,5.5,108,-143,williamhill_us,,2026-03-24T23:48:14Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Dejounte Murray,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,-112,-120,williamhill_us,,2026-03-24T23:48:14Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
OG Anunoby,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,-106,-127,williamhill_us,,2026-03-24T23:48:14Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Josh Hart,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,7.5,-148,111,williamhill_us,,2026-03-24T23:48:14Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Trey Murphy III,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,-124,-108,williamhill_us,,2026-03-24T23:48:14Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Derik Queen,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,3.5,-150,112,williamhill_us,,2026-03-24T23:48:14Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Karl-Anthony Towns,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,12.5,-105,-125,betmgm,,2026-03-24T23:42:41Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Trey Murphy III,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,-135,100,betmgm,,2026-03-24T23:42:41Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Josh Hart,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,7.5,-130,-105,betmgm,,2026-03-24T23:42:41Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Herb Jones,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,2.5,-150,110,betmgm,,2026-03-24T23:42:41Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
OG Anunoby,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,4.5,-115,-115,betmgm,,2026-03-24T23:42:41Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Zion Williamson,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,5.5,100,-135,betmgm,,2026-03-24T23:42:41Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
Saddiq Bey,New Orleans Pelicans,New York Knicks,2026-03-24T23:44:00Z,player_rebounds,5.5,105,-140,betmgm,,2026-03-24T23:42:41Z,20260324T234825Z,2025-26,3ffbb865981907829bb58d7f86351ba0
