week,team,game_id,opponent,score,opponent_score,adj_score,score_diff,won_game,next_week,next_game_id,next_opponent,next_score,next_opponent_score,next_adj_score,next_score_diff,won_next_game,diff_change,diff_bin
6,WAS,2025_06_CHI_WAS,CHI,24,25,21.2,2.8000000000000007,0,7,2025_07_WAS_DAL,DAL,22,44,23.9,-1.8999999999999986,0,-4.699999999999999,0 to 3
6,CIN,2025_06_CIN_GB,GB,18,27,24.3,-6.300000000000001,0,7,2025_07_PIT_CIN,PIT,33,31,28.9,4.100000000000001,1,10.400000000000002,-7 to -5
6,GB,2025_06_CIN_GB,CIN,27,18,29.4,-2.3999999999999986,1,7,2025_07_GB_ARI,ARI,27,23,24.8,2.1999999999999993,1,4.599999999999998,-3 to 0
6,CLE,2025_06_CLE_PIT,PIT,9,23,14.7,-5.699999999999999,0,7,2025_07_MIA_CLE,MIA,31,6,17.0,14.0,1,19.7,-7 to -5
6,PIT,2025_06_CLE_PIT,CLE,23,9,18.2,4.800000000000001,1,7,2025_07_PIT_CIN,CIN,31,33,24.8,6.199999999999999,0,1.3999999999999986,3 to 5
6,CAR,2025_06_DAL_CAR,DAL,30,27,28.7,1.3000000000000007,1,7,2025_07_CAR_NYJ,NYJ,13,6,17.6,-4.600000000000001,1,-5.900000000000002,0 to 3
6,DAL,2025_06_DAL_CAR,CAR,27,30,19.7,7.300000000000001,0,7,2025_07_WAS_DAL,WAS,44,22,28.0,16.0,1,8.7,7 to 10
6,DEN,2025_06_DEN_NYJ,NYJ,13,11,16.1,-3.1000000000000014,1,7,2025_07_NYG_DEN,NYG,33,32,24.3,8.7,1,11.8,-5 to -3
6,NYJ,2025_06_DEN_NYJ,DEN,11,13,7.9,3.0999999999999996,0,7,2025_07_CAR_NYJ,CAR,6,13,12.0,-6.0,0,-9.1,3 to 5
6,DET,2025_06_DET_KC,KC,17,30,25.2,-8.2,0,7,2025_07_TB_DET,TB,24,9,22.9,1.1000000000000014,1,9.3,-10 to -7
6,KC,2025_06_DET_KC,DET,30,17,29.4,0.6000000000000014,1,7,2025_07_LV_KC,LV,31,0,30.7,0.3000000000000007,1,-0.3000000000000007,0 to 3
6,LAC,2025_06_LAC_MIA,MIA,29,27,22.6,6.399999999999999,1,7,2025_07_IND_LAC,IND,24,38,22.1,1.8999999999999986,0,-4.5,5 to 7
6,MIA,2025_06_LAC_MIA,LAC,27,29,21.1,5.899999999999999,0,7,2025_07_MIA_CLE,CLE,6,31,8.3,-2.3000000000000007,0,-8.2,5 to 7
6,LA,2025_06_LA_BAL,BAL,17,3,23.2,-6.199999999999999,1,7,2025_07_LA_JAX,JAX,35,7,26.0,9.0,1,15.2,-7 to -5
6,NE,2025_06_NE_NO,NO,25,19,21.2,3.8000000000000007,1,7,2025_07_NE_TEN,TEN,31,13,26.0,5.0,1,1.1999999999999993,3 to 5
6,NO,2025_06_NE_NO,NE,19,25,20.2,-1.1999999999999993,0,7,2025_07_NO_CHI,CHI,14,26,17.1,-3.1000000000000014,0,-1.9000000000000021,-3 to 0
6,NYG,2025_06_PHI_NYG,PHI,34,17,24.2,9.8,1,7,2025_07_NYG_DEN,DEN,32,33,22.0,10.0,0,0.1999999999999993,7 to 10
6,PHI,2025_06_PHI_NYG,NYG,17,34,21.1,-4.100000000000001,0,7,2025_07_PHI_MIN,MIN,28,22,20.5,7.5,1,11.600000000000001,-5 to -3
6,JAX,2025_06_SEA_JAX,SEA,12,20,18.1,-6.100000000000001,0,7,2025_07_LA_JAX,LA,7,35,17.8,-10.8,0,-4.699999999999999,-7 to -5
6,SEA,2025_06_SEA_JAX,JAX,20,12,21.6,-1.6000000000000014,1,7,2025_07_HOU_SEA,HOU,27,19,23.3,3.6999999999999993,1,5.300000000000001,-3 to 0
6,SF,2025_06_SF_TB,TB,19,30,21.0,-2.0,0,7,2025_07_ATL_SF,ATL,20,10,23.7,-3.6999999999999993,1,-1.6999999999999993,-3 to 0
6,TB,2025_06_SF_TB,SF,30,19,26.8,3.1999999999999993,1,7,2025_07_TB_DET,DET,9,24,16.9,-7.899999999999999,0,-11.099999999999998,3 to 5
6,LV,2025_06_TEN_LV,TEN,20,10,20.2,-0.1999999999999993,1,7,2025_07_LV_KC,KC,0,31,-0.1,0.1,0,0.29999999999999927,-3 to 0
6,TEN,2025_06_TEN_LV,LV,10,20,12.1,-2.0999999999999996,0,7,2025_07_NE_TEN,NE,13,31,13.6,-0.5999999999999996,0,1.5,-3 to 0
7,ATL,2025_07_ATL_SF,SF,10,20,18.1,-8.100000000000001,0,8,2025_08_MIA_ATL,MIA,10,34,13.4,-3.4000000000000004,0,4.700000000000001,-10 to -7
7,SF,2025_07_ATL_SF,ATL,20,10,23.7,-3.6999999999999993,1,8,2025_08_SF_HOU,HOU,15,26,18.2,-3.1999999999999993,0,0.5,-5 to -3
7,CAR,2025_07_CAR_NYJ,NYJ,13,6,17.6,-4.600000000000001,1,8,2025_08_BUF_CAR,BUF,9,40,13.3,-4.300000000000001,0,0.3000000000000007,-5 to -3
7,NYJ,2025_07_CAR_NYJ,CAR,6,13,12.0,-6.0,0,8,2025_08_NYJ_CIN,CIN,39,38,32.9,6.100000000000001,1,12.100000000000001,-7 to -5
7,GB,2025_07_GB_ARI,ARI,27,23,24.8,2.1999999999999993,1,8,2025_08_GB_PIT,PIT,35,25,30.7,4.300000000000001,1,2.1000000000000014,0 to 3
7,HOU,2025_07_HOU_SEA,SEA,19,27,19.5,-0.5,0,8,2025_08_SF_HOU,SF,26,15,26.0,0.0,1,0.5,-3 to 0
7,IND,2025_07_IND_LAC,LAC,38,24,28.9,9.100000000000001,1,8,2025_08_TEN_IND,TEN,38,14,27.0,11.0,1,1.8999999999999986,7 to 10
7,LAC,2025_07_IND_LAC,IND,24,38,22.1,1.8999999999999986,0,8,2025_08_MIN_LAC,MIN,37,10,28.2,8.8,1,6.900000000000002,0 to 3
7,KC,2025_07_LV_KC,LV,31,0,30.7,0.3000000000000007,1,8,2025_08_WAS_KC,WAS,28,7,25.5,2.5,1,2.1999999999999993,0 to 3
7,CLE,2025_07_MIA_CLE,MIA,31,6,17.0,14.0,1,8,2025_08_CLE_NE,NE,13,32,12.8,0.1999999999999993,0,-13.8,10 to 15
7,MIA,2025_07_MIA_CLE,CLE,6,31,8.3,-2.3000000000000007,0,8,2025_08_MIA_ATL,ATL,34,10,27.6,6.399999999999999,1,8.7,-3 to 0
7,NE,2025_07_NE_TEN,TEN,31,13,26.0,5.0,1,8,2025_08_CLE_NE,CLE,32,13,27.1,4.899999999999999,1,-0.10000000000000142,3 to 5
7,TEN,2025_07_NE_TEN,NE,13,31,13.6,-0.5999999999999996,0,8,2025_08_TEN_IND,IND,14,38,20.4,-6.399999999999999,0,-5.799999999999999,-3 to 0
7,CHI,2025_07_NO_CHI,NO,26,14,21.7,4.300000000000001,1,8,2025_08_CHI_BAL,BAL,16,30,20.9,-4.899999999999999,0,-9.2,3 to 5
7,NO,2025_07_NO_CHI,CHI,14,26,17.1,-3.1000000000000014,0,8,2025_08_TB_NO,TB,3,23,11.1,-8.1,0,-4.999999999999998,-5 to -3
7,DEN,2025_07_NYG_DEN,NYG,33,32,24.3,8.7,1,8,2025_08_DAL_DEN,DAL,44,24,32.3,11.700000000000003,1,3.0000000000000036,7 to 10
7,NYG,2025_07_NYG_DEN,DEN,32,33,22.0,10.0,0,8,2025_08_NYG_PHI,PHI,20,38,15.8,4.199999999999999,0,-5.800000000000001,7 to 10
7,MIN,2025_07_PHI_MIN,PHI,22,28,23.9,-1.8999999999999986,0,8,2025_08_MIN_LAC,LAC,10,37,11.1,-1.0999999999999996,0,0.7999999999999989,-3 to 0
7,PHI,2025_07_PHI_MIN,MIN,28,22,20.5,7.5,1,8,2025_08_NYG_PHI,NYG,38,20,26.8,11.2,1,3.6999999999999993,7 to 10
7,CIN,2025_07_PIT_CIN,PIT,33,31,28.9,4.100000000000001,1,8,2025_08_NYJ_CIN,NYJ,38,39,32.6,5.399999999999999,0,1.2999999999999972,3 to 5
7,PIT,2025_07_PIT_CIN,CIN,31,33,24.8,6.199999999999999,0,8,2025_08_GB_PIT,GB,25,35,16.2,8.8,0,2.6000000000000014,5 to 7
7,TB,2025_07_TB_DET,DET,9,24,16.9,-7.899999999999999,0,8,2025_08_TB_NO,NO,23,3,15.2,7.800000000000001,1,15.7,-10 to -7
7,DAL,2025_07_WAS_DAL,WAS,44,22,28.0,16.0,1,8,2025_08_DAL_DEN,DEN,24,44,24.9,-0.8999999999999986,0,-16.9,15+
7,WAS,2025_07_WAS_DAL,DAL,22,44,23.9,-1.8999999999999986,0,8,2025_08_WAS_KC,KC,7,28,16.2,-9.2,0,-7.300000000000001,-3 to 0
8,BUF,2025_08_BUF_CAR,CAR,40,9,30.5,9.5,1,9,2025_09_KC_BUF,KC,28,21,29.2,-1.1999999999999993,1,-10.7,7 to 10
8,CAR,2025_08_BUF_CAR,BUF,9,40,13.3,-4.300000000000001,0,9,2025_09_CAR_GB,GB,16,13,20.2,-4.199999999999999,1,0.10000000000000142,-5 to -3
8,BAL,2025_08_CHI_BAL,CHI,30,16,22.9,7.100000000000001,1,9,2025_09_BAL_MIA,MIA,28,6,27.5,0.5,1,-6.600000000000001,7 to 10
8,CHI,2025_08_CHI_BAL,BAL,16,30,20.9,-4.899999999999999,0,9,2025_09_CHI_CIN,CIN,47,42,36.5,10.5,1,15.399999999999999,-5 to -3
8,NE,2025_08_CLE_NE,CLE,32,13,27.1,4.899999999999999,1,9,2025_09_ATL_NE,ATL,24,23,22.0,2.0,1,-2.8999999999999986,3 to 5
8,DAL,2025_08_DAL_DEN,DEN,24,44,24.9,-0.8999999999999986,0,9,2025_09_ARI_DAL,ARI,17,27,16.1,0.8999999999999986,0,1.7999999999999972,-3 to 0
8,DEN,2025_08_DAL_DEN,DAL,44,24,32.3,11.700000000000003,1,9,2025_09_DEN_HOU,HOU,18,15,18.7,-0.6999999999999993,1,-12.400000000000002,10 to 15
8,GB,2025_08_GB_PIT,PIT,35,25,30.7,4.300000000000001,1,9,2025_09_CAR_GB,CAR,13,16,20.8,-7.800000000000001,0,-12.100000000000001,3 to 5
8,PIT,2025_08_GB_PIT,GB,25,35,16.2,8.8,0,9,2025_09_IND_PIT,IND,27,20,22.3,4.699999999999999,1,-4.100000000000001,7 to 10
8,ATL,2025_08_MIA_ATL,MIA,10,34,13.4,-3.4000000000000004,0,9,2025_09_ATL_NE,NE,23,24,19.1,3.8999999999999986,0,7.299999999999999,-5 to -3
8,MIA,2025_08_MIA_ATL,ATL,34,10,27.6,6.399999999999999,1,9,2025_09_BAL_MIA,BAL,6,28,16.9,-10.899999999999999,0,-17.299999999999997,5 to 7
8,LAC,2025_08_MIN_LAC,MIN,37,10,28.2,8.8,1,9,2025_09_LAC_TEN,TEN,27,20,27.3,-0.3000000000000007,1,-9.100000000000001,7 to 10
8,MIN,2025_08_MIN_LAC,LAC,10,37,11.1,-1.0999999999999996,0,9,2025_09_MIN_DET,DET,27,24,20.0,7.0,1,8.1,-3 to 0
8,NYG,2025_08_NYG_PHI,PHI,20,38,15.8,4.199999999999999,0,9,2025_09_SF_NYG,SF,24,34,24.0,0.0,0,-4.199999999999999,3 to 5
8,CIN,2025_08_NYJ_CIN,NYJ,38,39,32.6,5.399999999999999,0,9,2025_09_CHI_CIN,CHI,42,47,27.8,14.2,0,8.8,5 to 7
8,HOU,2025_08_SF_HOU,SF,26,15,26.0,0.0,1,9,2025_09_DEN_HOU,DEN,15,18,15.6,-0.5999999999999996,0,-0.5999999999999996,-3 to 0
8,SF,2025_08_SF_HOU,HOU,15,26,18.2,-3.1999999999999993,0,9,2025_09_SF_NYG,NYG,34,24,28.7,5.300000000000001,1,8.5,-5 to -3
8,NO,2025_08_TB_NO,TB,3,23,11.1,-8.1,0,9,2025_09_NO_LA,LA,10,34,12.0,-2.0,0,6.1,-10 to -7
8,IND,2025_08_TEN_IND,TEN,38,14,27.0,11.0,1,9,2025_09_IND_PIT,PIT,20,27,24.3,-4.300000000000001,0,-15.3,10 to 15
8,TEN,2025_08_TEN_IND,IND,14,38,20.4,-6.399999999999999,0,9,2025_09_LAC_TEN,LAC,20,27,11.6,8.4,0,14.799999999999999,-7 to -5
8,KC,2025_08_WAS_KC,WAS,28,7,25.5,2.5,1,9,2025_09_KC_BUF,BUF,21,28,21.1,-0.10000000000000142,0,-2.6000000000000014,0 to 3
8,WAS,2025_08_WAS_KC,KC,7,28,16.2,-9.2,0,9,2025_09_SEA_WAS,SEA,14,38,18.1,-4.100000000000001,0,5.099999999999998,-10 to -7
9,ARI,2025_09_ARI_DAL,DAL,27,17,22.4,4.600000000000001,1,10,2025_10_ARI_SEA,SEA,22,44,20.3,1.6999999999999993,0,-2.900000000000002,3 to 5
9,ATL,2025_09_ATL_NE,NE,23,24,19.1,3.8999999999999986,0,10,2025_10_ATL_IND,IND,25,31,25.3,-0.3000000000000007,0,-4.199999999999999,3 to 5
9,NE,2025_09_ATL_NE,ATL,24,23,22.0,2.0,1,10,2025_10_NE_TB,TB,28,23,22.9,5.100000000000001,1,3.1000000000000014,0 to 3
9,BAL,2025_09_BAL_MIA,MIA,28,6,27.5,0.5,1,10,2025_10_BAL_MIN,MIN,27,19,27.6,-0.6000000000000014,1,-1.1000000000000014,0 to 3
9,MIA,2025_09_BAL_MIA,BAL,6,28,16.9,-10.899999999999999,0,10,2025_10_BUF_MIA,BUF,30,13,22.2,7.800000000000001,1,18.7,-15 to -10
9,CAR,2025_09_CAR_GB,GB,16,13,20.2,-4.199999999999999,1,10,2025_10_NO_CAR,NO,7,17,13.8,-6.800000000000001,0,-2.6000000000000014,-5 to -3
9,GB,2025_09_CAR_GB,CAR,13,16,20.8,-7.800000000000001,0,10,2025_10_PHI_GB,PHI,7,10,15.9,-8.9,0,-1.0999999999999996,-10 to -7
9,CHI,2025_09_CHI_CIN,CIN,47,42,36.5,10.5,1,10,2025_10_NYG_CHI,NYG,24,20,27.1,-3.1000000000000014,1,-13.600000000000001,10 to 15
9,DEN,2025_09_DEN_HOU,HOU,18,15,18.7,-0.6999999999999993,1,10,2025_10_LV_DEN,LV,10,7,17.2,-7.199999999999999,1,-6.5,-3 to 0
9,HOU,2025_09_DEN_HOU,DEN,15,18,15.6,-0.5999999999999996,0,10,2025_10_JAX_HOU,JAX,36,29,24.8,11.2,1,11.799999999999999,-3 to 0
9,IND,2025_09_IND_PIT,PIT,20,27,24.3,-4.300000000000001,0,10,2025_10_ATL_IND,ATL,31,25,29.8,1.1999999999999993,1,5.5,-5 to -3
9,PIT,2025_09_IND_PIT,IND,27,20,22.3,4.699999999999999,1,10,2025_10_PIT_LAC,LAC,10,25,14.1,-4.1,0,-8.799999999999999,3 to 5
9,JAX,2025_09_JAX_LV,LV,30,29,25.7,4.300000000000001,1,10,2025_10_JAX_HOU,HOU,29,36,15.8,13.2,0,8.899999999999999,3 to 5
9,LV,2025_09_JAX_LV,JAX,29,30,25.2,3.8000000000000007,0,10,2025_10_LV_DEN,DEN,7,10,13.7,-6.699999999999999,0,-10.5,3 to 5
9,BUF,2025_09_KC_BUF,KC,28,21,29.2,-1.1999999999999993,1,10,2025_10_BUF_MIA,MIA,13,30,21.1,-8.100000000000001,0,-6.900000000000002,-3 to 0
9,LAC,2025_09_LAC_TEN,TEN,27,20,27.3,-0.3000000000000007,1,10,2025_10_PIT_LAC,PIT,25,10,22.0,3.0,1,3.3000000000000007,-3 to 0
9,DET,2025_09_MIN_DET,MIN,24,27,17.9,6.100000000000001,0,10,2025_10_DET_WAS,WAS,44,22,33.3,10.700000000000003,1,4.600000000000001,5 to 7
9,MIN,2025_09_MIN_DET,DET,27,24,20.0,7.0,1,10,2025_10_BAL_MIN,BAL,19,27,20.7,-1.6999999999999993,0,-8.7,5 to 7
9,LA,2025_09_NO_LA,NO,34,10,31.8,2.1999999999999993,1,10,2025_10_LA_SF,SF,42,26,35.8,6.200000000000003,1,4.0000000000000036,0 to 3
9,NO,2025_09_NO_LA,LA,10,34,12.0,-2.0,0,10,2025_10_NO_CAR,CAR,17,7,20.1,-3.1000000000000014,1,-1.1000000000000014,-3 to 0
9,SEA,2025_09_SEA_WAS,WAS,38,14,35.2,2.799999999999997,1,10,2025_10_ARI_SEA,ARI,44,22,30.7,13.3,1,10.500000000000004,0 to 3
9,WAS,2025_09_SEA_WAS,SEA,14,38,18.1,-4.100000000000001,0,10,2025_10_DET_WAS,DET,22,44,20.5,1.5,0,5.600000000000001,-5 to -3
9,NYG,2025_09_SF_NYG,SF,24,34,24.0,0.0,0,10,2025_10_NYG_CHI,CHI,20,24,20.5,-0.5,0,-0.5,-3 to 0
9,SF,2025_09_SF_NYG,NYG,34,24,28.7,5.300000000000001,1,10,2025_10_LA_SF,LA,26,42,26.8,-0.8000000000000007,0,-6.100000000000001,5 to 7
10,ARI,2025_10_ARI_SEA,SEA,22,44,20.3,1.6999999999999993,0,11,2025_11_SF_ARI,SF,22,41,20.9,1.1000000000000014,0,-0.5999999999999979,0 to 3
10,SEA,2025_10_ARI_SEA,ARI,44,22,30.7,13.3,1,11,2025_11_SEA_LA,LA,19,21,22.3,-3.3000000000000007,0,-16.6,10 to 15
10,ATL,2025_10_ATL_IND,IND,25,31,25.3,-0.3000000000000007,0,11,2025_11_CAR_ATL,CAR,27,30,29.1,-2.1000000000000014,0,-1.8000000000000007,-3 to 0
10,BAL,2025_10_BAL_MIN,MIN,27,19,27.6,-0.6000000000000014,1,11,2025_11_BAL_CLE,CLE,23,16,22.0,1.0,1,1.6000000000000014,-3 to 0
10,MIN,2025_10_BAL_MIN,BAL,19,27,20.7,-1.6999999999999993,0,11,2025_11_CHI_MIN,CHI,17,19,21.6,-4.600000000000001,0,-2.900000000000002,-3 to 0
10,BUF,2025_10_BUF_MIA,MIA,13,30,21.1,-8.100000000000001,0,11,2025_11_TB_BUF,TB,44,32,29.2,14.8,1,22.900000000000002,-10 to -7
10,MIA,2025_10_BUF_MIA,BUF,30,13,22.2,7.800000000000001,1,11,2025_11_WAS_MIA,WAS,16,13,23.5,-7.5,1,-15.3,7 to 10
10,CLE,2025_10_CLE_NYJ,NYJ,20,27,14.6,5.4,0,11,2025_11_BAL_CLE,BAL,16,23,11.8,4.199999999999999,0,-1.200000000000001,5 to 7
10,NYJ,2025_10_CLE_NYJ,CLE,27,20,9.7,17.3,1,11,2025_11_NYJ_NE,NE,14,27,22.5,-8.5,0,-25.8,15+
10,DET,2025_10_DET_WAS,WAS,44,22,33.3,10.700000000000003,1,11,2025_11_DET_PHI,PHI,9,16,15.4,-6.4,0,-17.1,10 to 15
10,WAS,2025_10_DET_WAS,DET,22,44,20.5,1.5,0,11,2025_11_WAS_MIA,MIA,13,16,23.6,-10.600000000000001,0,-12.100000000000001,0 to 3
10,HOU,2025_10_JAX_HOU,JAX,36,29,24.8,11.2,1,11,2025_11_HOU_TEN,TEN,16,13,20.6,-4.600000000000001,1,-15.8,10 to 15
10,JAX,2025_10_JAX_HOU,HOU,29,36,15.8,13.2,0,11,2025_11_LAC_JAX,LAC,35,6,31.5,3.5,1,-9.7,10 to 15
10,LA,2025_10_LA_SF,SF,42,26,35.8,6.200000000000003,1,11,2025_11_SEA_LA,SEA,21,19,17.1,3.8999999999999986,1,-2.3000000000000043,5 to 7
10,SF,2025_10_LA_SF,LA,26,42,26.8,-0.8000000000000007,0,11,2025_11_SF_ARI,ARI,41,22,30.3,10.7,1,11.5,-3 to 0
10,DEN,2025_10_LV_DEN,LV,10,7,17.2,-7.199999999999999,1,11,2025_11_KC_DEN,KC,22,19,21.3,0.6999999999999993,1,7.899999999999999,-10 to -7
10,LV,2025_10_LV_DEN,DEN,7,10,13.7,-6.699999999999999,0,11,2025_11_DAL_LV,DAL,16,33,18.4,-2.3999999999999986,0,4.300000000000001,-7 to -5
10,NE,2025_10_NE_TB,TB,28,23,22.9,5.100000000000001,1,11,2025_11_NYJ_NE,NYJ,27,14,26.7,0.3000000000000007,1,-4.800000000000001,5 to 7
10,TB,2025_10_NE_TB,NE,23,28,25.4,-2.3999999999999986,0,11,2025_11_TB_BUF,BUF,32,44,25.5,6.5,0,8.899999999999999,-3 to 0
10,CAR,2025_10_NO_CAR,NO,7,17,13.8,-6.800000000000001,0,11,2025_11_CAR_ATL,ATL,30,27,23.2,6.800000000000001,1,13.600000000000001,-7 to -5
10,CHI,2025_10_NYG_CHI,NYG,24,20,27.1,-3.1000000000000014,1,11,2025_11_CHI_MIN,MIN,19,17,23.3,-4.300000000000001,1,-1.1999999999999993,-5 to -3
10,NYG,2025_10_NYG_CHI,CHI,20,24,20.5,-0.5,0,11,2025_11_GB_NYG,GB,20,27,21.6,-1.6000000000000014,0,-1.1000000000000014,-3 to 0
10,GB,2025_10_PHI_GB,PHI,7,10,15.9,-8.9,0,11,2025_11_GB_NYG,NYG,27,20,24.2,2.8000000000000007,1,11.700000000000001,-10 to -7
10,PHI,2025_10_PHI_GB,GB,10,7,12.9,-2.9000000000000004,1,11,2025_11_DET_PHI,DET,16,9,18.0,-2.0,1,0.9000000000000004,-3 to 0
10,LAC,2025_10_PIT_LAC,PIT,25,10,22.0,3.0,1,11,2025_11_LAC_JAX,JAX,6,35,14.7,-8.7,0,-11.7,0 to 3
10,PIT,2025_10_PIT_LAC,LAC,10,25,14.1,-4.1,0,11,2025_11_CIN_PIT,CIN,34,12,22.9,11.100000000000001,1,15.200000000000001,-5 to -3
11,BAL,2025_11_BAL_CLE,CLE,23,16,22.0,1.0,1,12,2025_12_NYJ_BAL,NYJ,23,10,18.0,5.0,1,4.0,0 to 3
11,CLE,2025_11_BAL_CLE,BAL,16,23,11.8,4.199999999999999,0,12,2025_12_CLE_LV,LV,24,10,16.0,8.0,1,3.8000000000000007,3 to 5
11,ATL,2025_11_CAR_ATL,CAR,27,30,29.1,-2.1000000000000014,0,12,2025_12_ATL_NO,NO,24,10,21.3,2.6999999999999993,1,4.800000000000001,-3 to 0
11,CAR,2025_11_CAR_ATL,ATL,30,27,23.2,6.800000000000001,1,12,2025_12_CAR_SF,SF,9,20,15.8,-6.800000000000001,0,-13.600000000000001,5 to 7
11,CHI,2025_11_CHI_MIN,MIN,19,17,23.3,-4.300000000000001,1,12,2025_12_PIT_CHI,PIT,31,28,22.8,8.2,1,12.5,-5 to -3
11,MIN,2025_11_CHI_MIN,CHI,17,19,21.6,-4.600000000000001,0,12,2025_12_MIN_GB,GB,6,23,11.5,-5.5,0,-0.8999999999999986,-5 to -3
11,CIN,2025_11_CIN_PIT,PIT,12,34,11.9,0.09999999999999964,0,12,2025_12_NE_CIN,NE,20,26,19.9,0.10000000000000142,0,1.7763568394002505e-15,0 to 3
11,PIT,2025_11_CIN_PIT,CIN,34,12,22.9,11.100000000000001,1,12,2025_12_PIT_CHI,CHI,28,31,25.9,2.1000000000000014,0,-9.0,10 to 15
11,DAL,2025_11_DAL_LV,LV,33,16,28.4,4.600000000000001,1,12,2025_12_PHI_DAL,PHI,24,21,25.8,-1.8000000000000007,1,-6.400000000000002,3 to 5
11,LV,2025_11_DAL_LV,DAL,16,33,18.4,-2.3999999999999986,0,12,2025_12_CLE_LV,CLE,10,24,12.5,-2.5,0,-0.10000000000000142,-3 to 0
11,DET,2025_11_DET_PHI,PHI,9,16,15.4,-6.4,0,12,2025_12_NYG_DET,NYG,34,27,28.8,5.199999999999999,1,11.6,-7 to -5
11,PHI,2025_11_DET_PHI,DET,16,9,18.0,-2.0,1,12,2025_12_PHI_DAL,DAL,21,24,20.9,0.10000000000000142,0,2.1000000000000014,-3 to 0
11,GB,2025_11_GB_NYG,NYG,27,20,24.2,2.8000000000000007,1,12,2025_12_MIN_GB,MIN,23,6,25.1,-2.1000000000000014,1,-4.900000000000002,0 to 3
11,NYG,2025_11_GB_NYG,GB,20,27,21.6,-1.6000000000000014,0,12,2025_12_NYG_DET,DET,27,34,22.0,5.0,0,6.600000000000001,-3 to 0
11,HOU,2025_11_HOU_TEN,TEN,16,13,20.6,-4.600000000000001,1,12,2025_12_BUF_HOU,BUF,23,19,20.6,2.3999999999999986,1,7.0,-5 to -3
11,TEN,2025_11_HOU_TEN,HOU,13,16,15.3,-2.3000000000000007,0,12,2025_12_SEA_TEN,SEA,24,30,10.8,13.2,0,15.5,-3 to 0
11,KC,2025_11_KC_DEN,DEN,19,22,21.8,-2.8000000000000007,0,12,2025_12_IND_KC,IND,23,20,24.6,-1.6000000000000014,1,1.1999999999999993,-3 to 0
11,JAX,2025_11_LAC_JAX,LAC,35,6,31.5,3.5,1,12,2025_12_JAX_ARI,ARI,27,24,24.3,2.6999999999999993,1,-0.8000000000000007,3 to 5
11,NE,2025_11_NYJ_NE,NYJ,27,14,26.7,0.3000000000000007,1,12,2025_12_NE_CIN,CIN,26,20,23.9,2.1000000000000014,1,1.8000000000000007,0 to 3
11,NYJ,2025_11_NYJ_NE,NE,14,27,22.5,-8.5,0,12,2025_12_NYJ_BAL,BAL,10,23,16.6,-6.600000000000001,0,1.8999999999999986,-10 to -7
11,LA,2025_11_SEA_LA,SEA,21,19,17.1,3.8999999999999986,1,12,2025_12_TB_LA,TB,34,7,30.5,3.5,1,-0.3999999999999986,3 to 5
11,SEA,2025_11_SEA_LA,LA,19,21,22.3,-3.3000000000000007,0,12,2025_12_SEA_TEN,TEN,30,24,24.5,5.5,1,8.8,-5 to -3
11,ARI,2025_11_SF_ARI,SF,22,41,20.9,1.1000000000000014,0,12,2025_12_JAX_ARI,JAX,24,27,23.1,0.8999999999999986,0,-0.20000000000000284,0 to 3
11,SF,2025_11_SF_ARI,ARI,41,22,30.3,10.7,1,12,2025_12_CAR_SF,CAR,20,9,21.5,-1.5,1,-12.2,10 to 15
11,BUF,2025_11_TB_BUF,TB,44,32,29.2,14.8,1,12,2025_12_BUF_HOU,HOU,19,23,18.1,0.8999999999999986,0,-13.900000000000002,10 to 15
11,TB,2025_11_TB_BUF,BUF,32,44,25.5,6.5,0,12,2025_12_TB_LA,LA,7,34,11.6,-4.6,0,-11.1,5 to 7
