season,week,game_id,team1,team1_score,team1_adj_score,team2,team2_score,team2_adj_score,actual_diff,adj_diff,luck_delta,lucky_team,lucky_team_score,lucky_team_adj_score,lucky_team_overperf,unlucky_team,unlucky_team_score,unlucky_team_adj_score,unlucky_team_underperf
2025,11,2025_11_CAR_ATL,ATL,27,29.1,CAR,30,23.2,-3,5.900000000000002,8.900000000000002,CAR,30,23.2,6.800000000000001,ATL,27,29.1,-2.1000000000000014
2025,11,2025_11_CHI_MIN,CHI,19,23.3,MIN,17,21.6,2,1.6999999999999993,0.3000000000000007,CHI,19,23.3,-4.300000000000001,MIN,17,21.6,-4.600000000000001
2025,11,2025_11_CIN_PIT,CIN,12,11.9,PIT,34,22.9,-22,-10.999999999999998,11.000000000000002,PIT,34,22.9,11.100000000000001,CIN,12,11.9,0.09999999999999964
2025,11,2025_11_DAL_LV,DAL,33,28.4,LV,16,18.4,17,10.0,7.0,DAL,33,28.4,4.600000000000001,LV,16,18.4,-2.3999999999999986
2025,11,2025_11_DET_PHI,DET,9,15.4,PHI,16,18.0,-7,-2.5999999999999996,4.4,PHI,16,18.0,-2.0,DET,9,15.4,-6.4
2025,11,2025_11_GB_NYG,GB,27,24.2,NYG,20,21.6,7,2.599999999999998,4.400000000000002,GB,27,24.2,2.8000000000000007,NYG,20,21.6,-1.6000000000000014
2025,11,2025_11_HOU_TEN,HOU,16,20.6,TEN,13,15.3,3,5.300000000000001,2.3000000000000007,TEN,13,15.3,-2.3000000000000007,HOU,16,20.6,-4.600000000000001
2025,11,2025_11_KC_DEN,DEN,22,21.3,KC,19,21.8,3,-0.5,3.5,DEN,22,21.3,0.6999999999999993,KC,19,21.8,-2.8000000000000007
2025,11,2025_11_LAC_JAX,JAX,35,31.5,LAC,6,14.7,29,16.8,12.2,JAX,35,31.5,3.5,LAC,6,14.7,-8.7
2025,11,2025_11_NYJ_NE,NE,27,26.7,NYJ,14,22.5,13,4.199999999999999,8.8,NE,27,26.7,0.3000000000000007,NYJ,14,22.5,-8.5
2025,11,2025_11_SEA_LA,LA,21,17.1,SEA,19,22.3,2,-5.199999999999999,7.199999999999999,LA,21,17.1,3.8999999999999986,SEA,19,22.3,-3.3000000000000007
2025,11,2025_11_SF_ARI,ARI,22,20.9,SF,41,30.3,-19,-9.400000000000002,9.599999999999998,SF,41,30.3,10.7,ARI,22,20.9,1.1000000000000014
2025,11,2025_11_TB_BUF,BUF,44,29.2,TB,32,25.5,12,3.6999999999999993,8.3,BUF,44,29.2,14.8,TB,32,25.5,6.5
2025,11,2025_11_WAS_MIA,MIA,16,23.5,WAS,13,23.6,3,-0.10000000000000142,3.1000000000000014,MIA,16,23.5,-7.5,WAS,13,23.6,-10.600000000000001
2025,12,2025_12_ATL_NO,ATL,24,21.3,NO,10,16.2,14,5.100000000000001,8.899999999999999,ATL,24,21.3,2.6999999999999993,NO,10,16.2,-6.199999999999999
2025,12,2025_12_BUF_HOU,BUF,19,18.1,HOU,23,20.6,-4,-2.5,1.5,HOU,23,20.6,2.3999999999999986,BUF,19,18.1,0.8999999999999986
2025,12,2025_12_CAR_SF,CAR,9,15.8,SF,20,21.5,-11,-5.699999999999999,5.300000000000001,SF,20,21.5,-1.5,CAR,9,15.8,-6.800000000000001
2025,12,2025_12_CLE_LV,CLE,24,16.0,LV,10,12.5,14,3.5,10.5,CLE,24,16.0,8.0,LV,10,12.5,-2.5
2025,12,2025_12_IND_KC,IND,20,17.5,KC,23,24.6,-3,-7.100000000000001,4.100000000000001,IND,20,17.5,2.5,KC,23,24.6,-1.6000000000000014
2025,12,2025_12_JAX_ARI,ARI,24,23.1,JAX,27,24.3,-3,-1.1999999999999993,1.8000000000000007,JAX,27,24.3,2.6999999999999993,ARI,24,23.1,0.8999999999999986
2025,12,2025_12_MIN_GB,GB,23,25.1,MIN,6,11.5,17,13.600000000000001,3.3999999999999986,GB,23,25.1,-2.1000000000000014,MIN,6,11.5,-5.5
2025,12,2025_12_NE_CIN,CIN,20,19.9,NE,26,23.9,-6,-4.0,2.0,NE,26,23.9,2.1000000000000014,CIN,20,19.9,0.10000000000000142
2025,12,2025_12_NYG_DET,DET,34,28.8,NYG,27,22.0,7,6.800000000000001,0.1999999999999993,DET,34,28.8,5.199999999999999,NYG,27,22.0,5.0
2025,12,2025_12_NYJ_BAL,BAL,23,18.0,NYJ,10,16.6,13,1.3999999999999986,11.600000000000001,BAL,23,18.0,5.0,NYJ,10,16.6,-6.600000000000001
2025,12,2025_12_PHI_DAL,DAL,24,25.8,PHI,21,20.9,3,4.900000000000002,1.9000000000000021,PHI,21,20.9,0.10000000000000142,DAL,24,25.8,-1.8000000000000007
2025,12,2025_12_PIT_CHI,CHI,31,22.8,PIT,28,25.9,3,-3.099999999999998,6.099999999999998,CHI,31,22.8,8.2,PIT,28,25.9,2.1000000000000014
2025,12,2025_12_SEA_TEN,SEA,30,24.5,TEN,24,10.8,6,13.7,7.699999999999999,TEN,24,10.8,13.2,SEA,30,24.5,5.5
2025,12,2025_12_TB_LA,LA,34,30.5,TB,7,11.6,27,18.9,8.100000000000001,LA,34,30.5,3.5,TB,7,11.6,-4.6
