game_id,game_time,week,away_abbr,home_abbr,consensus_spread,abs_spread,spread_cat,away_is_favorite,home_is_favorite,away_score,home_score,actual_margin,away_covered,home_covered,away_current_luck,away_current_off_luck,away_current_def_luck,home_current_luck,home_current_off_luck,home_current_def_luck,away_prior_luck,away_prior_off_luck,away_prior_def_luck,home_prior_luck,home_prior_off_luck,home_prior_def_luck,away_prior_luck_cat,home_prior_luck_cat,matchup_type,game_time_et,is_lu,bet_team,bet_spread,bet_reason
365a766a3862bc47a5455dc3b097421e,2025-11-30 21:25:00+00:00,13,BUF,PIT,-3.0,3.0,0-3,True,False,26,7,19,True,False,10.9,6.699999999999999,4.199999999999999,-10.9,-4.199999999999999,-6.699999999999999,-1.5,0.8999999999999986,-2.3999999999999986,-6.099999999999998,2.1000000000000014,-8.2,Neutral,Unlucky,Neutral vs Unlucky,Sun 2025-11-30 16:25 ET,False,n/a,n/a,n/a
36fcf5ca155a5dcd2f7a87fd2a985b02,2025-11-30 18:00:00+00:00,13,SF,CLE,-5.5,5.5,3.5-7,True,False,26,8,18,True,False,19.9,9.9,10.0,-19.9,-10.0,-9.9,5.300000000000001,-1.5,6.800000000000001,10.5,8.0,2.5,Lucky,Lucky,Lucky vs Lucky,Sun 2025-11-30 13:00 ET,False,n/a,n/a,n/a
3e65786eddd4c7aee9e7f2504f6fdedc,2025-12-02 01:15:00+00:00,13,NYG,NE,7.0,7.0,3.5-7,False,True,15,33,-18,False,True,-13.4,-2.1999999999999993,-11.2,13.4,11.2,2.1999999999999993,-0.1999999999999993,5.0,-5.199999999999999,2.0,2.1000000000000014,-0.1000000000000014,Neutral,Neutral,Neutral vs Neutral,Mon 2025-12-01 20:15 ET,False,n/a,n/a,n/a
52f539d9d080618aa8830a0b03846a80,2025-11-28 20:00:00+00:00,13,CHI,PHI,7.0,7.0,3.5-7,False,True,24,15,9,True,False,5.0,-0.8000000000000007,5.800000000000001,-5.0,-5.800000000000001,0.8000000000000007,6.099999999999998,8.2,-2.1000000000000014,1.900000000000002,0.1000000000000014,1.8000000000000007,Lucky,Neutral,Lucky vs Neutral,Fri 2025-11-28 15:00 ET,False,n/a,n/a,n/a
61e1e459b2ddafd43e8808d4f40c01d9,2025-11-30 18:00:00+00:00,13,JAX,TEN,-6.0,6.0,3.5-7,True,False,25,3,22,True,False,9.9,2.3000000000000007,7.6,-9.9,-7.6,-2.3000000000000007,1.8000000000000007,2.6999999999999993,-0.8999999999999986,7.699999999999999,13.2,-5.5,Neutral,Lucky,Neutral vs Lucky,Sun 2025-11-30 13:00 ET,False,n/a,n/a,n/a
67e51d17848485bed8737bd7043a275a,2025-11-30 18:00:00+00:00,13,LAR,CAR,-10.0,10.0,7.5+,True,False,28,31,-3,False,True,-13.5,-1.1999999999999993,-12.3,13.5,12.3,1.1999999999999993,8.1,3.5,4.6,-5.300000000000001,-6.800000000000001,1.5,Lucky,Unlucky,Lucky vs Unlucky,Sun 2025-11-30 13:00 ET,True,CAR,10.0,"CAR unlucky (-5.3), LAR lucky (+8.1)"
6f956074c4df48e7b07a3286a6c6ed2a,2025-11-30 21:05:00+00:00,13,MIN,SEA,12.0,12.0,7.5+,False,True,0,26,-26,False,True,-11.7,-6.4,-5.300000000000001,11.7,5.300000000000001,6.4,-3.3999999999999986,-5.5,2.1000000000000014,-7.699999999999999,5.5,-13.2,Unlucky,Unlucky,Unlucky vs Unlucky,Sun 2025-11-30 16:05 ET,False,n/a,n/a,n/a
76ac5a8d2c8679ae6ea8861114791bd8,2025-11-30 21:25:00+00:00,13,LV,LAC,10.0,10.0,7.5+,False,True,14,31,-17,False,True,-18.2,-5.5,-12.7,18.2,12.7,5.5,-10.5,-2.5,-8.0,-12.2,-8.7,-3.5,Unlucky,Unlucky,Unlucky vs Unlucky,Sun 2025-11-30 16:25 ET,False,n/a,n/a,n/a
883a79a306b312fad75ebf04b441b4da,2025-11-28 01:20:00+00:00,13,CIN,BAL,7.5,7.5,7.5+,False,True,32,14,18,True,False,11.200000000000005,7.600000000000001,3.6000000000000014,-11.200000000000005,-3.6000000000000014,-7.600000000000001,-2.0,0.1000000000000014,-2.1000000000000014,11.6,5.0,6.600000000000001,Neutral,Lucky,Neutral vs Lucky,Thu 2025-11-27 20:20 ET,False,n/a,n/a,n/a
9c040de8f1dfc3ddee20e0d65c9402de,2025-12-01 01:20:00+00:00,13,DEN,WAS,-6.0,6.0,3.5-7,True,False,27,26,1,False,True,-1.6000000000000014,3.0,-4.600000000000001,1.6000000000000014,4.600000000000001,-3.0,3.5,0.6999999999999993,2.8000000000000007,-3.1000000000000014,-10.6,7.5,Lucky,Unlucky,Lucky vs Unlucky,Sun 2025-11-30 20:20 ET,True,WAS,6.0,"WAS unlucky (-3.1), DEN lucky (+3.5)"
