player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers
Jalen Hurts,player_pass_yds,189.5,-115.0,betrivers,0.5348837209302325,115.0,bovada,0.46511627906976744,1.0,0.0,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,2
Justin Herbert,player_pass_interceptions,0.5,115.0,betmgm,0.46511627906976744,-117.0,betrivers,0.5391705069124424,1.0042867859822098,-0.4268487888165584,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,6
Saquon Barkley,player_receptions,2.5,-110.0,betonlineag,0.5238095238095238,108.0,fanduel,0.4807692307692308,1.0045787545787546,-0.45578851412944044,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,8
Jalen Hurts,player_pass_completions,17.5,-115.0,betrivers,0.5348837209302325,110.0,bovada,0.47619047619047616,1.0110741971207087,-1.0952902519167473,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,6
Oronde Gadsden II,player_reception_yds,37.5,100.0,betmgm,0.5,-105.0,bovada,0.5121951219512195,1.0121951219512195,-1.2048192771084376,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,3
Tre Harris,player_receptions,1.5,135.0,betmgm,0.425531914893617,-142.0,fanduel,0.5867768595041323,1.0123087743977492,-1.2159110647906868,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,8
Jalen Hurts,player_rush_yds,29.5,-112.0,fanduel,0.5283018867924528,105.0,bovada,0.4878048780487805,1.0161067648412332,-1.5851449275362195,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,3
Reed Blankenship,player_tackles_assists,6.5,-114.0,betonlineag,0.5327102803738317,105.0,bovada,0.4878048780487805,1.0205151584226122,-2.0102747375474572,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,4
Keenan Allen,player_receptions,3.5,-125.0,betonlineag,0.5555555555555556,115.0,betmgm,0.46511627906976744,1.020671834625323,-2.0253164556962022,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,8
Oronde Gadsden II,player_receptions,3.5,100.0,bovada,0.5,-110.0,betmgm,0.5238095238095238,1.0238095238095237,-2.3255813953488302,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,8
Jalen Hurts,player_pass_tds,1.5,170.0,betrivers,0.37037037037037035,-190.0,bovada,0.6551724137931034,1.0255427841634739,-2.49066002490661,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,8
DeVonta Smith,player_receptions,4.5,-130.0,betmgm,0.5652173913043478,117.0,draftkings,0.4608294930875576,1.0260468843919055,-2.5385666861941103,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,7
Justin Herbert,player_pass_attempts,31.5,-110.0,bovada,0.5238095238095238,-101.0,draftkings,0.5024875621890548,1.0262970859985785,-2.5623268698060864,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,6
Justin Herbert,player_pass_completions,20.5,114.0,fanduel,0.4672897196261682,-128.0,draftkings,0.5614035087719298,1.028693228398098,-2.78928912974179,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,4
Dallas Goedert,player_receptions,3.5,111.0,draftkings,0.47393364928909953,-125.0,fanatics,0.5555555555555556,1.0294892048446551,-2.8644501278772383,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,8
Kimani Vidal,player_rush_attempts,9.5,115.0,betmgm,0.46511627906976744,-130.0,betonlineag,0.5652173913043478,1.0303336703741153,-2.944062806673209,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,3
AJ Brown,player_reception_yds,60.5,-113.0,draftkings,0.5305164319248826,100.0,bovada,0.5,1.0305164319248825,-2.961275626423676,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,4
Jalen Hurts,player_pass_interceptions,0.5,145.0,betrivers,0.40816326530612246,-165.0,betmgm,0.6226415094339622,1.0308047747400848,-2.988419872992165,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,6
Ladd McConkey,player_receptions,4.5,-105.0,betmgm,0.5121951219512195,-108.0,fanduel,0.5192307692307693,1.0314258911819887,-3.0468394724874837,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,8
Justin Herbert,player_pass_tds,1.5,140.0,betmgm,0.4166666666666667,-160.0,fanduel,0.6153846153846154,1.0320512820512822,-3.105590062111807,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,8
Jalen Hurts,player_rush_longest,12.5,-115.0,draftkings,0.5348837209302325,100.0,bovada,0.5,1.0348837209302326,-3.370786516853941,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,4
Oronde Gadsden II,player_reception_longest,17.5,-112.0,betrivers,0.5283018867924528,-104.0,fanduel,0.5098039215686274,1.0381058083610801,-3.670705630791149,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,2
Omarion Hampton,player_receptions,2.5,165.0,fanatics,0.37735849056603776,-196.0,fanduel,0.6621621621621622,1.0395206527282,-3.8018150600932055,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,2
Saquon Barkley,player_reception_yds,15.5,-112.0,betrivers,0.5283018867924528,-105.0,fanatics,0.5121951219512195,1.0404970087436722,-3.892083149049086,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,2
Kimani Vidal,player_rush_longest,11.5,-105.0,draftkings,0.5121951219512195,-112.0,betrivers,0.5283018867924528,1.0404970087436722,-3.892083149049086,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,5
Dallas Goedert,player_reception_yds,30.5,-110.0,betmgm,0.5238095238095238,-107.0,williamhill_us,0.5169082125603864,1.0407177363699103,-3.9124668435013277,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,3
Derwin James Jr.,player_tackles_assists,5.5,-119.0,betonlineag,0.54337899543379,101.0,draftkings,0.4975124378109453,1.0408914332447352,-3.928501276762908,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,4
Omarion Hampton,player_receptions,1.5,-148.0,draftkings,0.5967741935483871,125.0,betmgm,0.4444444444444444,1.0412186379928317,-3.958691910499146,False,,,,,,,Don't bet - bookmaker has edge,Philadelphia Eagles @ Los Angeles Chargers,2025-12-09T01:15:00Z,5
