game_id,game_time,away_team,home_team,bookmaker,bookmaker_key,last_update,market,away_spread,away_odds,home_spread,home_odds
5a2bfc721fb2300d4578743aee7ad891,2024-09-15 17:02:00+00:00,Las Vegas Raiders,Baltimore Ravens,BetMGM,betmgm,2024-09-15T16:55:04Z,spread,8.5,-105,-8.5,-115
b4769cda12183128858f49f475aabfce,2024-09-15 17:02:00+00:00,Los Angeles Chargers,Carolina Panthers,BetMGM,betmgm,2024-09-15T16:55:04Z,spread,-4.5,-110,4.5,-110
111ac41e21c6f16a2d3d1511f07e2004,2024-09-15 17:02:00+00:00,Cleveland Browns,Jacksonville Jaguars,BetMGM,betmgm,2024-09-15T16:55:04Z,spread,3.0,-105,-3.0,-115
5b05775b536cda3f2efab93935af4f54,2024-09-15 17:02:00+00:00,New Orleans Saints,Dallas Cowboys,BetMGM,betmgm,2024-09-15T16:55:04Z,spread,6.5,-110,-6.5,-110
787ae4144b2b45d7ef8a9c7b1ab6abd8,2024-09-15 17:02:00+00:00,Tampa Bay Buccaneers,Detroit Lions,BetMGM,betmgm,2024-09-15T16:55:04Z,spread,7.5,-110,-7.5,-110
c4e5642a8746f3e8fbb09d59a611ffe4,2024-09-15 17:02:00+00:00,Indianapolis Colts,Green Bay Packers,BetMGM,betmgm,2024-09-15T16:55:04Z,spread,-2.5,-105,2.5,-115
9d5dace601f10c135f5c03facf23fd22,2024-09-15 17:02:00+00:00,San Francisco 49ers,Minnesota Vikings,BetMGM,betmgm,2024-09-15T16:55:04Z,spread,-4.0,-115,4.0,-105
42d27889b51ada96c20671b30129ce4e,2024-09-15 17:02:00+00:00,Seattle Seahawks,New England Patriots,BetMGM,betmgm,2024-09-15T16:55:04Z,spread,-3.0,-115,3.0,-105
17d4d840f9f4094d76c6e9b53b18ac05,2024-09-15 17:02:00+00:00,New York Jets,Tennessee Titans,BetMGM,betmgm,2024-09-15T16:55:04Z,spread,-3.5,-110,3.5,-110
5a2bfc721fb2300d4578743aee7ad891,2024-09-15 17:02:00+00:00,Las Vegas Raiders,Baltimore Ravens,BetOnline.ag,betonlineag,2024-09-15T16:55:04Z,spread,9.0,-120,-9.0,100
b4769cda12183128858f49f475aabfce,2024-09-15 17:02:00+00:00,Los Angeles Chargers,Carolina Panthers,BetOnline.ag,betonlineag,2024-09-15T16:55:04Z,spread,-4.0,-112,4.0,-108
111ac41e21c6f16a2d3d1511f07e2004,2024-09-15 17:02:00+00:00,Cleveland Browns,Jacksonville Jaguars,BetOnline.ag,betonlineag,2024-09-15T16:55:04Z,spread,3.0,-106,-3.0,-114
5b05775b536cda3f2efab93935af4f54,2024-09-15 17:02:00+00:00,New Orleans Saints,Dallas Cowboys,BetOnline.ag,betonlineag,2024-09-15T16:55:04Z,spread,6.5,-114,-6.5,-106
787ae4144b2b45d7ef8a9c7b1ab6abd8,2024-09-15 17:02:00+00:00,Tampa Bay Buccaneers,Detroit Lions,BetOnline.ag,betonlineag,2024-09-15T16:55:04Z,spread,7.5,-107,-7.5,-113
c4e5642a8746f3e8fbb09d59a611ffe4,2024-09-15 17:02:00+00:00,Indianapolis Colts,Green Bay Packers,BetOnline.ag,betonlineag,2024-09-15T16:55:04Z,spread,-2.0,-117,2.0,-103
9d5dace601f10c135f5c03facf23fd22,2024-09-15 17:02:00+00:00,San Francisco 49ers,Minnesota Vikings,BetOnline.ag,betonlineag,2024-09-15T16:55:04Z,spread,-4.0,-110,4.0,-110
42d27889b51ada96c20671b30129ce4e,2024-09-15 17:02:00+00:00,Seattle Seahawks,New England Patriots,BetOnline.ag,betonlineag,2024-09-15T16:55:04Z,spread,-3.0,-112,3.0,-108
17d4d840f9f4094d76c6e9b53b18ac05,2024-09-15 17:02:00+00:00,New York Jets,Tennessee Titans,BetOnline.ag,betonlineag,2024-09-15T16:55:04Z,spread,-4.0,-103,4.0,-117
5a2bfc721fb2300d4578743aee7ad891,2024-09-15 17:02:00+00:00,Las Vegas Raiders,Baltimore Ravens,BetRivers,betrivers,2024-09-15T16:55:04Z,spread,8.5,-110,-8.5,-110
b4769cda12183128858f49f475aabfce,2024-09-15 17:02:00+00:00,Los Angeles Chargers,Carolina Panthers,BetRivers,betrivers,2024-09-15T16:55:04Z,spread,-4.5,-109,4.5,-112
111ac41e21c6f16a2d3d1511f07e2004,2024-09-15 17:02:00+00:00,Cleveland Browns,Jacksonville Jaguars,BetRivers,betrivers,2024-09-15T16:55:04Z,spread,3.0,-108,-3.0,-113
5b05775b536cda3f2efab93935af4f54,2024-09-15 17:02:00+00:00,New Orleans Saints,Dallas Cowboys,BetRivers,betrivers,2024-09-15T16:55:04Z,spread,6.0,-107,-6.0,-114
787ae4144b2b45d7ef8a9c7b1ab6abd8,2024-09-15 17:02:00+00:00,Tampa Bay Buccaneers,Detroit Lions,BetRivers,betrivers,2024-09-15T16:55:04Z,spread,7.5,-109,-7.5,-112
c4e5642a8746f3e8fbb09d59a611ffe4,2024-09-15 17:02:00+00:00,Indianapolis Colts,Green Bay Packers,BetRivers,betrivers,2024-09-15T16:55:04Z,spread,-2.5,-110,2.5,-110
9d5dace601f10c135f5c03facf23fd22,2024-09-15 17:02:00+00:00,San Francisco 49ers,Minnesota Vikings,BetRivers,betrivers,2024-09-15T16:55:04Z,spread,-4.0,-113,4.0,-108
42d27889b51ada96c20671b30129ce4e,2024-09-15 17:02:00+00:00,Seattle Seahawks,New England Patriots,BetRivers,betrivers,2024-09-15T16:55:04Z,spread,-3.0,-113,3.0,-108
17d4d840f9f4094d76c6e9b53b18ac05,2024-09-15 17:02:00+00:00,New York Jets,Tennessee Titans,BetRivers,betrivers,2024-09-15T16:55:04Z,spread,-4.0,-107,4.0,-114
5a2bfc721fb2300d4578743aee7ad891,2024-09-15 17:02:00+00:00,Las Vegas Raiders,Baltimore Ravens,BetUS,betus,2024-09-15T16:55:05Z,spread,9.5,-120,-9.5,100
b4769cda12183128858f49f475aabfce,2024-09-15 17:02:00+00:00,Los Angeles Chargers,Carolina Panthers,BetUS,betus,2024-09-15T16:55:05Z,spread,-4.5,-105,4.5,-115
111ac41e21c6f16a2d3d1511f07e2004,2024-09-15 17:02:00+00:00,Cleveland Browns,Jacksonville Jaguars,BetUS,betus,2024-09-15T16:55:05Z,spread,3.0,-105,-3.0,-115
5b05775b536cda3f2efab93935af4f54,2024-09-15 17:02:00+00:00,New Orleans Saints,Dallas Cowboys,BetUS,betus,2024-09-15T16:55:05Z,spread,6.5,-110,-6.5,-110
787ae4144b2b45d7ef8a9c7b1ab6abd8,2024-09-15 17:02:00+00:00,Tampa Bay Buccaneers,Detroit Lions,BetUS,betus,2024-09-15T16:55:05Z,spread,9.0,-130,-9.0,110
c4e5642a8746f3e8fbb09d59a611ffe4,2024-09-15 17:02:00+00:00,Indianapolis Colts,Green Bay Packers,BetUS,betus,2024-09-15T16:55:05Z,spread,-1.0,-125,1.0,105
9d5dace601f10c135f5c03facf23fd22,2024-09-15 17:02:00+00:00,San Francisco 49ers,Minnesota Vikings,BetUS,betus,2024-09-15T16:55:05Z,spread,-4.0,-115,4.0,-105
42d27889b51ada96c20671b30129ce4e,2024-09-15 17:02:00+00:00,Seattle Seahawks,New England Patriots,BetUS,betus,2024-09-15T16:55:05Z,spread,-3.0,-110,3.0,-110
17d4d840f9f4094d76c6e9b53b18ac05,2024-09-15 17:02:00+00:00,New York Jets,Tennessee Titans,BetUS,betus,2024-09-15T16:55:05Z,spread,-3.5,-110,3.5,-110
5a2bfc721fb2300d4578743aee7ad891,2024-09-15 17:02:00+00:00,Las Vegas Raiders,Baltimore Ravens,Bovada,bovada,2024-09-15T16:55:04Z,spread,8.5,-105,-8.5,-115
b4769cda12183128858f49f475aabfce,2024-09-15 17:02:00+00:00,Los Angeles Chargers,Carolina Panthers,Bovada,bovada,2024-09-15T16:55:04Z,spread,-4.5,-105,4.5,-115
111ac41e21c6f16a2d3d1511f07e2004,2024-09-15 17:02:00+00:00,Cleveland Browns,Jacksonville Jaguars,Bovada,bovada,2024-09-15T16:55:04Z,spread,3.0,100,-3.0,-120
5b05775b536cda3f2efab93935af4f54,2024-09-15 17:02:00+00:00,New Orleans Saints,Dallas Cowboys,Bovada,bovada,2024-09-15T16:55:04Z,spread,6.0,105,-6.0,-125
787ae4144b2b45d7ef8a9c7b1ab6abd8,2024-09-15 17:02:00+00:00,Tampa Bay Buccaneers,Detroit Lions,Bovada,bovada,2024-09-15T16:55:04Z,spread,8.0,-110,-8.0,-110
c4e5642a8746f3e8fbb09d59a611ffe4,2024-09-15 17:02:00+00:00,Indianapolis Colts,Green Bay Packers,Bovada,bovada,2024-09-15T16:55:04Z,spread,-2.0,-120,2.0,100
9d5dace601f10c135f5c03facf23fd22,2024-09-15 17:02:00+00:00,San Francisco 49ers,Minnesota Vikings,Bovada,bovada,2024-09-15T16:55:04Z,spread,-4.0,-115,4.0,-105
42d27889b51ada96c20671b30129ce4e,2024-09-15 17:02:00+00:00,Seattle Seahawks,New England Patriots,Bovada,bovada,2024-09-15T16:55:04Z,spread,-3.0,-115,3.0,-105
5a2bfc721fb2300d4578743aee7ad891,2024-09-15 17:02:00+00:00,Las Vegas Raiders,Baltimore Ravens,Caesars,williamhill_us,2024-09-15T16:54:27Z,spread,8.5,-105,-8.5,-115
b4769cda12183128858f49f475aabfce,2024-09-15 17:02:00+00:00,Los Angeles Chargers,Carolina Panthers,Caesars,williamhill_us,2024-09-15T16:54:27Z,spread,-4.5,-115,4.5,-105
111ac41e21c6f16a2d3d1511f07e2004,2024-09-15 17:02:00+00:00,Cleveland Browns,Jacksonville Jaguars,Caesars,williamhill_us,2024-09-15T16:54:27Z,spread,3.0,100,-3.0,-120
5b05775b536cda3f2efab93935af4f54,2024-09-15 17:02:00+00:00,New Orleans Saints,Dallas Cowboys,Caesars,williamhill_us,2024-09-15T16:54:27Z,spread,6.5,-105,-6.5,-115
787ae4144b2b45d7ef8a9c7b1ab6abd8,2024-09-15 17:02:00+00:00,Tampa Bay Buccaneers,Detroit Lions,Caesars,williamhill_us,2024-09-15T16:54:27Z,spread,7.5,-110,-7.5,-110
c4e5642a8746f3e8fbb09d59a611ffe4,2024-09-15 17:02:00+00:00,Indianapolis Colts,Green Bay Packers,Caesars,williamhill_us,2024-09-15T16:54:27Z,spread,-2.0,-115,2.0,-105
