game_id,game_time,away_team,home_team,bookmaker,bookmaker_key,last_update,market,away_spread,away_odds,home_spread,home_odds
08bfd9cd8115339250817cc66a8b3cba,2025-12-12 01:15:00+00:00,Atlanta Falcons,Tampa Bay Buccaneers,BetMGM,betmgm,2025-12-11T16:55:13Z,spread,5.0,-105,-5.0,-105
08bfd9cd8115339250817cc66a8b3cba,2025-12-12 01:15:00+00:00,Atlanta Falcons,Tampa Bay Buccaneers,BetOnline.ag,betonlineag,2025-12-11T16:55:01Z,spread,5.5,-105,-5.5,-115
08bfd9cd8115339250817cc66a8b3cba,2025-12-12 01:15:00+00:00,Atlanta Falcons,Tampa Bay Buccaneers,BetRivers,betrivers,2025-12-11T16:54:48Z,spread,5.0,-110,-5.0,-114
08bfd9cd8115339250817cc66a8b3cba,2025-12-12 01:15:00+00:00,Atlanta Falcons,Tampa Bay Buccaneers,BetUS,betus,2025-12-11T16:55:13Z,spread,5.5,-110,-5.5,-110
08bfd9cd8115339250817cc66a8b3cba,2025-12-12 01:15:00+00:00,Atlanta Falcons,Tampa Bay Buccaneers,Bovada,bovada,2025-12-11T16:54:34Z,spread,5.5,-110,-5.5,-110
08bfd9cd8115339250817cc66a8b3cba,2025-12-12 01:15:00+00:00,Atlanta Falcons,Tampa Bay Buccaneers,Caesars,williamhill_us,2025-12-11T16:49:10Z,spread,5.5,-114,-5.5,-106
08bfd9cd8115339250817cc66a8b3cba,2025-12-12 01:15:00+00:00,Atlanta Falcons,Tampa Bay Buccaneers,DraftKings,draftkings,2025-12-11T16:54:35Z,spread,4.5,100,-4.5,-120
08bfd9cd8115339250817cc66a8b3cba,2025-12-12 01:15:00+00:00,Atlanta Falcons,Tampa Bay Buccaneers,FanDuel,fanduel,2025-12-11T16:55:25Z,spread,5.5,-110,-5.5,-110
08bfd9cd8115339250817cc66a8b3cba,2025-12-12 01:15:00+00:00,Atlanta Falcons,Tampa Bay Buccaneers,Fanatics,fanatics,2025-12-11T16:54:59Z,spread,5.5,-110,-5.5,-110
08bfd9cd8115339250817cc66a8b3cba,2025-12-12 01:15:00+00:00,Atlanta Falcons,Tampa Bay Buccaneers,LowVig.ag,lowvig,2025-12-11T16:54:59Z,spread,5.5,-101,-5.5,-109
08bfd9cd8115339250817cc66a8b3cba,2025-12-12 01:15:00+00:00,Atlanta Falcons,Tampa Bay Buccaneers,MyBookie.ag,mybookieag,2025-12-11T16:55:00Z,spread,6.0,-115,-6.0,-105
