game_id,game_time,away_team,home_team,bookmaker,bookmaker_key,last_update,market,away_spread,away_odds,home_spread,home_odds
82b1a550ea2535f5ce80a59ae0c1291f,2021-10-22 00:20:00+00:00,Denver Broncos,Cleveland Browns,Barstool Sportsbook,barstool,2021-10-21T16:46:40Z,spread,1.5,-112,-1.5,-109
82b1a550ea2535f5ce80a59ae0c1291f,2021-10-22 00:20:00+00:00,Denver Broncos,Cleveland Browns,BetMGM,betmgm,2021-10-21T16:45:42Z,spread,2.0,-110,-2.0,-110
82b1a550ea2535f5ce80a59ae0c1291f,2021-10-22 00:20:00+00:00,Denver Broncos,Cleveland Browns,BetOnline.ag,betonlineag,2021-10-21T16:49:12Z,spread,1.0,-112,-1.0,-109
82b1a550ea2535f5ce80a59ae0c1291f,2021-10-22 00:20:00+00:00,Denver Broncos,Cleveland Browns,BetRivers,betrivers,2021-10-21T16:48:19Z,spread,1.5,-108,-1.5,-106
82b1a550ea2535f5ce80a59ae0c1291f,2021-10-22 00:20:00+00:00,Denver Broncos,Cleveland Browns,BetUS,betus,2021-10-21T16:45:40Z,spread,1.0,-110,-1.0,-110
82b1a550ea2535f5ce80a59ae0c1291f,2021-10-22 00:20:00+00:00,Denver Broncos,Cleveland Browns,Bovada,bovada,2021-10-21T16:50:38Z,spread,1.0,-110,-1.0,-110
82b1a550ea2535f5ce80a59ae0c1291f,2021-10-22 00:20:00+00:00,Denver Broncos,Cleveland Browns,DraftKings,draftkings,2021-10-21T16:46:43Z,spread,1.0,-110,-1.0,-110
82b1a550ea2535f5ce80a59ae0c1291f,2021-10-22 00:20:00+00:00,Denver Broncos,Cleveland Browns,FOX Bet,foxbet,2021-10-21T16:47:30Z,spread,1.5,-110,-1.5,-110
82b1a550ea2535f5ce80a59ae0c1291f,2021-10-22 00:20:00+00:00,Denver Broncos,Cleveland Browns,FanDuel,fanduel,2021-10-21T16:46:08Z,spread,1.5,-108,-1.5,-112
82b1a550ea2535f5ce80a59ae0c1291f,2021-10-22 00:20:00+00:00,Denver Broncos,Cleveland Browns,GTbets,gtbets,2021-10-21T16:44:06Z,spread,1.0,-109,-1.0,-109
82b1a550ea2535f5ce80a59ae0c1291f,2021-10-22 00:20:00+00:00,Denver Broncos,Cleveland Browns,Intertops,intertops,2021-10-21T16:46:09Z,spread,1.0,-110,-1.0,-110
82b1a550ea2535f5ce80a59ae0c1291f,2021-10-22 00:20:00+00:00,Denver Broncos,Cleveland Browns,MyBookie.ag,mybookieag,2021-10-21T16:45:26Z,spread,1.0,-110,-1.0,-110
82b1a550ea2535f5ce80a59ae0c1291f,2021-10-22 00:20:00+00:00,Denver Broncos,Cleveland Browns,PointsBet (US),pointsbetus,2021-10-21T16:47:33Z,spread,1.0,100,-1.0,-114
82b1a550ea2535f5ce80a59ae0c1291f,2021-10-22 00:20:00+00:00,Denver Broncos,Cleveland Browns,SugarHouse,sugarhouse,2021-10-21T16:47:57Z,spread,1.5,-108,-1.5,-106
82b1a550ea2535f5ce80a59ae0c1291f,2021-10-22 00:20:00+00:00,Denver Broncos,Cleveland Browns,TwinSpires,twinspires,2021-10-21T16:48:49Z,spread,1.5,-112,-1.5,-109
82b1a550ea2535f5ce80a59ae0c1291f,2021-10-22 00:20:00+00:00,Denver Broncos,Cleveland Browns,Unibet,unibet,2021-10-21T16:47:42Z,spread,1.5,-108,-1.5,-105
82b1a550ea2535f5ce80a59ae0c1291f,2021-10-22 00:20:00+00:00,Denver Broncos,Cleveland Browns,William Hill (US),williamhill_us,2021-10-21T16:46:08Z,spread,1.0,-110,-1.0,-110
82b1a550ea2535f5ce80a59ae0c1291f,2021-10-22 00:20:00+00:00,Denver Broncos,Cleveland Browns,WynnBET,wynnbet,2021-10-21T16:47:44Z,spread,1.5,-110,-1.5,-110
