player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Nikola Jokic,player_rebounds,11.5,124,fanduel,0.44642857142857145,06:25:23 PM ET,104,williamhill_us,0.49019607843137253,06:25:26 PM ET,0.936624649859944,6.766355140186908,True,47.66,52.34,106.76,106.77,6.76,100.0,"Bet $47.66 Over @ fanduel, $52.34 Under @ williamhill_us",Houston Rockets @ Denver Nuggets,2025-12-20T22:11:00Z,2,0.42402201666666667,0.3740220166666666,0.42402201666666667,False,,2025-12-20 18:25:48 ET
Nikola Jokic,player_assists,5.5,134,fanduel,0.4273504273504274,06:25:23 PM ET,-109,williamhill_us,0.5215311004784688,06:25:26 PM ET,0.9488815278288962,5.387234409343611,True,45.04,54.96,105.39,105.38,5.38,100.0,"Bet $45.04 Over @ fanduel, $54.96 Under @ williamhill_us",Houston Rockets @ Denver Nuggets,2025-12-20T22:11:00Z,2,0.42402201666666667,0.3740220166666666,0.42402201666666667,False,,2025-12-20 18:25:48 ET
Robert Williams,player_rebounds,6.5,110,fanduel,0.47619047619047616,06:25:14 PM ET,105,betmgm,0.4878048780487805,06:24:55 PM ET,0.9639953542392566,3.7349397590361377,True,49.4,50.6,103.74,103.73,3.73,100.0,"Bet $49.40 Over @ fanduel, $50.60 Under @ betmgm",Portland Trail Blazers @ Sacramento Kings,2025-12-21T03:10:00Z,3,0.5740220166666667,0.8906886833333334,0.8906886833333334,False,,2025-12-20 18:25:48 ET
Toumani Camara,player_points,14.5,120,bovada,0.4545454545454545,06:25:22 PM ET,-108,fanduel,0.5192307692307693,06:25:14 PM ET,0.9737762237762237,2.6929982046678624,True,46.68,53.32,102.7,102.69,2.69,100.0,"Bet $46.68 Over @ bovada, $53.32 Under @ fanduel",Portland Trail Blazers @ Sacramento Kings,2025-12-21T03:10:00Z,5,0.44068868333333333,0.5740220166666667,0.5740220166666667,False,,2025-12-20 18:25:48 ET
Shaedon Sharpe,player_points,26.5,135,bovada,0.4255319148936171,06:25:22 PM ET,-122,fanduel,0.5495495495495496,06:25:14 PM ET,0.9750814644431667,2.5555337133870593,True,43.64,56.36,102.55,102.56,2.55,100.0,"Bet $43.64 Over @ bovada, $56.36 Under @ fanduel",Portland Trail Blazers @ Sacramento Kings,2025-12-21T03:10:00Z,2,0.44068868333333333,0.5740220166666667,0.5740220166666667,False,,2025-12-20 18:25:48 ET
Isaiah Collier,player_points_rebounds_assists,17.5,110,betmgm,0.47619047619047616,06:25:05 PM ET,100,betonlineag,0.5,06:24:55 PM ET,0.9761904761904762,2.4390243902439046,True,48.78,51.22,102.44,102.44,2.44,100.0,"Bet $48.78 Over @ betmgm, $51.22 Under @ betonlineag",Orlando Magic @ Utah Jazz,2025-12-21T02:40:00Z,4,0.7240220166666667,0.8906886833333334,0.8906886833333334,False,,2025-12-20 18:25:48 ET
Jonas Valanciunas,player_rebounds,2.5,150,williamhill_us,0.4,06:25:26 PM ET,-138,fanduel,0.5798319327731093,06:25:23 PM ET,0.9798319327731093,2.0583190394511064,True,40.82,59.18,102.05,102.06,2.05,100.0,"Bet $40.82 Over @ williamhill_us, $59.18 Under @ fanduel",Houston Rockets @ Denver Nuggets,2025-12-20T22:11:00Z,2,0.3740220166666666,0.42402201666666667,0.42402201666666667,False,,2025-12-20 18:25:48 ET
Robert Williams,player_points_rebounds_assists,15.5,140,bovada,0.41666666666666663,06:25:22 PM ET,-130,betmgm,0.5652173913043478,06:24:55 PM ET,0.9818840579710144,1.8450184501845213,True,42.44,57.56,101.86,101.84,1.84,100.0,"Bet $42.44 Over @ bovada, $57.56 Under @ betmgm",Portland Trail Blazers @ Sacramento Kings,2025-12-21T03:10:00Z,2,0.44068868333333333,0.8906886833333334,0.8906886833333334,False,,2025-12-20 18:25:48 ET
Stephen Curry,player_threes,4.5,-103,betonlineag,0.5073891625615764,06:23:29 PM ET,110,bovada,0.47619047619047616,06:25:24 PM ET,0.9835796387520526,1.6694490818029983,True,51.59,48.41,101.68,101.66,1.66,100.0,"Bet $51.59 Over @ betonlineag, $48.41 Under @ bovada",Phoenix Suns @ Golden State Warriors,2025-12-21T01:40:00Z,6,2.3240220166666665,0.40735534999999995,2.3240220166666665,True,betonlineag,2025-12-20 18:25:48 ET
Scottie Barnes,player_points_rebounds_assists,33.5,112,betrivers,0.4716981132075472,06:25:10 PM ET,-105,bovada,0.5121951219512195,06:25:37 PM ET,0.9838932351587667,1.6370439663236702,True,47.94,52.06,101.63,101.64,1.63,100.0,"Bet $47.94 Over @ betrivers, $52.06 Under @ bovada",Boston Celtics @ Toronto Raptors,2025-12-21T00:00:00Z,4,0.6406886833333334,0.19068868333333333,0.6406886833333334,False,,2025-12-20 18:25:48 ET
Carlton Carrington,player_rebounds,4.5,130,betrivers,0.4347826086956522,06:25:38 PM ET,-122,fanduel,0.5495495495495496,06:25:34 PM ET,0.9843321582452018,1.5917230401909954,True,44.17,55.83,101.59,101.59,1.59,100.0,"Bet $44.17 Over @ betrivers, $55.83 Under @ fanduel",Washington Wizards @ Memphis Grizzlies,2025-12-21T01:10:00Z,6,0.17402201666666667,0.24068868333333335,0.24068868333333335,False,,2025-12-20 18:25:48 ET
Mark Williams,player_rebounds,8.5,-102,fanduel,0.504950495049505,06:25:20 PM ET,108,betrivers,0.4807692307692308,06:25:14 PM ET,0.9857197258187358,1.4487154722812257,True,51.23,48.77,101.46,101.44,1.44,100.0,"Bet $51.23 Over @ fanduel, $48.77 Under @ betrivers",Phoenix Suns @ Golden State Warriors,2025-12-21T01:40:00Z,7,0.47402201666666666,0.5740220166666667,0.5740220166666667,False,,2025-12-20 18:25:48 ET
Amen Thompson,player_points,14.5,107,williamhill_us,0.48309178743961345,06:25:26 PM ET,-102,fanduel,0.504950495049505,06:25:23 PM ET,0.9880422824891184,1.210243500992414,True,48.89,51.11,101.2,101.22,1.2,100.0,"Bet $48.89 Over @ williamhill_us, $51.11 Under @ fanduel",Houston Rockets @ Denver Nuggets,2025-12-20T22:11:00Z,2,0.3740220166666666,0.42402201666666667,0.42402201666666667,False,,2025-12-20 18:25:48 ET
Shaedon Sharpe,player_points_rebounds_assists,34.5,120,bovada,0.4545454545454545,06:25:22 PM ET,-115,fanduel,0.5348837209302325,06:25:14 PM ET,0.989429175475687,1.0683760683760868,True,45.94,54.06,101.07,101.07,1.07,100.0,"Bet $45.94 Over @ bovada, $54.06 Under @ fanduel",Portland Trail Blazers @ Sacramento Kings,2025-12-21T03:10:00Z,2,0.44068868333333333,0.5740220166666667,0.5740220166666667,False,,2025-12-20 18:25:48 ET
Brandon Ingram,player_threes,1.5,-139,draftkings,0.5815899581589958,06:25:11 PM ET,145,bovada,0.40816326530612246,06:25:37 PM ET,0.9897532234651183,1.0352859977568851,True,58.76,41.24,101.03,101.04,1.03,100.0,"Bet $58.76 Over @ draftkings, $41.24 Under @ bovada",Boston Celtics @ Toronto Raptors,2025-12-21T00:00:00Z,6,0.6240220166666667,0.19068868333333333,0.6240220166666667,False,,2025-12-20 18:25:48 ET
Kris Dunn,player_rebounds,2.5,102,betonlineag,0.49504950495049505,06:25:04 PM ET,102,betrivers,0.49504950495049505,06:24:47 PM ET,0.9900990099009901,1.0000000000000009,True,50.0,50.0,101.0,101.0,1.0,100.0,"Bet $50.00 Over @ betonlineag, $50.00 Under @ betrivers",Los Angeles Lakers @ Los Angeles Clippers,2025-12-21T03:40:00Z,6,0.7406886833333334,1.0240220166666667,1.0240220166666667,False,,2025-12-20 18:25:48 ET
Kawhi Leonard,player_rebounds,5.5,100,betmgm,0.5,06:24:50 PM ET,104,fanduel,0.49019607843137253,06:25:49 PM ET,0.9901960784313726,0.990099009900991,True,50.5,49.5,101.0,100.98,0.98,100.0,"Bet $50.50 Over @ betmgm, $49.50 Under @ fanduel",Los Angeles Lakers @ Los Angeles Clippers,2025-12-21T03:40:00Z,7,0.9740220166666667,-0.009311316666666668,0.9740220166666667,False,,2025-12-20 18:25:48 ET
Kevin Durant,player_assists,4.5,130,fanduel,0.4347826086956521,06:25:23 PM ET,-125,draftkings,0.5555555555555556,06:25:37 PM ET,0.9903381642512077,0.9756097560975618,True,43.9,56.1,100.97,100.98,0.97,100.0,"Bet $43.90 Over @ fanduel, $56.10 Under @ draftkings",Houston Rockets @ Denver Nuggets,2025-12-20T22:11:00Z,3,0.42402201666666667,0.19068868333333333,0.42402201666666667,False,,2025-12-20 18:25:48 ET
Alperen Sengun,player_assists,6.5,114,draftkings,0.46728971962616817,06:25:37 PM ET,-110,fanatics,0.5238095238095238,06:25:22 PM ET,0.991099243435692,0.8980691513246652,True,47.15,52.85,100.9,100.9,0.9,100.0,"Bet $47.15 Over @ draftkings, $52.85 Under @ fanatics",Houston Rockets @ Denver Nuggets,2025-12-20T22:11:00Z,4,0.19068868333333333,0.44068868333333333,0.44068868333333333,False,,2025-12-20 18:25:48 ET
DeMar DeRozan,player_threes,0.5,-160,betmgm,0.6153846153846154,06:24:55 PM ET,166,betonlineag,0.37593984962406013,06:25:18 PM ET,0.9913244650086755,0.875145857642945,True,62.08,37.92,100.88,100.87,0.87,100.0,"Bet $62.08 Over @ betmgm, $37.92 Under @ betonlineag",Portland Trail Blazers @ Sacramento Kings,2025-12-21T03:10:00Z,3,0.8906886833333334,0.50735535,0.8906886833333334,False,,2025-12-20 18:25:48 ET
Jake LaRavia,player_points_rebounds_assists,17.5,120,bovada,0.4545454545454545,06:25:00 PM ET,-116,betonlineag,0.5370370370370371,06:25:04 PM ET,0.9915824915824916,0.8488964346349714,True,45.84,54.16,100.85,100.85,0.85,100.0,"Bet $45.84 Over @ bovada, $54.16 Under @ betonlineag",Los Angeles Lakers @ Los Angeles Clippers,2025-12-21T03:40:00Z,2,0.80735535,0.7406886833333334,0.80735535,False,,2025-12-20 18:25:48 ET
Zion Williamson,player_points_rebounds_assists,28.5,114,betrivers,0.4672897196261683,06:24:51 PM ET,-111,draftkings,0.5260663507109005,06:25:15 PM ET,0.9933560703370687,0.6688366700851711,True,47.04,52.96,100.67,100.67,0.67,100.0,"Bet $47.04 Over @ betrivers, $52.96 Under @ draftkings",Indiana Pacers @ New Orleans Pelicans,2025-12-21T00:10:00Z,5,0.95735535,0.55735535,0.95735535,False,,2025-12-20 18:25:48 ET
Andre Drummond,player_points,10.5,102,betrivers,0.49504950495049505,06:25:34 PM ET,100,fanduel,0.5,06:24:43 PM ET,0.995049504950495,0.4975124378109541,True,49.75,50.25,100.5,100.5,0.5,100.0,"Bet $49.75 Over @ betrivers, $50.25 Under @ fanduel",Dallas Mavericks @ Philadelphia 76ers,2025-12-21T00:10:00Z,7,0.24068868333333335,1.0906886833333334,1.0906886833333334,False,,2025-12-20 18:25:48 ET
Jusuf Nurkic,player_rebounds,9.5,105,betmgm,0.4878048780487805,06:25:05 PM ET,-103,betonlineag,0.5073891625615764,06:24:55 PM ET,0.9951940406103569,0.48291681757817173,True,49.02,50.98,100.49,100.48,0.48,100.0,"Bet $49.02 Over @ betmgm, $50.98 Under @ betonlineag",Orlando Magic @ Utah Jazz,2025-12-21T02:40:00Z,7,0.7240220166666667,0.8906886833333334,0.8906886833333334,False,,2025-12-20 18:25:48 ET
Zion Williamson,player_assists,3.5,108,betrivers,0.48076923076923084,06:24:51 PM ET,-106,fanduel,0.5145631067961165,06:24:44 PM ET,0.9953323375653473,0.4689551678859427,True,48.3,51.7,100.46,100.47,0.46,100.0,"Bet $48.30 Over @ betrivers, $51.70 Under @ fanduel",Indiana Pacers @ New Orleans Pelicans,2025-12-21T00:10:00Z,7,0.95735535,1.0740220166666667,1.0740220166666667,False,,2025-12-20 18:25:48 ET
T.J. McConnell,player_assists,4.5,110,fanduel,0.47619047619047616,06:24:44 PM ET,-108,betrivers,0.5192307692307693,06:24:51 PM ET,0.9954212454212454,0.4599816007359703,True,47.84,52.16,100.46,100.46,0.46,100.0,"Bet $47.84 Over @ fanduel, $52.16 Under @ betrivers",Indiana Pacers @ New Orleans Pelicans,2025-12-21T00:10:00Z,7,1.0740220166666667,0.95735535,1.0740220166666667,False,,2025-12-20 18:25:48 ET
Cam Spencer,player_points_rebounds_assists,24.5,115,bovada,0.4651162790697675,06:25:10 PM ET,-113,draftkings,0.5305164319248826,06:24:51 PM ET,0.9956327109946501,0.43864458822238106,True,46.72,53.28,100.45,100.43,0.43,100.0,"Bet $46.72 Over @ bovada, $53.28 Under @ draftkings",Washington Wizards @ Memphis Grizzlies,2025-12-21T01:10:00Z,4,0.6406886833333334,0.95735535,0.95735535,False,,2025-12-20 18:25:48 ET
Ron Holland,player_rebounds,2.5,-113,fanduel,0.5305164319248827,06:25:21 PM ET,115,betmgm,0.46511627906976744,06:25:08 PM ET,0.9956327109946501,0.43864458822238106,True,53.28,46.72,100.43,100.45,0.43,100.0,"Bet $53.28 Over @ fanduel, $46.72 Under @ betmgm",Charlotte Hornets @ Detroit Pistons,2025-12-21T00:40:00Z,3,0.45735535,0.6740220166666667,0.6740220166666667,False,,2025-12-20 18:25:48 ET
Reed Sheppard,player_threes,4.5,178,fanduel,0.3597122302158273,06:25:23 PM ET,-175,draftkings,0.6363636363636364,06:25:37 PM ET,0.9960758665794637,0.3939592908732692,True,36.11,63.89,100.39,100.4,0.39,100.0,"Bet $36.11 Over @ fanduel, $63.89 Under @ draftkings",Houston Rockets @ Denver Nuggets,2025-12-20T22:11:00Z,3,0.42402201666666667,0.19068868333333333,0.42402201666666667,False,,2025-12-20 18:25:48 ET
Scottie Barnes,player_points_rebounds_assists,32.5,-109,betrivers,0.5215311004784688,06:25:10 PM ET,110,bovada,0.47619047619047616,06:25:37 PM ET,0.997721576668945,0.22836263987211503,True,52.27,47.73,100.22,100.23,0.22,100.0,"Bet $52.27 Over @ betrivers, $47.73 Under @ bovada",Boston Celtics @ Toronto Raptors,2025-12-21T00:00:00Z,2,0.6406886833333334,0.19068868333333333,0.6406886833333334,False,,2025-12-20 18:25:48 ET
Oso Ighodaro,player_rebounds,4.5,-115,betmgm,0.5348837209302324,06:25:29 PM ET,116,fanduel,0.46296296296296297,06:25:20 PM ET,0.9978466838931954,0.21579628830386,True,53.6,46.4,100.21,100.22,0.21,100.0,"Bet $53.60 Over @ betmgm, $46.40 Under @ fanduel",Phoenix Suns @ Golden State Warriors,2025-12-21T01:40:00Z,5,0.32402201666666663,0.47402201666666666,0.47402201666666666,False,,2025-12-20 18:25:48 ET
Immanuel Quickley,player_threes,2.5,116,draftkings,0.4629629629629629,06:25:11 PM ET,-115,bovada,0.5348837209302325,06:25:37 PM ET,0.9978466838931954,0.21579628830386,True,46.4,53.6,100.22,100.21,0.21,100.0,"Bet $46.40 Over @ draftkings, $53.60 Under @ bovada",Boston Celtics @ Toronto Raptors,2025-12-21T00:00:00Z,8,0.6240220166666667,0.19068868333333333,0.6240220166666667,False,,2025-12-20 18:25:48 ET
Scottie Barnes,player_points_rebounds_assists,31.5,-134,betrivers,0.5726495726495726,06:25:10 PM ET,135,bovada,0.425531914893617,06:25:37 PM ET,0.9981814875431896,0.18218254691202418,True,57.37,42.63,100.18,100.18,0.18,100.0,"Bet $57.37 Over @ betrivers, $42.63 Under @ bovada",Boston Celtics @ Toronto Raptors,2025-12-21T00:00:00Z,2,0.6406886833333334,0.19068868333333333,0.6406886833333334,False,,2025-12-20 18:25:48 ET
Jalen Duren,player_rebounds,11.5,140,bovada,0.41666666666666674,06:24:55 PM ET,-139,betrivers,0.5815899581589958,06:25:46 PM ET,0.9982566248256626,0.17464198393293273,True,41.74,58.26,100.18,100.17,0.17,100.0,"Bet $41.74 Over @ bovada, $58.26 Under @ betrivers",Charlotte Hornets @ Detroit Pistons,2025-12-21T00:40:00Z,2,0.8906886833333334,0.04068868333333333,0.8906886833333334,False,,2025-12-20 18:25:48 ET
