player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,game_is_live,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
A.J. Green,player_threes,1.5,210,williamhill_us,0.3225806451612903,09:02:24 PM ET,200,bovada,0.3333333333333333,09:05:13 PM ET,0.6559139784946236,52.45901639344264,True,49.18,50.82,152.46,152.46,52.46,100.0,"Bet $49.18 Over @ williamhill_us, $50.82 Under @ bovada",Milwaukee Bucks @ Indiana Pacers,2025-12-24T00:41:00Z,True,2,3.4216287666666667,0.6049621,3.4216287666666667,True,williamhill_us,2025-12-23 21:05:49 ET
Miles Bridges,player_rebounds,7.5,210,bovada,0.3225806451612903,09:04:22 PM ET,155,fanatics,0.39215686274509803,09:04:50 PM ET,0.7147375079063883,39.911504424778755,True,45.13,54.87,139.9,139.92,39.9,100.0,"Bet $45.13 Over @ bovada, $54.87 Under @ fanatics",Washington Wizards @ Charlotte Hornets,2025-12-24T00:11:00Z,True,2,1.4549621,0.9882954333333333,1.4549621,False,,2025-12-23 21:05:49 ET
Miles Bridges,player_threes,1.5,185,draftkings,0.35087719298245607,08:59:37 PM ET,160,bovada,0.38461538461538464,09:04:22 PM ET,0.7354925775978407,35.96330275229358,True,47.71,52.29,135.97,135.95,35.95,100.0,"Bet $47.71 Over @ draftkings, $52.29 Under @ bovada",Washington Wizards @ Charlotte Hornets,2025-12-24T00:11:00Z,True,3,6.2049621,1.4549621,6.2049621,True,draftkings,2025-12-23 21:05:49 ET
Trae Young,player_threes,1.5,144,fanduel,0.40983606557377045,09:04:43 PM ET,200,bovada,0.3333333333333333,09:03:01 PM ET,0.7431693989071038,34.558823529411775,True,55.15,44.85,134.57,134.55,34.55,100.0,"Bet $55.15 Over @ fanduel, $44.85 Under @ bovada",Chicago Bulls @ Atlanta Hawks,2025-12-24T00:41:00Z,True,3,1.1049621,2.8049621,2.8049621,True,bovada,2025-12-23 21:05:49 ET
Pascal Siakam,player_assists,2.5,168,fanduel,0.37313432835820903,09:05:04 PM ET,165,bovada,0.37735849056603776,09:05:13 PM ET,0.7504928189242468,33.24577861163225,True,49.72,50.28,133.25,133.24,33.24,100.0,"Bet $49.72 Over @ fanduel, $50.28 Under @ bovada",Milwaukee Bucks @ Indiana Pacers,2025-12-24T00:41:00Z,True,4,0.7549621,0.6049621,0.7549621,False,,2025-12-23 21:05:49 ET
Ayo Dosunmu,player_threes,0.5,150,draftkings,0.4,09:05:48 PM ET,185,bovada,0.3508771929824561,09:03:01 PM ET,0.7508771929824561,33.177570093457945,True,53.27,46.73,133.18,133.18,33.18,100.0,"Bet $53.27 Over @ draftkings, $46.73 Under @ bovada",Chicago Bulls @ Atlanta Hawks,2025-12-24T00:41:00Z,True,3,0.021628766666666667,2.8049621,2.8049621,True,bovada,2025-12-23 21:05:49 ET
Peyton Watson,player_threes,0.5,130,draftkings,0.4347826086956521,09:05:46 PM ET,215,bovada,0.31746031746031744,09:05:48 PM ET,0.7522429261559695,32.935779816513765,True,57.8,42.2,132.94,132.93,32.93,100.0,"Bet $57.80 Over @ draftkings, $42.20 Under @ bovada",Denver Nuggets @ Dallas Mavericks,2025-12-24T01:11:00Z,True,3,0.0549621,0.021628766666666667,0.0549621,False,,2025-12-23 21:05:49 ET
Brandon Miller,player_threes,2.5,225,fanduel,0.30769230769230776,09:04:55 PM ET,120,bovada,0.45454545454545453,09:04:22 PM ET,0.7622377622377623,31.192660550458704,True,40.37,59.63,131.2,131.19,31.19,100.0,"Bet $40.37 Over @ fanduel, $59.63 Under @ bovada",Washington Wizards @ Charlotte Hornets,2025-12-24T00:11:00Z,True,3,0.9049621,1.4549621,1.4549621,False,,2025-12-23 21:05:49 ET
Kyshawn George,player_assists,6.5,200,bovada,0.3333333333333333,09:04:22 PM ET,128,fanduel,0.43859649122807015,09:04:55 PM ET,0.7719298245614035,29.545454545454565,True,43.18,56.82,129.54,129.55,29.54,100.0,"Bet $43.18 Over @ bovada, $56.82 Under @ fanduel",Washington Wizards @ Charlotte Hornets,2025-12-24T00:11:00Z,True,2,1.4549621,0.9049621,1.4549621,False,,2025-12-23 21:05:49 ET
Cameron Johnson,player_threes,1.5,158,fanduel,0.38759689922480617,09:05:19 PM ET,155,bovada,0.39215686274509803,09:05:48 PM ET,0.7797537619699042,28.24561403508772,True,49.71,50.29,128.25,128.24,28.24,100.0,"Bet $49.71 Over @ fanduel, $50.29 Under @ bovada",Denver Nuggets @ Dallas Mavericks,2025-12-24T01:11:00Z,True,3,0.5049621,0.021628766666666667,0.5049621,False,,2025-12-23 21:05:49 ET
Trey Murphy III,player_rebounds,4.5,140,draftkings,0.41666666666666663,09:05:48 PM ET,175,bovada,0.36363636363636365,09:03:34 PM ET,0.7803030303030303,28.155339805825253,True,53.4,46.6,128.16,128.15,28.15,100.0,"Bet $53.40 Over @ draftkings, $46.60 Under @ bovada",New Orleans Pelicans @ Cleveland Cavaliers,2025-12-24T00:42:00Z,True,4,0.021628766666666667,2.2549621,2.2549621,True,bovada,2025-12-23 21:05:49 ET
C.J. McCollum,player_assists,2.5,120,fanatics,0.45454545454545453,09:04:50 PM ET,200,bovada,0.3333333333333333,09:04:22 PM ET,0.7878787878787878,26.923076923076938,True,57.69,42.31,126.92,126.93,26.92,100.0,"Bet $57.69 Over @ fanatics, $42.31 Under @ bovada",Washington Wizards @ Charlotte Hornets,2025-12-24T00:11:00Z,True,3,0.9882954333333333,1.4549621,1.4549621,False,,2025-12-23 21:05:49 ET
Mike Conley,player_threes,1.5,155,bovada,0.3921568627450981,09:04:29 PM ET,148,fanduel,0.4032258064516129,09:03:00 PM ET,0.795382669196711,25.725646123260425,True,49.3,50.7,125.71,125.74,25.71,100.0,"Bet $49.30 Over @ bovada, $50.70 Under @ fanduel",New York Knicks @ Minnesota Timberwolves,2025-12-24T01:11:00Z,True,3,1.3382954333333332,2.821628766666667,2.821628766666667,True,fanduel,2025-12-23 21:05:49 ET
Jalen Williams,player_rebounds,6.5,200,bovada,0.3333333333333333,09:05:26 PM ET,114,draftkings,0.4672897196261682,09:04:59 PM ET,0.8006230529595015,24.90272373540856,True,41.63,58.37,124.89,124.91,24.89,100.0,"Bet $41.63 Over @ bovada, $58.37 Under @ draftkings",Oklahoma City Thunder @ San Antonio Spurs,2025-12-24T01:41:00Z,True,4,0.38829543333333333,0.8382954333333333,0.8382954333333333,False,,2025-12-23 21:05:49 ET
Nicolas Claxton,player_points,15.5,165,bovada,0.37735849056603776,09:00:27 PM ET,136,fanduel,0.423728813559322,09:05:22 PM ET,0.8010873041253598,24.830339321357275,True,47.11,52.89,124.84,124.82,24.82,100.0,"Bet $47.11 Over @ bovada, $52.89 Under @ fanduel",Brooklyn Nets @ Philadelphia 76ers,2025-12-24T00:12:00Z,True,2,5.371628766666666,0.45496210000000004,5.371628766666666,True,bovada,2025-12-23 21:05:49 ET
Luke Kornet,player_rebounds,5.5,110,draftkings,0.4761904761904762,09:04:59 PM ET,205,bovada,0.32786885245901637,09:05:26 PM ET,0.8040593286494926,24.368932038834945,True,59.22,40.78,124.36,124.38,24.36,100.0,"Bet $59.22 Over @ draftkings, $40.78 Under @ bovada",Oklahoma City Thunder @ San Antonio Spurs,2025-12-24T01:41:00Z,True,4,0.8382954333333333,0.38829543333333333,0.8382954333333333,False,,2025-12-23 21:05:49 ET
