player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers
Duncan Robinson,player_threes,3.5,180,bovada,0.3571428571428571,129,williamhill_us,0.4366812227074236,0.7938240798502807,25.972495088408643,True,44.99,55.01,125.97,125.97,25.97,100.0,"Bet $44.99 Over @ bovada, $55.01 Under @ williamhill_us",Atlanta Hawks @ Detroit Pistons,2025-12-13T00:10:00Z,4
Coby White,player_assists,3.5,124,fanduel,0.4464285714285715,170,bovada,0.37037037037037035,0.8167989417989419,22.429149797570847,True,54.66,45.34,122.44,122.42,22.42,100.0,"Bet $54.66 Over @ fanduel, $45.34 Under @ bovada",Chicago Bulls @ Charlotte Hornets,2025-12-13T00:10:00Z,3
Tidjane Salaun,player_threes,0.5,120,draftkings,0.4545454545454545,175,bovada,0.36363636363636365,0.8181818181818181,22.222222222222232,True,55.56,44.44,122.23,122.21,22.21,100.0,"Bet $55.56 Over @ draftkings, $44.44 Under @ bovada",Chicago Bulls @ Charlotte Hornets,2025-12-13T00:10:00Z,2
Quentin Grimes,player_points,14.5,100,williamhill_us,0.49999999999999994,200,bovada,0.3333333333333333,0.8333333333333333,20.000000000000018,True,60.0,40.0,120.0,120.0,20.0,100.0,"Bet $60.00 Over @ williamhill_us, $40.00 Under @ bovada",Indiana Pacers @ Philadelphia 76ers,2025-12-13T00:11:00Z,3
Justin Champagnie,player_points,7.5,106,fanduel,0.4854368932038835,185,bovada,0.3508771929824561,0.8363140861863396,19.57230142566191,True,58.04,41.96,119.56,119.59,19.56,100.0,"Bet $58.04 Over @ fanduel, $41.96 Under @ bovada",Cleveland Cavaliers @ Washington Wizards,2025-12-13T00:11:00Z,2
Brandon Miller,player_threes,2.5,124,draftkings,0.44642857142857145,155,bovada,0.39215686274509803,0.8385854341736695,19.248434237995827,True,53.24,46.76,119.26,119.24,19.24,100.0,"Bet $53.24 Over @ draftkings, $46.76 Under @ bovada",Chicago Bulls @ Charlotte Hornets,2025-12-13T00:10:00Z,4
Nickeil Alexander-Walker,player_assists,2.5,116,fanduel,0.4629629629629629,165,bovada,0.37735849056603776,0.8403214535290007,19.002079002078997,True,55.09,44.91,118.99,119.01,18.99,100.0,"Bet $55.09 Over @ fanduel, $44.91 Under @ bovada",Atlanta Hawks @ Detroit Pistons,2025-12-13T00:10:00Z,3
Evan Mobley,player_rebounds,8.5,-110,fanduel,0.5238095238095238,215,bovada,0.31746031746031744,0.8412698412698413,18.867924528301884,True,62.26,37.74,118.86,118.88,18.86,100.0,"Bet $62.26 Over @ fanduel, $37.74 Under @ bovada",Cleveland Cavaliers @ Washington Wizards,2025-12-13T00:11:00Z,3
Paul George,player_rebounds,6.5,155,bovada,0.39215686274509803,120,draftkings,0.45454545454545453,0.8467023172905526,18.105263157894736,True,46.32,53.68,118.12,118.1,18.1,100.0,"Bet $46.32 Over @ bovada, $53.68 Under @ draftkings",Indiana Pacers @ Philadelphia 76ers,2025-12-13T00:11:00Z,2
Kyshawn George,player_rebounds,4.5,112,fanduel,0.4716981132075472,165,bovada,0.37735849056603776,0.8490566037735849,17.777777777777782,True,55.56,44.44,117.79,117.77,17.77,100.0,"Bet $55.56 Over @ fanduel, $44.44 Under @ bovada",Cleveland Cavaliers @ Washington Wizards,2025-12-13T00:11:00Z,2
Miles Bridges,player_threes,1.5,100,draftkings,0.5,185,bovada,0.3508771929824561,0.8508771929824561,17.525773195876294,True,58.76,41.24,117.52,117.53,17.52,100.0,"Bet $58.76 Over @ draftkings, $41.24 Under @ bovada",Chicago Bulls @ Charlotte Hornets,2025-12-13T00:10:00Z,4
Jaylon Tyson,player_threes,1.5,135,draftkings,0.425531914893617,135,bovada,0.425531914893617,0.851063829787234,17.500000000000004,True,50.0,50.0,117.5,117.5,17.5,100.0,"Bet $50.00 Over @ draftkings, $50.00 Under @ bovada",Cleveland Cavaliers @ Washington Wizards,2025-12-13T00:11:00Z,4
Evan Mobley,player_assists,4.5,130,bovada,0.4347826086956521,136,fanduel,0.423728813559322,0.8585114222549741,16.48068669527898,True,50.64,49.36,116.47,116.49,16.47,100.0,"Bet $50.64 Over @ bovada, $49.36 Under @ fanduel",Cleveland Cavaliers @ Washington Wizards,2025-12-13T00:11:00Z,3
Paul George,player_assists,4.5,150,bovada,0.4,118,williamhill_us,0.45871559633027525,0.8587155963302753,16.45299145299144,True,46.58,53.42,116.45,116.46,16.45,100.0,"Bet $46.58 Over @ bovada, $53.42 Under @ williamhill_us",Indiana Pacers @ Philadelphia 76ers,2025-12-13T00:11:00Z,3
Darius Garland,player_threes,1.5,-115,draftkings,0.5348837209302326,205,bovada,0.32786885245901637,0.8627525733892489,15.908086610693761,True,62.0,38.0,115.91,115.9,15.9,100.0,"Bet $62.00 Over @ draftkings, $38.00 Under @ bovada",Cleveland Cavaliers @ Washington Wizards,2025-12-13T00:11:00Z,4
Patrick Williams,player_threes,1.5,140,bovada,0.4166666666666667,124,draftkings,0.44642857142857145,0.8630952380952381,15.862068965517228,True,48.28,51.72,115.87,115.85,15.85,100.0,"Bet $48.28 Over @ bovada, $51.72 Under @ draftkings",Chicago Bulls @ Charlotte Hornets,2025-12-13T00:10:00Z,3
Darius Garland,player_assists,5.5,114,draftkings,0.46728971962616817,150,bovada,0.4,0.8672897196261682,15.30172413793105,True,53.88,46.12,115.3,115.3,15.3,100.0,"Bet $53.88 Over @ draftkings, $46.12 Under @ bovada",Cleveland Cavaliers @ Washington Wizards,2025-12-13T00:11:00Z,4
Jalen Johnson,player_points,20.5,-110,fanduel,0.5238095238095238,190,bovada,0.3448275862068966,0.8686371100164204,15.122873345935716,True,60.3,39.7,115.12,115.13,15.12,100.0,"Bet $60.30 Over @ fanduel, $39.70 Under @ bovada",Atlanta Hawks @ Detroit Pistons,2025-12-13T00:10:00Z,3
Ausar Thompson,player_steals,1.5,100,bovada,0.5,170,draftkings,0.37037037037037035,0.8703703703703703,14.893617021276606,True,57.45,42.55,114.9,114.88,14.89,100.0,"Bet $57.45 Over @ bovada, $42.55 Under @ draftkings",Atlanta Hawks @ Detroit Pistons,2025-12-13T00:10:00Z,2
Josh Giddey,player_threes,2.5,210,bovada,0.32258064516129037,-122,fanduel,0.5495495495495496,0.87213019471084,14.661779406864373,True,36.99,63.01,114.67,114.66,14.66,100.0,"Bet $36.99 Over @ bovada, $63.01 Under @ fanduel",Chicago Bulls @ Charlotte Hornets,2025-12-13T00:10:00Z,4
Donte DiVincenzo,player_points,14.5,165,bovada,0.37735849056603776,102,betrivers,0.49504950495049505,0.8724079955165328,14.62526766595289,True,43.25,56.75,114.61,114.64,14.61,100.0,"Bet $43.25 Over @ bovada, $56.75 Under @ betrivers",Minnesota Timberwolves @ Golden State Warriors,2025-12-13T03:10:00Z,6
Sion James,player_threes,1.5,160,bovada,0.3846153846153846,105,draftkings,0.4878048780487805,0.8724202626641651,14.623655913978496,True,44.09,55.91,114.63,114.62,14.62,100.0,"Bet $44.09 Over @ bovada, $55.91 Under @ draftkings",Chicago Bulls @ Charlotte Hornets,2025-12-13T00:10:00Z,2
Josh Giddey,player_rebounds,7.5,118,fanduel,0.4587155963302752,140,bovada,0.4166666666666667,0.8753822629969419,14.235807860262017,True,52.4,47.6,114.23,114.24,14.23,100.0,"Bet $52.40 Over @ fanduel, $47.60 Under @ bovada",Chicago Bulls @ Charlotte Hornets,2025-12-13T00:10:00Z,3
Paul George,player_points,20.5,175,bovada,0.36363636363636365,-105,draftkings,0.5121951219512195,0.8758314855875832,14.177215189873404,True,41.52,58.48,114.18,114.18,14.18,100.0,"Bet $41.52 Over @ bovada, $58.48 Under @ draftkings",Indiana Pacers @ Philadelphia 76ers,2025-12-13T00:11:00Z,2
Jalen Johnson,player_rebounds,8.5,-112,fanduel,0.5283018867924528,185,bovada,0.3508771929824561,0.879179079774909,13.742469879518083,True,60.09,39.91,113.74,113.74,13.74,100.0,"Bet $60.09 Over @ fanduel, $39.91 Under @ bovada",Atlanta Hawks @ Detroit Pistons,2025-12-13T00:10:00Z,4
Jared McCain,player_assists,2.5,120,williamhill_us,0.45454545454545453,135,bovada,0.425531914893617,0.8800773694390716,13.626373626373622,True,51.65,48.35,113.63,113.62,13.62,100.0,"Bet $51.65 Over @ williamhill_us, $48.35 Under @ bovada",Indiana Pacers @ Philadelphia 76ers,2025-12-13T00:11:00Z,3
Joel Embiid,player_assists,4.5,165,bovada,0.37735849056603776,-102,fanduel,0.504950495049505,0.8823089856155427,13.338979462206213,True,42.77,57.23,113.34,113.34,13.34,100.0,"Bet $42.77 Over @ bovada, $57.23 Under @ fanduel",Indiana Pacers @ Philadelphia 76ers,2025-12-13T00:11:00Z,4
Onyeka Okongwu,player_assists,2.5,114,fanduel,0.4672897196261682,140,bovada,0.4166666666666667,0.8839563862928349,13.127753303964763,True,52.86,47.14,113.12,113.14,13.12,100.0,"Bet $52.86 Over @ fanduel, $47.14 Under @ bovada",Atlanta Hawks @ Detroit Pistons,2025-12-13T00:10:00Z,4
Vit Krejci,player_points,10.5,145,bovada,0.4081632653061225,108,fanduel,0.4807692307692308,0.8889324960753533,12.49448123620307,True,45.92,54.08,112.5,112.49,12.49,100.0,"Bet $45.92 Over @ bovada, $54.08 Under @ fanduel",Atlanta Hawks @ Detroit Pistons,2025-12-13T00:10:00Z,3
Andrew Nembhard,player_threes,1.5,182,fanduel,0.35460992907801414,-115,bovada,0.5348837209302325,0.8894936500082467,12.423511959948087,True,39.87,60.13,112.43,112.42,12.42,100.0,"Bet $39.87 Over @ fanduel, $60.13 Under @ bovada",Indiana Pacers @ Philadelphia 76ers,2025-12-13T00:11:00Z,4
Kyshawn George,player_points,19.5,210,bovada,0.32258064516129037,-132,fanduel,0.5689655172413793,0.8915461624026697,12.164691203992506,True,36.18,63.82,112.16,112.17,12.16,100.0,"Bet $36.18 Over @ bovada, $63.82 Under @ fanduel",Cleveland Cavaliers @ Washington Wizards,2025-12-13T00:11:00Z,2
Nikola Vucevic,player_points,19.5,210,bovada,0.32258064516129037,-132,williamhill_us,0.5689655172413793,0.8915461624026697,12.164691203992506,True,36.18,63.82,112.16,112.17,12.16,100.0,"Bet $36.18 Over @ bovada, $63.82 Under @ williamhill_us",Chicago Bulls @ Charlotte Hornets,2025-12-13T00:10:00Z,2
De'Andre Hunter,player_points,18.5,175,bovada,0.36363636363636365,-112,williamhill_us,0.5283018867924528,0.8919382504288165,12.115384615384617,True,40.77,59.23,112.12,112.11,12.11,100.0,"Bet $40.77 Over @ bovada, $59.23 Under @ williamhill_us",Cleveland Cavaliers @ Washington Wizards,2025-12-13T00:11:00Z,3
Vit Krejci,player_points,11.5,190,bovada,0.3448275862068966,-121,williamhill_us,0.5475113122171946,0.8923388984240912,12.065046336772145,True,38.64,61.36,112.06,112.07,12.06,100.0,"Bet $38.64 Over @ bovada, $61.36 Under @ williamhill_us",Atlanta Hawks @ Detroit Pistons,2025-12-13T00:10:00Z,2
Donovan Mitchell,player_threes,4.5,150,bovada,0.4,102,fanduel,0.49504950495049505,0.8950495049504951,11.72566371681416,True,44.69,55.31,111.72,111.73,11.72,100.0,"Bet $44.69 Over @ bovada, $55.31 Under @ fanduel",Cleveland Cavaliers @ Washington Wizards,2025-12-13T00:11:00Z,4
Kon Knueppel,player_assists,5.5,121,williamhill_us,0.45248868778280543,124,draftkings,0.44642857142857145,0.8989172592113769,11.244943820224718,True,50.34,49.66,111.25,111.24,11.24,100.0,"Bet $50.34 Over @ williamhill_us, $49.66 Under @ draftkings",Chicago Bulls @ Charlotte Hornets,2025-12-13T00:10:00Z,2
Onyeka Okongwu,player_threes,1.5,120,draftkings,0.4545454545454546,125,bovada,0.4444444444444444,0.898989898989899,11.23595505617978,True,50.56,49.44,111.23,111.24,11.23,100.0,"Bet $50.56 Over @ draftkings, $49.44 Under @ bovada",Atlanta Hawks @ Detroit Pistons,2025-12-13T00:10:00Z,4
Moussa Diabate,player_points_rebounds_assists,14.5,100,draftkings,0.5,150,bovada,0.4,0.9,11.111111111111116,True,55.56,44.44,111.12,111.1,11.1,100.0,"Bet $55.56 Over @ draftkings, $44.44 Under @ bovada",Chicago Bulls @ Charlotte Hornets,2025-12-13T00:10:00Z,2
