player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
De'Aaron Fox,player_assists,4.5,120,draftkings,0.45454545454545453,135,bovada,0.425531914893617,0.8800773694390716,13.626373626373622,True,51.65,48.35,113.63,113.62,13.62,100.0,"Bet $51.65 Over @ draftkings, $48.35 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,5,0.6547881833333334,0.43812151666666665,0.6547881833333334,False,,2025-12-16 20:55:46 ET
Josh Hart,player_rebounds,6.5,-130,williamhill_us,0.5652173913043479,210,bovada,0.3225806451612903,0.8877980364656382,12.638230647709324,True,63.67,36.33,112.65,112.62,12.62,100.0,"Bet $63.67 Over @ williamhill_us, $36.33 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,1.1881215166666665,0.43812151666666665,1.1881215166666665,False,,2025-12-16 20:55:46 ET
Harrison Barnes,player_threes,1.5,120,draftkings,0.45454545454545453,130,betrivers,0.43478260869565216,0.8893280632411067,12.444444444444457,True,51.11,48.89,112.44,112.45,12.44,100.0,"Bet $51.11 Over @ draftkings, $48.89 Under @ betrivers",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,8,0.6547881833333334,12.854788183333334,12.854788183333334,True,betrivers,2025-12-16 20:55:46 ET
Jalen Brunson,player_assists,7.5,135,bovada,0.425531914893617,114,draftkings,0.4672897196261682,0.8928216345197852,12.004454342984406,True,47.66,52.34,112.0,112.01,12.0,100.0,"Bet $47.66 Over @ bovada, $52.34 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,0.43812151666666665,0.6547881833333334,0.6547881833333334,False,,2025-12-16 20:55:46 ET
OG Anunoby,player_points,20.5,165,bovada,0.37735849056603776,-110,draftkings,0.5238095238095238,0.9011680143755616,10.967098703888322,True,41.87,58.13,110.96,110.98,10.96,100.0,"Bet $41.87 Over @ bovada, $58.13 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,3,0.43812151666666665,0.6547881833333334,0.6547881833333334,False,,2025-12-16 20:55:46 ET
Karl-Anthony Towns,player_threes,2.5,145,bovada,0.40816326530612246,100,draftkings,0.5,0.9081632653061225,10.1123595505618,True,44.94,55.06,110.1,110.12,10.1,100.0,"Bet $44.94 Over @ bovada, $55.06 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,0.43812151666666665,0.6547881833333334,0.6547881833333334,False,,2025-12-16 20:55:46 ET
Karl-Anthony Towns,player_assists,2.5,-110,fanduel,0.523809523809524,160,bovada,0.38461538461538464,0.9084249084249085,10.080645161290303,True,57.66,42.34,110.08,110.08,10.08,100.0,"Bet $57.66 Over @ fanduel, $42.34 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,6,0.02145485,0.43812151666666665,0.43812151666666665,False,,2025-12-16 20:55:46 ET
Stephon Castle,player_points,14.5,-120,draftkings,0.5454545454545454,175,bovada,0.36363636363636365,0.9090909090909091,10.000000000000009,True,60.0,40.0,110.0,110.0,10.0,100.0,"Bet $60.00 Over @ draftkings, $40.00 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,3,0.6547881833333334,0.43812151666666665,0.6547881833333334,False,,2025-12-16 20:55:46 ET
OG Anunoby,player_rebounds,4.5,116,fanduel,0.46296296296296297,120,betonlineag,0.45454545454545453,0.9175084175084175,8.99082568807339,True,50.46,49.54,108.99,108.99,8.99,100.0,"Bet $50.46 Over @ fanduel, $49.54 Under @ betonlineag",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,6,0.02145485,13.721454849999999,13.721454849999999,True,betonlineag,2025-12-16 20:55:46 ET
Devin Vassell,player_threes,2.5,105,bovada,0.4878048780487804,130,draftkings,0.43478260869565216,0.9225874867444326,8.390804597701162,True,52.87,47.13,108.38,108.4,8.38,100.0,"Bet $52.87 Over @ bovada, $47.13 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,6,0.43812151666666665,0.6547881833333334,0.6547881833333334,False,,2025-12-16 20:55:46 ET
