player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_minutes_stale,under_minutes_stale,over_last_update,under_last_update,fetch_time_et,max_staleness,is_stale,stale_bookmaker,verify_manually
Lauri Markkanen,player_threes,2.5,178.0,fanduel,0.3597122302158273,105.0,bovada,0.4878048780487805,0.8475171082646078,17.991718426501045,True,42.44,57.56,117.99,117.99,17.99,100.0,"Bet $42.44 Over @ fanduel, $57.56 Under @ bovada",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2,0.76,6.76,2025-12-16T03:55:12Z,2025-12-16T03:49:12Z,2025-12-15 22:55:57 ET,6.76,True,bovada,True
Ace Bailey,player_threes,1.5,160.0,fanatics,0.38461538461538464,100.0,bovada,0.5,0.8846153846153846,13.043478260869579,True,43.48,56.52,113.04,113.04,13.04,100.0,"Bet $43.48 Over @ fanatics, $56.52 Under @ bovada",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,4,0.71,6.76,2025-12-16T03:55:15Z,2025-12-16T03:49:12Z,2025-12-15 22:55:57 ET,6.76,True,bovada,True
P.J. Washington,player_threes,1.5,175.0,draftkings,0.36363636363636365,-110.0,bovada,0.5238095238095238,0.8874458874458875,12.682926829268283,True,40.98,59.02,112.68,112.68,12.68,100.0,"Bet $40.98 Over @ draftkings, $59.02 Under @ bovada",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2,0.53,6.76,2025-12-16T03:55:26Z,2025-12-16T03:49:12Z,2025-12-15 22:55:57 ET,6.76,True,bovada,True
Klay Thompson,player_points,9.5,-105.0,draftkings,0.5121951219512195,165.0,bovada,0.37735849056603776,0.8895536125172573,12.415933781686483,True,57.58,42.42,112.42,112.42,12.42,100.0,"Bet $57.58 Over @ draftkings, $42.42 Under @ bovada",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,3,0.53,6.76,2025-12-16T03:55:26Z,2025-12-16T03:49:12Z,2025-12-15 22:55:57 ET,6.76,True,bovada,True
Ace Bailey,player_points,9.5,-140.0,draftkings,0.5833333333333334,215.0,bovada,0.31746031746031744,0.9007936507936508,11.013215859030833,True,64.76,35.24,111.01,111.01,11.01,100.0,"Bet $64.76 Over @ draftkings, $35.24 Under @ bovada",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,3,0.53,6.76,2025-12-16T03:55:26Z,2025-12-16T03:49:12Z,2025-12-15 22:55:57 ET,6.76,True,bovada,True
Keyonte George,player_assists,6.5,-120.0,bovada,0.5454545454545454,174.0,fanduel,0.36496350364963503,0.9104180491041804,9.839650145772595,True,59.91,40.09,109.84,109.84,9.84,100.0,"Bet $59.91 Over @ bovada, $40.09 Under @ fanduel",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2,6.76,0.76,2025-12-16T03:49:12Z,2025-12-16T03:55:12Z,2025-12-15 22:55:57 ET,6.76,True,bovada,False
Klay Thompson,player_threes,2.5,-125.0,bovada,0.5555555555555556,174.0,fanduel,0.36496350364963503,0.9205190592051906,8.634361233480181,True,60.35,39.65,108.63,108.63,8.63,100.0,"Bet $60.35 Over @ bovada, $39.65 Under @ fanduel",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,3,6.76,0.76,2025-12-16T03:49:12Z,2025-12-16T03:55:12Z,2025-12-15 22:55:57 ET,6.76,True,bovada,False
Ace Bailey,player_points_rebounds_assists,16.5,-125.0,draftkings,0.5555555555555556,150.0,bovada,0.4,0.9555555555555556,4.6511627906976605,True,58.14,41.86,104.65,104.65,4.65,100.0,"Bet $58.14 Over @ draftkings, $41.86 Under @ bovada",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2,0.53,6.76,2025-12-16T03:55:26Z,2025-12-16T03:49:12Z,2025-12-15 22:55:57 ET,6.76,True,bovada,False
Lauri Markkanen,player_points,27.5,120.0,bovada,0.45454545454545453,-102.0,fanduel,0.504950495049505,0.9594959495949595,4.221388367729828,True,47.37,52.63,104.22,104.22,4.22,100.0,"Bet $47.37 Over @ bovada, $52.63 Under @ fanduel",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2,6.76,0.76,2025-12-16T03:49:12Z,2025-12-16T03:55:12Z,2025-12-15 22:55:57 ET,6.76,True,bovada,False
Naji Marshall,player_points,14.5,120.0,bovada,0.45454545454545453,-106.0,fanduel,0.5145631067961165,0.9691085613415711,3.1876138433515555,True,46.9,53.1,103.19,103.19,3.19,100.0,"Bet $46.90 Over @ bovada, $53.10 Under @ fanduel",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,4,6.76,0.76,2025-12-16T03:49:12Z,2025-12-16T03:55:12Z,2025-12-15 22:55:57 ET,6.76,True,bovada,False
