player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Jalen Brunson,player_threes,1.5,146,williamhill_us,0.40650406504065034,08:10:30 PM ET,205,bovada,0.32786885245901637,08:10:28 PM ET,0.7343729174996667,36.1705989110708,True,55.35,44.65,136.16,136.18,36.16,100.0,"Bet $55.35 Over @ williamhill_us, $44.65 Under @ bovada",Philadelphia 76ers @ New York Knicks,2025-12-20T00:13:00Z,2,0.30442278333333334,0.33775611666666666,0.33775611666666666,False,,2025-12-19 20:10:48 ET
OG Anunoby,player_threes,1.5,142,fanduel,0.4132231404958678,08:09:35 PM ET,200,bovada,0.3333333333333333,08:10:28 PM ET,0.7465564738292011,33.94833948339484,True,55.35,44.65,133.95,133.95,33.95,100.0,"Bet $55.35 Over @ fanduel, $44.65 Under @ bovada",Philadelphia 76ers @ New York Knicks,2025-12-20T00:13:00Z,3,1.22108945,0.33775611666666666,1.22108945,False,,2025-12-19 20:10:48 ET
Jaylen Brown,player_threes,1.5,164,williamhill_us,0.3787878787878788,08:10:21 PM ET,165,bovada,0.37735849056603776,08:10:44 PM ET,0.7561463693539165,32.249527410207946,True,50.09,49.91,132.24,132.26,32.24,100.0,"Bet $50.09 Over @ williamhill_us, $49.91 Under @ bovada",Miami Heat @ Boston Celtics,2025-12-20T00:11:00Z,2,0.45442278333333336,0.07108945000000001,0.45442278333333336,False,,2025-12-19 20:10:48 ET
Mikal Bridges,player_threes,1.5,188,fanduel,0.34722222222222215,08:09:35 PM ET,140,bovada,0.4166666666666667,08:10:28 PM ET,0.7638888888888888,30.909090909090907,True,45.45,54.55,130.9,130.92,30.9,100.0,"Bet $45.45 Over @ fanduel, $54.55 Under @ bovada",Philadelphia 76ers @ New York Knicks,2025-12-20T00:13:00Z,2,1.22108945,0.33775611666666666,1.22108945,False,,2025-12-19 20:10:48 ET
Mikal Bridges,player_assists,4.5,190,bovada,0.3448275862068966,08:10:28 PM ET,136,williamhill_us,0.423728813559322,08:10:30 PM ET,0.7685563997662186,30.114068441064635,True,44.87,55.13,130.12,130.11,30.11,100.0,"Bet $44.87 Over @ bovada, $55.13 Under @ williamhill_us",Philadelphia 76ers @ New York Knicks,2025-12-20T00:13:00Z,2,0.33775611666666666,0.30442278333333334,0.33775611666666666,False,,2025-12-19 20:10:48 ET
Matas Buzelis,player_threes,1.5,170,bovada,0.37037037037037035,08:10:04 PM ET,144,fanduel,0.4098360655737705,08:09:57 PM ET,0.7802064359441409,28.171206225680944,True,47.47,52.53,128.17,128.17,28.17,100.0,"Bet $47.47 Over @ bovada, $52.53 Under @ fanduel",Chicago Bulls @ Cleveland Cavaliers,2025-12-20T00:41:00Z,3,0.7377561166666666,0.8544227833333333,0.8544227833333333,False,,2025-12-19 20:10:48 ET
Luke Kornet,player_rebounds,7.5,215,bovada,0.3174603174603175,08:08:52 PM ET,116,williamhill_us,0.46296296296296297,08:10:27 PM ET,0.7804232804232805,28.135593220338983,True,40.68,59.32,128.14,128.13,28.13,100.0,"Bet $40.68 Over @ bovada, $59.32 Under @ williamhill_us",San Antonio Spurs @ Atlanta Hawks,2025-12-20T00:41:00Z,3,1.9377561166666666,0.3544227833333334,1.9377561166666666,False,,2025-12-19 20:10:48 ET
Dylan Harper,player_assists,2.5,144,fanduel,0.4098360655737705,08:10:37 PM ET,165,bovada,0.37735849056603776,08:08:52 PM ET,0.7871945561398083,27.033398821218068,True,52.06,47.94,127.03,127.04,27.03,100.0,"Bet $52.06 Over @ fanduel, $47.94 Under @ bovada",San Antonio Spurs @ Atlanta Hawks,2025-12-20T00:41:00Z,5,0.18775611666666667,1.9377561166666666,1.9377561166666666,False,,2025-12-19 20:10:48 ET
VJ Edgecombe,player_assists,4.5,155,bovada,0.39215686274509803,08:10:28 PM ET,152,fanduel,0.3968253968253968,08:09:35 PM ET,0.7889822595704948,26.745562130177515,True,49.7,50.3,126.74,126.76,26.74,100.0,"Bet $49.70 Over @ bovada, $50.30 Under @ fanduel",Philadelphia 76ers @ New York Knicks,2025-12-20T00:13:00Z,2,0.33775611666666666,1.22108945,1.22108945,False,,2025-12-19 20:10:48 ET
Vit Krejci,player_threes,1.5,118,fanduel,0.45871559633027525,08:10:37 PM ET,185,bovada,0.3508771929824561,08:08:52 PM ET,0.8095927893127314,23.51888667992048,True,56.66,43.34,123.52,123.52,23.52,100.0,"Bet $56.66 Over @ fanduel, $43.34 Under @ bovada",San Antonio Spurs @ Atlanta Hawks,2025-12-20T00:41:00Z,4,0.18775611666666667,1.9377561166666666,1.9377561166666666,False,,2025-12-19 20:10:48 ET
Keldon Johnson,player_rebounds,3.5,124,draftkings,0.4464285714285715,08:10:22 PM ET,175,bovada,0.36363636363636365,08:08:52 PM ET,0.8100649350649352,23.446893787575142,True,55.11,44.89,123.45,123.45,23.45,100.0,"Bet $55.11 Over @ draftkings, $44.89 Under @ bovada",San Antonio Spurs @ Atlanta Hawks,2025-12-20T00:41:00Z,2,0.4377561166666667,1.9377561166666666,1.9377561166666666,False,,2025-12-19 20:10:48 ET
Quentin Grimes,player_assists,3.5,145,draftkings,0.40816326530612246,08:10:37 PM ET,145,bovada,0.40816326530612246,08:10:28 PM ET,0.8163265306122449,22.499999999999986,True,50.0,50.0,122.5,122.5,22.5,100.0,"Bet $50.00 Over @ draftkings, $50.00 Under @ bovada",Philadelphia 76ers @ New York Knicks,2025-12-20T00:13:00Z,3,0.18775611666666667,0.33775611666666666,0.33775611666666666,False,,2025-12-19 20:10:48 ET
Stephon Castle,player_threes,1.5,160,bovada,0.38461538461538464,08:08:52 PM ET,130,draftkings,0.43478260869565216,08:10:22 PM ET,0.8193979933110368,22.04081632653061,True,46.94,53.06,122.04,122.04,22.04,100.0,"Bet $46.94 Over @ bovada, $53.06 Under @ draftkings",San Antonio Spurs @ Atlanta Hawks,2025-12-20T00:41:00Z,3,1.9377561166666666,0.4377561166666667,1.9377561166666666,False,,2025-12-19 20:10:48 ET
Zaccharie Risacher,player_threes,1.5,140,bovada,0.41666666666666674,08:08:52 PM ET,145,draftkings,0.40816326530612246,08:10:22 PM ET,0.8248299319727892,21.237113402061848,True,50.52,49.48,121.25,121.23,21.23,100.0,"Bet $50.52 Over @ bovada, $49.48 Under @ draftkings",San Antonio Spurs @ Atlanta Hawks,2025-12-20T00:41:00Z,2,1.9377561166666666,0.4377561166666667,1.9377561166666666,False,,2025-12-19 20:10:48 ET
Payton Pritchard,player_threes,2.5,135,draftkings,0.4255319148936171,08:10:27 PM ET,150,bovada,0.4,08:10:44 PM ET,0.8255319148936171,21.134020618556693,True,51.55,48.45,121.14,121.12,21.12,100.0,"Bet $51.55 Over @ draftkings, $48.45 Under @ bovada",Miami Heat @ Boston Celtics,2025-12-20T00:11:00Z,5,0.3544227833333334,0.07108945000000001,0.3544227833333334,False,,2025-12-19 20:10:48 ET
Onyeka Okongwu,player_assists,2.5,130,draftkings,0.4347826086956522,08:10:22 PM ET,150,bovada,0.4,08:08:52 PM ET,0.8347826086956522,19.79166666666665,True,52.08,47.92,119.78,119.8,19.78,100.0,"Bet $52.08 Over @ draftkings, $47.92 Under @ bovada",San Antonio Spurs @ Atlanta Hawks,2025-12-20T00:41:00Z,3,0.4377561166666667,1.9377561166666666,1.9377561166666666,False,,2025-12-19 20:10:48 ET
De'Aaron Fox,player_threes,1.5,130,draftkings,0.4347826086956522,08:10:22 PM ET,150,bovada,0.4,08:08:52 PM ET,0.8347826086956522,19.79166666666665,True,52.08,47.92,119.78,119.8,19.78,100.0,"Bet $52.08 Over @ draftkings, $47.92 Under @ bovada",San Antonio Spurs @ Atlanta Hawks,2025-12-20T00:41:00Z,4,0.4377561166666667,1.9377561166666666,1.9377561166666666,False,,2025-12-19 20:10:48 ET
Anfernee Simons,player_points,9.5,-107,williamhill_us,0.5169082125603865,08:10:21 PM ET,205,bovada,0.32786885245901637,08:10:44 PM ET,0.8447770650194029,18.374425799193773,True,61.19,38.81,118.38,118.37,18.37,100.0,"Bet $61.19 Over @ williamhill_us, $38.81 Under @ bovada",Miami Heat @ Boston Celtics,2025-12-20T00:11:00Z,3,0.45442278333333336,0.07108945000000001,0.45442278333333336,False,,2025-12-19 20:10:48 ET
