player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,game_is_live,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Josh Hart,player_threes,1.5,110,bovada,0.47619047619047616,06:35:38 PM ET,185,draftkings,0.3508771929824561,06:34:33 PM ET,0.8270676691729323,20.90909090909092,True,57.58,42.42,120.92,120.9,20.9,100.0,"Bet $57.58 Over @ bovada, $42.42 Under @ draftkings",Miami Heat @ New York Knicks,2025-12-21T23:11:00Z,True,4,0.1797076,1.2630409333333332,1.2630409333333332,False,,2025-12-21 18:35:48 ET
Jaime Jaquez Jr,player_assists,4.5,145,bovada,0.4081632653061224,06:35:38 PM ET,130,draftkings,0.43478260869565216,06:35:40 PM ET,0.8429458740017746,18.63157894736842,True,48.42,51.58,118.63,118.63,18.63,100.0,"Bet $48.42 Over @ bovada, $51.58 Under @ draftkings",Miami Heat @ New York Knicks,2025-12-21T23:11:00Z,True,2,0.1797076,0.14637426666666667,0.1797076,False,,2025-12-21 18:35:48 ET
Danny Wolf,player_points,8.5,105,draftkings,0.4878048780487805,06:35:30 PM ET,165,bovada,0.37735849056603776,06:34:31 PM ET,0.8651633686148182,15.585106382978719,True,56.38,43.62,115.58,115.59,15.58,100.0,"Bet $56.38 Over @ draftkings, $43.62 Under @ bovada",Toronto Raptors @ Brooklyn Nets,2025-12-21T23:12:00Z,True,2,0.3130409333333333,1.2963742666666667,1.2963742666666667,False,,2025-12-21 18:35:48 ET
Nicolas Claxton,player_points,15.5,165,bovada,0.37735849056603776,06:34:31 PM ET,105,draftkings,0.4878048780487805,06:35:30 PM ET,0.8651633686148182,15.585106382978719,True,43.62,56.38,115.59,115.58,15.58,100.0,"Bet $43.62 Over @ bovada, $56.38 Under @ draftkings",Toronto Raptors @ Brooklyn Nets,2025-12-21T23:12:00Z,True,3,1.2963742666666667,0.3130409333333333,1.2963742666666667,False,,2025-12-21 18:35:48 ET
Karl-Anthony Towns,player_threes,1.5,135,draftkings,0.42553191489361697,06:34:33 PM ET,125,bovada,0.4444444444444444,06:35:38 PM ET,0.8699763593380614,14.94565217391306,True,48.91,51.09,114.94,114.95,14.94,100.0,"Bet $48.91 Over @ draftkings, $51.09 Under @ bovada",Miami Heat @ New York Knicks,2025-12-21T23:11:00Z,True,4,1.2630409333333332,0.1797076,1.2630409333333332,False,,2025-12-21 18:35:48 ET
OG Anunoby,player_points,13.5,-104,fanduel,0.5098039215686274,06:35:29 PM ET,165,bovada,0.37735849056603776,06:35:38 PM ET,0.8871624121346652,12.718932443703078,True,57.46,42.54,112.71,112.73,12.71,100.0,"Bet $57.46 Over @ fanduel, $42.54 Under @ bovada",Miami Heat @ New York Knicks,2025-12-21T23:11:00Z,True,3,0.3297076,0.1797076,0.3297076,False,,2025-12-21 18:35:48 ET
Noah Clowney,player_threes,1.5,-110,draftkings,0.5238095238095238,06:35:30 PM ET,175,bovada,0.36363636363636365,06:34:31 PM ET,0.8874458874458875,12.682926829268283,True,59.02,40.98,112.67,112.7,12.67,100.0,"Bet $59.02 Over @ draftkings, $40.98 Under @ bovada",Toronto Raptors @ Brooklyn Nets,2025-12-21T23:12:00Z,True,5,0.3130409333333333,1.2963742666666667,1.2963742666666667,False,,2025-12-21 18:35:48 ET
Nicolas Claxton,player_points,16.5,210,bovada,0.32258064516129026,06:34:31 PM ET,-136,williamhill_us,0.576271186440678,06:34:10 PM ET,0.8988518316019682,11.253041362530425,True,35.89,64.11,111.26,111.25,11.25,100.0,"Bet $35.89 Over @ bovada, $64.11 Under @ williamhill_us",Toronto Raptors @ Brooklyn Nets,2025-12-21T23:12:00Z,True,2,1.2963742666666667,1.6463742666666665,1.6463742666666665,False,,2025-12-21 18:35:48 ET
Brandon Ingram,player_points,20.5,-110,draftkings,0.5238095238095238,06:35:30 PM ET,165,bovada,0.37735849056603776,06:34:31 PM ET,0.9011680143755616,10.967098703888322,True,58.13,41.87,110.98,110.96,10.96,100.0,"Bet $58.13 Over @ draftkings, $41.87 Under @ bovada",Toronto Raptors @ Brooklyn Nets,2025-12-21T23:12:00Z,True,2,0.3130409333333333,1.2963742666666667,1.2963742666666667,False,,2025-12-21 18:35:48 ET
Simone Fontecchio,player_points,7.5,-112,fanduel,0.5283018867924528,06:35:29 PM ET,165,bovada,0.37735849056603776,06:35:38 PM ET,0.9056603773584906,10.416666666666675,True,58.33,41.67,110.41,110.43,10.41,100.0,"Bet $58.33 Over @ fanduel, $41.67 Under @ bovada",Miami Heat @ New York Knicks,2025-12-21T23:11:00Z,True,3,0.3297076,0.1797076,0.3297076,False,,2025-12-21 18:35:48 ET
