player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Gradey Dick,player_threes,0.5,150,draftkings,0.4,08:10:20 PM ET,185,bovada,0.3508771929824561,07:59:22 PM ET,0.7508771929824561,33.177570093457945,True,53.27,46.73,133.18,133.18,33.18,100.0,"Bet $53.27 Over @ draftkings, $46.73 Under @ bovada",Boston Celtics @ Toronto Raptors,2025-12-21T00:12:36Z,2,0.4744744166666666,11.441141083333333,11.441141083333333,True,bovada,2025-12-20 20:10:48 ET
Brandon Ingram,player_threes,2.5,155,bovada,0.3921568627450981,07:59:22 PM ET,175,draftkings,0.36363636363636365,08:10:20 PM ET,0.7557932263814617,32.31132075471697,True,51.89,48.11,132.32,132.3,32.3,100.0,"Bet $51.89 Over @ bovada, $48.11 Under @ draftkings",Boston Celtics @ Toronto Raptors,2025-12-21T00:12:36Z,3,11.441141083333333,0.4744744166666666,11.441141083333333,True,bovada,2025-12-20 20:10:48 ET
Jordan Walsh,player_threes,0.5,122,fanduel,0.4504504504504505,08:10:05 PM ET,185,bovada,0.3508771929824561,07:59:22 PM ET,0.8013276434329066,24.79289940828402,True,56.21,43.79,124.79,124.8,24.79,100.0,"Bet $56.21 Over @ fanduel, $43.79 Under @ bovada",Boston Celtics @ Toronto Raptors,2025-12-21T00:12:36Z,3,0.7244744166666667,11.441141083333333,11.441141083333333,True,bovada,2025-12-20 20:10:48 ET
Bennedict Mathurin,player_rebounds,4.5,104,fanduel,0.4901960784313726,08:09:54 PM ET,215,bovada,0.31746031746031744,07:59:42 PM ET,0.80765639589169,23.815028901734102,True,60.69,39.31,123.81,123.83,23.81,100.0,"Bet $60.69 Over @ fanduel, $39.31 Under @ bovada",Indiana Pacers @ New Orleans Pelicans,2025-12-21T00:10:00Z,3,0.90780775,11.107807750000001,11.107807750000001,True,bovada,2025-12-20 20:10:48 ET
Cade Cunningham,player_steals,1.5,125,bovada,0.4444444444444444,08:02:09 PM ET,165,draftkings,0.37735849056603776,08:10:44 PM ET,0.8218029350104822,21.683673469387756,True,54.08,45.92,121.68,121.69,21.68,100.0,"Bet $54.08 Over @ bovada, $45.92 Under @ draftkings",Charlotte Hornets @ Detroit Pistons,2025-12-21T00:42:00Z,2,8.65780775,0.07447441666666667,8.65780775,True,bovada,2025-12-20 20:10:48 ET
Jay Huff,player_points,7.5,-102,williamhill_us,0.504950495049505,08:09:28 PM ET,215,bovada,0.31746031746031744,07:59:42 PM ET,0.8224108125098224,21.593732084846163,True,61.4,38.6,121.6,121.59,21.59,100.0,"Bet $61.40 Over @ williamhill_us, $38.60 Under @ bovada",Indiana Pacers @ New Orleans Pelicans,2025-12-21T00:10:00Z,2,1.3411410833333333,11.107807750000001,11.107807750000001,True,bovada,2025-12-20 20:10:48 ET
Andrew Nembhard,player_assists,5.5,108,williamhill_us,0.48076923076923084,08:09:28 PM ET,190,bovada,0.3448275862068966,07:59:42 PM ET,0.8255968169761274,21.12449799196785,True,58.23,41.77,121.12,121.13,21.12,100.0,"Bet $58.23 Over @ williamhill_us, $41.77 Under @ bovada",Indiana Pacers @ New Orleans Pelicans,2025-12-21T00:10:00Z,2,1.3411410833333333,11.107807750000001,11.107807750000001,True,bovada,2025-12-20 20:10:48 ET
Sandro Mamukelashvili,player_points,17.5,215,bovada,0.31746031746031744,07:59:22 PM ET,-110,draftkings,0.5238095238095238,08:10:20 PM ET,0.8412698412698413,18.867924528301884,True,37.74,62.26,118.88,118.86,18.86,100.0,"Bet $37.74 Over @ bovada, $62.26 Under @ draftkings",Boston Celtics @ Toronto Raptors,2025-12-21T00:12:36Z,4,11.441141083333333,0.4744744166666666,11.441141083333333,True,bovada,2025-12-20 20:10:48 ET
VJ Edgecombe,player_assists,3.5,146,fanduel,0.4065040650406504,08:10:24 PM ET,125,bovada,0.4444444444444444,07:57:05 PM ET,0.8509485094850948,17.51592356687899,True,47.77,52.23,117.51,117.52,17.51,100.0,"Bet $47.77 Over @ fanduel, $52.23 Under @ bovada",Dallas Mavericks @ Philadelphia 76ers,2025-12-21T00:12:00Z,4,0.40780774999999997,13.724474416666668,13.724474416666668,True,bovada,2025-12-20 20:10:48 ET
T.J. McConnell,player_points,10.5,170,bovada,0.37037037037037035,07:59:42 PM ET,106,fanduel,0.4854368932038835,08:09:54 PM ET,0.8558072635742539,16.848739495798327,True,43.28,56.72,116.86,116.84,16.84,100.0,"Bet $43.28 Over @ bovada, $56.72 Under @ fanduel",Indiana Pacers @ New Orleans Pelicans,2025-12-21T00:10:00Z,4,11.107807750000001,0.90780775,11.107807750000001,True,bovada,2025-12-20 20:10:48 ET
