player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers
Ajay Mitchell,player_points_rebounds_assists,13.5,-103,betonlineag,0.5073891625615764,170,bovada,0.37037037037037035,0.8777595329319468,13.926418623986692,True,57.81,42.19,113.94,113.91,13.91,100.0,"Bet $57.81 Over @ betonlineag, $42.19 Under @ bovada",San Antonio Spurs @ Oklahoma City Thunder,2025-12-14T02:00:00Z,4
Ajay Mitchell,player_assists,2.5,120,betmgm,0.45454545454545453,135,bovada,0.425531914893617,0.8800773694390716,13.626373626373622,True,51.65,48.35,113.63,113.62,13.62,100.0,"Bet $51.65 Over @ betmgm, $48.35 Under @ bovada",San Antonio Spurs @ Oklahoma City Thunder,2025-12-14T02:00:00Z,7
Ajay Mitchell,player_points_rebounds_assists,14.5,112,betrivers,0.47169811320754723,130,bovada,0.43478260869565216,0.9064807219031994,10.316742081447948,True,52.04,47.96,110.32,110.31,10.31,100.0,"Bet $52.04 Over @ betrivers, $47.96 Under @ bovada",San Antonio Spurs @ Oklahoma City Thunder,2025-12-14T02:00:00Z,2
Ajay Mitchell,player_rebounds,2.5,135,williamhill_us,0.42553191489361697,105,bovada,0.4878048780487805,0.9133367929423974,9.48863636363637,True,46.59,53.41,109.49,109.49,9.49,100.0,"Bet $46.59 Over @ williamhill_us, $53.41 Under @ bovada",San Antonio Spurs @ Oklahoma City Thunder,2025-12-14T02:00:00Z,6
Ajay Mitchell,player_points,8.5,102,fanduel,0.495049504950495,130,bovada,0.43478260869565216,0.9298321136461472,7.5462962962963065,True,53.24,46.76,107.54,107.55,7.54,100.0,"Bet $53.24 Over @ fanduel, $46.76 Under @ bovada",San Antonio Spurs @ Oklahoma City Thunder,2025-12-14T02:00:00Z,7
Dylan Harper,player_assists,2.5,-139,draftkings,0.5815899581589958,165,bovada,0.37735849056603776,0.9589484487250336,4.280892401415981,True,60.65,39.35,104.28,104.28,4.28,100.0,"Bet $60.65 Over @ draftkings, $39.35 Under @ bovada",San Antonio Spurs @ Oklahoma City Thunder,2025-12-14T02:00:00Z,6
Cason Wallace,player_points_rebounds_assists,11.5,-122,fanduel,0.5495495495495495,140,bovada,0.4166666666666667,0.9662162162162162,3.4965034965035002,True,56.88,43.12,103.5,103.49,3.49,100.0,"Bet $56.88 Over @ fanduel, $43.12 Under @ bovada",San Antonio Spurs @ Oklahoma City Thunder,2025-12-14T02:00:00Z,5
Cason Wallace,player_points,6.5,-118,betmgm,0.5412844036697249,135,bovada,0.425531914893617,0.9668163185633418,3.432263274782965,True,55.99,44.01,103.44,103.42,3.42,100.0,"Bet $55.99 Over @ betmgm, $44.01 Under @ bovada",San Antonio Spurs @ Oklahoma City Thunder,2025-12-14T02:00:00Z,7
Ajay Mitchell,player_points,9.5,118,betrivers,0.45871559633027525,-105,bovada,0.5121951219512195,0.9709107182814948,2.9960820465545046,True,47.25,52.75,103.0,102.99,2.99,100.0,"Bet $47.25 Over @ betrivers, $52.75 Under @ bovada",San Antonio Spurs @ Oklahoma City Thunder,2025-12-14T02:00:00Z,2
Victor Wembanyama,player_rebounds,9.5,140,bovada,0.41666666666666674,-126,draftkings,0.5575221238938053,0.974188790560472,2.6495079485238326,True,42.77,57.23,102.65,102.65,2.65,100.0,"Bet $42.77 Over @ bovada, $57.23 Under @ draftkings",San Antonio Spurs @ Oklahoma City Thunder,2025-12-14T02:00:00Z,4
