player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Pascal Siakam,player_steals,1.5,178,fanduel,0.35971223021582727,07:09:33 PM ET,154,draftkings,0.3937007874015748,07:20:42 PM ET,0.7534130176174021,32.72932330827067,True,47.74,52.26,132.72,132.74,32.72,100.0,"Bet $47.74 Over @ fanduel, $52.26 Under @ draftkings",New York Knicks @ Indiana Pacers,2025-12-19T00:11:00Z,2,11.255652199999998,0.1056522,11.255652199999998,True,fanduel,2025-12-18 19:20:48 ET
LaMelo Ball,player_threes,3.5,180,bovada,0.3571428571428571,07:20:29 PM ET,148,fanduel,0.4032258064516129,07:20:09 PM ET,0.76036866359447,31.51515151515152,True,46.97,53.03,131.52,131.51,31.51,100.0,"Bet $46.97 Over @ bovada, $53.03 Under @ fanduel",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:12:00Z,3,0.32231886666666665,0.6556522,0.6556522,False,,2025-12-18 19:20:48 ET
LaMelo Ball,player_rebounds,3.5,120,draftkings,0.4545454545454546,07:19:57 PM ET,190,bovada,0.3448275862068966,07:20:29 PM ET,0.7993730407523512,25.098039215686274,True,56.86,43.14,125.09,125.11,25.09,100.0,"Bet $56.86 Over @ draftkings, $43.14 Under @ bovada",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:12:00Z,7,0.8556522,0.32231886666666665,0.8556522,False,,2025-12-18 19:20:48 ET
Jay Huff,player_rebounds,6.5,205,bovada,0.3278688524590163,07:20:47 PM ET,105,draftkings,0.4878048780487805,07:20:42 PM ET,0.8156737305077968,22.598039215686285,True,40.2,59.8,122.61,122.59,22.59,100.0,"Bet $40.20 Over @ bovada, $59.80 Under @ draftkings",New York Knicks @ Indiana Pacers,2025-12-19T00:11:00Z,4,0.022318866666666666,0.1056522,0.1056522,False,,2025-12-18 19:20:48 ET
OG Anunoby,player_points,13.5,105,williamhill_us,0.4878048780487804,07:20:23 PM ET,200,bovada,0.3333333333333333,07:20:47 PM ET,0.8211382113821137,21.7821782178218,True,59.41,40.59,121.79,121.77,21.77,100.0,"Bet $59.41 Over @ williamhill_us, $40.59 Under @ bovada",New York Knicks @ Indiana Pacers,2025-12-19T00:11:00Z,4,0.4223188666666667,0.022318866666666666,0.4223188666666667,False,,2025-12-18 19:20:48 ET
Brandon Miller,player_assists,3.5,136,fanduel,0.42372881355932196,07:20:09 PM ET,135,bovada,0.425531914893617,07:20:29 PM ET,0.849260728452939,17.749469214437386,True,49.89,50.11,117.74,117.76,17.74,100.0,"Bet $49.89 Over @ fanduel, $50.11 Under @ bovada",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:12:00Z,8,0.6556522,0.32231886666666665,0.6556522,False,,2025-12-18 19:20:48 ET
OG Anunoby,player_threes,1.5,-115,draftkings,0.5348837209302326,07:20:42 PM ET,205,bovada,0.32786885245901637,07:20:47 PM ET,0.8627525733892489,15.908086610693761,True,62.0,38.0,115.91,115.9,15.9,100.0,"Bet $62.00 Over @ draftkings, $38.00 Under @ bovada",New York Knicks @ Indiana Pacers,2025-12-19T00:11:00Z,4,0.1056522,0.022318866666666666,0.1056522,False,,2025-12-18 19:20:48 ET
Trae Young,player_points,15.5,-106,fanduel,0.5145631067961165,07:20:09 PM ET,170,bovada,0.37037037037037035,07:20:29 PM ET,0.8849334771664868,13.002844372206424,True,58.15,41.85,113.01,113.0,13.0,100.0,"Bet $58.15 Over @ fanduel, $41.85 Under @ bovada",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:12:00Z,3,0.6556522,0.32231886666666665,0.6556522,False,,2025-12-18 19:20:48 ET
OG Anunoby,player_assists,1.5,106,williamhill_us,0.4854368932038835,07:20:23 PM ET,150,betmgm,0.4,07:10:00 PM ET,0.8854368932038835,12.938596491228061,True,54.82,45.18,112.93,112.95,12.93,100.0,"Bet $54.82 Over @ williamhill_us, $45.18 Under @ betmgm",New York Knicks @ Indiana Pacers,2025-12-19T00:11:00Z,3,0.4223188666666667,10.805652199999999,10.805652199999999,True,betmgm,2025-12-18 19:20:48 ET
Miles Bridges,player_points,18.5,-115,draftkings,0.5348837209302325,07:19:57 PM ET,185,bovada,0.3508771929824561,07:20:29 PM ET,0.8857609139126886,12.897282358360208,True,60.39,39.61,112.9,112.89,12.89,100.0,"Bet $60.39 Over @ draftkings, $39.61 Under @ bovada",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:12:00Z,3,0.8556522,0.32231886666666665,0.8556522,False,,2025-12-18 19:20:48 ET
Brandon Miller,player_points,24.5,190,bovada,0.3448275862068966,07:20:29 PM ET,-122,williamhill_us,0.5495495495495496,07:19:51 PM ET,0.8943771357564462,11.8096561306009,True,38.56,61.44,111.82,111.8,11.8,100.0,"Bet $38.56 Over @ bovada, $61.44 Under @ williamhill_us",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:12:00Z,2,0.32231886666666665,0.9556522,0.9556522,False,,2025-12-18 19:20:48 ET
Kon Knueppel,player_threes,3.5,125,betrivers,0.4444444444444445,07:10:09 PM ET,122,williamhill_us,0.45045045045045046,07:19:51 PM ET,0.8948948948948949,11.74496644295302,True,49.66,50.34,111.73,111.75,11.73,100.0,"Bet $49.66 Over @ betrivers, $50.34 Under @ williamhill_us",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:12:00Z,6,10.655652199999999,0.9556522,10.655652199999999,True,betrivers,2025-12-18 19:20:48 ET
Onyeka Okongwu,player_assists,2.5,112,fanduel,0.47169811320754723,07:20:09 PM ET,135,bovada,0.425531914893617,07:20:29 PM ET,0.8972300281011643,11.454138702460837,True,52.57,47.43,111.45,111.46,11.45,100.0,"Bet $52.57 Over @ fanduel, $47.43 Under @ bovada",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:12:00Z,7,0.6556522,0.32231886666666665,0.6556522,False,,2025-12-18 19:20:48 ET
Brandon Miller,player_threes,3.5,140,bovada,0.41666666666666674,07:20:29 PM ET,106,williamhill_us,0.4854368932038835,07:19:51 PM ET,0.9021035598705502,10.852017937219728,True,46.19,53.81,110.86,110.85,10.85,100.0,"Bet $46.19 Over @ bovada, $53.81 Under @ williamhill_us",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:12:00Z,2,0.32231886666666665,0.9556522,0.9556522,False,,2025-12-18 19:20:48 ET
Miles Bridges,player_assists,3.5,-107,williamhill_us,0.5169082125603865,07:19:51 PM ET,155,bovada,0.39215686274509803,07:20:29 PM ET,0.9090650753054845,10.003125976867766,True,56.86,43.14,110.0,110.01,10.0,100.0,"Bet $56.86 Over @ williamhill_us, $43.14 Under @ bovada",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:12:00Z,5,0.9556522,0.32231886666666665,0.9556522,False,,2025-12-18 19:20:48 ET
Jalen Johnson,player_assists,6.5,110,williamhill_us,0.4761904761904762,07:19:51 PM ET,130,bovada,0.43478260869565216,07:20:29 PM ET,0.9109730848861284,9.772727272727266,True,52.27,47.73,109.77,109.78,9.77,100.0,"Bet $52.27 Over @ williamhill_us, $47.73 Under @ bovada",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:12:00Z,5,0.9556522,0.32231886666666665,0.9556522,False,,2025-12-18 19:20:48 ET
LaMelo Ball,player_assists,6.5,-118,betmgm,0.5412844036697247,07:10:47 PM ET,170,bovada,0.37037037037037035,07:20:29 PM ET,0.9116547740400951,9.69064480059636,True,59.37,40.63,109.68,109.7,9.68,100.0,"Bet $59.37 Over @ betmgm, $40.63 Under @ bovada",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:12:00Z,4,10.022318866666666,0.32231886666666665,10.022318866666666,True,betmgm,2025-12-18 19:20:48 ET
