player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Cason Wallace,player_threes,1.5,150,bovada,0.4,08:30:15 PM ET,178,fanduel,0.3597122302158273,08:30:22 PM ET,0.7597122302158273,31.62878787878787,True,52.65,47.35,131.62,131.63,31.62,100.0,"Bet $52.65 Over @ bovada, $47.35 Under @ fanduel",Los Angeles Clippers @ Oklahoma City Thunder,2025-12-19T01:11:00Z,3,0.5537817833333333,0.4371151166666667,0.5537817833333333,False,,2025-12-18 20:30:48 ET
Stephon Castle,player_threes,1.5,160,bovada,0.3846153846153847,08:30:41 PM ET,165,draftkings,0.37735849056603776,08:29:53 PM ET,0.7619738751814225,31.23809523809522,True,50.48,49.52,131.25,131.23,31.23,100.0,"Bet $50.48 Over @ bovada, $49.52 Under @ draftkings",Washington Wizards @ San Antonio Spurs,2025-12-19T01:12:00Z,3,0.12044845,0.92044845,0.92044845,False,,2025-12-18 20:30:48 ET
Bilal Coulibaly,player_rebounds,4.5,205,bovada,0.32786885245901637,08:30:41 PM ET,124,draftkings,0.44642857142857145,08:29:53 PM ET,0.7742974238875878,29.149338374291123,True,42.34,57.66,129.14,129.16,29.14,100.0,"Bet $42.34 Over @ bovada, $57.66 Under @ draftkings",Washington Wizards @ San Antonio Spurs,2025-12-19T01:12:00Z,4,0.12044845,0.92044845,0.92044845,False,,2025-12-18 20:30:48 ET
Alex Sarr,player_threes,1.5,160,bovada,0.3846153846153846,08:30:41 PM ET,145,draftkings,0.40816326530612246,08:29:53 PM ET,0.792778649921507,26.13861386138614,True,48.51,51.49,126.13,126.15,26.13,100.0,"Bet $48.51 Over @ bovada, $51.49 Under @ draftkings",Washington Wizards @ San Antonio Spurs,2025-12-19T01:12:00Z,3,0.12044845,0.92044845,0.92044845,False,,2025-12-18 20:30:48 ET
OG Anunoby,player_rebounds,6.5,175,bovada,0.3636363636363637,08:28:06 PM ET,130,draftkings,0.43478260869565216,08:30:33 PM ET,0.7984189723320159,25.247524752475247,True,45.54,54.46,125.24,125.26,25.24,100.0,"Bet $45.54 Over @ bovada, $54.46 Under @ draftkings",New York Knicks @ Indiana Pacers,2025-12-19T00:11:00Z,4,2.7037817833333335,0.25378178333333334,2.7037817833333335,True,bovada,2025-12-18 20:30:48 ET
Jamal Shead,player_assists,6.5,210,bovada,0.32258064516129037,08:30:28 PM ET,110,draftkings,0.47619047619047616,08:30:11 PM ET,0.7987711213517665,25.192307692307693,True,40.38,59.62,125.18,125.2,25.18,100.0,"Bet $40.38 Over @ bovada, $59.62 Under @ draftkings",Toronto Raptors @ Milwaukee Bucks,2025-12-19T01:11:00Z,4,0.33711511666666666,0.6204484499999999,0.6204484499999999,False,,2025-12-18 20:30:48 ET
Davion Mitchell,player_threes,0.5,120,draftkings,0.4545454545454546,08:29:04 PM ET,190,bovada,0.3448275862068966,08:30:15 PM ET,0.7993730407523512,25.098039215686274,True,56.86,43.14,125.09,125.11,25.09,100.0,"Bet $56.86 Over @ draftkings, $43.14 Under @ bovada",Miami Heat @ Brooklyn Nets,2025-12-19T00:41:00Z,3,1.7371151166666665,0.5537817833333333,1.7371151166666665,False,,2025-12-18 20:30:48 ET
Carlton Carrington,player_points,7.5,100,fanduel,0.5,08:29:28 PM ET,215,bovada,0.31746031746031744,08:30:41 PM ET,0.8174603174603174,22.330097087378654,True,61.17,38.83,122.34,122.31,22.31,100.0,"Bet $61.17 Over @ fanduel, $38.83 Under @ bovada",Washington Wizards @ San Antonio Spurs,2025-12-19T01:12:00Z,2,1.3371151166666666,0.12044845,1.3371151166666666,False,,2025-12-18 20:30:48 ET
Jalen Williams,player_points,15.5,100,draftkings,0.5,08:30:28 PM ET,215,bovada,0.31746031746031744,08:30:15 PM ET,0.8174603174603174,22.330097087378654,True,61.17,38.83,122.34,122.31,22.31,100.0,"Bet $61.17 Over @ draftkings, $38.83 Under @ bovada",Los Angeles Clippers @ Oklahoma City Thunder,2025-12-19T01:11:00Z,3,0.33711511666666666,0.5537817833333333,0.5537817833333333,False,,2025-12-18 20:30:48 ET
Miles Bridges,player_threes,1.5,132,fanduel,0.4310344827586207,08:30:18 PM ET,155,bovada,0.39215686274509803,08:26:18 PM ET,0.8231913455037188,21.47843942505132,True,52.36,47.64,121.48,121.48,21.48,100.0,"Bet $52.36 Over @ fanduel, $47.64 Under @ bovada",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:12:00Z,3,0.5037817833333333,4.503781783333333,4.503781783333333,True,bovada,2025-12-18 20:30:48 ET
