player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,game_is_live,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
A.J. Green,player_threes,1.5,155,williamhill_us,0.39215686274509803,08:49:53 PM ET,200,bovada,0.3333333333333333,08:50:44 PM ET,0.7254901960784313,37.83783783783785,True,54.05,45.95,137.83,137.85,37.83,100.0,"Bet $54.05 Over @ williamhill_us, $45.95 Under @ bovada",Milwaukee Bucks @ Indiana Pacers,2025-12-24T00:41:00Z,True,4,0.9437727666666667,0.09377276666666666,0.9437727666666667,False,,2025-12-23 20:50:49 ET
Egor Demin,player_assists,4.5,165,bovada,0.37735849056603776,08:46:57 PM ET,174,fanduel,0.36496350364963503,08:49:50 PM ET,0.7423219942156728,34.712430426716146,True,50.83,49.17,134.7,134.73,34.7,100.0,"Bet $50.83 Over @ bovada, $49.17 Under @ fanduel",Brooklyn Nets @ Philadelphia 76ers,2025-12-24T00:12:00Z,True,3,3.8771060999999998,0.9937727666666666,3.8771060999999998,True,bovada,2025-12-23 20:50:49 ET
Davion Mitchell,player_assists,5.5,130,draftkings,0.43478260869565216,08:50:36 PM ET,210,bovada,0.3225806451612903,08:48:06 PM ET,0.7573632538569425,32.03703703703704,True,57.41,42.59,132.04,132.03,32.03,100.0,"Bet $57.41 Over @ draftkings, $42.59 Under @ bovada",Toronto Raptors @ Miami Heat,2025-12-24T00:45:00Z,True,4,0.2271061,2.7271061,2.7271061,True,bovada,2025-12-23 20:50:49 ET
Stephon Castle,player_threes,1.5,145,bovada,0.4081632653061225,08:50:40 PM ET,182,fanduel,0.3546099290780142,08:50:25 PM ET,0.7627731943841367,31.10056925996203,True,53.51,46.49,131.1,131.1,31.1,100.0,"Bet $53.51 Over @ bovada, $46.49 Under @ fanduel",Oklahoma City Thunder @ San Antonio Spurs,2025-12-24T01:41:00Z,True,6,0.16043943333333335,0.4104394333333333,0.4104394333333333,False,,2025-12-23 20:50:49 ET
Austin Reaves,player_rebounds,3.5,124,fanduel,0.44642857142857145,08:50:22 PM ET,205,bovada,0.32786885245901637,08:48:54 PM ET,0.7742974238875878,29.149338374291123,True,57.66,42.34,129.16,129.14,29.14,100.0,"Bet $57.66 Over @ fanduel, $42.34 Under @ bovada",Los Angeles Lakers @ Phoenix Suns,2025-12-24T02:10:00Z,False,4,0.46043943333333337,1.9271061,1.9271061,False,,2025-12-23 20:50:49 ET
Josh Giddey,player_threes,2.5,190,bovada,0.3448275862068965,08:50:16 PM ET,130,draftkings,0.43478260869565216,08:50:28 PM ET,0.7796101949025487,28.26923076923078,True,44.23,55.77,128.27,128.27,28.27,100.0,"Bet $44.23 Over @ bovada, $55.77 Under @ draftkings",Chicago Bulls @ Atlanta Hawks,2025-12-24T00:41:00Z,True,3,0.5604394333333332,0.36043943333333334,0.5604394333333332,False,,2025-12-23 20:50:49 ET
Miles Bridges,player_threes,1.5,158,fanduel,0.3875968992248062,08:50:45 PM ET,150,bovada,0.4,08:49:36 PM ET,0.7875968992248062,26.96850393700787,True,49.21,50.79,126.96,126.98,26.96,100.0,"Bet $49.21 Over @ fanduel, $50.79 Under @ bovada",Washington Wizards @ Charlotte Hornets,2025-12-24T00:11:00Z,True,3,0.0771061,1.2271061,1.2271061,False,,2025-12-23 20:50:49 ET
Naji Marshall,player_assists,3.5,160,bovada,0.3846153846153846,08:50:08 PM ET,146,fanduel,0.4065040650406504,08:49:53 PM ET,0.791119449656035,26.403162055335972,True,48.62,51.38,126.41,126.39,26.39,100.0,"Bet $48.62 Over @ bovada, $51.38 Under @ fanduel",Denver Nuggets @ Dallas Mavericks,2025-12-24T01:11:00Z,True,4,0.6937727666666667,0.9437727666666667,0.9437727666666667,False,,2025-12-23 20:50:49 ET
Scottie Barnes,player_assists,3.5,114,draftkings,0.4672897196261682,08:50:36 PM ET,205,bovada,0.32786885245901637,08:48:06 PM ET,0.7951585720851846,25.761078998073227,True,58.77,41.23,125.77,125.75,25.75,100.0,"Bet $58.77 Over @ draftkings, $41.23 Under @ bovada",Toronto Raptors @ Miami Heat,2025-12-24T00:45:00Z,True,4,0.2271061,2.7271061,2.7271061,True,bovada,2025-12-23 20:50:49 ET
Jeremiah Fears,player_rebounds,4.5,215,bovada,0.3174603174603175,08:47:50 PM ET,104,fanduel,0.49019607843137253,08:50:03 PM ET,0.80765639589169,23.815028901734102,True,39.31,60.69,123.83,123.81,23.81,100.0,"Bet $39.31 Over @ bovada, $60.69 Under @ fanduel",New Orleans Pelicans @ Cleveland Cavaliers,2025-12-24T00:42:00Z,True,4,2.9937727666666665,0.7771060999999999,2.9937727666666665,True,bovada,2025-12-23 20:50:49 ET
