player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_minutes_stale,under_minutes_stale,over_last_update,under_last_update,fetch_time_et,max_staleness,is_stale,stale_bookmaker,verify_manually
Moussa Diabate,player_points,6.5,103.0,draftkings,0.49261083743842365,115.0,bovada,0.46511627906976744,0.9577271165081911,4.4138755980861255,True,51.44,48.56,104.41,104.41,4.41,100.0,"Bet $51.44 Over @ draftkings, $48.56 Under @ bovada",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:10:00Z,5,0.49,0.07,2025-12-18T17:00:14Z,2025-12-18T17:00:39Z,2025-12-18 12:00:43 ET,0.49,False,,False
Dyson Daniels,player_points_rebounds_assists,23.5,100.0,betonlineag,0.5,115.0,bovada,0.46511627906976744,0.9651162790697674,3.6144578313253017,True,51.81,48.19,103.61,103.61,3.61,100.0,"Bet $51.81 Over @ betonlineag, $48.19 Under @ bovada",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:10:00Z,4,0.19,0.07,2025-12-18T17:00:32Z,2025-12-18T17:00:39Z,2025-12-18 12:00:43 ET,0.19,False,,False
Brandon Miller,player_points,21.5,130.0,bovada,0.43478260869565216,-114.0,betonlineag,0.5327102803738317,0.9674928890694838,3.35993280134399,True,44.94,55.06,103.36,103.36,3.36,100.0,"Bet $44.94 Over @ bovada, $55.06 Under @ betonlineag",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:10:00Z,2,0.07,0.19,2025-12-18T17:00:39Z,2025-12-18T17:00:32Z,2025-12-18 12:00:43 ET,0.19,False,,False
Andrew Wiggins,player_points,17.5,125.0,bovada,0.4444444444444444,-114.0,betonlineag,0.5327102803738317,0.9771547248182761,2.3379383634431594,True,45.48,54.52,102.34,102.34,2.34,100.0,"Bet $45.48 Over @ bovada, $54.52 Under @ betonlineag",Miami Heat @ Brooklyn Nets,2025-12-19T00:40:00Z,2,0.05,3.34,2025-12-18T17:00:40Z,2025-12-18T16:57:23Z,2025-12-18 12:00:43 ET,3.34,True,betonlineag,False
Nickeil Alexander-Walker,player_points,18.5,-105.0,betmgm,0.5121951219512195,115.0,bovada,0.46511627906976744,0.9773114010209869,2.321532211259436,True,52.41,47.59,102.32,102.32,2.32,100.0,"Bet $52.41 Over @ betmgm, $47.59 Under @ bovada",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:10:00Z,6,0.37,0.07,2025-12-18T17:00:21Z,2025-12-18T17:00:39Z,2025-12-18 12:00:43 ET,0.37,False,,False
Nicolas Claxton,player_assists,4.5,145.0,bovada,0.40816326530612246,-134.0,betrivers,0.5726495726495726,0.9808128379556951,1.9562511115063241,True,41.61,58.39,101.96,101.96,1.96,100.0,"Bet $41.61 Over @ bovada, $58.39 Under @ betrivers",Miami Heat @ Brooklyn Nets,2025-12-19T00:40:00Z,5,0.05,0.27,2025-12-18T17:00:40Z,2025-12-18T17:00:27Z,2025-12-18 12:00:43 ET,0.27,False,,False
Nickeil Alexander-Walker,player_points_rebounds_assists,24.5,-114.0,betonlineag,0.5327102803738317,120.0,bovada,0.45454545454545453,0.9872557349192863,1.2908777969018903,True,53.96,46.04,101.29,101.29,1.29,100.0,"Bet $53.96 Over @ betonlineag, $46.04 Under @ bovada",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:10:00Z,3,0.19,0.07,2025-12-18T17:00:32Z,2025-12-18T17:00:39Z,2025-12-18 12:00:43 ET,0.19,False,,False
Trey Murphy III,player_rebounds,4.5,-125.0,bovada,0.5555555555555556,130.0,betonlineag,0.43478260869565216,0.9903381642512077,0.9756097560975618,True,56.1,43.9,100.98,100.98,0.98,100.0,"Bet $56.10 Over @ bovada, $43.90 Under @ betonlineag",Houston Rockets @ New Orleans Pelicans,2025-12-19T01:10:00Z,7,0.44,0.2,2025-12-18T17:00:17Z,2025-12-18T17:00:31Z,2025-12-18 12:00:43 ET,0.44,False,,False
Nique Clifford,player_rebounds,3.5,-130.0,williamhill_us,0.5652173913043478,135.0,bovada,0.425531914893617,0.9907493061979649,0.9337068160597539,True,57.05,42.95,100.93,100.93,0.93,100.0,"Bet $57.05 Over @ williamhill_us, $42.95 Under @ bovada",Sacramento Kings @ Portland Trail Blazers,2025-12-19T03:10:00Z,6,0.4,0.3,2025-12-18T17:00:19Z,2025-12-18T17:00:25Z,2025-12-18 12:00:43 ET,0.4,False,,False
Alex Sarr,player_rebounds,6.5,-110.0,bovada,0.5238095238095238,114.0,betrivers,0.4672897196261682,0.991099243435692,0.8980691513246652,True,52.85,47.15,100.9,100.9,0.9,100.0,"Bet $52.85 Over @ bovada, $47.15 Under @ betrivers",Washington Wizards @ San Antonio Spurs,2025-12-19T01:10:00Z,8,1.07,0.04,2025-12-18T16:59:39Z,2025-12-18T17:00:41Z,2025-12-18 12:00:43 ET,1.07,False,,False
