player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Caris LeVert,player_threes,0.5,210,draftkings,0.3225806451612903,10:30:28 PM ET,200,bovada,0.3333333333333333,10:26:18 PM ET,0.6559139784946236,52.45901639344264,True,49.18,50.82,152.46,152.46,52.46,100.0,"Bet $49.18 Over @ draftkings, $50.82 Under @ bovada",Detroit Pistons @ Dallas Mavericks,2025-12-19T01:42:00Z,2,0.33263953333333335,4.4993062,4.4993062,True,bovada,2025-12-18 22:30:47 ET
Marcus Smart,player_threes,2.5,190,bovada,0.3448275862068965,10:29:48 PM ET,162,fanduel,0.3816793893129771,10:29:42 PM ET,0.7265069755198736,37.644927536231876,True,47.46,52.54,137.63,137.65,37.63,100.0,"Bet $47.46 Over @ bovada, $52.54 Under @ fanduel",Los Angeles Lakers @ Utah Jazz,2025-12-19T02:11:00Z,3,0.9993061999999999,1.0993062,1.0993062,False,,2025-12-18 22:30:47 ET
Cade Cunningham,player_assists,10.5,180,bovada,0.35714285714285715,10:26:18 PM ET,134,fanduel,0.42735042735042733,10:30:25 PM ET,0.7844932844932845,27.47081712062256,True,45.53,54.47,127.48,127.46,27.46,100.0,"Bet $45.53 Over @ bovada, $54.47 Under @ fanduel",Detroit Pistons @ Dallas Mavericks,2025-12-19T01:42:00Z,4,4.4993062,0.38263953333333334,4.4993062,True,bovada,2025-12-18 22:30:47 ET
Jimmy Butler,player_threes,0.5,270,draftkings,0.2702702702702703,10:30:47 PM ET,-110,bovada,0.5238095238095238,10:20:37 PM ET,0.7940797940797941,25.93192868719609,True,34.04,65.96,125.95,125.92,25.92,100.0,"Bet $34.04 Over @ draftkings, $65.96 Under @ bovada",Golden State Warriors @ Phoenix Suns,2025-12-19T02:11:00Z,2,0.015972866666666665,10.182639533333335,10.182639533333335,True,bovada,2025-12-18 22:30:47 ET
Klay Thompson,player_rebounds,1.5,114,draftkings,0.4672897196261682,10:30:28 PM ET,200,bovada,0.3333333333333333,10:26:18 PM ET,0.8006230529595015,24.90272373540856,True,58.37,41.63,124.91,124.89,24.89,100.0,"Bet $58.37 Over @ draftkings, $41.63 Under @ bovada",Detroit Pistons @ Dallas Mavericks,2025-12-19T01:42:00Z,2,0.33263953333333335,4.4993062,4.4993062,True,bovada,2025-12-18 22:30:47 ET
Keyonte George,player_assists,7.5,185,bovada,0.3508771929824562,10:29:48 PM ET,120,williamhill_us,0.45454545454545453,10:29:59 PM ET,0.8054226475279107,24.15841584158416,True,43.56,56.44,124.15,124.17,24.15,100.0,"Bet $43.56 Over @ bovada, $56.44 Under @ williamhill_us",Los Angeles Lakers @ Utah Jazz,2025-12-19T02:11:00Z,3,0.9993061999999999,0.8159728666666666,0.9993061999999999,False,,2025-12-18 22:30:47 ET
Luka Doncic,player_threes,3.5,145,draftkings,0.40816326530612246,10:30:42 PM ET,145,bovada,0.40816326530612246,10:29:48 PM ET,0.8163265306122449,22.499999999999986,True,50.0,50.0,122.5,122.5,22.5,100.0,"Bet $50.00 Over @ draftkings, $50.00 Under @ bovada",Los Angeles Lakers @ Utah Jazz,2025-12-19T02:11:00Z,4,0.0993062,0.9993061999999999,0.9993061999999999,False,,2025-12-18 22:30:47 ET
Cooper Flagg,player_assists,2.5,-102,fanduel,0.504950495049505,10:30:25 PM ET,210,bovada,0.3225806451612903,10:26:18 PM ET,0.8275311402107952,20.841373986877663,True,61.02,38.98,120.84,120.84,20.84,100.0,"Bet $61.02 Over @ fanduel, $38.98 Under @ bovada",Detroit Pistons @ Dallas Mavericks,2025-12-19T01:42:00Z,2,0.38263953333333334,4.4993062,4.4993062,True,bovada,2025-12-18 22:30:47 ET
DeMar DeRozan,player_assists,2.5,100,fanduel,0.49999999999999994,10:30:00 PM ET,200,bovada,0.3333333333333333,10:28:51 PM ET,0.8333333333333333,20.000000000000018,True,60.0,40.0,120.0,120.0,20.0,100.0,"Bet $60.00 Over @ fanduel, $40.00 Under @ bovada",Sacramento Kings @ Portland Trail Blazers,2025-12-19T03:12:00Z,4,0.7993062,1.9493061999999999,1.9493061999999999,False,,2025-12-18 22:30:47 ET
LeBron James,player_points,25.5,200,bovada,0.33333333333333326,10:29:48 PM ET,100,fanduel,0.5,10:29:42 PM ET,0.8333333333333333,20.000000000000018,True,40.0,60.0,120.0,120.0,20.0,100.0,"Bet $40.00 Over @ bovada, $60.00 Under @ fanduel",Los Angeles Lakers @ Utah Jazz,2025-12-19T02:11:00Z,4,0.9993061999999999,1.0993062,1.0993062,False,,2025-12-18 22:30:47 ET
