player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,game_is_live,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Dennis Schroder,player_rebounds,2.5,126,williamhill_us,0.44247787610619477,10:30:41 PM ET,140,fanduel,0.4166666666666667,10:30:45 PM ET,0.8591445427728615,16.394849785407708,True,51.5,48.5,116.39,116.4,16.39,100.0,"Bet $51.50 Over @ williamhill_us, $48.50 Under @ fanduel",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,3,0.18769223333333332,0.12102556666666667,0.18769223333333332,False,,2025-12-21 22:30:52 ET
Keegan Murray,player_rebounds,7.5,200,bovada,0.33333333333333337,10:30:06 PM ET,-113,williamhill_us,0.5305164319248826,10:30:41 PM ET,0.863849765258216,15.760869565217384,True,38.59,61.41,115.77,115.76,15.76,100.0,"Bet $38.59 Over @ bovada, $61.41 Under @ williamhill_us",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,4,0.7710255666666667,0.18769223333333332,0.7710255666666667,False,,2025-12-21 22:30:52 ET
Amen Thompson,player_points,14.5,-105,draftkings,0.5121951219512195,10:30:34 PM ET,165,bovada,0.37735849056603776,10:30:06 PM ET,0.8895536125172573,12.415933781686483,True,57.58,42.42,112.42,112.41,12.41,100.0,"Bet $57.58 Over @ draftkings, $42.42 Under @ bovada",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,2,0.30435890000000004,0.7710255666666667,0.7710255666666667,False,,2025-12-21 22:30:52 ET
Dennis Schroder,player_points,10.5,100,fanduel,0.5,10:30:45 PM ET,145,bovada,0.40816326530612246,10:30:06 PM ET,0.9081632653061225,10.1123595505618,True,55.06,44.94,110.12,110.1,10.1,100.0,"Bet $55.06 Over @ fanduel, $44.94 Under @ bovada",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,4,0.12102556666666667,0.7710255666666667,0.7710255666666667,False,,2025-12-21 22:30:52 ET
Keegan Murray,player_threes,2.5,190,bovada,0.3448275862068966,10:30:06 PM ET,-140,draftkings,0.5833333333333334,10:29:25 PM ET,0.92816091954023,7.739938080495357,True,37.15,62.85,107.74,107.74,7.74,100.0,"Bet $37.15 Over @ bovada, $62.85 Under @ draftkings",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,4,0.7710255666666667,1.4543589,1.4543589,False,,2025-12-21 22:30:52 ET
Jabari Smith Jr,player_points,13.5,-109,williamhill_us,0.5215311004784688,10:30:41 PM ET,140,bovada,0.4166666666666667,10:30:06 PM ET,0.9381977671451356,6.587335316617082,True,55.59,44.41,106.59,106.58,6.58,100.0,"Bet $55.59 Over @ williamhill_us, $44.41 Under @ bovada",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,3,0.18769223333333332,0.7710255666666667,0.7710255666666667,False,,2025-12-21 22:30:52 ET
Kevin Durant,player_threes,2.5,170,bovada,0.37037037037037035,10:30:06 PM ET,-135,draftkings,0.574468085106383,10:29:25 PM ET,0.9448384554767534,5.838198498748959,True,39.2,60.8,105.84,105.84,5.84,100.0,"Bet $39.20 Over @ bovada, $60.80 Under @ draftkings",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,5,0.7710255666666667,1.4543589,1.4543589,False,,2025-12-21 22:30:52 ET
DeMar DeRozan,player_points,20.5,130,bovada,0.4347826086956521,10:30:06 PM ET,-105,draftkings,0.5121951219512195,10:30:34 PM ET,0.9469777306468716,5.599104143337064,True,45.91,54.09,105.59,105.6,5.59,100.0,"Bet $45.91 Over @ bovada, $54.09 Under @ draftkings",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,3,0.7710255666666667,0.30435890000000004,0.7710255666666667,False,,2025-12-21 22:30:52 ET
Kevin Durant,player_rebounds,5.5,120,bovada,0.4545454545454546,10:30:06 PM ET,102,fanduel,0.49504950495049505,10:30:45 PM ET,0.9495949594959496,5.308056872037903,True,47.87,52.13,105.31,105.3,5.3,100.0,"Bet $47.87 Over @ bovada, $52.13 Under @ fanduel",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,5,0.7710255666666667,0.12102556666666667,0.7710255666666667,False,,2025-12-21 22:30:52 ET
DeMar DeRozan,player_points,21.5,160,bovada,0.3846153846153847,10:30:06 PM ET,-132,fanduel,0.5689655172413793,10:30:45 PM ET,0.953580901856764,4.8678720445062496,True,40.33,59.67,104.86,104.87,4.86,100.0,"Bet $40.33 Over @ bovada, $59.67 Under @ fanduel",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,2,0.7710255666666667,0.12102556666666667,0.7710255666666667,False,,2025-12-21 22:30:52 ET
Amen Thompson,player_points_rebounds_assists,27.5,-120,draftkings,0.5454545454545454,10:30:34 PM ET,145,bovada,0.40816326530612246,10:30:06 PM ET,0.9536178107606679,4.863813229571989,True,57.2,42.8,104.87,104.86,4.86,100.0,"Bet $57.20 Over @ draftkings, $42.80 Under @ bovada",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,2,0.30435890000000004,0.7710255666666667,0.7710255666666667,False,,2025-12-21 22:30:52 ET
Russell Westbrook,player_assists,6.5,-109,williamhill_us,0.5215311004784688,10:30:41 PM ET,130,bovada,0.43478260869565216,10:30:06 PM ET,0.956313709174121,4.568196649989131,True,54.54,45.46,104.58,104.56,4.56,100.0,"Bet $54.54 Over @ williamhill_us, $45.46 Under @ bovada",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,3,0.18769223333333332,0.7710255666666667,0.7710255666666667,False,,2025-12-21 22:30:52 ET
Reed Sheppard,player_assists,3.5,130,draftkings,0.4347826086956522,10:30:34 PM ET,-110,bovada,0.5238095238095238,10:30:06 PM ET,0.958592132505176,4.3196544276457916,True,45.36,54.64,104.33,104.31,4.31,100.0,"Bet $45.36 Over @ draftkings, $54.64 Under @ bovada",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,2,0.30435890000000004,0.7710255666666667,0.7710255666666667,False,,2025-12-21 22:30:52 ET
Alperen Sengun,player_rebounds,8.5,-115,draftkings,0.5348837209302326,10:30:34 PM ET,135,bovada,0.425531914893617,10:30:06 PM ET,0.9604156358238496,4.1215868109222065,True,55.69,44.31,104.12,104.13,4.12,100.0,"Bet $55.69 Over @ draftkings, $44.31 Under @ bovada",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,2,0.30435890000000004,0.7710255666666667,0.7710255666666667,False,,2025-12-21 22:30:52 ET
Reed Sheppard,player_points,13.5,120,bovada,0.4545454545454545,10:30:06 PM ET,-108,fanduel,0.5192307692307693,10:30:45 PM ET,0.9737762237762237,2.6929982046678624,True,46.68,53.32,102.7,102.69,2.69,100.0,"Bet $46.68 Over @ bovada, $53.32 Under @ fanduel",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,3,0.7710255666666667,0.12102556666666667,0.7710255666666667,False,,2025-12-21 22:30:52 ET
Dennis Schroder,player_assists,5.5,130,bovada,0.4347826086956521,10:30:06 PM ET,-120,draftkings,0.5454545454545454,10:30:34 PM ET,0.9802371541501975,2.016129032258074,True,44.35,55.65,102.0,102.02,2.0,100.0,"Bet $44.35 Over @ bovada, $55.65 Under @ draftkings",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,4,0.7710255666666667,0.30435890000000004,0.7710255666666667,False,,2025-12-21 22:30:52 ET
Jabari Smith Jr,player_points,14.5,-102,fanduel,0.504950495049505,10:30:45 PM ET,110,bovada,0.47619047619047616,10:30:06 PM ET,0.9811409712399811,1.922152811148492,True,51.47,48.53,101.93,101.91,1.91,100.0,"Bet $51.47 Over @ fanduel, $48.53 Under @ bovada",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,2,0.12102556666666667,0.7710255666666667,0.7710255666666667,False,,2025-12-21 22:30:52 ET
Dennis Schroder,player_threes,1.5,142,fanduel,0.4132231404958677,10:30:45 PM ET,-135,bovada,0.574468085106383,10:30:06 PM ET,0.9876912256022508,1.246216841730452,True,41.84,58.16,101.25,101.24,1.24,100.0,"Bet $41.84 Over @ fanduel, $58.16 Under @ bovada",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,4,0.12102556666666667,0.7710255666666667,0.7710255666666667,False,,2025-12-21 22:30:52 ET
Kevin Durant,player_points,22.5,-130,fanduel,0.5652173913043479,10:30:45 PM ET,135,bovada,0.425531914893617,10:30:06 PM ET,0.9907493061979649,0.9337068160597539,True,57.05,42.95,100.93,100.93,0.93,100.0,"Bet $57.05 Over @ fanduel, $42.95 Under @ bovada",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,2,0.12102556666666667,0.7710255666666667,0.7710255666666667,False,,2025-12-21 22:30:52 ET
