player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Jaden McDaniels,player_points,17.5,165,bovada,0.37735849056603776,06:08:40 PM ET,-113,fanduel,0.5305164319248826,06:09:42 PM ET,0.9078749224909204,10.147331446970442,True,41.57,58.43,110.16,110.14,10.14,100.0,"Bet $41.57 Over @ bovada, $58.43 Under @ fanduel",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:10:00Z,3,2.1112352666666667,1.0779019333333333,2.1112352666666667,True,bovada,2025-12-17 18:10:46 ET
Naz Reid,player_points,16.5,150,bovada,0.4,06:08:40 PM ET,-111,draftkings,0.5260663507109005,06:10:14 PM ET,0.9260663507109005,7.983623336745138,True,43.19,56.81,107.98,107.99,7.97,100.0,"Bet $43.19 Over @ bovada, $56.81 Under @ draftkings",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:10:00Z,3,2.1112352666666667,0.5445686,2.1112352666666667,True,bovada,2025-12-17 18:10:46 ET
Santi Aldama,player_assists,3.5,130,bovada,0.4347826086956522,06:08:40 PM ET,-113,fanduel,0.5305164319248826,06:09:42 PM ET,0.9652990406205348,3.5948403467963574,True,45.04,54.96,103.59,103.6,3.59,100.0,"Bet $45.04 Over @ bovada, $54.96 Under @ fanduel",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:10:00Z,6,2.1112352666666667,1.0779019333333333,2.1112352666666667,True,bovada,2025-12-17 18:10:46 ET
Cedric Coward,player_points,15.5,130,bovada,0.4347826086956522,06:08:40 PM ET,-115,betmgm,0.5348837209302325,06:10:27 PM ET,0.9696663296258847,3.1282586027111536,True,44.84,55.16,103.13,103.13,3.13,100.0,"Bet $44.84 Over @ bovada, $55.16 Under @ betmgm",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:10:00Z,5,2.1112352666666667,0.32790193333333334,2.1112352666666667,True,bovada,2025-12-17 18:10:46 ET
Cedric Coward,player_points,14.5,100,bovada,0.5,06:08:40 PM ET,112,betrivers,0.4716981132075472,06:09:56 PM ET,0.9716981132075472,2.9126213592232997,True,51.46,48.54,102.92,102.9,2.9,100.0,"Bet $51.46 Over @ bovada, $48.54 Under @ betrivers",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:10:00Z,4,2.1112352666666667,0.8445686,2.1112352666666667,True,bovada,2025-12-17 18:10:46 ET
Jaren Jackson Jr,player_points,19.5,115,bovada,0.4651162790697674,06:08:40 PM ET,-104,fanduel,0.5098039215686274,06:09:42 PM ET,0.9749202006383948,2.57249766136578,True,47.71,52.29,102.58,102.57,2.57,100.0,"Bet $47.71 Over @ bovada, $52.29 Under @ fanduel",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:10:00Z,6,2.1112352666666667,1.0779019333333333,2.1112352666666667,True,bovada,2025-12-17 18:10:46 ET
Donte DiVincenzo,player_points,15.5,135,bovada,0.4255319148936171,06:08:40 PM ET,-122,fanduel,0.5495495495495496,06:09:42 PM ET,0.9750814644431667,2.5555337133870593,True,43.64,56.36,102.55,102.56,2.55,100.0,"Bet $43.64 Over @ bovada, $56.36 Under @ fanduel",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:10:00Z,3,2.1112352666666667,1.0779019333333333,2.1112352666666667,True,bovada,2025-12-17 18:10:46 ET
Donte DiVincenzo,player_threes,3.5,135,bovada,0.4255319148936171,06:08:40 PM ET,-122,fanduel,0.5495495495495496,06:09:42 PM ET,0.9750814644431667,2.5555337133870593,True,43.64,56.36,102.55,102.56,2.55,100.0,"Bet $43.64 Over @ bovada, $56.36 Under @ fanduel",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:10:00Z,3,2.1112352666666667,1.0779019333333333,2.1112352666666667,True,bovada,2025-12-17 18:10:46 ET
Jaren Jackson Jr,player_points,18.5,-110,bovada,0.5238095238095237,06:08:40 PM ET,120,betrivers,0.45454545454545453,06:09:56 PM ET,0.9783549783549783,2.212389380530988,True,53.54,46.46,102.21,102.21,2.21,100.0,"Bet $53.54 Over @ bovada, $46.46 Under @ betrivers",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:10:00Z,2,2.1112352666666667,0.8445686,2.1112352666666667,True,bovada,2025-12-17 18:10:46 ET
Rudy Gobert,player_points,11.5,110,bovada,0.47619047619047616,06:08:40 PM ET,-102,fanduel,0.504950495049505,06:09:42 PM ET,0.9811409712399811,1.922152811148492,True,48.53,51.47,101.91,101.93,1.91,100.0,"Bet $48.53 Over @ bovada, $51.47 Under @ fanduel",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:10:00Z,2,2.1112352666666667,1.0779019333333333,2.1112352666666667,True,bovada,2025-12-17 18:10:46 ET
