player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Victor Wembanyama,player_rebounds,8.5,114,betrivers,0.4672897196261683,185,bovada,0.3508771929824561,0.8181669126086244,22.22444889779558,True,57.11,42.89,122.22,122.24,22.22,100.0,"Bet $57.11 Over @ betrivers, $42.89 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,0.5547470333333333,0.6714137,0.6714137,False,,2025-12-16 19:35:46 ET
Victor Wembanyama,player_assists,2.5,-108,betrivers,0.5192307692307693,165,bovada,0.37735849056603776,0.896589259796807,11.53379198704978,True,57.91,42.09,111.53,111.54,11.53,100.0,"Bet $57.91 Over @ betrivers, $42.09 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,0.5547470333333333,0.6714137,0.6714137,False,,2025-12-16 19:35:46 ET
Stephon Castle,player_assists,6.5,190,bovada,0.3448275862068966,-135,betonlineag,0.574468085106383,0.9192956713132796,8.778930566640053,True,37.51,62.49,108.78,108.78,8.78,100.0,"Bet $37.51 Over @ bovada, $62.49 Under @ betonlineag",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,4,0.6714137,0.45474703333333333,0.6714137,False,,2025-12-16 19:35:46 ET
Victor Wembanyama,player_points,20.5,110,betrivers,0.4761904761904762,115,bovada,0.46511627906976744,0.9413067552602437,6.23529411764705,True,50.59,49.41,106.24,106.23,6.23,100.0,"Bet $50.59 Over @ betrivers, $49.41 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,3,0.5547470333333333,0.6714137,0.6714137,False,,2025-12-16 19:35:46 ET
OG Anunoby,player_points,17.5,130,bovada,0.4347826086956521,-106,fanduel,0.5145631067961165,0.9493457154917686,5.33570475767009,True,45.8,54.2,105.34,105.33,5.33,100.0,"Bet $45.80 Over @ bovada, $54.20 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,0.6714137,1.7714137,1.7714137,False,,2025-12-16 19:35:46 ET
Stephon Castle,player_assists,5.5,100,bovada,0.5,122,williamhill_us,0.45045045045045046,0.9504504504504505,5.213270142180093,True,52.61,47.39,105.22,105.21,5.21,100.0,"Bet $52.61 Over @ bovada, $47.39 Under @ williamhill_us",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,4,0.6714137,0.8547470333333334,0.8547470333333334,False,,2025-12-16 19:35:46 ET
Victor Wembanyama,player_points,19.5,-115,fanduel,0.5348837209302324,140,bovada,0.4166666666666667,0.9515503875968991,5.0916496945010215,True,56.21,43.79,105.09,105.1,5.09,100.0,"Bet $56.21 Over @ fanduel, $43.79 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,6,1.7714137,0.6714137,1.7714137,False,,2025-12-16 19:35:46 ET
OG Anunoby,player_points,16.5,105,bovada,0.48780487804878053,114,betrivers,0.4672897196261682,0.9550945976749488,4.701670644391398,True,51.07,48.93,104.69,104.71,4.69,100.0,"Bet $51.07 Over @ bovada, $48.93 Under @ betrivers",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,0.6714137,0.5547470333333333,0.6714137,False,,2025-12-16 19:35:46 ET
Mikal Bridges,player_points,16.5,130,bovada,0.4347826086956521,-109,draftkings,0.5215311004784688,0.956313709174121,4.568196649989131,True,45.46,54.54,104.56,104.58,4.56,100.0,"Bet $45.46 Over @ bovada, $54.54 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,6,0.6714137,0.2547470333333333,0.6714137,False,,2025-12-16 19:35:46 ET
Victor Wembanyama,player_threes,1.5,112,fanduel,0.4716981132075472,105,bovada,0.4878048780487805,0.9595029912563277,4.22062350119905,True,49.16,50.84,104.22,104.22,4.22,100.0,"Bet $49.16 Over @ fanduel, $50.84 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,1.7714137,0.6714137,1.7714137,False,,2025-12-16 19:35:46 ET
