player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Moses Moody,player_threes,1.5,340,draftkings,0.22727272727272724,10:34:17 PM ET,120,bovada,0.45454545454545453,10:28:06 PM ET,0.6818181818181818,46.66666666666668,True,33.33,66.67,146.65,146.67,46.65,100.0,"Bet $33.33 Over @ draftkings, $66.67 Under @ bovada",Phoenix Suns @ Golden State Warriors,2025-12-21T01:41:00Z,2,6.553554449999999,12.736887783333334,12.736887783333334,True,"draftkings, bovada",2025-12-20 22:40:50 ET
Quinten Post,player_threes,1.5,240,draftkings,0.2941176470588236,10:34:17 PM ET,125,bovada,0.4444444444444444,10:28:06 PM ET,0.738562091503268,35.398230088495566,True,39.82,60.18,135.39,135.4,35.39,100.0,"Bet $39.82 Over @ draftkings, $60.18 Under @ bovada",Phoenix Suns @ Golden State Warriors,2025-12-21T01:41:00Z,2,6.553554449999999,12.736887783333334,12.736887783333334,True,"draftkings, bovada",2025-12-20 22:40:50 ET
Toumani Camara,player_threes,3.5,210,bovada,0.3225806451612903,10:38:55 PM ET,130,draftkings,0.43478260869565216,10:40:13 PM ET,0.7573632538569425,32.03703703703704,True,42.59,57.41,132.03,132.04,32.03,100.0,"Bet $42.59 Over @ bovada, $57.41 Under @ draftkings",Portland Trail Blazers @ Sacramento Kings,2025-12-21T03:12:00Z,4,1.9202211166666667,0.6202211166666667,1.9202211166666667,False,,2025-12-20 22:40:50 ET
Keegan Murray,player_threes,1.5,168,fanduel,0.3731343283582089,10:39:55 PM ET,145,bovada,0.40816326530612246,10:38:55 PM ET,0.7812975936643314,27.992202729044834,True,47.76,52.24,128.0,127.99,27.99,100.0,"Bet $47.76 Over @ fanduel, $52.24 Under @ bovada",Portland Trail Blazers @ Sacramento Kings,2025-12-21T03:12:00Z,4,0.9202211166666667,1.9202211166666667,1.9202211166666667,False,,2025-12-20 22:40:50 ET
Kyle Filipowski,player_threes,0.5,110,draftkings,0.4761904761904762,10:40:29 PM ET,205,bovada,0.32786885245901637,10:32:00 PM ET,0.8040593286494926,24.368932038834945,True,59.22,40.78,124.36,124.38,24.36,100.0,"Bet $59.22 Over @ draftkings, $40.78 Under @ bovada",Orlando Magic @ Utah Jazz,2025-12-21T02:41:00Z,2,0.35355444999999996,8.836887783333333,8.836887783333333,True,bovada,2025-12-20 22:40:50 ET
Toumani Camara,player_assists,2.5,140,fanduel,0.41666666666666663,10:39:55 PM ET,150,bovada,0.4,10:38:55 PM ET,0.8166666666666667,22.44897959183674,True,51.02,48.98,122.45,122.45,22.45,100.0,"Bet $51.02 Over @ fanduel, $48.98 Under @ bovada",Portland Trail Blazers @ Sacramento Kings,2025-12-21T03:12:00Z,5,0.9202211166666667,1.9202211166666667,1.9202211166666667,False,,2025-12-20 22:40:50 ET
Dennis Schroder,player_threes,1.5,115,bovada,0.46511627906976744,10:38:55 PM ET,180,draftkings,0.35714285714285715,10:40:13 PM ET,0.8222591362126246,21.616161616161623,True,56.57,43.43,121.63,121.6,21.6,100.0,"Bet $56.57 Over @ bovada, $43.43 Under @ draftkings",Portland Trail Blazers @ Sacramento Kings,2025-12-21T03:12:00Z,2,1.9202211166666667,0.6202211166666667,1.9202211166666667,False,,2025-12-20 22:40:50 ET
Stephen Curry,player_assists,5.5,190,bovada,0.3448275862068966,10:28:06 PM ET,105,fanatics,0.4878048780487805,10:34:10 PM ET,0.832632464255677,20.101010101010107,True,41.41,58.59,120.09,120.11,20.09,100.0,"Bet $41.41 Over @ bovada, $58.59 Under @ fanatics",Phoenix Suns @ Golden State Warriors,2025-12-21T01:41:00Z,2,12.736887783333334,6.670221116666666,12.736887783333334,True,"bovada, fanatics",2025-12-20 22:40:50 ET
Toumani Camara,player_rebounds,4.5,140,williamhill_us,0.4166666666666667,10:40:43 PM ET,140,bovada,0.4166666666666667,10:38:55 PM ET,0.8333333333333334,19.999999999999996,True,50.0,50.0,120.0,120.0,20.0,100.0,"Bet $50.00 Over @ williamhill_us, $50.00 Under @ bovada",Portland Trail Blazers @ Sacramento Kings,2025-12-21T03:12:00Z,3,0.12022111666666667,1.9202211166666667,1.9202211166666667,False,,2025-12-20 22:40:50 ET
Jusuf Nurkic,player_assists,4.5,200,bovada,0.33333333333333326,10:32:00 PM ET,-102,fanduel,0.504950495049505,10:38:58 PM ET,0.8382838283828382,19.291338582677177,True,39.76,60.24,119.28,119.3,19.28,100.0,"Bet $39.76 Over @ bovada, $60.24 Under @ fanduel",Orlando Magic @ Utah Jazz,2025-12-21T02:41:00Z,3,8.836887783333333,1.8702211166666667,8.836887783333333,True,bovada,2025-12-20 22:40:50 ET
Keegan Murray,player_rebounds,5.5,124,fanduel,0.44642857142857145,10:39:55 PM ET,155,bovada,0.39215686274509803,10:38:55 PM ET,0.8385854341736695,19.248434237995827,True,53.24,46.76,119.26,119.24,19.24,100.0,"Bet $53.24 Over @ fanduel, $46.76 Under @ bovada",Portland Trail Blazers @ Sacramento Kings,2025-12-21T03:12:00Z,4,0.9202211166666667,1.9202211166666667,1.9202211166666667,False,,2025-12-20 22:40:50 ET
Wendell Carter Jr,player_rebounds,9.5,185,bovada,0.3508771929824561,10:32:00 PM ET,105,draftkings,0.4878048780487805,10:40:29 PM ET,0.8386820710312366,19.234693877551035,True,41.84,58.16,119.24,119.23,19.23,100.0,"Bet $41.84 Over @ bovada, $58.16 Under @ draftkings",Orlando Magic @ Utah Jazz,2025-12-21T02:41:00Z,2,8.836887783333333,0.35355444999999996,8.836887783333333,True,bovada,2025-12-20 22:40:50 ET
Anthony Black,player_points,14.5,102,fanduel,0.49504950495049505,10:38:58 PM ET,190,bovada,0.3448275862068966,10:32:00 PM ET,0.8398770911573916,19.065040650406505,True,58.94,41.06,119.06,119.07,19.06,100.0,"Bet $58.94 Over @ fanduel, $41.06 Under @ bovada",Orlando Magic @ Utah Jazz,2025-12-21T02:41:00Z,2,1.8702211166666667,8.836887783333333,8.836887783333333,True,bovada,2025-12-20 22:40:50 ET
Deni Avdija,player_threes,1.5,-110,fanduel,0.523809523809524,10:39:55 PM ET,200,bovada,0.3333333333333333,10:38:55 PM ET,0.8571428571428572,16.66666666666665,True,61.11,38.89,116.66,116.67,16.66,100.0,"Bet $61.11 Over @ fanduel, $38.89 Under @ bovada",Portland Trail Blazers @ Sacramento Kings,2025-12-21T03:12:00Z,4,0.9202211166666667,1.9202211166666667,1.9202211166666667,False,,2025-12-20 22:40:50 ET
Quinten Post,player_rebounds,6.5,145,bovada,0.4081632653061225,10:28:06 PM ET,120,draftkings,0.45454545454545453,10:34:17 PM ET,0.862708719851577,15.91397849462366,True,47.31,52.69,115.91,115.92,15.91,100.0,"Bet $47.31 Over @ bovada, $52.69 Under @ draftkings",Phoenix Suns @ Golden State Warriors,2025-12-21T01:41:00Z,2,12.736887783333334,6.553554449999999,12.736887783333334,True,"bovada, draftkings",2025-12-20 22:40:50 ET
Kyle Filipowski,player_points,11.5,-105,draftkings,0.5121951219512195,10:40:29 PM ET,175,bovada,0.36363636363636365,10:32:00 PM ET,0.8758314855875832,14.177215189873404,True,58.48,41.52,114.18,114.18,14.18,100.0,"Bet $58.48 Over @ draftkings, $41.52 Under @ bovada",Orlando Magic @ Utah Jazz,2025-12-21T02:41:00Z,4,0.35355444999999996,8.836887783333333,8.836887783333333,True,bovada,2025-12-20 22:40:50 ET
Stephen Curry,player_points,23.5,-120,draftkings,0.5454545454545454,10:34:17 PM ET,200,bovada,0.3333333333333333,10:28:06 PM ET,0.8787878787878787,13.793103448275868,True,62.07,37.93,113.8,113.79,13.79,100.0,"Bet $62.07 Over @ draftkings, $37.93 Under @ bovada",Phoenix Suns @ Golden State Warriors,2025-12-21T01:41:00Z,2,6.553554449999999,12.736887783333334,12.736887783333334,True,"draftkings, bovada",2025-12-20 22:40:50 ET
Devin Booker,player_threes,2.5,280,fanduel,0.26315789473684215,10:40:48 PM ET,-165,fanatics,0.6226415094339622,10:34:10 PM ET,0.8857994041708044,12.892376681614337,True,29.71,70.29,112.9,112.89,12.89,100.0,"Bet $29.71 Over @ fanduel, $70.29 Under @ fanatics",Phoenix Suns @ Golden State Warriors,2025-12-21T01:41:00Z,3,0.036887783333333334,6.670221116666666,6.670221116666666,True,fanatics,2025-12-20 22:40:50 ET
Paolo Banchero,player_rebounds,9.5,165,bovada,0.37735849056603776,10:32:00 PM ET,-106,fanduel,0.5145631067961165,10:38:58 PM ET,0.8919215973621543,12.117477921544474,True,42.31,57.69,112.12,112.11,12.11,100.0,"Bet $42.31 Over @ bovada, $57.69 Under @ fanduel",Orlando Magic @ Utah Jazz,2025-12-21T02:41:00Z,4,8.836887783333333,1.8702211166666667,8.836887783333333,True,bovada,2025-12-20 22:40:50 ET
Paolo Banchero,player_assists,6.5,155,bovada,0.392156862745098,10:32:00 PM ET,100,williamhill_us,0.5,10:40:00 PM ET,0.892156862745098,12.08791208791209,True,43.96,56.04,112.1,112.08,12.08,100.0,"Bet $43.96 Over @ bovada, $56.04 Under @ williamhill_us",Orlando Magic @ Utah Jazz,2025-12-21T02:41:00Z,3,8.836887783333333,0.8368877833333334,8.836887783333333,True,bovada,2025-12-20 22:40:50 ET
DeMar DeRozan,player_points,17.5,-114,fanduel,0.5327102803738317,10:38:38 PM ET,170,bovada,0.37037037037037035,10:38:55 PM ET,0.9030806507442021,10.732081257186676,True,58.99,41.01,110.74,110.73,10.73,100.0,"Bet $58.99 Over @ fanduel, $41.01 Under @ bovada",Portland Trail Blazers @ Sacramento Kings,2025-12-21T03:12:00Z,2,2.20355445,1.9202211166666667,2.20355445,True,fanduel,2025-12-20 22:40:50 ET
Russell Westbrook,player_points,12.5,-114,fanduel,0.5327102803738317,10:38:38 PM ET,170,bovada,0.37037037037037035,10:38:55 PM ET,0.9030806507442021,10.732081257186676,True,58.99,41.01,110.74,110.73,10.73,100.0,"Bet $58.99 Over @ fanduel, $41.01 Under @ bovada",Portland Trail Blazers @ Sacramento Kings,2025-12-21T03:12:00Z,4,2.20355445,1.9202211166666667,2.20355445,True,fanduel,2025-12-20 22:40:50 ET
Russell Westbrook,player_rebounds,5.5,116,fanduel,0.462962962962963,10:39:55 PM ET,125,bovada,0.4444444444444444,10:38:55 PM ET,0.9074074074074074,10.20408163265305,True,51.02,48.98,110.2,110.2,10.2,100.0,"Bet $51.02 Over @ fanduel, $48.98 Under @ bovada",Portland Trail Blazers @ Sacramento Kings,2025-12-21T03:12:00Z,4,0.9202211166666667,1.9202211166666667,1.9202211166666667,False,,2025-12-20 22:40:50 ET
Dennis Schroder,player_points,14.5,175,bovada,0.36363636363636365,10:38:55 PM ET,-120,draftkings,0.5454545454545454,10:40:13 PM ET,0.9090909090909091,10.000000000000009,True,40.0,60.0,110.0,110.0,10.0,100.0,"Bet $40.00 Over @ bovada, $60.00 Under @ draftkings",Portland Trail Blazers @ Sacramento Kings,2025-12-21T03:12:00Z,4,1.9202211166666667,0.6202211166666667,1.9202211166666667,False,,2025-12-20 22:40:50 ET
Precious Achiuwa,player_rebounds,4.5,-102,fanduel,0.504950495049505,10:39:55 PM ET,145,bovada,0.40816326530612246,10:38:55 PM ET,0.9131137603556274,9.515379508740862,True,55.3,44.7,109.52,109.52,9.52,100.0,"Bet $55.30 Over @ fanduel, $44.70 Under @ bovada",Portland Trail Blazers @ Sacramento Kings,2025-12-21T03:12:00Z,4,0.9202211166666667,1.9202211166666667,1.9202211166666667,False,,2025-12-20 22:40:50 ET
Toumani Camara,player_points,16.5,155,bovada,0.3921568627450981,10:38:55 PM ET,-110,draftkings,0.5238095238095238,10:40:13 PM ET,0.9159663865546219,9.174311926605494,True,42.81,57.19,109.17,109.18,9.17,100.0,"Bet $42.81 Over @ bovada, $57.19 Under @ draftkings",Portland Trail Blazers @ Sacramento Kings,2025-12-21T03:12:00Z,4,1.9202211166666667,0.6202211166666667,1.9202211166666667,False,,2025-12-20 22:40:50 ET
