player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,game_is_live,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Tyus Jones,player_assists,2.5,140,draftkings,0.41666666666666663,10:34:51 PM ET,150,bovada,0.4,10:34:33 PM ET,0.8166666666666667,22.44897959183674,True,51.02,48.98,122.45,122.45,22.45,100.0,"Bet $51.02 Over @ draftkings, $48.98 Under @ bovada",Orlando Magic @ Golden State Warriors,2025-12-23T03:10:39Z,True,4,0.9625973499999999,1.26259735,1.26259735,False,,2025-12-22 22:35:48 ET
Toumani Camara,player_assists,2.5,135,draftkings,0.4255319148936171,10:35:12 PM ET,150,bovada,0.4,10:34:48 PM ET,0.8255319148936171,21.134020618556693,True,51.55,48.45,121.14,121.12,21.12,100.0,"Bet $51.55 Over @ draftkings, $48.45 Under @ bovada",Detroit Pistons @ Portland Trail Blazers,2025-12-23T03:11:49Z,True,4,0.6125973499999999,1.0125973499999998,1.0125973499999998,False,,2025-12-22 22:35:48 ET
Wendell Carter Jr,player_points,9.5,104,williamhill_us,0.4901960784313726,10:35:32 PM ET,185,bovada,0.3508771929824561,10:34:33 PM ET,0.8410732714138287,18.895705521472394,True,58.28,41.72,118.89,118.9,18.89,100.0,"Bet $58.28 Over @ williamhill_us, $41.72 Under @ bovada",Orlando Magic @ Golden State Warriors,2025-12-23T03:10:39Z,True,2,0.27926401666666667,1.26259735,1.26259735,False,,2025-12-22 22:35:48 ET
Stephen Curry,player_threes,3.5,-105,fanatics,0.5121951219512195,10:35:05 PM ET,200,bovada,0.3333333333333333,10:34:33 PM ET,0.8455284552845528,18.26923076923077,True,60.58,39.42,118.28,118.26,18.26,100.0,"Bet $60.58 Over @ fanatics, $39.42 Under @ bovada",Orlando Magic @ Golden State Warriors,2025-12-23T03:10:39Z,True,5,0.7292640166666666,1.26259735,1.26259735,False,,2025-12-22 22:35:48 ET
Anthony Black,player_assists,4.5,150,bovada,0.39999999999999997,10:34:33 PM ET,120,draftkings,0.45454545454545453,10:34:51 PM ET,0.8545454545454545,17.021276595744684,True,46.81,53.19,117.02,117.02,17.02,100.0,"Bet $46.81 Over @ bovada, $53.19 Under @ draftkings",Orlando Magic @ Golden State Warriors,2025-12-23T03:10:39Z,True,4,1.26259735,0.9625973499999999,1.26259735,False,,2025-12-22 22:35:48 ET
Santi Aldama,player_rebounds,6.5,120,fanatics,0.4545454545454546,10:34:50 PM ET,145,bovada,0.40816326530612246,10:34:27 PM ET,0.862708719851577,15.91397849462366,True,52.69,47.31,115.92,115.91,15.91,100.0,"Bet $52.69 Over @ fanatics, $47.31 Under @ bovada",Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:42:56Z,True,4,0.9792640166666666,1.3625973500000002,1.3625973500000002,False,,2025-12-22 22:35:48 ET
Cade Cunningham,player_threes,2.5,140,bovada,0.4166666666666667,10:34:48 PM ET,120,fanduel,0.45454545454545453,10:35:09 PM ET,0.8712121212121212,14.782608695652177,True,47.83,52.17,114.79,114.77,14.77,100.0,"Bet $47.83 Over @ bovada, $52.17 Under @ fanduel",Detroit Pistons @ Portland Trail Blazers,2025-12-23T03:11:49Z,True,3,1.0125973499999998,0.66259735,1.0125973499999998,False,,2025-12-22 22:35:48 ET
Tyus Jones,player_threes,1.5,205,bovada,0.3278688524590163,10:34:33 PM ET,-120,draftkings,0.5454545454545454,10:34:51 PM ET,0.8733233979135617,14.50511945392492,True,37.54,62.46,114.5,114.51,14.5,100.0,"Bet $37.54 Over @ bovada, $62.46 Under @ draftkings",Orlando Magic @ Golden State Warriors,2025-12-23T03:10:39Z,True,2,1.26259735,0.9625973499999999,1.26259735,False,,2025-12-22 22:35:48 ET
Tobias Harris,player_rebounds,3.5,-128,fanduel,0.5614035087719298,10:35:09 PM ET,215,bovada,0.31746031746031744,10:34:48 PM ET,0.8788638262322472,13.783269961977185,True,63.88,36.12,113.79,113.78,13.78,100.0,"Bet $63.88 Over @ fanduel, $36.12 Under @ bovada",Detroit Pistons @ Portland Trail Blazers,2025-12-23T03:11:49Z,True,3,0.66259735,1.0125973499999998,1.0125973499999998,False,,2025-12-22 22:35:48 ET
Cade Cunningham,player_points,32.5,190,bovada,0.3448275862068966,10:34:48 PM ET,-115,williamhill_us,0.5348837209302325,10:35:07 PM ET,0.8797113071371291,13.673655423883325,True,39.2,60.8,113.68,113.67,13.67,100.0,"Bet $39.20 Over @ bovada, $60.80 Under @ williamhill_us",Detroit Pistons @ Portland Trail Blazers,2025-12-23T03:11:49Z,True,3,1.0125973499999998,0.6959306833333333,1.0125973499999998,False,,2025-12-22 22:35:48 ET
