player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Nikola Vucevic,player_rebounds,6.5,106,fanduel,0.48543689320388345,08:50:25 PM ET,210,bovada,0.3225806451612903,08:50:39 PM ET,0.8080175383651738,23.759689922480632,True,60.08,39.92,123.76,123.75,23.75,100.0,"Bet $60.08 Over @ fanduel, $39.92 Under @ bovada",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,3,0.35945998333333334,0.12612665,0.35945998333333334,False,,2025-12-17 20:50:46 ET
Jarrett Allen,player_rebounds,7.5,110,fanduel,0.4761904761904762,08:50:25 PM ET,200,bovada,0.3333333333333333,08:50:39 PM ET,0.8095238095238095,23.529411764705888,True,58.82,41.18,123.52,123.54,23.52,100.0,"Bet $58.82 Over @ fanduel, $41.18 Under @ bovada",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,4,0.35945998333333334,0.12612665,0.35945998333333334,False,,2025-12-17 20:50:46 ET
Darius Garland,player_rebounds,3.5,145,bovada,0.40816326530612246,08:50:39 PM ET,146,fanduel,0.4065040650406504,08:50:25 PM ET,0.8146673303467729,22.74949083503055,True,50.1,49.9,122.75,122.75,22.75,100.0,"Bet $50.10 Over @ bovada, $49.90 Under @ fanduel",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,3,0.12612665,0.35945998333333334,0.35945998333333334,False,,2025-12-17 20:50:46 ET
Jaylen Wells,player_rebounds,4.5,150,bovada,0.4,08:49:41 PM ET,132,fanduel,0.43103448275862066,08:50:03 PM ET,0.8310344827586207,20.331950207468875,True,48.13,51.87,120.32,120.34,20.33,100.0,"Bet $48.13 Over @ bovada, $51.87 Under @ fanduel",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:11:00Z,4,1.0927933166666668,0.72612665,1.0927933166666668,False,,2025-12-17 20:50:46 ET
Josh Giddey,player_rebounds,9.5,180,bovada,0.3571428571428571,08:50:39 PM ET,110,fanduel,0.47619047619047616,08:50:25 PM ET,0.8333333333333333,20.000000000000018,True,42.86,57.14,120.01,119.99,19.99,100.0,"Bet $42.86 Over @ bovada, $57.14 Under @ fanduel",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,4,0.12612665,0.35945998333333334,0.35945998333333334,False,,2025-12-17 20:50:46 ET
Jaden McDaniels,player_steals,1.5,155,bovada,0.39215686274509803,08:49:41 PM ET,124,draftkings,0.44642857142857145,08:50:44 PM ET,0.8385854341736695,19.248434237995827,True,46.76,53.24,119.24,119.26,19.24,100.0,"Bet $46.76 Over @ bovada, $53.24 Under @ draftkings",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:11:00Z,2,1.0927933166666668,0.042793316666666664,1.0927933166666668,False,,2025-12-17 20:50:46 ET
Kevin Huerter,player_threes,1.5,110,bovada,0.47619047619047616,08:50:39 PM ET,175,draftkings,0.36363636363636365,08:50:27 PM ET,0.8398268398268398,19.072164948453608,True,56.7,43.3,119.07,119.07,19.07,100.0,"Bet $56.70 Over @ bovada, $43.30 Under @ draftkings",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,3,0.12612665,0.32612665,0.32612665,False,,2025-12-17 20:50:46 ET
Matas Buzelis,player_points,9.5,102,fanduel,0.49504950495049505,08:50:25 PM ET,190,bovada,0.3448275862068966,08:50:39 PM ET,0.8398770911573916,19.065040650406505,True,58.94,41.06,119.06,119.07,19.06,100.0,"Bet $58.94 Over @ fanduel, $41.06 Under @ bovada",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,2,0.35945998333333334,0.12612665,0.35945998333333334,False,,2025-12-17 20:50:46 ET
Rudy Gobert,player_blocks,1.5,115,bovada,0.46511627906976744,08:49:41 PM ET,160,draftkings,0.38461538461538464,08:50:44 PM ET,0.8497316636851521,17.68421052631579,True,54.74,45.26,117.69,117.68,17.68,100.0,"Bet $54.74 Over @ bovada, $45.26 Under @ draftkings",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:11:00Z,2,1.0927933166666668,0.042793316666666664,1.0927933166666668,False,,2025-12-17 20:50:46 ET
Jaren Jackson Jr,player_points,23.5,205,bovada,0.3278688524590164,08:49:41 PM ET,-113,williamhill_us,0.5305164319248826,08:49:58 PM ET,0.858385284383899,16.497803281628265,True,38.2,61.8,116.51,116.49,16.49,100.0,"Bet $38.20 Over @ bovada, $61.80 Under @ williamhill_us",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:11:00Z,3,1.0927933166666668,0.8094599833333334,1.0927933166666668,False,,2025-12-17 20:50:46 ET
