player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Victor Wembanyama,player_assists,2.5,152,fanduel,0.3968253968253968,160,bovada,0.38461538461538464,0.7814407814407814,27.968750000000007,True,50.78,49.22,127.97,127.97,27.97,100.0,"Bet $50.78 Over @ fanduel, $49.22 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,1.0664526833333334,1.3497860166666666,1.3497860166666666,False,,2025-12-16 22:05:45 ET
De'Aaron Fox,player_threes,2.5,150,bovada,0.4,150,draftkings,0.4,0.8,25.0,True,50.0,50.0,125.0,125.0,25.0,100.0,"Bet $50.00 Over @ bovada, $50.00 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,3,1.3497860166666666,0.06645268333333333,1.3497860166666666,False,,2025-12-16 22:05:45 ET
Karl-Anthony Towns,player_assists,2.5,130,fanduel,0.43478260869565216,160,bovada,0.38461538461538464,0.8193979933110368,22.04081632653061,True,53.06,46.94,122.04,122.04,22.04,100.0,"Bet $53.06 Over @ fanduel, $46.94 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,3,1.0664526833333334,1.3497860166666666,1.3497860166666666,False,,2025-12-16 22:05:45 ET
Josh Hart,player_rebounds,9.5,160,bovada,0.38461538461538464,128,fanduel,0.43859649122807015,0.8232118758434548,21.475409836065573,True,46.72,53.28,121.47,121.48,21.47,100.0,"Bet $46.72 Over @ bovada, $53.28 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,1.3497860166666666,1.0664526833333334,1.3497860166666666,False,,2025-12-16 22:05:45 ET
Josh Hart,player_points,11.5,114,fanduel,0.46728971962616817,175,bovada,0.36363636363636365,0.8309260832625318,20.3476482617587,True,56.24,43.76,120.35,120.34,20.34,100.0,"Bet $56.24 Over @ fanduel, $43.76 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,1.0664526833333334,1.3497860166666666,1.3497860166666666,False,,2025-12-16 22:05:45 ET
Devin Vassell,player_threes,2.5,105,bovada,0.4878048780487805,185,draftkings,0.3508771929824561,0.8386820710312366,19.234693877551035,True,58.16,41.84,119.23,119.24,19.23,100.0,"Bet $58.16 Over @ bovada, $41.84 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,2,1.3497860166666666,0.06645268333333333,1.3497860166666666,False,,2025-12-16 22:05:45 ET
Jalen Brunson,player_threes,2.5,172,fanduel,0.36764705882352944,110,bovada,0.47619047619047616,0.8438375350140056,18.506224066390043,True,43.57,56.43,118.51,118.5,18.5,100.0,"Bet $43.57 Over @ fanduel, $56.43 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,1.0664526833333334,1.3497860166666666,1.3497860166666666,False,,2025-12-16 22:05:45 ET
Josh Hart,player_assists,4.5,126,fanduel,0.44247787610619466,135,bovada,0.425531914893617,0.8680097909998117,15.206073752711502,True,50.98,49.02,115.21,115.2,15.2,100.0,"Bet $50.98 Over @ fanduel, $49.02 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,1.0664526833333334,1.3497860166666666,1.3497860166666666,False,,2025-12-16 22:05:45 ET
Mikal Bridges,player_assists,4.5,165,bovada,0.37735849056603776,-104,fanduel,0.5098039215686274,0.8871624121346652,12.718932443703078,True,42.54,57.46,112.73,112.71,12.71,100.0,"Bet $42.54 Over @ bovada, $57.46 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,1.3497860166666666,1.0664526833333334,1.3497860166666666,False,,2025-12-16 22:05:45 ET
Victor Wembanyama,player_rebounds,8.5,-105,draftkings,0.5121951219512195,155,bovada,0.39215686274509803,0.9043519846963175,10.576414595452155,True,56.64,43.36,110.58,110.57,10.57,100.0,"Bet $56.64 Over @ draftkings, $43.36 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,0.06645268333333333,1.3497860166666666,1.3497860166666666,False,,2025-12-16 22:05:45 ET
Harrison Barnes,player_points_rebounds_assists,13.5,-105,draftkings,0.5121951219512195,145,bovada,0.40816326530612246,0.920358387257342,8.653326122228222,True,55.65,44.35,108.65,108.66,8.65,100.0,"Bet $55.65 Over @ draftkings, $44.35 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,2,0.06645268333333333,1.3497860166666666,1.3497860166666666,False,,2025-12-16 22:05:45 ET
De'Aaron Fox,player_points,23.5,145,bovada,0.40816326530612246,-110,draftkings,0.5238095238095238,0.9319727891156463,7.299270072992692,True,43.8,56.2,107.31,107.29,7.29,100.0,"Bet $43.80 Over @ bovada, $56.20 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,1.3497860166666666,0.06645268333333333,1.3497860166666666,False,,2025-12-16 22:05:45 ET
Dylan Harper,player_points,12.5,160,bovada,0.3846153846153847,-122,fanduel,0.5495495495495496,0.9341649341649343,7.047477744807118,True,41.17,58.83,107.04,107.05,7.04,100.0,"Bet $41.17 Over @ bovada, $58.83 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,1.3497860166666666,1.0664526833333334,1.3497860166666666,False,,2025-12-16 22:05:45 ET
Karl-Anthony Towns,player_points,18.5,-122,fanduel,0.5495495495495497,160,bovada,0.38461538461538464,0.9341649341649343,7.047477744807118,True,58.83,41.17,107.05,107.04,7.04,100.0,"Bet $58.83 Over @ fanduel, $41.17 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,2,1.0664526833333334,1.3497860166666666,1.3497860166666666,False,,2025-12-16 22:05:45 ET
Karl-Anthony Towns,player_points,19.5,100,draftkings,0.49999999999999994,130,bovada,0.43478260869565216,0.9347826086956521,6.976744186046524,True,53.49,46.51,106.98,106.97,6.97,100.0,"Bet $53.49 Over @ draftkings, $46.51 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,2,0.06645268333333333,1.3497860166666666,1.3497860166666666,False,,2025-12-16 22:05:45 ET
Josh Hart,player_points_rebounds_assists,25.5,-120,draftkings,0.5454545454545454,140,bovada,0.4166666666666667,0.9621212121212122,3.937007874015741,True,56.69,43.31,103.93,103.94,3.93,100.0,"Bet $56.69 Over @ draftkings, $43.31 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,2,0.06645268333333333,1.3497860166666666,1.3497860166666666,False,,2025-12-16 22:05:45 ET
Harrison Barnes,player_points,9.5,110,draftkings,0.47619047619047616,100,bovada,0.5,0.9761904761904762,2.4390243902439046,True,48.78,51.22,102.44,102.44,2.44,100.0,"Bet $48.78 Over @ draftkings, $51.22 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,3,0.06645268333333333,1.3497860166666666,1.3497860166666666,False,,2025-12-16 22:05:45 ET
Karl-Anthony Towns,player_rebounds,13.5,120,draftkings,0.4545454545454545,-116,williamhill_us,0.5370370370370371,0.9915824915824916,0.8488964346349714,True,45.84,54.16,100.85,100.85,0.85,100.0,"Bet $45.84 Over @ draftkings, $54.16 Under @ williamhill_us",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,3,0.06645268333333333,0.9497860166666666,0.9497860166666666,False,,2025-12-16 22:05:45 ET
