player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,game_is_live,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Darius Garland,player_threes,3.5,170,bovada,0.3703703703703704,07:42:58 PM ET,154,fanduel,0.3937007874015748,07:45:07 PM ET,0.7640711577719452,30.87786259541985,True,48.47,51.53,130.87,130.89,30.87,100.0,"Bet $48.47 Over @ bovada, $51.53 Under @ fanduel",Charlotte Hornets @ Cleveland Cavaliers,2025-12-23T00:13:14Z,True,2,2.8505352999999998,0.7005353,2.8505352999999998,True,bovada,2025-12-22 19:45:49 ET
Miles Bridges,player_threes,1.5,168,fanduel,0.3731343283582089,07:45:07 PM ET,145,bovada,0.40816326530612246,07:42:58 PM ET,0.7812975936643314,27.992202729044834,True,47.76,52.24,128.0,127.99,27.99,100.0,"Bet $47.76 Over @ fanduel, $52.24 Under @ bovada",Charlotte Hornets @ Cleveland Cavaliers,2025-12-23T00:13:14Z,True,4,0.7005353,2.8505352999999998,2.8505352999999998,True,bovada,2025-12-22 19:45:49 ET
Darius Garland,player_steals,1.5,150,bovada,0.4,07:42:58 PM ET,145,draftkings,0.40816326530612246,07:45:46 PM ET,0.8081632653061225,23.737373737373723,True,49.49,50.51,123.72,123.75,23.73,100.0,"Bet $49.49 Over @ bovada, $50.51 Under @ draftkings",Charlotte Hornets @ Cleveland Cavaliers,2025-12-23T00:13:14Z,True,2,2.8505352999999998,0.0505353,2.8505352999999998,True,bovada,2025-12-22 19:45:49 ET
Jaylon Tyson,player_rebounds,4.5,105,draftkings,0.4878048780487805,07:45:46 PM ET,185,bovada,0.3508771929824561,07:42:58 PM ET,0.8386820710312366,19.234693877551035,True,58.16,41.84,119.23,119.24,19.23,100.0,"Bet $58.16 Over @ draftkings, $41.84 Under @ bovada",Charlotte Hornets @ Cleveland Cavaliers,2025-12-23T00:13:14Z,True,4,0.0505353,2.8505352999999998,2.8505352999999998,True,bovada,2025-12-22 19:45:49 ET
Sam Merrill,player_threes,1.5,128,fanduel,0.43859649122807015,07:45:07 PM ET,140,bovada,0.4166666666666667,07:42:58 PM ET,0.8552631578947368,16.92307692307693,True,51.28,48.72,116.92,116.93,16.92,100.0,"Bet $51.28 Over @ fanduel, $48.72 Under @ bovada",Charlotte Hornets @ Cleveland Cavaliers,2025-12-23T00:13:14Z,True,4,0.7005353,2.8505352999999998,2.8505352999999998,True,bovada,2025-12-22 19:45:49 ET
Brandon Miller,player_threes,2.5,148,fanduel,0.4032258064516128,07:45:07 PM ET,120,bovada,0.45454545454545453,07:42:58 PM ET,0.8577712609970674,16.58119658119659,True,47.01,52.99,116.58,116.58,16.58,100.0,"Bet $47.01 Over @ fanduel, $52.99 Under @ bovada",Charlotte Hornets @ Cleveland Cavaliers,2025-12-23T00:13:14Z,True,4,0.7005353,2.8505352999999998,2.8505352999999998,True,bovada,2025-12-22 19:45:49 ET
Derrick White,player_threes,3.5,122,betonlineag,0.45045045045045046,07:41:31 PM ET,138,fanduel,0.42016806722689076,07:45:19 PM ET,0.8706185176773412,14.860869565217394,True,51.74,48.26,114.86,114.86,14.86,100.0,"Bet $51.74 Over @ betonlineag, $48.26 Under @ fanduel",Indiana Pacers @ Boston Celtics,2025-12-23T00:41:15Z,True,5,4.300535300000001,0.5005353,4.300535300000001,True,betonlineag,2025-12-22 19:45:49 ET
Kon Knueppel,player_rebounds,3.5,108,fanduel,0.4807692307692308,07:45:07 PM ET,155,bovada,0.39215686274509803,07:42:58 PM ET,0.8729260935143288,14.557235421166315,True,55.08,44.92,114.57,114.55,14.55,100.0,"Bet $55.08 Over @ fanduel, $44.92 Under @ bovada",Charlotte Hornets @ Cleveland Cavaliers,2025-12-23T00:13:14Z,True,4,0.7005353,2.8505352999999998,2.8505352999999998,True,bovada,2025-12-22 19:45:49 ET
Brandon Miller,player_points,16.5,-106,fanduel,0.5145631067961165,07:45:07 PM ET,175,bovada,0.36363636363636365,07:42:58 PM ET,0.8781994704324801,13.86934673366833,True,58.59,41.41,113.86,113.88,13.86,100.0,"Bet $58.59 Over @ fanduel, $41.41 Under @ bovada",Charlotte Hornets @ Cleveland Cavaliers,2025-12-23T00:13:14Z,True,3,0.7005353,2.8505352999999998,2.8505352999999998,True,bovada,2025-12-22 19:45:49 ET
Donovan Mitchell,player_threes,4.5,180,bovada,0.3571428571428572,07:42:58 PM ET,-109,williamhill_us,0.5215311004784688,07:45:35 PM ET,0.878673957621326,13.807856865033052,True,40.65,59.35,113.82,113.8,13.8,100.0,"Bet $40.65 Over @ bovada, $59.35 Under @ williamhill_us",Charlotte Hornets @ Cleveland Cavaliers,2025-12-23T00:13:14Z,True,4,2.8505352999999998,0.23386863333333335,2.8505352999999998,True,bovada,2025-12-22 19:45:49 ET
