player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,game_is_live,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Russell Westbrook,player_assists,5.5,130,draftkings,0.43478260869565216,11:34:47 PM ET,210,bovada,0.3225806451612903,11:35:01 PM ET,0.7573632538569425,32.03703703703704,True,57.41,42.59,132.04,132.03,32.03,100.0,"Bet $57.41 Over @ draftkings, $42.59 Under @ bovada",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,4,1.02296845,0.7896351166666666,1.02296845,False,,2025-12-21 23:35:48 ET
Amen Thompson,player_rebounds,5.5,114,draftkings,0.4672897196261682,11:34:47 PM ET,200,bovada,0.3333333333333333,11:35:01 PM ET,0.8006230529595015,24.90272373540856,True,58.37,41.63,124.91,124.89,24.89,100.0,"Bet $58.37 Over @ draftkings, $41.63 Under @ bovada",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,5,1.02296845,0.7896351166666666,1.02296845,False,,2025-12-21 23:35:48 ET
Jabari Smith Jr,player_rebounds,5.5,110,draftkings,0.4761904761904762,11:34:47 PM ET,205,bovada,0.32786885245901637,11:35:01 PM ET,0.8040593286494926,24.368932038834945,True,59.22,40.78,124.36,124.38,24.36,100.0,"Bet $59.22 Over @ draftkings, $40.78 Under @ bovada",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,4,1.02296845,0.7896351166666666,1.02296845,False,,2025-12-21 23:35:48 ET
Dennis Schroder,player_points,9.5,104,fanduel,0.4901960784313726,11:35:43 PM ET,190,bovada,0.3448275862068966,11:35:01 PM ET,0.8350236646382692,19.757085020242915,True,58.7,41.3,119.75,119.77,19.75,100.0,"Bet $58.70 Over @ fanduel, $41.30 Under @ bovada",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,4,0.08963511666666667,0.7896351166666666,0.7896351166666666,False,,2025-12-21 23:35:48 ET
Kevin Durant,player_threes,2.5,175,bovada,0.36363636363636365,11:35:01 PM ET,105,draftkings,0.4878048780487805,11:34:47 PM ET,0.8514412416851441,17.447916666666675,True,42.71,57.29,117.45,117.44,17.44,100.0,"Bet $42.71 Over @ bovada, $57.29 Under @ draftkings",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,4,0.7896351166666666,1.02296845,1.02296845,False,,2025-12-21 23:35:48 ET
Keegan Murray,player_rebounds,5.5,128,fanduel,0.4385964912280701,11:35:43 PM ET,110,bovada,0.47619047619047616,11:35:01 PM ET,0.9147869674185463,9.31506849315069,True,47.95,52.05,109.33,109.3,9.3,100.0,"Bet $47.95 Over @ fanduel, $52.05 Under @ bovada",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,2,0.08963511666666667,0.7896351166666666,0.7896351166666666,False,,2025-12-21 23:35:48 ET
Reed Sheppard,player_assists,3.5,120,bovada,0.4545454545454545,11:35:01 PM ET,110,fanduel,0.47619047619047616,11:35:43 PM ET,0.9307359307359306,7.441860465116301,True,48.84,51.16,107.45,107.44,7.44,100.0,"Bet $48.84 Over @ bovada, $51.16 Under @ fanduel",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,5,0.7896351166666666,0.08963511666666667,0.7896351166666666,False,,2025-12-21 23:35:48 ET
Maxime Raynaud,player_points,12.5,100,draftkings,0.49999999999999994,11:34:47 PM ET,130,bovada,0.43478260869565216,11:35:01 PM ET,0.9347826086956521,6.976744186046524,True,53.49,46.51,106.98,106.97,6.97,100.0,"Bet $53.49 Over @ draftkings, $46.51 Under @ bovada",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,3,1.02296845,0.7896351166666666,1.02296845,False,,2025-12-21 23:35:48 ET
Jabari Smith Jr,player_threes,2.5,135,bovada,0.4255319148936171,11:35:01 PM ET,-110,draftkings,0.5238095238095238,11:34:47 PM ET,0.9493414387031409,5.336179295624333,True,44.82,55.18,105.33,105.34,5.33,100.0,"Bet $44.82 Over @ bovada, $55.18 Under @ draftkings",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,3,0.7896351166666666,1.02296845,1.02296845,False,,2025-12-21 23:35:48 ET
Nique Clifford,player_rebounds,4.5,145,draftkings,0.40816326530612246,11:34:47 PM ET,-132,fanduel,0.5689655172413793,11:35:43 PM ET,0.9771287825475018,2.340655383507384,True,41.77,58.23,102.34,102.34,2.34,100.0,"Bet $41.77 Over @ draftkings, $58.23 Under @ fanduel",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,3,1.02296845,0.08963511666666667,1.02296845,False,,2025-12-21 23:35:48 ET
