player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Victor Wembanyama,player_rebounds,8.5,100,fanduel,0.49999999999999994,160,bovada,0.38461538461538464,0.8846153846153846,13.043478260869579,True,56.52,43.48,113.04,113.05,13.04,100.0,"Bet $56.52 Over @ fanduel, $43.48 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,2.50966235,0.6429956833333333,2.50966235,True,fanduel,2025-12-16 20:15:46 ET
Victor Wembanyama,player_points_rebounds_assists,32.5,118,betrivers,0.4587155963302753,130,bovada,0.43478260869565216,0.8934982050259275,11.919642857142843,True,51.34,48.66,111.92,111.92,11.92,100.0,"Bet $51.34 Over @ betrivers, $48.66 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,0.7929956833333333,0.6429956833333333,0.7929956833333333,False,,2025-12-16 20:15:46 ET
Victor Wembanyama,player_assists,2.5,-107,betrivers,0.5169082125603864,150,bovada,0.4,0.9169082125603865,9.062170706006324,True,56.38,43.62,109.07,109.05,9.05,100.0,"Bet $56.38 Over @ betrivers, $43.62 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,0.7929956833333333,0.6429956833333333,0.7929956833333333,False,,2025-12-16 20:15:46 ET
Stephon Castle,player_assists,6.5,190,bovada,0.3448275862068966,-143,betonlineag,0.588477366255144,0.9333049524620406,7.146115250114038,True,36.95,63.05,107.16,107.14,7.14,100.0,"Bet $36.95 Over @ bovada, $63.05 Under @ betonlineag",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,3,0.6429956833333333,3.15966235,3.15966235,True,betonlineag,2025-12-16 20:15:46 ET
Victor Wembanyama,player_points,20.5,108,betrivers,0.4807692307692307,110,bovada,0.47619047619047616,0.9569597069597069,4.4976076555024,True,50.24,49.76,104.5,104.5,4.5,100.0,"Bet $50.24 Over @ betrivers, $49.76 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,3,0.7929956833333333,0.6429956833333333,0.7929956833333333,False,,2025-12-16 20:15:46 ET
OG Anunoby,player_points,17.5,125,bovada,0.4444444444444444,-107,draftkings,0.5169082125603864,0.9613526570048309,4.02010050251258,True,46.23,53.77,104.02,104.02,4.02,100.0,"Bet $46.23 Over @ bovada, $53.77 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,0.6429956833333333,0.5429956833333333,0.6429956833333333,False,,2025-12-16 20:15:46 ET
OG Anunoby,player_points,16.5,100,bovada,0.5,116,betrivers,0.46296296296296297,0.962962962962963,3.8461538461538325,True,51.92,48.08,103.84,103.85,3.84,100.0,"Bet $51.92 Over @ bovada, $48.08 Under @ betrivers",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,0.6429956833333333,0.7929956833333333,0.7929956833333333,False,,2025-12-16 20:15:46 ET
Victor Wembanyama,player_threes,1.5,110,fanduel,0.47619047619047616,105,bovada,0.4878048780487805,0.9639953542392566,3.7349397590361377,True,49.4,50.6,103.74,103.73,3.73,100.0,"Bet $49.40 Over @ fanduel, $50.60 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,2.50966235,0.6429956833333333,2.50966235,True,fanduel,2025-12-16 20:15:46 ET
Stephon Castle,player_assists,5.5,100,bovada,0.49999999999999994,115,williamhill_us,0.46511627906976744,0.9651162790697674,3.6144578313253017,True,51.81,48.19,103.62,103.61,3.61,100.0,"Bet $51.81 Over @ bovada, $48.19 Under @ williamhill_us",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,5,0.6429956833333333,0.40966234999999995,0.6429956833333333,False,,2025-12-16 20:15:46 ET
Victor Wembanyama,player_points,19.5,-118,fanduel,0.5412844036697249,135,bovada,0.425531914893617,0.9668163185633418,3.432263274782965,True,55.99,44.01,103.44,103.42,3.42,100.0,"Bet $55.99 Over @ fanduel, $44.01 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,6,2.50966235,0.6429956833333333,2.50966235,True,fanduel,2025-12-16 20:15:46 ET
OG Anunoby,player_points,18.5,160,bovada,0.3846153846153847,-141,betrivers,0.5850622406639004,0.9696776252792851,3.127057274522693,True,39.66,60.34,103.12,103.13,3.12,100.0,"Bet $39.66 Over @ bovada, $60.34 Under @ betrivers",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,0.6429956833333333,0.7929956833333333,0.7929956833333333,False,,2025-12-16 20:15:46 ET
De'Aaron Fox,player_points,20.5,-103,draftkings,0.5073891625615765,115,bovada,0.46511627906976744,0.9725054416313439,2.8271881258098652,True,52.17,47.83,102.82,102.83,2.82,100.0,"Bet $52.17 Over @ draftkings, $47.83 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,0.5429956833333333,0.6429956833333333,0.6429956833333333,False,,2025-12-16 20:15:46 ET
Victor Wembanyama,player_steals,0.5,-160,fanduel,0.6153846153846154,180,bovada,0.35714285714285715,0.9725274725274726,2.824858757062132,True,63.28,36.72,102.83,102.82,2.82,100.0,"Bet $63.28 Over @ fanduel, $36.72 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,3,2.50966235,0.6429956833333333,2.50966235,True,fanduel,2025-12-16 20:15:46 ET
Victor Wembanyama,player_points,18.5,-152,betrivers,0.6031746031746031,170,bovada,0.37037037037037035,0.9735449735449735,2.717391304347827,True,61.96,38.04,102.72,102.71,2.71,100.0,"Bet $61.96 Over @ betrivers, $38.04 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,0.7929956833333333,0.6429956833333333,0.7929956833333333,False,,2025-12-16 20:15:46 ET
OG Anunoby,player_points_rebounds_assists,23.5,-105,bovada,0.5121951219512195,115,betrivers,0.46511627906976744,0.9773114010209869,2.321532211259436,True,52.41,47.59,102.32,102.32,2.32,100.0,"Bet $52.41 Over @ bovada, $47.59 Under @ betrivers",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,0.6429956833333333,0.7929956833333333,0.7929956833333333,False,,2025-12-16 20:15:46 ET
OG Anunoby,player_threes,2.5,130,bovada,0.4347826086956522,-122,fanduel,0.5495495495495496,0.9843321582452018,1.5917230401909954,True,44.17,55.83,101.59,101.59,1.59,100.0,"Bet $44.17 Over @ bovada, $55.83 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,0.6429956833333333,2.50966235,2.50966235,True,fanduel,2025-12-16 20:15:46 ET
OG Anunoby,player_points_rebounds_assists,24.5,115,bovada,0.4651162790697675,-108,fanduel,0.5192307692307693,0.9843470483005368,1.5901862789641008,True,47.25,52.75,101.59,101.59,1.59,100.0,"Bet $47.25 Over @ bovada, $52.75 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,5,0.6429956833333333,2.50966235,2.50966235,True,fanduel,2025-12-16 20:15:46 ET
Mitchell Robinson,player_points,2.5,-155,betrivers,0.6078431372549019,165,bovada,0.37735849056603776,0.9852016278209397,1.5020653398422956,True,61.7,38.3,101.51,101.49,1.49,100.0,"Bet $61.70 Over @ betrivers, $38.30 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,0.7929956833333333,0.6429956833333333,0.7929956833333333,False,,2025-12-16 20:15:46 ET
Mikal Bridges,player_points,16.5,120,bovada,0.4545454545454546,-114,betonlineag,0.5327102803738317,0.9872557349192863,1.2908777969018903,True,46.04,53.96,101.29,101.29,1.29,100.0,"Bet $46.04 Over @ bovada, $53.96 Under @ betonlineag",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,4,0.6429956833333333,3.15966235,3.15966235,True,betonlineag,2025-12-16 20:15:46 ET
Mitchell Robinson,player_rebounds,6.5,105,bovada,0.4878048780487805,100,betonlineag,0.5,0.9878048780487805,1.2345679012345734,True,49.38,50.62,101.23,101.24,1.23,100.0,"Bet $49.38 Over @ bovada, $50.62 Under @ betonlineag",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,6,0.6429956833333333,3.15966235,3.15966235,True,betonlineag,2025-12-16 20:15:46 ET
De'Aaron Fox,player_points_rebounds_assists,29.5,-115,betonlineag,0.5348837209302324,120,bovada,0.45454545454545453,0.989429175475687,1.0683760683760868,True,54.06,45.94,101.07,101.07,1.07,100.0,"Bet $54.06 Over @ betonlineag, $45.94 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,6,3.15966235,0.6429956833333333,3.15966235,True,betonlineag,2025-12-16 20:15:46 ET
Dylan Harper,player_threes,0.5,-143,betonlineag,0.588477366255144,145,bovada,0.40816326530612246,0.9966406315612665,0.33706918344991177,True,59.05,40.95,100.34,100.33,0.33,100.0,"Bet $59.05 Over @ betonlineag, $40.95 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,6,3.15966235,0.6429956833333333,3.15966235,True,betonlineag,2025-12-16 20:15:46 ET
Mikal Bridges,player_points_rebounds_assists,24.5,120,bovada,0.4545454545454546,-119,draftkings,0.54337899543379,0.9979244499792446,0.2079866888519133,True,45.55,54.45,100.21,100.21,0.21,100.0,"Bet $45.55 Over @ bovada, $54.45 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,5,0.6429956833333333,0.5429956833333333,0.6429956833333333,False,,2025-12-16 20:15:46 ET
Julian Champagnie,player_rebounds,4.5,130,fanduel,0.4347826086956522,-129,betrivers,0.5633187772925764,0.9981013859882286,0.19022256039566976,True,43.56,56.44,100.19,100.19,0.19,100.0,"Bet $43.56 Over @ fanduel, $56.44 Under @ betrivers",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,4,2.50966235,0.7929956833333333,2.50966235,True,fanduel,2025-12-16 20:15:46 ET
