player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,game_is_live,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Keyonte George,player_assists,5.5,182,williamhill_us,0.3546099290780142,11:07:24 PM ET,205,bovada,0.32786885245901637,11:15:31 PM ET,0.6824787815370306,46.52470187393527,True,51.96,48.04,146.53,146.52,46.52,100.0,"Bet $51.96 Over @ williamhill_us, $48.04 Under @ bovada",Memphis Grizzlies @ Utah Jazz,2025-12-24T02:12:00Z,True,2,8.434307949999999,0.31764128333333336,8.434307949999999,True,williamhill_us,2025-12-23 23:15:50 ET
Deni Avdija,player_threes,1.5,175,williamhill_us,0.36363636363636365,11:15:08 PM ET,175,bovada,0.36363636363636365,11:14:53 PM ET,0.7272727272727273,37.5,True,50.0,50.0,137.5,137.5,37.5,100.0,"Bet $50.00 Over @ williamhill_us, $50.00 Under @ bovada",Orlando Magic @ Portland Trail Blazers,2025-12-24T03:12:00Z,True,3,0.7009746166666667,0.9509746166666667,0.9509746166666667,False,,2025-12-23 23:15:50 ET
Wendell Carter Jr,player_threes,0.5,142,fanduel,0.4132231404958678,11:15:36 PM ET,180,bovada,0.35714285714285715,11:14:53 PM ET,0.7703659976387249,29.80842911877395,True,53.64,46.36,129.81,129.81,29.81,100.0,"Bet $53.64 Over @ fanduel, $46.36 Under @ bovada",Orlando Magic @ Portland Trail Blazers,2025-12-24T03:12:00Z,True,3,0.23430795,0.9509746166666667,0.9509746166666667,False,,2025-12-23 23:15:50 ET
Jabari Smith Jr,player_rebounds,5.5,119,williamhill_us,0.45662100456620996,11:15:17 PM ET,205,bovada,0.32786885245901637,11:13:32 PM ET,0.7844898570252263,27.471374045801532,True,58.21,41.79,127.48,127.46,27.46,100.0,"Bet $58.21 Over @ williamhill_us, $41.79 Under @ bovada",Houston Rockets @ Los Angeles Clippers,2025-12-24T03:42:00Z,True,2,0.5509746166666667,2.3009746166666667,2.3009746166666667,True,bovada,2025-12-23 23:15:50 ET
Desmond Bane,player_threes,2.5,135,bovada,0.4255319148936171,11:14:53 PM ET,175,draftkings,0.36363636363636365,11:14:16 PM ET,0.7891682785299807,26.7156862745098,True,53.92,46.08,126.71,126.72,26.71,100.0,"Bet $53.92 Over @ bovada, $46.08 Under @ draftkings",Orlando Magic @ Portland Trail Blazers,2025-12-24T03:12:00Z,True,4,0.9509746166666667,1.5676412833333333,1.5676412833333333,False,,2025-12-23 23:15:50 ET
Paolo Banchero,player_assists,4.5,130,fanduel,0.4347826086956522,11:15:36 PM ET,170,bovada,0.37037037037037035,11:14:53 PM ET,0.8051529790660226,24.2,True,54.0,46.0,124.2,124.2,24.2,100.0,"Bet $54.00 Over @ fanduel, $46.00 Under @ bovada",Orlando Magic @ Portland Trail Blazers,2025-12-24T03:12:00Z,True,4,0.23430795,0.9509746166666667,0.9509746166666667,False,,2025-12-23 23:15:50 ET
Kris Murray,player_threes,0.5,152,fanduel,0.3968253968253968,11:15:36 PM ET,140,bovada,0.4166666666666667,11:14:53 PM ET,0.8134920634920635,22.926829268292682,True,48.78,51.22,122.93,122.93,22.93,100.0,"Bet $48.78 Over @ fanduel, $51.22 Under @ bovada",Orlando Magic @ Portland Trail Blazers,2025-12-24T03:12:00Z,True,2,0.23430795,0.9509746166666667,0.9509746166666667,False,,2025-12-23 23:15:50 ET
Shaedon Sharpe,player_threes,2.5,125,bovada,0.4444444444444444,11:14:53 PM ET,165,draftkings,0.37735849056603776,11:14:16 PM ET,0.8218029350104822,21.683673469387756,True,54.08,45.92,121.68,121.69,21.68,100.0,"Bet $54.08 Over @ bovada, $45.92 Under @ draftkings",Orlando Magic @ Portland Trail Blazers,2025-12-24T03:12:00Z,True,2,0.9509746166666667,1.5676412833333333,1.5676412833333333,False,,2025-12-23 23:15:50 ET
Kris Dunn,player_threes,1.5,140,bovada,0.4166666666666667,11:13:32 PM ET,140,fanduel,0.4166666666666667,11:15:31 PM ET,0.8333333333333334,19.999999999999996,True,50.0,50.0,120.0,120.0,20.0,100.0,"Bet $50.00 Over @ bovada, $50.00 Under @ fanduel",Houston Rockets @ Los Angeles Clippers,2025-12-24T03:42:00Z,True,2,2.3009746166666667,0.31764128333333336,2.3009746166666667,True,bovada,2025-12-23 23:15:50 ET
Cade Cunningham,player_threes,2.5,145,bovada,0.4081632653061224,11:09:21 PM ET,135,draftkings,0.425531914893617,11:15:19 PM ET,0.8336951801997394,19.947916666666664,True,48.96,51.04,119.95,119.94,19.94,100.0,"Bet $48.96 Over @ bovada, $51.04 Under @ draftkings",Detroit Pistons @ Sacramento Kings,2025-12-24T03:12:00Z,True,3,6.48430795,0.5176412833333334,6.48430795,True,bovada,2025-12-23 23:15:50 ET
Wendell Carter Jr,player_rebounds,9.5,160,bovada,0.3846153846153847,11:14:53 PM ET,118,fanduel,0.45871559633027525,11:15:36 PM ET,0.84333098094566,18.57740585774057,True,45.61,54.39,118.59,118.57,18.57,100.0,"Bet $45.61 Over @ bovada, $54.39 Under @ fanduel",Orlando Magic @ Portland Trail Blazers,2025-12-24T03:12:00Z,True,2,0.9509746166666667,0.23430795,0.9509746166666667,False,,2025-12-23 23:15:50 ET
Kris Dunn,player_assists,2.5,130,fanduel,0.43478260869565216,11:15:31 PM ET,135,bovada,0.425531914893617,11:13:32 PM ET,0.8603145235892692,16.236559139784944,True,50.54,49.46,116.24,116.23,16.23,100.0,"Bet $50.54 Over @ fanduel, $49.46 Under @ bovada",Houston Rockets @ Los Angeles Clippers,2025-12-24T03:42:00Z,True,2,0.31764128333333336,2.3009746166666667,2.3009746166666667,True,bovada,2025-12-23 23:15:50 ET
John Collins,player_points,10.5,100,fanduel,0.5,11:15:31 PM ET,175,bovada,0.36363636363636365,11:13:32 PM ET,0.8636363636363636,15.789473684210531,True,57.89,42.11,115.78,115.8,15.78,100.0,"Bet $57.89 Over @ fanduel, $42.11 Under @ bovada",Houston Rockets @ Los Angeles Clippers,2025-12-24T03:42:00Z,True,2,0.31764128333333336,2.3009746166666667,2.3009746166666667,True,bovada,2025-12-23 23:15:50 ET
Duncan Robinson,player_threes,2.5,158,fanduel,0.3875968992248062,11:14:57 PM ET,110,bovada,0.47619047619047616,11:09:21 PM ET,0.8637873754152824,15.76923076923078,True,44.87,55.13,115.76,115.77,15.76,100.0,"Bet $44.87 Over @ fanduel, $55.13 Under @ bovada",Detroit Pistons @ Sacramento Kings,2025-12-24T03:12:00Z,True,4,0.8843079500000001,6.48430795,6.48430795,True,bovada,2025-12-23 23:15:50 ET
Bogdan Bogdanovic,player_points,6.5,101,williamhill_us,0.49751243781094534,11:15:17 PM ET,170,bovada,0.37037037037037035,11:13:32 PM ET,0.8678828081813157,15.222929936305718,True,57.32,42.68,115.21,115.24,15.21,100.0,"Bet $57.32 Over @ williamhill_us, $42.68 Under @ bovada",Houston Rockets @ Los Angeles Clippers,2025-12-24T03:42:00Z,True,3,0.5509746166666667,2.3009746166666667,2.3009746166666667,True,bovada,2025-12-23 23:15:50 ET
