player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Victor Wembanyama,player_assists,2.5,154,draftkings,0.3937007874015749,165,bovada,0.37735849056603776,0.7710592779676126,29.691714836223483,True,51.06,48.94,129.69,129.69,29.69,100.0,"Bet $51.06 Over @ draftkings, $48.94 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,1.0514763,1.0014763,1.0514763,False,,2025-12-16 21:55:46 ET
De'Aaron Fox,player_threes,1.5,175,draftkings,0.36363636363636365,145,bovada,0.40816326530612246,0.7717996289424861,29.567307692307686,True,47.12,52.88,129.58,129.56,29.56,100.0,"Bet $47.12 Over @ draftkings, $52.88 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,3,1.0514763,1.0014763,1.0514763,False,,2025-12-16 21:55:46 ET
Mikal Bridges,player_assists,4.5,170,bovada,0.3703703703703703,122,fanduel,0.45045045045045046,0.8208208208208208,21.829268292682947,True,45.12,54.88,121.82,121.83,21.82,100.0,"Bet $45.12 Over @ bovada, $54.88 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,1.0014763,0.8848096333333333,1.0014763,False,,2025-12-16 21:55:46 ET
Julian Champagnie,player_rebounds,3.5,131,williamhill_us,0.4329004329004329,150,bovada,0.4,0.8329004329004329,20.06237006237006,True,51.98,48.02,120.07,120.05,20.05,100.0,"Bet $51.98 Over @ williamhill_us, $48.02 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,2,1.3514763,1.0014763,1.3514763,False,,2025-12-16 21:55:46 ET
Mikal Bridges,player_rebounds,4.5,140,draftkings,0.41666666666666674,131,williamhill_us,0.4329004329004329,0.8495670995670996,17.707006369426747,True,49.04,50.96,117.7,117.72,17.7,100.0,"Bet $49.04 Over @ draftkings, $50.96 Under @ williamhill_us",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,3,1.0514763,1.3514763,1.3514763,False,,2025-12-16 21:55:46 ET
OG Anunoby,player_rebounds,3.5,104,fanduel,0.4901960784313725,175,bovada,0.36363636363636365,0.8538324420677361,17.118997912317347,True,57.41,42.59,117.12,117.12,17.12,100.0,"Bet $57.41 Over @ fanduel, $42.59 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,0.8848096333333333,1.0014763,1.0014763,False,,2025-12-16 21:55:46 ET
Stephon Castle,player_points,14.5,-110,draftkings,0.5238095238095238,190,bovada,0.3448275862068966,0.8686371100164204,15.122873345935716,True,60.3,39.7,115.12,115.13,15.12,100.0,"Bet $60.30 Over @ draftkings, $39.70 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,1.0514763,1.0014763,1.0514763,False,,2025-12-16 21:55:46 ET
Victor Wembanyama,player_rebounds,8.5,-108,fanduel,0.5192307692307693,185,bovada,0.3508771929824561,0.8701079622132254,14.928266770065912,True,59.67,40.33,114.92,114.94,14.92,100.0,"Bet $59.67 Over @ fanduel, $40.33 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,0.8848096333333333,1.0014763,1.0014763,False,,2025-12-16 21:55:46 ET
Jalen Brunson,player_threes,2.5,140,fanduel,0.4166666666666667,120,bovada,0.45454545454545453,0.8712121212121212,14.782608695652177,True,47.83,52.17,114.79,114.77,14.77,100.0,"Bet $47.83 Over @ fanduel, $52.17 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,0.8848096333333333,1.0014763,1.0014763,False,,2025-12-16 21:55:46 ET
Josh Hart,player_assists,4.5,100,fanduel,0.49999999999999994,135,bovada,0.425531914893617,0.925531914893617,8.045977011494255,True,54.02,45.98,108.04,108.05,8.04,100.0,"Bet $54.02 Over @ fanduel, $45.98 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,5,0.8848096333333333,1.0014763,1.0014763,False,,2025-12-16 21:55:46 ET
Josh Hart,player_rebounds,9.5,165,bovada,0.37735849056603776,-124,williamhill_us,0.5535714285714286,0.9309299191374664,7.4194715888527,True,40.54,59.46,107.43,107.41,7.41,100.0,"Bet $40.54 Over @ bovada, $59.46 Under @ williamhill_us",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,2,1.0014763,1.3514763,1.3514763,False,,2025-12-16 21:55:46 ET
Dylan Harper,player_points,12.5,155,bovada,0.3921568627450981,-118,fanduel,0.5412844036697247,0.9334412664148228,7.130468298323378,True,42.01,57.99,107.13,107.13,7.13,100.0,"Bet $42.01 Over @ bovada, $57.99 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,3,1.0014763,0.8848096333333333,1.0014763,False,,2025-12-16 21:55:46 ET
Jalen Brunson,player_rebounds,3.5,130,bovada,0.4347826086956521,100,fanduel,0.5,0.9347826086956521,6.976744186046524,True,46.51,53.49,106.97,106.98,6.97,100.0,"Bet $46.51 Over @ bovada, $53.49 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,5,1.0014763,0.8848096333333333,1.0014763,False,,2025-12-16 21:55:46 ET
Dylan Harper,player_points,11.5,115,bovada,0.4651162790697674,105,draftkings,0.4878048780487805,0.9529211571185479,4.940476190476195,True,48.81,51.19,104.94,104.94,4.94,100.0,"Bet $48.81 Over @ bovada, $51.19 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,2,1.0014763,1.0514763,1.0514763,False,,2025-12-16 21:55:46 ET
Josh Hart,player_points,12.5,-105,fanatics,0.5121951219512195,125,bovada,0.4444444444444444,0.9566395663956639,4.532577903682711,True,53.54,46.46,104.53,104.54,4.53,100.0,"Bet $53.54 Over @ fanatics, $46.46 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,0.9514762999999999,1.0014763,1.0014763,False,,2025-12-16 21:55:46 ET
