player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Santi Aldama,player_assists,4.5,180,bovada,0.3571428571428571,08:27:19 PM ET,129,williamhill_us,0.4366812227074236,08:29:51 PM ET,0.7938240798502807,25.972495088408643,True,44.99,55.01,125.97,125.97,25.97,100.0,"Bet $44.99 Over @ bovada, $55.01 Under @ williamhill_us",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:11:00Z,4,3.4662273833333335,0.93289405,3.4662273833333335,True,bovada,2025-12-17 20:30:46 ET
Santi Aldama,player_threes,1.5,154,draftkings,0.3937007874015748,08:30:45 PM ET,140,bovada,0.4166666666666667,08:27:19 PM ET,0.8103674540682415,23.40080971659919,True,48.58,51.42,123.39,123.41,23.39,100.0,"Bet $48.58 Over @ draftkings, $51.42 Under @ bovada",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:11:00Z,4,0.03289405,3.4662273833333335,3.4662273833333335,True,bovada,2025-12-17 20:30:46 ET
Rudy Gobert,player_points,13.5,210,bovada,0.32258064516129026,08:27:19 PM ET,102,fanduel,0.49504950495049505,08:30:09 PM ET,0.8176301501117853,22.304687500000007,True,39.45,60.55,122.3,122.31,22.3,100.0,"Bet $39.45 Over @ bovada, $60.55 Under @ fanduel",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:11:00Z,2,3.4662273833333335,0.6328940500000001,3.4662273833333335,True,bovada,2025-12-17 20:30:46 ET
Nikola Vucevic,player_rebounds,6.5,-102,fanduel,0.504950495049505,08:30:16 PM ET,210,bovada,0.3225806451612903,08:28:16 PM ET,0.8275311402107952,20.841373986877663,True,61.02,38.98,120.84,120.84,20.84,100.0,"Bet $61.02 Over @ fanduel, $38.98 Under @ bovada",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,4,0.5162273833333333,2.5162273833333333,2.5162273833333333,True,bovada,2025-12-17 20:30:46 ET
Jarrett Allen,player_points,17.5,215,bovada,0.31746031746031744,08:28:16 PM ET,-114,fanduel,0.5327102803738317,08:30:16 PM ET,0.8501705978341492,17.623451404641433,True,37.34,62.66,117.62,117.62,17.62,100.0,"Bet $37.34 Over @ bovada, $62.66 Under @ fanduel",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,4,2.5162273833333333,0.5162273833333333,2.5162273833333333,True,bovada,2025-12-17 20:30:46 ET
Kentavious Caldwell-Pope,player_assists,2.5,-115,draftkings,0.5348837209302326,08:30:45 PM ET,210,bovada,0.3225806451612903,08:27:19 PM ET,0.8574643660915229,16.62292213473315,True,62.38,37.62,116.62,116.62,16.62,100.0,"Bet $62.38 Over @ draftkings, $37.62 Under @ bovada",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:11:00Z,4,0.03289405,3.4662273833333335,3.4662273833333335,True,bovada,2025-12-17 20:30:46 ET
Josh Giddey,player_points,23.5,210,bovada,0.32258064516129037,08:28:16 PM ET,-115,draftkings,0.5348837209302325,08:30:45 PM ET,0.8574643660915229,16.62292213473315,True,37.62,62.38,116.62,116.62,16.62,100.0,"Bet $37.62 Over @ bovada, $62.38 Under @ draftkings",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,4,2.5162273833333333,0.03289405,2.5162273833333333,True,bovada,2025-12-17 20:30:46 ET
Coby White,player_rebounds,4.5,205,bovada,0.3278688524590163,08:28:16 PM ET,-114,fanduel,0.5327102803738317,08:30:16 PM ET,0.860579132832848,16.20081894249601,True,38.1,61.9,116.2,116.2,16.2,100.0,"Bet $38.10 Over @ bovada, $61.90 Under @ fanduel",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,4,2.5162273833333333,0.5162273833333333,2.5162273833333333,True,bovada,2025-12-17 20:30:46 ET
Naz Reid,player_rebounds,7.5,165,bovada,0.3773584905660377,08:27:19 PM ET,104,fanduel,0.49019607843137253,08:30:09 PM ET,0.8675545689974102,15.266524520255874,True,43.5,56.5,115.28,115.26,15.26,100.0,"Bet $43.50 Over @ bovada, $56.50 Under @ fanduel",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:11:00Z,3,3.4662273833333335,0.6328940500000001,3.4662273833333335,True,bovada,2025-12-17 20:30:46 ET
Nikola Vucevic,player_points,11.5,-120,fanduel,0.5454545454545454,08:30:16 PM ET,210,bovada,0.3225806451612903,08:28:16 PM ET,0.8680351906158357,15.20270270270272,True,62.84,37.16,115.21,115.2,15.2,100.0,"Bet $62.84 Over @ fanduel, $37.16 Under @ bovada",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,3,0.5162273833333333,2.5162273833333333,2.5162273833333333,True,bovada,2025-12-17 20:30:46 ET
