player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,game_is_live,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Saddiq Bey,player_rebounds,6.5,190,bovada,0.3448275862068966,10:03:54 PM ET,174,fanduel,0.36496350364963503,10:05:24 PM ET,0.7097910898565316,40.88652482269504,True,48.58,51.42,140.88,140.89,40.88,100.0,"Bet $48.58 Over @ bovada, $51.42 Under @ fanduel",Dallas Mavericks @ New Orleans Pelicans,2025-12-23T01:10:35Z,True,2,1.9061328499999999,0.40613285,1.9061328499999999,False,,2025-12-22 22:05:48 ET
Zion Williamson,player_rebounds,6.5,175,bovada,0.3636363636363637,10:03:54 PM ET,160,draftkings,0.38461538461538464,10:05:31 PM ET,0.7482517482517483,33.644859813084096,True,48.6,51.4,133.65,133.64,33.64,100.0,"Bet $48.60 Over @ bovada, $51.40 Under @ draftkings",Dallas Mavericks @ New Orleans Pelicans,2025-12-23T01:10:35Z,True,3,1.9061328499999999,0.28946618333333335,1.9061328499999999,False,,2025-12-22 22:05:48 ET
Kenrich Williams,player_threes,1.5,162,williamhill_us,0.3816793893129771,10:03:44 PM ET,152,fanduel,0.3968253968253968,10:05:32 PM ET,0.7785047861383739,28.45136186770427,True,49.03,50.97,128.46,128.44,28.44,100.0,"Bet $49.03 Over @ williamhill_us, $50.97 Under @ fanduel",Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:42:56Z,True,3,2.0727995166666666,0.2727995166666667,2.0727995166666666,True,williamhill_us,2025-12-22 22:05:48 ET
Lauri Markkanen,player_rebounds,8.5,210,bovada,0.3225806451612903,10:05:06 PM ET,116,williamhill_us,0.46296296296296297,10:00:22 PM ET,0.7855436081242533,27.300380228136877,True,41.06,58.94,127.29,127.31,27.29,100.0,"Bet $41.06 Over @ bovada, $58.94 Under @ williamhill_us",Utah Jazz @ Denver Nuggets,2025-12-23T02:11:42Z,True,2,0.7061328499999999,5.439466183333334,5.439466183333334,True,williamhill_us,2025-12-22 22:05:48 ET
Derik Queen,player_points,16.5,185,bovada,0.35087719298245607,10:03:54 PM ET,130,fanduel,0.43478260869565216,10:05:24 PM ET,0.7856598016781082,27.281553398058268,True,44.66,55.34,127.28,127.28,27.28,100.0,"Bet $44.66 Over @ bovada, $55.34 Under @ fanduel",Dallas Mavericks @ New Orleans Pelicans,2025-12-23T01:10:35Z,True,2,1.9061328499999999,0.40613285,1.9061328499999999,False,,2025-12-22 22:05:48 ET
Cedric Coward,player_rebounds,7.5,215,bovada,0.3174603174603175,10:05:01 PM ET,104,fanduel,0.49019607843137253,10:05:32 PM ET,0.80765639589169,23.815028901734102,True,39.31,60.69,123.83,123.81,23.81,100.0,"Bet $39.31 Over @ bovada, $60.69 Under @ fanduel",Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:42:56Z,True,3,0.7894661833333333,0.2727995166666667,0.7894661833333333,False,,2025-12-22 22:05:48 ET
Kentavious Caldwell-Pope,player_threes,1.5,145,bovada,0.40816326530612246,10:05:01 PM ET,145,draftkings,0.40816326530612246,10:04:47 PM ET,0.8163265306122449,22.499999999999986,True,50.0,50.0,122.5,122.5,22.5,100.0,"Bet $50.00 Over @ bovada, $50.00 Under @ draftkings",Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:42:56Z,True,3,0.7894661833333333,1.0227995166666666,1.0227995166666666,False,,2025-12-22 22:05:48 ET
Jamal Murray,player_assists,5.5,-105,draftkings,0.5121951219512195,10:00:22 PM ET,215,bovada,0.31746031746031744,10:05:06 PM ET,0.829655439411537,20.53196453569761,True,61.74,38.26,120.54,120.52,20.52,100.0,"Bet $61.74 Over @ draftkings, $38.26 Under @ bovada",Utah Jazz @ Denver Nuggets,2025-12-23T02:11:42Z,True,3,5.439466183333334,0.7061328499999999,5.439466183333334,True,draftkings,2025-12-22 22:05:48 ET
Santi Aldama,player_points,11.5,-104,fanduel,0.5098039215686274,10:05:32 PM ET,210,bovada,0.3225806451612903,10:05:01 PM ET,0.8323845667299177,20.136778115501542,True,61.25,38.75,120.14,120.12,20.12,100.0,"Bet $61.25 Over @ fanduel, $38.75 Under @ bovada",Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:42:56Z,True,2,0.2727995166666667,0.7894661833333333,0.7894661833333333,False,,2025-12-22 22:05:48 ET
Jalen Williams,player_threes,1.5,105,bovada,0.4878048780487805,10:05:01 PM ET,188,fanduel,0.3472222222222222,10:05:32 PM ET,0.8350271002710027,19.75659229208926,True,58.42,41.58,119.76,119.75,19.75,100.0,"Bet $58.42 Over @ bovada, $41.58 Under @ fanduel",Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:42:56Z,True,2,0.7894661833333333,0.2727995166666667,0.7894661833333333,False,,2025-12-22 22:05:48 ET
