player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_minutes_stale,under_minutes_stale,over_last_update,under_last_update,fetch_time_et,max_staleness,is_stale,stale_bookmaker,verify_manually
Paul George,player_points,16.5,120.0,bovada,0.45454545454545453,-106.0,fanduel,0.5145631067961165,0.9691085613415711,3.1876138433515555,True,46.9,53.1,103.19,103.19,3.19,100.0,"Bet $46.90 Over @ bovada, $53.10 Under @ fanduel",Dallas Mavericks @ Philadelphia 76ers,2025-12-21T00:10:00Z,6,0.37,1.22,2025-12-20T17:00:22Z,2025-12-20T16:59:31Z,2025-12-20 12:00:43 ET,1.22,False,,False
Grayson Allen,player_threes,2.5,132.0,betrivers,0.43103448275862066,-119.0,draftkings,0.54337899543379,0.9744134781924106,2.6258382483639098,True,44.24,55.76,102.63,102.63,2.63,100.0,"Bet $44.24 Over @ betrivers, $55.76 Under @ draftkings",Phoenix Suns @ Golden State Warriors,2025-12-21T01:40:00Z,7,0.67,0.67,2025-12-20T17:00:04Z,2025-12-20T17:00:04Z,2025-12-20 12:00:43 ET,0.67,False,,False
Keegan Murray,player_rebounds,7.5,170.0,bovada,0.37037037037037035,-154.0,betonlineag,0.6062992125984252,0.9766695829687956,2.3887727679904547,True,37.92,62.08,102.39,102.39,2.39,100.0,"Bet $37.92 Over @ bovada, $62.08 Under @ betonlineag",Portland Trail Blazers @ Sacramento Kings,2025-12-21T03:10:00Z,2,0.9,0.8,2025-12-20T16:59:50Z,2025-12-20T16:59:56Z,2025-12-20 12:00:43 ET,0.9,False,,False
Santi Aldama,player_assists,3.5,-125.0,betonlineag,0.5555555555555556,135.0,bovada,0.425531914893617,0.9810874704491725,1.9277108433734869,True,56.63,43.37,101.93,101.93,1.93,100.0,"Bet $56.63 Over @ betonlineag, $43.37 Under @ bovada",Washington Wizards @ Memphis Grizzlies,2025-12-21T01:10:00Z,3,2.35,0.75,2025-12-20T16:58:23Z,2025-12-20T16:59:59Z,2025-12-20 12:00:43 ET,2.35,True,betonlineag,False
Shaedon Sharpe,player_rebounds,4.5,110.0,bovada,0.47619047619047616,-104.0,draftkings,0.5098039215686274,0.9859943977591036,1.4204545454545414,True,48.3,51.7,101.42,101.42,1.42,100.0,"Bet $48.30 Over @ bovada, $51.70 Under @ draftkings",Portland Trail Blazers @ Sacramento Kings,2025-12-21T03:10:00Z,7,0.9,0.13,2025-12-20T16:59:50Z,2025-12-20T17:00:36Z,2025-12-20 12:00:43 ET,0.9,False,,False
Tobias Harris,player_rebounds,4.5,-110.0,betmgm,0.5238095238095238,115.0,bovada,0.46511627906976744,0.9889258028792913,1.119820828667395,True,52.97,47.03,101.12,101.12,1.12,100.0,"Bet $52.97 Over @ betmgm, $47.03 Under @ bovada",Charlotte Hornets @ Detroit Pistons,2025-12-21T00:40:00Z,7,0.4,0.73,2025-12-20T17:00:20Z,2025-12-20T17:00:00Z,2025-12-20 12:00:43 ET,0.73,False,,False
Ochai Agbaji,player_threes,0.5,-120.0,betmgm,0.5454545454545454,125.0,betonlineag,0.4444444444444444,0.9898989898989898,1.0204081632653184,True,55.1,44.9,101.02,101.02,1.02,100.0,"Bet $55.10 Over @ betmgm, $44.90 Under @ betonlineag",Boston Celtics @ Toronto Raptors,2025-12-21T00:00:00Z,2,0.32,0.22,2025-12-20T17:00:25Z,2025-12-20T17:00:31Z,2025-12-20 12:00:43 ET,0.32,False,,False
Mark Williams,player_rebounds,8.5,-125.0,betonlineag,0.5555555555555556,130.0,bovada,0.43478260869565216,0.9903381642512077,0.9756097560975618,True,56.1,43.9,100.98,100.98,0.98,100.0,"Bet $56.10 Over @ betonlineag, $43.90 Under @ bovada",Phoenix Suns @ Golden State Warriors,2025-12-21T01:40:00Z,3,1.47,0.52,2025-12-20T16:59:16Z,2025-12-20T17:00:13Z,2025-12-20 12:00:43 ET,1.47,False,,False
Devin Booker,player_assists,5.5,-125.0,betonlineag,0.5555555555555556,130.0,bovada,0.43478260869565216,0.9903381642512077,0.9756097560975618,True,56.1,43.9,100.98,100.98,0.98,100.0,"Bet $56.10 Over @ betonlineag, $43.90 Under @ bovada",Phoenix Suns @ Golden State Warriors,2025-12-21T01:40:00Z,5,1.47,0.52,2025-12-20T16:59:16Z,2025-12-20T17:00:13Z,2025-12-20 12:00:43 ET,1.47,False,,False
Alex Sarr,player_points,16.5,105.0,bovada,0.4878048780487805,-103.0,betonlineag,0.5073891625615764,0.9951940406103569,0.48291681757817173,True,49.02,50.98,100.48,100.48,0.48,100.0,"Bet $49.02 Over @ bovada, $50.98 Under @ betonlineag",Washington Wizards @ Memphis Grizzlies,2025-12-21T01:10:00Z,7,0.75,2.35,2025-12-20T16:59:59Z,2025-12-20T16:58:23Z,2025-12-20 12:00:43 ET,2.35,True,betonlineag,False
Kyle Filipowski,player_points,13.5,120.0,bovada,0.45454545454545453,-118.0,fanduel,0.5412844036697247,0.9958298582151792,0.41876046901172526,True,45.64,54.36,100.42,100.42,0.42,100.0,"Bet $45.64 Over @ bovada, $54.36 Under @ fanduel",Orlando Magic @ Utah Jazz,2025-12-21T02:40:00Z,5,0.55,2.13,2025-12-20T17:00:11Z,2025-12-20T16:58:36Z,2025-12-20 12:00:43 ET,2.13,True,fanduel,False
