player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Victor Wembanyama,player_assists,2.5,154,fanduel,0.3937007874015749,165,bovada,0.37735849056603776,0.7710592779676126,29.691714836223483,True,51.06,48.94,129.69,129.69,29.69,100.0,"Bet $51.06 Over @ fanduel, $48.94 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,0.11761914999999999,2.000952483333333,2.000952483333333,True,bovada,2025-12-16 22:10:46 ET
Karl-Anthony Towns,player_assists,2.5,178,fanduel,0.3597122302158274,120,bovada,0.45454545454545453,0.8142576847612819,22.811244979919664,True,44.18,55.82,122.82,122.8,22.8,100.0,"Bet $44.18 Over @ fanduel, $55.82 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,3,0.11761914999999999,2.000952483333333,2.000952483333333,True,bovada,2025-12-16 22:10:46 ET
Victor Wembanyama,player_rebounds,8.5,120,draftkings,0.4545454545454545,170,bovada,0.37037037037037035,0.8249158249158248,21.224489795918377,True,55.1,44.9,121.22,121.23,21.22,100.0,"Bet $55.10 Over @ draftkings, $44.90 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,0.7342858166666667,2.000952483333333,2.000952483333333,True,bovada,2025-12-16 22:10:46 ET
De'Aaron Fox,player_threes,2.5,155,bovada,0.39215686274509803,130,draftkings,0.43478260869565216,0.8269394714407502,20.927835051546385,True,47.42,52.58,120.92,120.93,20.92,100.0,"Bet $47.42 Over @ bovada, $52.58 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,3,2.000952483333333,0.7342858166666667,2.000952483333333,True,bovada,2025-12-16 22:10:46 ET
Jalen Brunson,player_threes,2.5,162,williamhill_us,0.3816793893129771,120,bovada,0.45454545454545453,0.8362248438584317,19.5850622406639,True,45.64,54.36,119.58,119.59,19.58,100.0,"Bet $45.64 Over @ williamhill_us, $54.36 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,2,0.66761915,2.000952483333333,2.000952483333333,True,bovada,2025-12-16 22:10:46 ET
Karl-Anthony Towns,player_rebounds,12.5,160,bovada,0.3846153846153847,112,fanduel,0.4716981132075472,0.8563134978229319,16.77966101694914,True,44.92,55.08,116.79,116.77,16.77,100.0,"Bet $44.92 Over @ bovada, $55.08 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,3,2.000952483333333,0.11761914999999999,2.000952483333333,True,bovada,2025-12-16 22:10:46 ET
Harrison Barnes,player_rebounds,3.5,174,fanduel,0.36496350364963503,-105,bovada,0.5121951219512195,0.8771586256008546,14.004465191800275,True,41.61,58.39,114.01,114.0,14.0,100.0,"Bet $41.61 Over @ fanduel, $58.39 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,3,0.11761914999999999,2.000952483333333,2.000952483333333,True,bovada,2025-12-16 22:10:46 ET
Devin Vassell,player_threes,2.5,105,bovada,0.4878048780487805,145,draftkings,0.40816326530612246,0.8959681433549029,11.611111111111105,True,54.44,45.56,111.6,111.62,11.6,100.0,"Bet $54.44 Over @ bovada, $45.56 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,2,2.000952483333333,0.7342858166666667,2.000952483333333,True,bovada,2025-12-16 22:10:46 ET
Julian Champagnie,player_points,6.5,130,draftkings,0.43478260869565216,115,bovada,0.46511627906976744,0.8998988877654196,11.123595505617988,True,48.31,51.69,111.11,111.13,11.11,100.0,"Bet $48.31 Over @ draftkings, $51.69 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,2,0.7342858166666667,2.000952483333333,2.000952483333333,True,bovada,2025-12-16 22:10:46 ET
Josh Hart,player_points,11.5,-112,williamhill_us,0.5283018867924528,165,bovada,0.37735849056603776,0.9056603773584906,10.416666666666675,True,58.33,41.67,110.41,110.43,10.41,100.0,"Bet $58.33 Over @ williamhill_us, $41.67 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,2,0.66761915,2.000952483333333,2.000952483333333,True,bovada,2025-12-16 22:10:46 ET
