player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Victor Wembanyama,player_rebounds,8.5,-130,fanduel,0.5652173913043478,185,bovada,0.3508771929824561,0.9160945842868039,9.15903413821817,True,61.7,38.3,109.16,109.16,9.16,100.0,"Bet $61.70 Over @ fanduel, $38.30 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,5,0.046435083333333335,1.6797684166666669,1.6797684166666669,False,,2025-12-16 18:55:45 ET
OG Anunoby,player_points,18.5,165,bovada,0.37735849056603776,-125,draftkings,0.5555555555555556,0.9329140461215933,7.191011235955047,True,40.45,59.55,107.19,107.19,7.19,100.0,"Bet $40.45 Over @ bovada, $59.55 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,3,1.6797684166666669,0.34643508333333334,1.6797684166666669,False,,2025-12-16 18:55:45 ET
Victor Wembanyama,player_points_rebounds_assists,32.5,-110,draftkings,0.5238095238095237,140,bovada,0.4166666666666667,0.9404761904761905,6.329113924050644,True,55.7,44.3,106.34,106.32,6.32,100.0,"Bet $55.70 Over @ draftkings, $44.30 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,5,0.34643508333333334,1.6797684166666669,1.6797684166666669,False,,2025-12-16 18:55:45 ET
Victor Wembanyama,player_rebounds,9.5,110,betmgm,0.4761904761904762,115,bovada,0.46511627906976744,0.9413067552602437,6.23529411764705,True,50.59,49.41,106.24,106.23,6.23,100.0,"Bet $50.59 Over @ betmgm, $49.41 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,3,0.17976841666666665,1.6797684166666669,1.6797684166666669,False,,2025-12-16 18:55:45 ET
Stephon Castle,player_assists,6.5,180,bovada,0.3571428571428571,-143,betonlineag,0.588477366255144,0.9456202233980011,5.7506994093876385,True,37.77,62.23,105.76,105.75,5.75,100.0,"Bet $37.77 Over @ bovada, $62.23 Under @ betonlineag",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,5,1.6797684166666669,0.36310175,1.6797684166666669,False,,2025-12-16 18:55:45 ET
Victor Wembanyama,player_points_rebounds_assists,33.5,108,betrivers,0.4807692307692308,115,bovada,0.46511627906976744,0.9458855098389982,5.721040189125293,True,50.83,49.17,105.73,105.72,5.72,100.0,"Bet $50.83 Over @ betrivers, $49.17 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,3,0.01310175,1.6797684166666669,1.6797684166666669,False,,2025-12-16 18:55:45 ET
OG Anunoby,player_points,17.5,130,bovada,0.4347826086956521,-105,betmgm,0.5121951219512195,0.9469777306468716,5.599104143337064,True,45.91,54.09,105.59,105.6,5.59,100.0,"Bet $45.91 Over @ bovada, $54.09 Under @ betmgm",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,6,1.6797684166666669,0.17976841666666665,1.6797684166666669,False,,2025-12-16 18:55:45 ET
OG Anunoby,player_points,16.5,105,bovada,0.48780487804878053,116,betrivers,0.46296296296296297,0.9507678410117435,5.1781472684085506,True,51.31,48.69,105.19,105.17,5.17,100.0,"Bet $51.31 Over @ bovada, $48.69 Under @ betrivers",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,1.6797684166666669,0.01310175,1.6797684166666669,False,,2025-12-16 18:55:45 ET
Victor Wembanyama,player_points,20.5,105,betmgm,0.4878048780487804,115,bovada,0.46511627906976744,0.9529211571185479,4.940476190476195,True,51.19,48.81,104.94,104.94,4.94,100.0,"Bet $51.19 Over @ betmgm, $48.81 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,0.17976841666666665,1.6797684166666669,1.6797684166666669,False,,2025-12-16 18:55:45 ET
OG Anunoby,player_points_rebounds_assists,24.5,120,bovada,0.4545454545454546,-105,betmgm,0.5121951219512195,0.9667405764966741,3.440366972477049,True,47.02,52.98,103.44,103.44,3.44,100.0,"Bet $47.02 Over @ bovada, $52.98 Under @ betmgm",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,5,1.6797684166666669,0.17976841666666665,1.6797684166666669,False,,2025-12-16 18:55:45 ET
OG Anunoby,player_points_rebounds_assists,23.5,100,bovada,0.5,114,betrivers,0.4672897196261682,0.9672897196261683,3.3816425120772875,True,51.69,48.31,103.38,103.38,3.38,100.0,"Bet $51.69 Over @ bovada, $48.31 Under @ betrivers",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,1.6797684166666669,0.01310175,1.6797684166666669,False,,2025-12-16 18:55:45 ET
Josh Hart,player_steals,1.5,125,bovada,0.4444444444444444,-111,draftkings,0.5260663507109005,0.9705107951553449,3.038524145415078,True,45.79,54.21,103.03,103.05,3.03,100.0,"Bet $45.79 Over @ bovada, $54.21 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,3,1.6797684166666669,0.34643508333333334,1.6797684166666669,False,,2025-12-16 18:55:45 ET
Mikal Bridges,player_points,16.5,130,bovada,0.4347826086956521,-117,draftkings,0.5391705069124424,0.9739531156080945,2.6743468422135486,True,44.64,55.36,102.67,102.68,2.67,100.0,"Bet $44.64 Over @ bovada, $55.36 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,5,1.6797684166666669,0.34643508333333334,1.6797684166666669,False,,2025-12-16 18:55:45 ET
Mitchell Robinson,player_rebounds,6.5,105,bovada,0.4878048780487805,105,betonlineag,0.4878048780487805,0.975609756097561,2.5000000000000133,True,50.0,50.0,102.5,102.5,2.5,100.0,"Bet $50.00 Over @ bovada, $50.00 Under @ betonlineag",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,6,1.6797684166666669,0.36310175,1.6797684166666669,False,,2025-12-16 18:55:45 ET
Victor Wembanyama,player_points,21.5,120,betrivers,0.4545454545454545,-110,bovada,0.5238095238095238,0.9783549783549783,2.212389380530988,True,46.46,53.54,102.21,102.21,2.21,100.0,"Bet $46.46 Over @ betrivers, $53.54 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,0.01310175,1.6797684166666669,1.6797684166666669,False,,2025-12-16 18:55:45 ET
De'Aaron Fox,player_rebounds,3.5,-110,bovada,0.5238095238095237,120,betonlineag,0.45454545454545453,0.9783549783549783,2.212389380530988,True,53.54,46.46,102.21,102.21,2.21,100.0,"Bet $53.54 Over @ bovada, $46.46 Under @ betonlineag",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,1.6797684166666669,0.36310175,1.6797684166666669,False,,2025-12-16 18:55:45 ET
Victor Wembanyama,player_points,19.5,-130,betrivers,0.5652173913043477,140,bovada,0.4166666666666667,0.9818840579710144,1.8450184501845213,True,57.56,42.44,101.84,101.86,1.84,100.0,"Bet $57.56 Over @ betrivers, $42.44 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,0.01310175,1.6797684166666669,1.6797684166666669,False,,2025-12-16 18:55:45 ET
Victor Wembanyama,player_assists,2.5,-140,draftkings,0.5833333333333334,150,bovada,0.4,0.9833333333333334,1.6949152542372836,True,59.32,40.68,101.69,101.7,1.69,100.0,"Bet $59.32 Over @ draftkings, $40.68 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,0.34643508333333334,1.6797684166666669,1.6797684166666669,False,,2025-12-16 18:55:45 ET
Mikal Bridges,player_points,15.5,105,bovada,0.4878048780487805,100,fanduel,0.5,0.9878048780487805,1.2345679012345734,True,49.38,50.62,101.23,101.24,1.23,100.0,"Bet $49.38 Over @ bovada, $50.62 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,4,1.6797684166666669,0.046435083333333335,1.6797684166666669,False,,2025-12-16 18:55:45 ET
Stephon Castle,player_assists,5.5,-105,bovada,0.5121951219512195,110,betmgm,0.47619047619047616,0.9883855981416957,1.1750881316098694,True,51.82,48.18,101.17,101.18,1.17,100.0,"Bet $51.82 Over @ bovada, $48.18 Under @ betmgm",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,3,1.6797684166666669,0.17976841666666665,1.6797684166666669,False,,2025-12-16 18:55:45 ET
OG Anunoby,player_threes,2.5,125,bovada,0.4444444444444444,-120,fanduel,0.5454545454545454,0.9898989898989898,1.0204081632653184,True,44.9,55.1,101.02,101.02,1.02,100.0,"Bet $44.90 Over @ bovada, $55.10 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,1.6797684166666669,0.046435083333333335,1.6797684166666669,False,,2025-12-16 18:55:45 ET
