player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers
Mikal Bridges,player_rebounds,3.5,175,draftkings,0.36363636363636365,165,bovada,0.37735849056603776,0.7409948542024014,34.953703703703695,True,49.07,50.93,134.94,134.96,34.94,100.0,"Bet $49.07 Over @ draftkings, $50.93 Under @ bovada",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,3
Karl-Anthony Towns,player_threes,1.5,138,fanduel,0.42016806722689076,135,bovada,0.425531914893617,0.8456999821205078,18.24524312896405,True,49.68,50.32,118.24,118.25,18.24,100.0,"Bet $49.68 Over @ fanduel, $50.32 Under @ bovada",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,3
Karl-Anthony Towns,player_points,24.5,175,bovada,0.36363636363636365,100,draftkings,0.5,0.8636363636363636,15.789473684210531,True,42.11,57.89,115.8,115.78,15.78,100.0,"Bet $42.11 Over @ bovada, $57.89 Under @ draftkings",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,4
Anthony Black,player_points,12.5,-104,fanduel,0.5098039215686274,165,bovada,0.37735849056603776,0.8871624121346652,12.718932443703078,True,57.46,42.54,112.71,112.73,12.71,100.0,"Bet $57.46 Over @ fanduel, $42.54 Under @ bovada",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,2
Ajay Mitchell,player_assists,2.5,112,fanduel,0.4716981132075471,140,bovada,0.4166666666666667,0.8883647798742138,12.566371681415923,True,53.1,46.9,112.57,112.56,12.56,100.0,"Bet $53.10 Over @ fanduel, $46.90 Under @ bovada",San Antonio Spurs @ Oklahoma City Thunder,2025-12-14T02:00:00Z,7
Karl-Anthony Towns,player_rebounds,10.5,124,draftkings,0.4464285714285714,125,bovada,0.4444444444444444,0.8908730158730158,12.249443207126953,True,50.11,49.89,112.25,112.25,12.25,100.0,"Bet $50.11 Over @ draftkings, $49.89 Under @ bovada",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,4
Ajay Mitchell,player_points_rebounds_assists,13.5,-103,betonlineag,0.5073891625615765,160,bovada,0.38461538461538464,0.8920045471769611,12.107051826677973,True,56.88,43.12,112.1,112.11,12.1,100.0,"Bet $56.88 Over @ betonlineag, $43.12 Under @ bovada",San Antonio Spurs @ Oklahoma City Thunder,2025-12-14T02:00:00Z,5
Josh Hart,player_rebounds,8.5,144,fanduel,0.4098360655737705,105,bovada,0.4878048780487805,0.897640943622551,11.403118040089089,True,45.66,54.34,111.41,111.4,11.4,100.0,"Bet $45.66 Over @ fanduel, $54.34 Under @ bovada",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,2
Jalen Brunson,player_rebounds,3.5,130,bovada,0.43478260869565216,116,fanduel,0.46296296296296297,0.8977455716586151,11.39013452914799,True,48.43,51.57,111.39,111.39,11.39,100.0,"Bet $48.43 Over @ bovada, $51.57 Under @ fanduel",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,3
Wendell Carter Jr,player_points,13.5,210,bovada,0.32258064516129037,-140,draftkings,0.5833333333333334,0.9059139784946237,10.385756676557856,True,35.61,64.39,110.39,110.38,10.38,100.0,"Bet $35.61 Over @ bovada, $64.39 Under @ draftkings",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,3
Desmond Bane,player_points,24.5,170,bovada,0.37037037037037035,-118,fanduel,0.5412844036697247,0.9116547740400951,9.69064480059636,True,40.63,59.37,109.7,109.68,9.68,100.0,"Bet $40.63 Over @ bovada, $59.37 Under @ fanduel",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,4
OG Anunoby,player_rebounds,4.5,162,fanduel,0.3816793893129772,-115,bovada,0.5348837209302325,0.9165631102432097,9.10323455355413,True,41.64,58.36,109.1,109.11,9.1,100.0,"Bet $41.64 Over @ fanduel, $58.36 Under @ bovada",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,3
Josh Hart,player_steals,1.5,210,draftkings,0.32258064516129037,-150,bovada,0.6,0.9225806451612903,8.391608391608397,True,34.97,65.03,108.41,108.38,8.38,100.0,"Bet $34.97 Over @ draftkings, $65.03 Under @ bovada",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,2
Ajay Mitchell,player_points_rebounds_assists,14.5,112,betrivers,0.4716981132075471,120,bovada,0.45454545454545453,0.9262435677530017,7.962962962962972,True,50.93,49.07,107.97,107.95,7.95,100.0,"Bet $50.93 Over @ betrivers, $49.07 Under @ bovada",San Antonio Spurs @ Oklahoma City Thunder,2025-12-14T02:00:00Z,2
Ajay Mitchell,player_rebounds,2.5,126,fanduel,0.4424778761061947,105,bovada,0.4878048780487805,0.9302827541549752,7.494199535962887,True,47.56,52.44,107.49,107.5,7.49,100.0,"Bet $47.56 Over @ fanduel, $52.44 Under @ bovada",San Antonio Spurs @ Oklahoma City Thunder,2025-12-14T02:00:00Z,6
Victor Wembanyama,player_assists,2.5,-116,betonlineag,0.5370370370370371,150,bovada,0.4,0.9370370370370371,6.71936758893279,True,57.31,42.69,106.72,106.72,6.72,100.0,"Bet $57.31 Over @ betonlineag, $42.69 Under @ bovada",San Antonio Spurs @ Oklahoma City Thunder,2025-12-14T02:00:00Z,7
Ajay Mitchell,player_points,7.5,-136,fanduel,0.576271186440678,175,bovada,0.36363636363636365,0.9399075500770416,6.393442622950807,True,61.31,38.69,106.39,106.4,6.39,100.0,"Bet $61.31 Over @ fanduel, $38.69 Under @ bovada",San Antonio Spurs @ Oklahoma City Thunder,2025-12-14T02:00:00Z,2
