player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Julius Randle,player_assists,4.5,134,fanduel,0.42735042735042733,09:50:39 PM ET,180,bovada,0.35714285714285715,09:50:36 PM ET,0.7844932844932845,27.47081712062256,True,54.47,45.53,127.46,127.48,27.46,100.0,"Bet $54.47 Over @ fanduel, $45.53 Under @ bovada",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:11:00Z,5,0.13290276666666667,0.18290276666666666,0.18290276666666666,False,,2025-12-17 21:50:46 ET
De'Andre Hunter,player_threes,1.5,158,fanduel,0.3875968992248062,09:50:35 PM ET,150,bovada,0.4,09:50:23 PM ET,0.7875968992248062,26.96850393700787,True,49.21,50.79,126.96,126.98,26.96,100.0,"Bet $49.21 Over @ fanduel, $50.79 Under @ bovada",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,3,0.19956943333333335,0.39956943333333333,0.39956943333333333,False,,2025-12-17 21:50:46 ET
Nikola Vucevic,player_rebounds,6.5,130,draftkings,0.4347826086956522,09:50:27 PM ET,170,bovada,0.37037037037037035,09:50:23 PM ET,0.8051529790660226,24.2,True,54.0,46.0,124.2,124.2,24.2,100.0,"Bet $54.00 Over @ draftkings, $46.00 Under @ bovada",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,2,0.3329027666666667,0.39956943333333333,0.39956943333333333,False,,2025-12-17 21:50:46 ET
Jarrett Allen,player_rebounds,7.5,130,draftkings,0.43478260869565216,09:50:27 PM ET,160,bovada,0.38461538461538464,09:50:23 PM ET,0.8193979933110368,22.04081632653061,True,53.06,46.94,122.04,122.04,22.04,100.0,"Bet $53.06 Over @ draftkings, $46.94 Under @ bovada",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,5,0.3329027666666667,0.39956943333333333,0.39956943333333333,False,,2025-12-17 21:50:46 ET
Matas Buzelis,player_points,9.5,102,fanduel,0.49504950495049505,09:50:35 PM ET,190,bovada,0.3448275862068966,09:50:23 PM ET,0.8398770911573916,19.065040650406505,True,58.94,41.06,119.06,119.07,19.06,100.0,"Bet $58.94 Over @ fanduel, $41.06 Under @ bovada",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,2,0.19956943333333335,0.39956943333333333,0.39956943333333333,False,,2025-12-17 21:50:46 ET
Julius Randle,player_threes,1.5,160,draftkings,0.3846153846153847,09:50:10 PM ET,110,bovada,0.47619047619047616,09:50:36 PM ET,0.8608058608058609,16.170212765957448,True,44.68,55.32,116.17,116.17,16.17,100.0,"Bet $44.68 Over @ draftkings, $55.32 Under @ bovada",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:11:00Z,3,0.6162361,0.18290276666666666,0.6162361,False,,2025-12-17 21:50:46 ET
Julius Randle,player_points,19.5,-104,williamhill_us,0.5098039215686274,09:50:05 PM ET,180,bovada,0.35714285714285715,09:50:36 PM ET,0.8669467787114846,15.347334410339265,True,58.8,41.2,115.34,115.36,15.34,100.0,"Bet $58.80 Over @ williamhill_us, $41.20 Under @ bovada",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:11:00Z,2,0.6995694333333333,0.18290276666666666,0.6995694333333333,False,,2025-12-17 21:50:46 ET
Donte DiVincenzo,player_threes,3.5,125,bovada,0.4444444444444445,09:50:36 PM ET,134,fanduel,0.42735042735042733,09:50:39 PM ET,0.8717948717948718,14.705882352941169,True,50.98,49.02,114.7,114.71,14.7,100.0,"Bet $50.98 Over @ bovada, $49.02 Under @ fanduel",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:11:00Z,3,0.18290276666666666,0.13290276666666667,0.18290276666666666,False,,2025-12-17 21:50:46 ET
Naz Reid,player_rebounds,7.5,180,bovada,0.3571428571428571,09:50:36 PM ET,-108,fanduel,0.5192307692307693,09:50:39 PM ET,0.8763736263736264,14.10658307210031,True,40.75,59.25,114.1,114.11,14.1,100.0,"Bet $40.75 Over @ bovada, $59.25 Under @ fanduel",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:11:00Z,2,0.18290276666666666,0.13290276666666667,0.18290276666666666,False,,2025-12-17 21:50:46 ET
Josh Giddey,player_rebounds,9.5,205,bovada,0.3278688524590164,09:50:23 PM ET,-122,fanduel,0.5495495495495496,09:50:35 PM ET,0.877418402008566,13.970712001346563,True,37.37,62.63,113.98,113.97,13.97,100.0,"Bet $37.37 Over @ bovada, $62.63 Under @ fanduel",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,4,0.39956943333333333,0.19956943333333335,0.39956943333333333,False,,2025-12-17 21:50:46 ET
