player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Nikola Vucevic,player_rebounds,6.5,155,fanatics,0.39215686274509803,09:59:52 PM ET,200,bovada,0.3333333333333333,10:10:41 PM ET,0.7254901960784313,37.83783783783785,True,54.05,45.95,137.83,137.85,37.83,100.0,"Bet $54.05 Over @ fanatics, $45.95 Under @ bovada",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,2,10.919761683333332,0.10309501666666666,10.919761683333332,True,fanatics,2025-12-17 22:10:47 ET
Donovan Mitchell,player_assists,5.5,365,williamhill_us,0.21505376344086025,10:08:04 PM ET,-114,fanduel,0.5327102803738317,10:08:31 PM ET,0.747764043814692,33.73202526542131,True,28.76,71.24,133.73,133.73,33.73,100.0,"Bet $28.76 Over @ williamhill_us, $71.24 Under @ fanduel",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,3,2.719761683333333,2.2697616833333334,2.719761683333333,True,"williamhill_us, fanduel",2025-12-17 22:10:47 ET
Donovan Mitchell,player_assists,4.5,160,draftkings,0.3846153846153847,10:06:38 PM ET,165,bovada,0.37735849056603776,10:10:41 PM ET,0.7619738751814225,31.23809523809522,True,50.48,49.52,131.25,131.23,31.23,100.0,"Bet $50.48 Over @ draftkings, $49.52 Under @ bovada",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,3,4.153095016666667,0.10309501666666666,4.153095016666667,True,draftkings,2025-12-17 22:10:47 ET
Julius Randle,player_assists,4.5,121,williamhill_us,0.4524886877828054,09:59:31 PM ET,190,bovada,0.3448275862068966,10:07:40 PM ET,0.797316273989702,25.420743639921728,True,56.75,43.25,125.42,125.42,25.42,100.0,"Bet $56.75 Over @ williamhill_us, $43.25 Under @ bovada",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:11:00Z,2,11.269761683333334,3.119761683333333,11.269761683333334,True,"williamhill_us, bovada",2025-12-17 22:10:47 ET
Darius Garland,player_points,17.5,130,fanduel,0.4347826086956522,10:08:31 PM ET,165,bovada,0.37735849056603776,10:10:41 PM ET,0.81214109926169,23.131313131313114,True,53.54,46.46,123.14,123.12,23.12,100.0,"Bet $53.54 Over @ fanduel, $46.46 Under @ bovada",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,3,2.2697616833333334,0.10309501666666666,2.2697616833333334,True,fanduel,2025-12-17 22:10:47 ET
Donovan Mitchell,player_points,35.5,180,bovada,0.35714285714285715,10:10:41 PM ET,108,fanduel,0.4807692307692308,10:08:31 PM ET,0.8379120879120879,19.344262295081972,True,42.62,57.38,119.34,119.35,19.34,100.0,"Bet $42.62 Over @ bovada, $57.38 Under @ fanduel",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,2,0.10309501666666666,2.2697616833333334,2.2697616833333334,True,fanduel,2025-12-17 22:10:47 ET
Donte DiVincenzo,player_points,16.5,170,bovada,0.3703703703703703,10:07:40 PM ET,108,fanduel,0.4807692307692308,10:10:46 PM ET,0.8511396011396011,17.489539748953973,True,43.51,56.49,117.48,117.5,17.48,100.0,"Bet $43.51 Over @ bovada, $56.49 Under @ fanduel",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:11:00Z,2,3.119761683333333,0.019761683333333332,3.119761683333333,True,bovada,2025-12-17 22:10:47 ET
Jarrett Allen,player_rebounds,7.5,111,williamhill_us,0.47393364928909953,10:08:04 PM ET,165,bovada,0.37735849056603776,10:10:41 PM ET,0.8512921398551373,17.46848739495799,True,55.67,44.33,117.46,117.47,17.46,100.0,"Bet $55.67 Over @ williamhill_us, $44.33 Under @ bovada",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:11:00Z,2,2.719761683333333,0.10309501666666666,2.719761683333333,True,williamhill_us,2025-12-17 22:10:47 ET
Donte DiVincenzo,player_points,17.5,215,bovada,0.31746031746031744,10:07:40 PM ET,-115,draftkings,0.5348837209302325,10:09:51 PM ET,0.85234403839055,17.32351667388481,True,37.25,62.75,117.34,117.32,17.32,100.0,"Bet $37.25 Over @ bovada, $62.75 Under @ draftkings",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:11:00Z,2,3.119761683333333,0.93642835,3.119761683333333,True,bovada,2025-12-17 22:10:47 ET
Santi Aldama,player_rebounds,8.5,210,bovada,0.32258064516129026,10:07:40 PM ET,-120,draftkings,0.5454545454545454,10:09:51 PM ET,0.8680351906158357,15.20270270270272,True,37.16,62.84,115.2,115.21,15.2,100.0,"Bet $37.16 Over @ bovada, $62.84 Under @ draftkings",Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:11:00Z,2,3.119761683333333,0.93642835,3.119761683333333,True,bovada,2025-12-17 22:10:47 ET
