player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Victor Wembanyama,player_points_rebounds_assists,32.5,120,betrivers,0.45454545454545453,130,bovada,0.43478260869565216,0.8893280632411067,12.444444444444457,True,51.11,48.89,112.44,112.45,12.44,100.0,"Bet $51.11 Over @ betrivers, $48.89 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,0.67296935,1.5729693500000002,1.5729693500000002,False,,2025-12-16 20:30:46 ET
Victor Wembanyama,player_rebounds,8.5,100,fanduel,0.49999999999999994,155,bovada,0.39215686274509803,0.892156862745098,12.08791208791209,True,56.04,43.96,112.08,112.1,12.08,100.0,"Bet $56.04 Over @ fanduel, $43.96 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,1.0063026833333333,1.5729693500000002,1.5729693500000002,False,,2025-12-16 20:30:46 ET
Victor Wembanyama,player_assists,2.5,-108,betrivers,0.5192307692307694,160,bovada,0.38461538461538464,0.903846153846154,10.638297872340408,True,57.45,42.55,110.64,110.63,10.63,100.0,"Bet $57.45 Over @ betrivers, $42.55 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,0.67296935,1.5729693500000002,1.5729693500000002,False,,2025-12-16 20:30:46 ET
Luke Kornet,player_rebounds,5.5,120,bovada,0.4545454545454546,100,betmgm,0.5,0.9545454545454546,4.761904761904767,True,47.62,52.38,104.76,104.76,4.76,100.0,"Bet $47.62 Over @ bovada, $52.38 Under @ betmgm",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,5,1.5729693500000002,0.05630268333333333,1.5729693500000002,False,,2025-12-16 20:30:46 ET
Stephon Castle,player_assists,6.5,170,bovada,0.37037037037037035,-143,betonlineag,0.588477366255144,0.9588477366255144,4.29184549356223,True,38.63,61.37,104.3,104.29,4.29,100.0,"Bet $38.63 Over @ bovada, $61.37 Under @ betonlineag",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,3,1.5729693500000002,0.77296935,1.5729693500000002,False,,2025-12-16 20:30:46 ET
Victor Wembanyama,player_points,20.5,110,betrivers,0.47619047619047616,105,bovada,0.4878048780487805,0.9639953542392566,3.7349397590361377,True,49.4,50.6,103.74,103.73,3.73,100.0,"Bet $49.40 Over @ betrivers, $50.60 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,3,0.67296935,1.5729693500000002,1.5729693500000002,False,,2025-12-16 20:30:46 ET
Victor Wembanyama,player_points,19.5,-117,betrivers,0.5391705069124424,130,bovada,0.43478260869565216,0.9739531156080945,2.6743468422135486,True,55.36,44.64,102.68,102.67,2.67,100.0,"Bet $55.36 Over @ betrivers, $44.64 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,6,0.67296935,1.5729693500000002,1.5729693500000002,False,,2025-12-16 20:30:46 ET
Victor Wembanyama,player_points,18.5,-152,betrivers,0.6031746031746033,160,bovada,0.38461538461538464,0.9877899877899878,1.2360939431396822,True,61.06,38.94,101.23,101.24,1.23,100.0,"Bet $61.06 Over @ betrivers, $38.94 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,0.67296935,1.5729693500000002,1.5729693500000002,False,,2025-12-16 20:30:46 ET
Victor Wembanyama,player_threes,1.5,110,fanduel,0.47619047619047616,-105,bovada,0.5121951219512195,0.9883855981416957,1.1750881316098694,True,48.18,51.82,101.18,101.17,1.17,100.0,"Bet $48.18 Over @ fanduel, $51.82 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,1.0063026833333333,1.5729693500000002,1.5729693500000002,False,,2025-12-16 20:30:46 ET
Stephon Castle,player_assists,5.5,-110,bovada,0.523809523809524,115,betrivers,0.46511627906976744,0.9889258028792913,1.119820828667395,True,52.97,47.03,101.12,101.11,1.11,100.0,"Bet $52.97 Over @ bovada, $47.03 Under @ betrivers",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,5,1.5729693500000002,0.67296935,1.5729693500000002,False,,2025-12-16 20:30:46 ET
Karl-Anthony Towns,player_assists,2.5,-155,betmgm,0.607843137254902,160,bovada,0.38461538461538464,0.9924585218702866,0.7598784194528863,True,61.25,38.75,100.77,100.75,0.75,100.0,"Bet $61.25 Over @ betmgm, $38.75 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,6,0.05630268333333333,1.5729693500000002,1.5729693500000002,False,,2025-12-16 20:30:46 ET
OG Anunoby,player_threes,2.5,125,bovada,0.4444444444444444,-122,fanduel,0.5495495495495496,0.993993993993994,0.6042296072507503,True,44.71,55.29,100.6,100.61,0.6,100.0,"Bet $44.71 Over @ bovada, $55.29 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,1.5729693500000002,1.0063026833333333,1.5729693500000002,False,,2025-12-16 20:30:46 ET
Devin Vassell,player_points_rebounds_assists,19.5,-105,bovada,0.5121951219512195,106,betrivers,0.4854368932038835,0.997632015155103,0.23736055067646866,True,51.34,48.66,100.24,100.24,0.24,100.0,"Bet $51.34 Over @ bovada, $48.66 Under @ betrivers",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,5,1.5729693500000002,0.67296935,1.5729693500000002,False,,2025-12-16 20:30:46 ET
