player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
OG Anunoby,player_threes,1.5,105,williamhill_us,0.4878048780487804,07:45:37 PM ET,205,bovada,0.32786885245901637,07:38:55 PM ET,0.8156737305077968,22.598039215686285,True,59.8,40.2,122.59,122.61,22.59,100.0,"Bet $59.80 Over @ williamhill_us, $40.20 Under @ bovada",New York Knicks @ Indiana Pacers,2025-12-19T00:11:00Z,2,0.17726886666666666,6.877268866666666,6.877268866666666,True,bovada,2025-12-18 19:45:47 ET
Brandon Miller,player_threes,3.5,170,bovada,0.3703703703703703,07:44:52 PM ET,120,draftkings,0.45454545454545453,07:44:57 PM ET,0.8249158249158248,21.224489795918377,True,44.9,55.1,121.23,121.22,21.22,100.0,"Bet $44.90 Over @ bovada, $55.10 Under @ draftkings",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:12:00Z,3,0.9272688666666667,0.8439355333333334,0.9272688666666667,False,,2025-12-18 19:45:47 ET
Andrew Nembhard,player_points,19.5,210,bovada,0.32258064516129026,07:38:55 PM ET,-102,fanduel,0.504950495049505,07:45:05 PM ET,0.8275311402107952,20.841373986877663,True,38.98,61.02,120.84,120.84,20.84,100.0,"Bet $38.98 Over @ bovada, $61.02 Under @ fanduel",New York Knicks @ Indiana Pacers,2025-12-19T00:11:00Z,2,6.877268866666666,0.7106022000000001,6.877268866666666,True,bovada,2025-12-18 19:45:47 ET
Miles Bridges,player_threes,1.5,128,fanduel,0.43859649122807015,07:45:41 PM ET,155,bovada,0.39215686274509803,07:44:52 PM ET,0.8307533539731682,20.372670807453417,True,52.8,47.2,120.38,120.36,20.36,100.0,"Bet $52.80 Over @ fanduel, $47.20 Under @ bovada",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:12:00Z,4,0.1106022,0.9272688666666667,0.9272688666666667,False,,2025-12-18 19:45:47 ET
Jalen Johnson,player_threes,1.5,125,bovada,0.4444444444444444,07:44:52 PM ET,150,draftkings,0.4,07:44:57 PM ET,0.8444444444444444,18.421052631578938,True,52.63,47.37,118.42,118.42,18.42,100.0,"Bet $52.63 Over @ bovada, $47.37 Under @ draftkings",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:12:00Z,3,0.9272688666666667,0.8439355333333334,0.9272688666666667,False,,2025-12-18 19:45:47 ET
Kon Knueppel,player_assists,4.5,190,bovada,0.3448275862068966,07:44:52 PM ET,100,williamhill_us,0.5,07:45:09 PM ET,0.8448275862068966,18.36734693877551,True,40.82,59.18,118.38,118.36,18.36,100.0,"Bet $40.82 Over @ bovada, $59.18 Under @ williamhill_us",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:12:00Z,5,0.9272688666666667,0.6439355333333334,0.9272688666666667,False,,2025-12-18 19:45:47 ET
Trae Young,player_threes,1.5,162,fanduel,0.3816793893129772,07:45:41 PM ET,110,bovada,0.47619047619047616,07:44:52 PM ET,0.8578698655034533,16.567796610169495,True,44.49,55.51,116.56,116.57,16.56,100.0,"Bet $44.49 Over @ fanduel, $55.51 Under @ bovada",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:12:00Z,4,0.1106022,0.9272688666666667,0.9272688666666667,False,,2025-12-18 19:45:47 ET
Jalen Johnson,player_rebounds,8.5,-109,williamhill_us,0.5215311004784688,07:45:09 PM ET,190,bovada,0.3448275862068966,07:44:52 PM ET,0.8663586866853654,15.42563321272139,True,60.2,39.8,115.43,115.42,15.42,100.0,"Bet $60.20 Over @ williamhill_us, $39.80 Under @ bovada",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:12:00Z,3,0.6439355333333334,0.9272688666666667,0.9272688666666667,False,,2025-12-18 19:45:47 ET
Davion Mitchell,player_assists,9.5,205,bovada,0.3278688524590163,07:45:20 PM ET,-120,williamhill_us,0.5454545454545454,07:45:10 PM ET,0.8733233979135617,14.50511945392492,True,37.54,62.46,114.5,114.51,14.5,100.0,"Bet $37.54 Over @ bovada, $62.46 Under @ williamhill_us",Miami Heat @ Brooklyn Nets,2025-12-19T00:41:00Z,2,0.4606022,0.6272688666666667,0.6272688666666667,False,,2025-12-18 19:45:47 ET
LaMelo Ball,player_points,19.5,165,bovada,0.37735849056603776,07:44:52 PM ET,100,draftkings,0.5,07:44:57 PM ET,0.8773584905660378,13.978494623655902,True,43.01,56.99,113.98,113.98,13.98,100.0,"Bet $43.01 Over @ bovada, $56.99 Under @ draftkings",Atlanta Hawks @ Charlotte Hornets,2025-12-19T00:12:00Z,2,0.9272688666666667,0.8439355333333334,0.9272688666666667,False,,2025-12-18 19:45:47 ET
