player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Kyle Filipowski,player_points,15.5,205,bovada,0.32786885245901637,140,fanduel,0.4166666666666667,0.744535519125683,34.311926605504595,True,44.04,55.96,134.32,134.3,34.3,100.0,"Bet $44.04 Over @ bovada, $55.96 Under @ fanduel",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2,1.7956485166666667,0.07898184999999999,1.7956485166666667,False,,2025-12-15 23:10:45 ET
Jamal Murray,player_assists,5.5,148,fanduel,0.4032258064516129,170,bovada,0.37037037037037035,0.7735961768219832,29.266409266409266,True,52.12,47.88,129.26,129.28,29.26,100.0,"Bet $52.12 Over @ fanduel, $47.88 Under @ bovada",Houston Rockets @ Denver Nuggets,2025-12-16T02:43:00Z,4,0.7623151833333334,2.3623151833333336,2.3623151833333336,True,bovada,2025-12-15 23:10:45 ET
James Harden,player_threes,2.5,108,fanduel,0.48076923076923084,215,bovada,0.31746031746031744,0.7982295482295483,25.277246653919683,True,60.23,39.77,125.28,125.28,25.28,100.0,"Bet $60.23 Over @ fanduel, $39.77 Under @ bovada",Memphis Grizzlies @ Los Angeles Clippers,2025-12-16T03:41:00Z,4,0.09564851666666667,0.36231518333333335,0.36231518333333335,False,,2025-12-15 23:10:45 ET
Ace Bailey,player_threes,1.5,225,fanduel,0.3076923076923077,100,bovada,0.5,0.8076923076923077,23.809523809523814,True,38.1,61.9,123.82,123.8,23.8,100.0,"Bet $38.10 Over @ fanduel, $61.90 Under @ bovada",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,3,0.07898184999999999,1.7956485166666667,1.7956485166666667,False,,2025-12-15 23:10:45 ET
Aaron Holiday,player_points,5.5,-105,draftkings,0.5121951219512195,205,bovada,0.32786885245901637,0.8400639744102358,19.03855306996669,True,60.97,39.03,119.04,119.04,19.04,100.0,"Bet $60.97 Over @ draftkings, $39.03 Under @ bovada",Houston Rockets @ Denver Nuggets,2025-12-16T02:43:00Z,2,0.8623151833333333,2.3623151833333336,2.3623151833333336,True,bovada,2025-12-15 23:10:45 ET
Lauri Markkanen,player_points,30.5,215,bovada,0.31746031746031744,-110,draftkings,0.5238095238095238,0.8412698412698413,18.867924528301884,True,37.74,62.26,118.88,118.86,18.86,100.0,"Bet $37.74 Over @ bovada, $62.26 Under @ draftkings",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,3,1.7956485166666667,0.3456485166666667,1.7956485166666667,False,,2025-12-15 23:10:45 ET
Cedric Coward,player_rebounds,4.5,-110,draftkings,0.5238095238095238,215,bovada,0.31746031746031744,0.8412698412698413,18.867924528301884,True,62.26,37.74,118.86,118.88,18.86,100.0,"Bet $62.26 Over @ draftkings, $37.74 Under @ bovada",Memphis Grizzlies @ Los Angeles Clippers,2025-12-16T03:41:00Z,4,0.9123151833333334,0.36231518333333335,0.9123151833333334,False,,2025-12-15 23:10:45 ET
Naji Marshall,player_rebounds,4.5,174,fanduel,0.36496350364963503,105,bovada,0.4878048780487805,0.8527683816984155,17.26513569937369,True,42.8,57.2,117.27,117.26,17.26,100.0,"Bet $42.80 Over @ fanduel, $57.20 Under @ bovada",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,3,0.07898184999999999,1.7956485166666667,1.7956485166666667,False,,2025-12-15 23:10:45 ET
Ja Morant,player_points,16.5,100,fanduel,0.5,170,bovada,0.37037037037037035,0.8703703703703703,14.893617021276606,True,57.45,42.55,114.9,114.88,14.89,100.0,"Bet $57.45 Over @ fanduel, $42.55 Under @ bovada",Memphis Grizzlies @ Los Angeles Clippers,2025-12-16T03:41:00Z,2,0.09564851666666667,0.36231518333333335,0.36231518333333335,False,,2025-12-15 23:10:45 ET
Santi Aldama,player_threes,1.5,140,fanduel,0.4166666666666667,120,bovada,0.45454545454545453,0.8712121212121212,14.782608695652177,True,47.83,52.17,114.79,114.77,14.77,100.0,"Bet $47.83 Over @ fanduel, $52.17 Under @ bovada",Memphis Grizzlies @ Los Angeles Clippers,2025-12-16T03:41:00Z,4,0.09564851666666667,0.36231518333333335,0.36231518333333335,False,,2025-12-15 23:10:45 ET
Cameron Johnson,player_points,10.5,-112,fanduel,0.5283018867924528,190,bovada,0.3448275862068966,0.8731294729993494,14.53055141579731,True,60.51,39.49,114.54,114.52,14.52,100.0,"Bet $60.51 Over @ fanduel, $39.49 Under @ bovada",Houston Rockets @ Denver Nuggets,2025-12-16T02:43:00Z,4,0.7623151833333334,2.3623151833333336,2.3623151833333336,True,bovada,2025-12-15 23:10:45 ET
Aaron Holiday,player_points,6.5,118,fanduel,0.4587155963302753,135,bovada,0.425531914893617,0.8842475112238923,13.090507726269296,True,51.88,48.12,113.1,113.08,13.08,100.0,"Bet $51.88 Over @ fanduel, $48.12 Under @ bovada",Houston Rockets @ Denver Nuggets,2025-12-16T02:43:00Z,2,0.7623151833333334,2.3623151833333336,2.3623151833333336,True,bovada,2025-12-15 23:10:45 ET
Cam Spencer,player_threes,2.5,155,bovada,0.392156862745098,102,fanduel,0.49504950495049505,0.887206367695593,12.713347921225381,True,44.2,55.8,112.71,112.72,12.71,100.0,"Bet $44.20 Over @ bovada, $55.80 Under @ fanduel",Memphis Grizzlies @ Los Angeles Clippers,2025-12-16T03:41:00Z,4,0.36231518333333335,0.09564851666666667,0.36231518333333335,False,,2025-12-15 23:10:45 ET
