player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
De'Aaron Fox,player_threes,1.5,180,draftkings,0.3571428571428572,145,bovada,0.40816326530612246,0.7653061224489797,30.666666666666664,True,46.67,53.33,130.68,130.66,30.66,100.0,"Bet $46.67 Over @ draftkings, $53.33 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,3,0.4165020333333333,5.5998353666666665,5.5998353666666665,True,bovada,2025-12-16 21:50:45 ET
Victor Wembanyama,player_assists,2.5,145,draftkings,0.40816326530612246,150,bovada,0.4,0.8081632653061225,23.737373737373723,True,50.51,49.49,123.75,123.72,23.73,100.0,"Bet $50.51 Over @ draftkings, $49.49 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,0.4165020333333333,5.5998353666666665,5.5998353666666665,True,bovada,2025-12-16 21:50:45 ET
Mikal Bridges,player_assists,4.5,155,bovada,0.39215686274509803,122,fanduel,0.45045045045045046,0.8426073131955485,18.679245283018876,True,46.54,53.46,118.68,118.68,18.68,100.0,"Bet $46.54 Over @ bovada, $53.46 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,5.5998353666666665,0.6665020333333334,5.5998353666666665,True,bovada,2025-12-16 21:50:45 ET
Jalen Brunson,player_threes,2.5,138,fanduel,0.42016806722689076,115,bovada,0.46511627906976744,0.8852843462966582,12.958057395143484,True,47.46,52.54,112.95,112.96,12.95,100.0,"Bet $47.46 Over @ fanduel, $52.54 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,0.6665020333333334,5.5998353666666665,5.5998353666666665,True,bovada,2025-12-16 21:50:45 ET
Stephon Castle,player_points,14.5,-115,draftkings,0.5348837209302325,185,bovada,0.3508771929824561,0.8857609139126886,12.897282358360208,True,60.39,39.61,112.9,112.89,12.89,100.0,"Bet $60.39 Over @ draftkings, $39.61 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,0.4165020333333333,5.5998353666666665,5.5998353666666665,True,bovada,2025-12-16 21:50:45 ET
Josh Hart,player_rebounds,9.5,160,bovada,0.3846153846153846,-104,fanduel,0.5098039215686274,0.894419306184012,11.80438448566612,True,43.0,57.0,111.8,111.81,11.8,100.0,"Bet $43.00 Over @ bovada, $57.00 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,5.5998353666666665,0.6665020333333334,5.5998353666666665,True,bovada,2025-12-16 21:50:45 ET
Victor Wembanyama,player_rebounds,8.5,-110,fanduel,0.523809523809524,160,bovada,0.38461538461538464,0.9084249084249085,10.080645161290303,True,57.66,42.34,110.08,110.08,10.08,100.0,"Bet $57.66 Over @ fanduel, $42.34 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,0.6665020333333334,5.5998353666666665,5.5998353666666665,True,bovada,2025-12-16 21:50:45 ET
Dylan Harper,player_points,12.5,160,bovada,0.3846153846153847,-118,fanduel,0.5412844036697247,0.9258997882851094,8.00304878048781,True,41.54,58.46,108.0,108.0,8.0,100.0,"Bet $41.54 Over @ bovada, $58.46 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,3,5.5998353666666665,0.6665020333333334,5.5998353666666665,True,bovada,2025-12-16 21:50:45 ET
Dylan Harper,player_points,11.5,120,bovada,0.4545454545454545,110,draftkings,0.47619047619047616,0.9307359307359306,7.441860465116301,True,48.84,51.16,107.45,107.44,7.44,100.0,"Bet $48.84 Over @ bovada, $51.16 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,2,5.5998353666666665,0.4165020333333333,5.5998353666666665,True,bovada,2025-12-16 21:50:45 ET
Josh Hart,player_assists,4.5,-105,draftkings,0.5121951219512195,135,bovada,0.425531914893617,0.9377270368448365,6.640841173215284,True,54.62,45.38,106.64,106.64,6.64,100.0,"Bet $54.62 Over @ draftkings, $45.38 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,5,0.4165020333333333,5.5998353666666665,5.5998353666666665,True,bovada,2025-12-16 21:50:45 ET
