player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_minutes_stale,under_minutes_stale,over_last_update,under_last_update,fetch_time_et,max_staleness,is_stale,stale_bookmaker,verify_manually
Tre Jones,player_assists,4.5,150.0,bovada,0.4,-139.0,betrivers,0.5815899581589958,0.9815899581589959,1.8755328218243772,True,40.75,59.25,101.88,101.88,1.88,100.0,"Bet $40.75 Over @ bovada, $59.25 Under @ betrivers",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,3,0.93,0.5,2025-12-17T16:59:46Z,2025-12-17T17:00:12Z,2025-12-17 12:00:41 ET,0.93,False,,False
Donovan Mitchell,player_assists,5.5,104.0,betrivers,0.49019607843137253,-103.0,betonlineag,0.5073891625615764,0.9975852409929489,0.2420604182804098,True,49.14,50.86,100.24,100.24,0.24,100.0,"Bet $49.14 Over @ betrivers, $50.86 Under @ betonlineag",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,7,0.5,0.85,2025-12-17T17:00:12Z,2025-12-17T16:59:51Z,2025-12-17 12:00:41 ET,0.85,False,,False
Tre Jones,player_points_rebounds_assists,15.5,-105.0,bovada,0.5121951219512195,106.0,betrivers,0.4854368932038835,0.997632015155103,0.23736055067646866,True,51.34,48.66,100.24,100.24,0.24,100.0,"Bet $51.34 Over @ bovada, $48.66 Under @ betrivers",Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,7,0.93,0.5,2025-12-17T16:59:46Z,2025-12-17T17:00:12Z,2025-12-17 12:00:41 ET,0.93,False,,False
Donte DiVincenzo,player_points_rebounds_assists,21.5,-117.0,betrivers,0.5391705069124424,115.0,bovada,0.46511627906976744,1.0042867859822098,-0.4268487888165584,False,,,,,,,Don't bet - bookmaker has edge,Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:10:00Z,2,0.78,0.7,2025-12-17T16:59:55Z,2025-12-17T17:00:00Z,2025-12-17 12:00:41 ET,0.78,False,,False
Donte DiVincenzo,player_points_rebounds_assists,22.5,108.0,betrivers,0.4807692307692308,-110.0,bovada,0.5238095238095238,1.0045787545787546,-0.45578851412944044,False,,,,,,,Don't bet - bookmaker has edge,Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:10:00Z,6,0.78,0.7,2025-12-17T16:59:55Z,2025-12-17T17:00:00Z,2025-12-17 12:00:41 ET,0.78,False,,False
Donovan Mitchell,player_points_rebounds_assists,42.5,112.0,betrivers,0.4716981132075472,-115.0,bovada,0.5348837209302325,1.0065818341377797,-0.6538796861377483,False,,,,,,,Don't bet - bookmaker has edge,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,3,0.5,0.93,2025-12-17T17:00:12Z,2025-12-17T16:59:46Z,2025-12-17 12:00:41 ET,0.93,False,,False
Donovan Mitchell,player_threes,3.5,-124.0,betrivers,0.5535714285714286,120.0,bovada,0.45454545454545453,1.0081168831168832,-0.8051529790660261,False,,,,,,,Don't bet - bookmaker has edge,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,7,0.5,0.93,2025-12-17T17:00:12Z,2025-12-17T16:59:46Z,2025-12-17 12:00:41 ET,0.93,False,,False
Nikola Vucevic,player_assists,2.5,-140.0,fanduel,0.5833333333333334,135.0,bovada,0.425531914893617,1.0088652482269505,-0.8787346221441172,False,,,,,,,Don't bet - bookmaker has edge,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,6,0.1,0.93,2025-12-17T17:00:36Z,2025-12-17T16:59:46Z,2025-12-17 12:00:41 ET,0.93,False,,False
Tre Jones,player_points,8.5,-125.0,bovada,0.5555555555555556,120.0,betrivers,0.45454545454545453,1.0101010101010102,-1.0000000000000009,False,,,,,,,Don't bet - bookmaker has edge,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,2,0.93,0.5,2025-12-17T16:59:46Z,2025-12-17T17:00:12Z,2025-12-17 12:00:41 ET,0.93,False,,False
Tre Jones,player_points,9.5,110.0,bovada,0.47619047619047616,-115.0,draftkings,0.5348837209302325,1.0110741971207087,-1.0952902519167473,False,,,,,,,Don't bet - bookmaker has edge,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,7,0.93,0.43,2025-12-17T16:59:46Z,2025-12-17T17:00:16Z,2025-12-17 12:00:41 ET,0.93,False,,False
Jaylen Wells,player_assists,1.5,-135.0,betmgm,0.574468085106383,128.0,betonlineag,0.43859649122807015,1.0130645763344532,-1.2896094325718588,False,,,,,,,Don't bet - bookmaker has edge,Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:10:00Z,2,0.82,1.72,2025-12-17T16:59:53Z,2025-12-17T16:58:59Z,2025-12-17 12:00:41 ET,1.72,False,,False
Coby White,player_points,22.5,110.0,betrivers,0.47619047619047616,-116.0,draftkings,0.5370370370370371,1.0132275132275133,-1.3054830287206332,False,,,,,,,Don't bet - bookmaker has edge,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,3,0.5,0.43,2025-12-17T17:00:12Z,2025-12-17T17:00:16Z,2025-12-17 12:00:41 ET,0.5,False,,False
Naz Reid,player_threes,2.5,123.0,betrivers,0.4484304932735426,-130.0,bovada,0.5652173913043478,1.0136478845778905,-1.3464127716868668,False,,,,,,,Don't bet - bookmaker has edge,Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:10:00Z,7,0.78,0.7,2025-12-17T16:59:55Z,2025-12-17T17:00:00Z,2025-12-17 12:00:41 ET,0.78,False,,False
Julius Randle,player_blocks,0.5,310.0,betmgm,0.24390243902439024,-335.0,draftkings,0.7701149425287356,1.014017381553126,-1.3823610727122015,False,,,,,,,Don't bet - bookmaker has edge,Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:10:00Z,3,0.82,0.15,2025-12-17T16:59:53Z,2025-12-17T17:00:33Z,2025-12-17 12:00:41 ET,0.82,False,,False
Coby White,player_points_rebounds_assists,30.5,117.0,betrivers,0.4608294930875576,-124.0,draftkings,0.5535714285714286,1.0144009216589862,-1.4196479273140272,False,,,,,,,Don't bet - bookmaker has edge,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,3,0.5,0.43,2025-12-17T17:00:12Z,2025-12-17T17:00:16Z,2025-12-17 12:00:41 ET,0.5,False,,False
Jaylon Tyson,player_rebounds,6.5,100.0,bovada,0.5,-106.0,draftkings,0.5145631067961165,1.0145631067961165,-1.4354066985645897,False,,,,,,,Don't bet - bookmaker has edge,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,7,0.93,0.43,2025-12-17T16:59:46Z,2025-12-17T17:00:16Z,2025-12-17 12:00:41 ET,0.93,False,,False
Ja Morant,player_points_rebounds_assists,29.5,108.0,betrivers,0.4807692307692308,-115.0,bovada,0.5348837209302325,1.0156529516994632,-1.541171290180532,False,,,,,,,Don't bet - bookmaker has edge,Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:10:00Z,5,0.78,0.7,2025-12-17T16:59:55Z,2025-12-17T17:00:00Z,2025-12-17 12:00:41 ET,0.78,False,,False
Jaren Jackson Jr,player_points,19.5,105.0,bovada,0.4878048780487805,-112.0,draftkings,0.5283018867924528,1.0161067648412332,-1.5851449275362195,False,,,,,,,Don't bet - bookmaker has edge,Memphis Grizzlies @ Minnesota Timberwolves,2025-12-18T01:10:00Z,6,0.7,0.15,2025-12-17T17:00:00Z,2025-12-17T17:00:33Z,2025-12-17 12:00:41 ET,0.7,False,,False
Matas Buzelis,player_points,12.5,102.0,fanduel,0.49504950495049505,-109.0,betrivers,0.5215311004784688,1.016580605428964,-1.6310172887832541,False,,,,,,,Don't bet - bookmaker has edge,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,7,0.1,0.5,2025-12-17T17:00:36Z,2025-12-17T17:00:12Z,2025-12-17 12:00:41 ET,0.5,False,,False
