player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,game_is_live,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Brandon Ingram,player_threes,2.5,190,bovada,0.34482758620689663,07:12:47 PM ET,134,fanduel,0.42735042735042733,07:15:08 PM ET,0.772178013557324,29.50381679389311,True,44.66,55.34,129.51,129.5,29.5,100.0,"Bet $44.66 Over @ bovada, $55.34 Under @ fanduel",Toronto Raptors @ Brooklyn Nets,2025-12-21T23:12:00Z,True,3,3.0286980333333333,0.6786980333333333,3.0286980333333333,True,bovada,2025-12-21 19:15:48 ET
Kevin Porter Jr.,player_threes,2.5,165,bovada,0.3773584905660378,07:12:49 PM ET,130,draftkings,0.43478260869565216,07:14:45 PM ET,0.81214109926169,23.131313131313114,True,46.46,53.54,123.12,123.14,23.12,100.0,"Bet $46.46 Over @ bovada, $53.54 Under @ draftkings",Milwaukee Bucks @ Minnesota Timberwolves,2025-12-22T00:11:00Z,True,4,2.9953647,1.0620313666666668,2.9953647,True,bovada,2025-12-21 19:15:48 ET
Egor Demin,player_rebounds,2.5,135,draftkings,0.425531914893617,07:14:47 PM ET,155,bovada,0.39215686274509803,07:12:47 PM ET,0.8176887776387151,22.295918367346946,True,52.04,47.96,122.29,122.3,22.29,100.0,"Bet $52.04 Over @ draftkings, $47.96 Under @ bovada",Toronto Raptors @ Brooklyn Nets,2025-12-21T23:12:00Z,True,4,1.0286980333333333,3.0286980333333333,3.0286980333333333,True,bovada,2025-12-21 19:15:48 ET
Tyler Kolek,player_assists,4.5,170,bovada,0.3703703703703704,07:14:35 PM ET,115,williamhill_us,0.46511627906976744,07:15:45 PM ET,0.8354866494401378,19.690721649484534,True,44.33,55.67,119.69,119.69,19.69,100.0,"Bet $44.33 Over @ bovada, $55.67 Under @ williamhill_us",Miami Heat @ New York Knicks,2025-12-21T23:11:00Z,True,3,1.2286980333333333,0.062031366666666664,1.2286980333333333,False,,2025-12-21 19:15:48 ET
Ochai Agbaji,player_points,8.5,205,bovada,0.3278688524590163,07:12:47 PM ET,-105,draftkings,0.5121951219512195,07:14:47 PM ET,0.8400639744102358,19.03855306996669,True,39.03,60.97,119.04,119.04,19.04,100.0,"Bet $39.03 Over @ bovada, $60.97 Under @ draftkings",Toronto Raptors @ Brooklyn Nets,2025-12-21T23:12:00Z,True,2,3.0286980333333333,1.0286980333333333,3.0286980333333333,True,bovada,2025-12-21 19:15:48 ET
Brandon Ingram,player_assists,4.5,125,bovada,0.4444444444444444,07:12:47 PM ET,148,fanduel,0.4032258064516129,07:15:08 PM ET,0.8476702508960573,17.97040169133193,True,52.43,47.57,117.97,117.97,17.97,100.0,"Bet $52.43 Over @ bovada, $47.57 Under @ fanduel",Toronto Raptors @ Brooklyn Nets,2025-12-21T23:12:00Z,True,3,3.0286980333333333,0.6786980333333333,3.0286980333333333,True,bovada,2025-12-21 19:15:48 ET
Jaime Jaquez Jr,player_assists,4.5,145,bovada,0.4081632653061224,07:14:35 PM ET,124,draftkings,0.44642857142857145,07:15:18 PM ET,0.8545918367346939,17.01492537313434,True,47.76,52.24,117.01,117.02,17.01,100.0,"Bet $47.76 Over @ bovada, $52.24 Under @ draftkings",Miami Heat @ New York Knicks,2025-12-21T23:11:00Z,True,4,1.2286980333333333,0.5120313666666667,1.2286980333333333,False,,2025-12-21 19:15:48 ET
Scottie Barnes,player_points,15.5,-105,draftkings,0.5121951219512195,07:14:47 PM ET,185,bovada,0.3508771929824561,07:12:47 PM ET,0.8630723149336756,15.865146256817052,True,59.35,40.65,115.87,115.85,15.85,100.0,"Bet $59.35 Over @ draftkings, $40.65 Under @ bovada",Toronto Raptors @ Brooklyn Nets,2025-12-21T23:12:00Z,True,2,1.0286980333333333,3.0286980333333333,3.0286980333333333,True,bovada,2025-12-21 19:15:48 ET
Luke Kornet,player_rebounds,7.5,180,bovada,0.3571428571428572,07:15:06 PM ET,-105,draftkings,0.5121951219512195,07:15:02 PM ET,0.8693379790940767,15.030060120240464,True,41.08,58.92,115.02,115.03,15.02,100.0,"Bet $41.08 Over @ bovada, $58.92 Under @ draftkings",San Antonio Spurs @ Washington Wizards,2025-12-22T00:11:00Z,True,4,0.7120313666666667,0.7786980333333333,0.7786980333333333,False,,2025-12-21 19:15:48 ET
Harrison Barnes,player_rebounds,3.5,130,bovada,0.43478260869565216,07:15:06 PM ET,130,draftkings,0.43478260869565216,07:15:02 PM ET,0.8695652173913043,15.000000000000014,True,50.0,50.0,115.0,115.0,15.0,100.0,"Bet $50.00 Over @ bovada, $50.00 Under @ draftkings",San Antonio Spurs @ Washington Wizards,2025-12-22T00:11:00Z,True,7,0.7120313666666667,0.7786980333333333,0.7786980333333333,False,,2025-12-21 19:15:48 ET
