player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Josh Hart,player_assists,4.5,130,fanduel,0.43478260869565216,135,bovada,0.425531914893617,0.8603145235892692,16.236559139784944,True,50.54,49.46,116.24,116.23,16.23,100.0,"Bet $50.54 Over @ fanduel, $49.46 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,0.5578168166666667,4.607816816666667,4.607816816666667,True,bovada,2025-12-16 22:20:46 ET
Mikal Bridges,player_points,13.5,-108,fanduel,0.5192307692307692,180,bovada,0.35714285714285715,0.8763736263736264,14.10658307210031,True,59.25,40.75,114.11,114.1,14.1,100.0,"Bet $59.25 Over @ fanduel, $40.75 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,0.5578168166666667,4.607816816666667,4.607816816666667,True,bovada,2025-12-16 22:20:46 ET
Jalen Brunson,player_threes,2.5,138,williamhill_us,0.4201680672268907,110,bovada,0.47619047619047616,0.8963585434173669,11.562500000000009,True,46.88,53.12,111.57,111.55,11.55,100.0,"Bet $46.88 Over @ williamhill_us, $53.12 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,2,4.407816816666667,4.607816816666667,4.607816816666667,True,"williamhill_us, bovada",2025-12-16 22:20:46 ET
De'Aaron Fox,player_threes,2.5,150,bovada,0.4,100,draftkings,0.5,0.9,11.111111111111116,True,44.44,55.56,111.1,111.12,11.1,100.0,"Bet $44.44 Over @ bovada, $55.56 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,3,4.607816816666667,0.007816816666666667,4.607816816666667,True,bovada,2025-12-16 22:20:46 ET
Jalen Brunson,player_assists,6.5,136,fanduel,0.423728813559322,100,bovada,0.5,0.923728813559322,8.25688073394495,True,45.87,54.13,108.25,108.26,8.25,100.0,"Bet $45.87 Over @ fanduel, $54.13 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,5,0.5578168166666667,4.607816816666667,4.607816816666667,True,bovada,2025-12-16 22:20:46 ET
Karl-Anthony Towns,player_threes,2.5,145,bovada,0.40816326530612246,-115,draftkings,0.5348837209302325,0.943046986236355,6.039255158530454,True,43.28,56.72,106.04,106.04,6.04,100.0,"Bet $43.28 Over @ bovada, $56.72 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,3,4.607816816666667,0.007816816666666667,4.607816816666667,True,bovada,2025-12-16 22:20:46 ET
Mikal Bridges,player_threes,1.5,-108,fanduel,0.5192307692307694,135,bovada,0.425531914893617,0.9447626841243864,5.8466868774361025,True,54.96,45.04,105.85,105.84,5.84,100.0,"Bet $54.96 Over @ fanduel, $45.04 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,3,0.5578168166666667,4.607816816666667,4.607816816666667,True,bovada,2025-12-16 22:20:46 ET
Josh Hart,player_rebounds,9.5,160,bovada,0.3846153846153847,-130,draftkings,0.5652173913043478,0.9498327759197325,5.2816901408450745,True,40.49,59.51,105.27,105.29,5.27,100.0,"Bet $40.49 Over @ bovada, $59.51 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,4.607816816666667,0.007816816666666667,4.607816816666667,True,bovada,2025-12-16 22:20:46 ET
Victor Wembanyama,player_rebounds,8.5,-128,fanduel,0.5614035087719298,155,bovada,0.39215686274509803,0.9535603715170278,4.870129870129891,True,58.87,41.13,104.86,104.88,4.86,100.0,"Bet $58.87 Over @ fanduel, $41.13 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,0.5578168166666667,4.607816816666667,4.607816816666667,True,bovada,2025-12-16 22:20:46 ET
Devin Vassell,player_points,15.5,140,bovada,0.41666666666666663,-122,fanduel,0.5495495495495496,0.9662162162162162,3.4965034965035002,True,43.12,56.88,103.49,103.5,3.49,100.0,"Bet $43.12 Over @ bovada, $56.88 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,3,4.607816816666667,0.5578168166666667,4.607816816666667,True,bovada,2025-12-16 22:20:46 ET
Karl-Anthony Towns,player_points,23.5,140,bovada,0.41666666666666674,-124,williamhill_us,0.5535714285714286,0.9702380952380953,3.0674846625766694,True,42.94,57.06,103.06,103.08,3.06,100.0,"Bet $42.94 Over @ bovada, $57.06 Under @ williamhill_us",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,4.607816816666667,0.29115015,4.607816816666667,True,bovada,2025-12-16 22:20:46 ET
Stephon Castle,player_points,11.5,102,fanduel,0.49504950495049505,105,draftkings,0.4878048780487805,0.9828543829992755,1.7444717444717428,True,50.37,49.63,101.75,101.74,1.74,100.0,"Bet $50.37 Over @ fanduel, $49.63 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,3,0.5578168166666667,0.007816816666666667,0.5578168166666667,False,,2025-12-16 22:20:46 ET
Harrison Barnes,player_points,10.5,105,bovada,0.4878048780487805,100,draftkings,0.5,0.9878048780487805,1.2345679012345734,True,49.38,50.62,101.23,101.24,1.23,100.0,"Bet $49.38 Over @ bovada, $50.62 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,2,4.607816816666667,0.007816816666666667,4.607816816666667,True,bovada,2025-12-16 22:20:46 ET
Jordan Clarkson,player_points,4.5,105,draftkings,0.4878048780487805,100,fanduel,0.5,0.9878048780487805,1.2345679012345734,True,49.38,50.62,101.23,101.24,1.23,100.0,"Bet $49.38 Over @ draftkings, $50.62 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,2,0.007816816666666667,0.5578168166666667,0.5578168166666667,False,,2025-12-16 22:20:46 ET
De'Aaron Fox,player_points,22.5,120,bovada,0.4545454545454545,-118,fanduel,0.5412844036697247,0.9958298582151792,0.41876046901172526,True,45.64,54.36,100.41,100.43,0.41,100.0,"Bet $45.64 Over @ bovada, $54.36 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,4,4.607816816666667,0.5578168166666667,4.607816816666667,True,bovada,2025-12-16 22:20:46 ET
Julian Champagnie,player_rebounds,2.5,105,draftkings,0.4878048780487805,-104,williamhill_us,0.5098039215686274,0.9976087996174079,0.23969319271333056,True,48.9,51.1,100.24,100.23,0.23,100.0,"Bet $48.90 Over @ draftkings, $51.10 Under @ williamhill_us",San Antonio Spurs @ New York Knicks,2025-12-17T01:43:42Z,3,0.007816816666666667,0.29115015,0.29115015,False,,2025-12-16 22:20:46 ET
