player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,game_is_live,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Naz Reid,player_rebounds,7.5,170,bovada,0.37037037037037035,09:01:19 PM ET,145,draftkings,0.40816326530612246,08:54:31 PM ET,0.7785336356764928,28.446601941747574,True,47.57,52.43,128.44,128.45,28.44,100.0,"Bet $47.57 Over @ bovada, $52.43 Under @ draftkings",Milwaukee Bucks @ Minnesota Timberwolves,2025-12-22T00:11:00Z,True,4,4.494828833333333,11.294828833333334,11.294828833333334,True,"bovada, draftkings",2025-12-21 21:05:48 ET
Ryan Rollins,player_points,18.5,210,bovada,0.32258064516129026,09:01:19 PM ET,105,draftkings,0.4878048780487805,08:54:31 PM ET,0.8103855232100707,23.3980582524272,True,39.81,60.19,123.41,123.39,23.39,100.0,"Bet $39.81 Over @ bovada, $60.19 Under @ draftkings",Milwaukee Bucks @ Minnesota Timberwolves,2025-12-22T00:11:00Z,True,2,4.494828833333333,11.294828833333334,11.294828833333334,True,"bovada, draftkings",2025-12-21 21:05:48 ET
Naz Reid,player_threes,2.5,230,fanduel,0.3030303030303031,09:05:43 PM ET,-110,draftkings,0.5238095238095238,08:54:31 PM ET,0.8268398268398269,20.94240837696333,True,36.65,63.35,120.94,120.94,20.94,100.0,"Bet $36.65 Over @ fanduel, $63.35 Under @ draftkings",Milwaukee Bucks @ Minnesota Timberwolves,2025-12-22T00:11:00Z,True,3,0.09482883333333333,11.294828833333334,11.294828833333334,True,draftkings,2025-12-21 21:05:48 ET
Anthony Edwards,player_points,22.5,-106,fanduel,0.5145631067961165,09:05:43 PM ET,215,bovada,0.31746031746031744,09:01:19 PM ET,0.8320234242564339,20.18892387479163,True,61.84,38.16,120.18,120.2,20.18,100.0,"Bet $61.84 Over @ fanduel, $38.16 Under @ bovada",Milwaukee Bucks @ Minnesota Timberwolves,2025-12-22T00:11:00Z,True,2,0.09482883333333333,4.494828833333333,4.494828833333333,True,bovada,2025-12-21 21:05:48 ET
Myles Turner,player_threes,2.5,320,fanduel,0.23809523809523803,09:05:43 PM ET,-175,draftkings,0.6363636363636364,08:54:31 PM ET,0.8744588744588744,14.35643564356437,True,27.23,72.77,114.37,114.35,14.35,100.0,"Bet $27.23 Over @ fanduel, $72.77 Under @ draftkings",Milwaukee Bucks @ Minnesota Timberwolves,2025-12-22T00:11:00Z,True,3,0.09482883333333333,11.294828833333334,11.294828833333334,True,draftkings,2025-12-21 21:05:48 ET
Anthony Edwards,player_rebounds,5.5,158,williamhill_us,0.3875968992248062,08:58:46 PM ET,105,bovada,0.4878048780487805,09:01:19 PM ET,0.8754017772735867,14.233261339092863,True,44.28,55.72,114.24,114.23,14.23,100.0,"Bet $44.28 Over @ williamhill_us, $55.72 Under @ bovada",Milwaukee Bucks @ Minnesota Timberwolves,2025-12-22T00:11:00Z,True,2,7.044828833333333,4.494828833333333,7.044828833333333,True,"williamhill_us, bovada",2025-12-21 21:05:48 ET
C.J. McCollum,player_assists,4.5,135,bovada,0.4255319148936171,09:03:28 PM ET,118,fanduel,0.45871559633027525,09:05:05 PM ET,0.8842475112238923,13.090507726269296,True,48.12,51.88,113.08,113.1,13.08,100.0,"Bet $48.12 Over @ bovada, $51.88 Under @ fanduel",San Antonio Spurs @ Washington Wizards,2025-12-22T00:11:00Z,True,2,2.344828833333333,0.7281621666666667,2.344828833333333,True,bovada,2025-12-21 21:05:48 ET
Julius Randle,player_rebounds,5.5,-120,williamhill_us,0.5454545454545454,08:58:46 PM ET,185,bovada,0.3508771929824561,09:01:19 PM ET,0.8963317384370015,11.565836298932396,True,60.85,39.15,111.56,111.58,11.56,100.0,"Bet $60.85 Over @ williamhill_us, $39.15 Under @ bovada",Milwaukee Bucks @ Minnesota Timberwolves,2025-12-22T00:11:00Z,True,3,7.044828833333333,4.494828833333333,7.044828833333333,True,"williamhill_us, bovada",2025-12-21 21:05:48 ET
Kyle Kuzma,player_points,13.5,122,fanduel,0.45045045045045046,09:05:43 PM ET,115,bovada,0.46511627906976744,09:01:19 PM ET,0.9155667295202179,9.221967963386724,True,49.2,50.8,109.22,109.22,9.22,100.0,"Bet $49.20 Over @ fanduel, $50.80 Under @ bovada",Milwaukee Bucks @ Minnesota Timberwolves,2025-12-22T00:11:00Z,True,2,0.09482883333333333,4.494828833333333,4.494828833333333,True,bovada,2025-12-21 21:05:48 ET
Rudy Gobert,player_points,12.5,160,bovada,0.3846153846153847,09:01:19 PM ET,-118,fanduel,0.5412844036697247,09:05:43 PM ET,0.9258997882851094,8.00304878048781,True,41.54,58.46,108.0,108.0,8.0,100.0,"Bet $41.54 Over @ bovada, $58.46 Under @ fanduel",Milwaukee Bucks @ Minnesota Timberwolves,2025-12-22T00:11:00Z,True,2,4.494828833333333,0.09482883333333333,4.494828833333333,True,bovada,2025-12-21 21:05:48 ET
