player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_minutes_stale,under_minutes_stale,over_last_update,under_last_update,max_staleness,is_stale,stale_bookmaker,verify_manually
Max Christie,player_points,12.5,125.0,bovada,0.4444444444444444,-165.0,bovada,0.6226415094339622,1.0670859538784065,-6.286836935166984,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Naji Marshall,player_points,16.5,125.0,bovada,0.4444444444444444,-165.0,bovada,0.6226415094339622,1.0670859538784065,-6.286836935166984,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Ryan Nembhard,player_assists,6.5,-165.0,bovada,0.6226415094339622,125.0,bovada,0.4444444444444444,1.0670859538784065,-6.286836935166984,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Keyonte George,player_points_rebounds_assists,32.5,-165.0,bovada,0.6226415094339622,125.0,bovada,0.4444444444444444,1.0670859538784065,-6.286836935166984,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Klay Thompson,player_threes,2.5,-165.0,bovada,0.6226415094339622,125.0,bovada,0.4444444444444444,1.0670859538784065,-6.286836935166984,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Naji Marshall,player_points_rebounds_assists,23.5,-165.0,bovada,0.6226415094339622,125.0,bovada,0.4444444444444444,1.0670859538784065,-6.286836935166984,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Max Christie,player_points_rebounds_assists,14.5,-215.0,bovada,0.6825396825396826,160.0,bovada,0.38461538461538464,1.0671550671550671,-6.292906178489699,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Cooper Flagg,player_points,24.5,160.0,bovada,0.38461538461538464,-215.0,bovada,0.6825396825396826,1.0671550671550671,-6.292906178489699,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Ryan Nembhard,player_points,13.5,160.0,bovada,0.38461538461538464,-215.0,bovada,0.6825396825396826,1.0671550671550671,-6.292906178489699,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Kyle Filipowski,player_points,14.5,160.0,bovada,0.38461538461538464,-215.0,bovada,0.6825396825396826,1.0671550671550671,-6.292906178489699,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Kevin Love,player_rebounds,4.5,-215.0,bovada,0.6825396825396826,160.0,bovada,0.38461538461538464,1.0671550671550671,-6.292906178489699,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Naji Marshall,player_points,17.5,160.0,bovada,0.38461538461538464,-215.0,bovada,0.6825396825396826,1.0671550671550671,-6.292906178489699,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Lauri Markkanen,player_rebounds,5.5,-245.0,bovada,0.7101449275362319,180.0,bovada,0.35714285714285715,1.0672877846790891,-6.304558680892347,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Lauri Markkanen,player_threes,3.5,180.0,bovada,0.35714285714285715,-245.0,bovada,0.7101449275362319,1.0672877846790891,-6.304558680892347,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Ace Bailey,player_points,15.5,180.0,bovada,0.35714285714285715,-245.0,bovada,0.7101449275362319,1.0672877846790891,-6.304558680892347,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Naji Marshall,player_points,12.5,-230.0,bovada,0.696969696969697,170.0,bovada,0.37037037037037035,1.0673400673400675,-6.309148264984243,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Lauri Markkanen,player_points,29.5,170.0,bovada,0.37037037037037035,-230.0,bovada,0.696969696969697,1.0673400673400675,-6.309148264984243,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
P.J. Washington,player_points,22.5,170.0,bovada,0.37037037037037035,-230.0,bovada,0.696969696969697,1.0673400673400675,-6.309148264984243,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Klay Thompson,player_points,16.5,170.0,bovada,0.37037037037037035,-230.0,bovada,0.696969696969697,1.0673400673400675,-6.309148264984243,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Keyonte George,player_points,26.5,170.0,bovada,0.37037037037037035,-230.0,bovada,0.696969696969697,1.0673400673400675,-6.309148264984243,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
P.J. Washington,player_points,16.5,-230.0,bovada,0.696969696969697,170.0,bovada,0.37037037037037035,1.0673400673400675,-6.309148264984243,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Cooper Flagg,player_points,18.5,-230.0,bovada,0.696969696969697,170.0,bovada,0.37037037037037035,1.0673400673400675,-6.309148264984243,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
P.J. Washington,player_rebounds,6.5,-230.0,bovada,0.696969696969697,170.0,bovada,0.37037037037037035,1.0673400673400675,-6.309148264984243,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Klay Thompson,player_points,17.5,215.0,bovada,0.31746031746031744,-300.0,bovada,0.75,1.0674603174603174,-6.319702602230482,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Cooper Flagg,player_points,17.5,-300.0,bovada,0.75,215.0,bovada,0.31746031746031744,1.0674603174603174,-6.319702602230482,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Kyle Filipowski,player_rebounds,10.5,215.0,bovada,0.31746031746031744,-300.0,bovada,0.75,1.0674603174603174,-6.319702602230482,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Kyle Filipowski,player_points,12.5,-105.0,bovada,0.5121951219512195,-125.0,bovada,0.5555555555555556,1.067750677506775,-6.345177664974622,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Lauri Markkanen,player_points,26.5,-105.0,bovada,0.5121951219512195,-125.0,bovada,0.5555555555555556,1.067750677506775,-6.345177664974622,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Cooper Flagg,player_points_rebounds_assists,32.5,-125.0,bovada,0.5555555555555556,-105.0,bovada,0.5121951219512195,1.067750677506775,-6.345177664974622,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Keyonte George,player_points,23.5,-105.0,bovada,0.5121951219512195,-125.0,bovada,0.5555555555555556,1.067750677506775,-6.345177664974622,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Klay Thompson,player_points,13.5,-125.0,bovada,0.5555555555555556,-105.0,bovada,0.5121951219512195,1.067750677506775,-6.345177664974622,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Ryan Nembhard,player_points_rebounds_assists,21.5,-125.0,bovada,0.5555555555555556,-105.0,bovada,0.5121951219512195,1.067750677506775,-6.345177664974622,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
P.J. Washington,player_points_rebounds_assists,29.5,-125.0,bovada,0.5555555555555556,-105.0,bovada,0.5121951219512195,1.067750677506775,-6.345177664974622,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Brice Sensabaugh,player_threes,1.5,-125.0,bovada,0.5555555555555556,-105.0,bovada,0.5121951219512195,1.067750677506775,-6.345177664974622,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Brice Sensabaugh,player_threes,0.5,-125.0,draftkings,0.5555555555555556,-105.0,draftkings,0.5121951219512195,1.067750677506775,-6.345177664974622,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.07,1.07,2025-12-16T03:36:48Z,2025-12-16T03:36:48Z,1.07,False,,False
Max Christie,player_points,11.5,-105.0,bovada,0.5121951219512195,-125.0,bovada,0.5555555555555556,1.067750677506775,-6.345177664974622,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
P.J. Washington,player_points_rebounds_assists,30.5,-105.0,bovada,0.5121951219512195,-125.0,bovada,0.5555555555555556,1.067750677506775,-6.345177664974622,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Max Christie,player_points_rebounds_assists,16.5,-125.0,bovada,0.5555555555555556,-105.0,bovada,0.5121951219512195,1.067750677506775,-6.345177664974622,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Ryan Nembhard,player_points,10.5,-145.0,bovada,0.5918367346938775,110.0,bovada,0.47619047619047616,1.0680272108843538,-6.369426751592366,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Daniel Gafford,player_rebounds,6.5,110.0,bovada,0.47619047619047616,-145.0,bovada,0.5918367346938775,1.0680272108843538,-6.369426751592366,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Max Christie,player_points,10.5,-145.0,bovada,0.5918367346938775,110.0,bovada,0.47619047619047616,1.0680272108843538,-6.369426751592366,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Daniel Gafford,player_points_rebounds_assists,17.5,110.0,bovada,0.47619047619047616,-145.0,bovada,0.5918367346938775,1.0680272108843538,-6.369426751592366,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Cooper Flagg,player_points_rebounds_assists,34.5,110.0,bovada,0.47619047619047616,-145.0,bovada,0.5918367346938775,1.0680272108843538,-6.369426751592366,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Naji Marshall,player_assists,3.5,110.0,bovada,0.47619047619047616,-145.0,bovada,0.5918367346938775,1.0680272108843538,-6.369426751592366,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Ace Bailey,player_points_rebounds_assists,18.5,-145.0,bovada,0.5918367346938775,110.0,bovada,0.47619047619047616,1.0680272108843538,-6.369426751592366,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Ryan Nembhard,player_threes,1.5,110.0,bovada,0.47619047619047616,-145.0,bovada,0.5918367346938775,1.0680272108843538,-6.369426751592366,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Ace Bailey,player_points,13.5,110.0,bovada,0.47619047619047616,-145.0,bovada,0.5918367346938775,1.0680272108843538,-6.369426751592366,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Kyle Filipowski,player_points_rebounds_assists,23.5,-145.0,bovada,0.5918367346938775,110.0,bovada,0.47619047619047616,1.0680272108843538,-6.369426751592366,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Ryan Nembhard,player_assists,7.5,110.0,bovada,0.47619047619047616,-145.0,bovada,0.5918367346938775,1.0680272108843538,-6.369426751592366,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Klay Thompson,player_points_rebounds_assists,19.5,110.0,bovada,0.47619047619047616,-145.0,bovada,0.5918367346938775,1.0680272108843538,-6.369426751592366,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Cooper Flagg,player_points,20.5,-145.0,bovada,0.5918367346938775,110.0,bovada,0.47619047619047616,1.0680272108843538,-6.369426751592366,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Naji Marshall,player_points_rebounds_assists,26.5,110.0,bovada,0.47619047619047616,-145.0,bovada,0.5918367346938775,1.0680272108843538,-6.369426751592366,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Klay Thompson,player_points_rebounds_assists,17.5,-145.0,bovada,0.5918367346938775,110.0,bovada,0.47619047619047616,1.0680272108843538,-6.369426751592366,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Cooper Flagg,player_points,22.5,110.0,bovada,0.47619047619047616,-145.0,bovada,0.5918367346938775,1.0680272108843538,-6.369426751592366,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Cooper Flagg,player_points_rebounds_assists,30.5,-180.0,bovada,0.6428571428571429,135.0,bovada,0.425531914893617,1.06838905775076,-6.401137980085359,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
P.J. Washington,player_points,17.5,-180.0,bovada,0.6428571428571429,135.0,bovada,0.425531914893617,1.06838905775076,-6.401137980085359,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Klay Thompson,player_points_rebounds_assists,20.5,135.0,bovada,0.425531914893617,-180.0,bovada,0.6428571428571429,1.06838905775076,-6.401137980085359,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Cooper Flagg,player_assists,3.5,-180.0,bovada,0.6428571428571429,135.0,bovada,0.425531914893617,1.06838905775076,-6.401137980085359,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Brice Sensabaugh,player_points,9.5,-180.0,bovada,0.6428571428571429,135.0,bovada,0.425531914893617,1.06838905775076,-6.401137980085359,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
P.J. Washington,player_points_rebounds_assists,27.5,-180.0,bovada,0.6428571428571429,135.0,bovada,0.425531914893617,1.06838905775076,-6.401137980085359,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Brice Sensabaugh,player_points,12.5,135.0,bovada,0.425531914893617,-180.0,bovada,0.6428571428571429,1.06838905775076,-6.401137980085359,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Cooper Flagg,player_points,19.5,-180.0,bovada,0.6428571428571429,135.0,bovada,0.425531914893617,1.06838905775076,-6.401137980085359,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Brice Sensabaugh,player_points_rebounds_assists,15.5,-180.0,bovada,0.6428571428571429,135.0,bovada,0.425531914893617,1.06838905775076,-6.401137980085359,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Klay Thompson,player_points,15.5,135.0,bovada,0.425531914893617,-180.0,bovada,0.6428571428571429,1.06838905775076,-6.401137980085359,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Daniel Gafford,player_points_rebounds_assists,18.5,135.0,bovada,0.425531914893617,-180.0,bovada,0.6428571428571429,1.06838905775076,-6.401137980085359,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Naji Marshall,player_rebounds,3.5,-162.0,fanduel,0.6183206106870229,122.0,fanduel,0.45045045045045046,1.0687710611374734,-6.434592368573455,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.71,0.71,2025-12-16T03:37:10Z,2025-12-16T03:37:10Z,0.71,False,,False
Ace Bailey,player_assists,3.5,-132.0,fanduel,0.5689655172413793,100.0,fanduel,0.5,1.0689655172413794,-6.451612903225823,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.71,0.71,2025-12-16T03:37:10Z,2025-12-16T03:37:10Z,0.71,False,,False
Brice Sensabaugh,player_points_rebounds_assists,12.5,-110.0,draftkings,0.5238095238095238,-120.0,draftkings,0.5454545454545454,1.0692640692640691,-6.477732793522262,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.07,1.07,2025-12-16T03:36:48Z,2025-12-16T03:36:48Z,1.07,False,,False
Kevin Love,player_rebounds,5.5,-110.0,bovada,0.5238095238095238,-120.0,bovada,0.5454545454545454,1.0692640692640691,-6.477732793522262,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Ryan Nembhard,player_points,11.5,-110.0,bovada,0.5238095238095238,-120.0,bovada,0.5454545454545454,1.0692640692640691,-6.477732793522262,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Daniel Gafford,player_points,8.5,-120.0,bovada,0.5454545454545454,-110.0,bovada,0.5238095238095238,1.0692640692640691,-6.477732793522262,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Brice Sensabaugh,player_points_rebounds_assists,17.5,-110.0,bovada,0.5238095238095238,-120.0,bovada,0.5454545454545454,1.0692640692640691,-6.477732793522262,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Ace Bailey,player_points,12.5,-120.0,bovada,0.5454545454545454,-110.0,bovada,0.5238095238095238,1.0692640692640691,-6.477732793522262,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Cooper Flagg,player_points_rebounds_assists,33.5,-110.0,bovada,0.5238095238095238,-120.0,bovada,0.5454545454545454,1.0692640692640691,-6.477732793522262,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Kyle Filipowski,player_rebounds,8.5,-120.0,bovada,0.5454545454545454,-110.0,bovada,0.5238095238095238,1.0692640692640691,-6.477732793522262,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Naji Marshall,player_points_rebounds_assists,25.5,-110.0,bovada,0.5238095238095238,-120.0,bovada,0.5454545454545454,1.0692640692640691,-6.477732793522262,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Brice Sensabaugh,player_points_rebounds_assists,14.5,-240.0,bovada,0.7058823529411765,175.0,bovada,0.36363636363636365,1.0695187165775402,-6.500000000000005,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
