player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,game_is_live,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Stephen Curry,player_threes,3.5,131,williamhill_us,0.43290043290043295,10:59:59 PM ET,180,bovada,0.35714285714285715,10:59:10 PM ET,0.7900432900432901,26.575342465753415,True,54.79,45.21,126.56,126.59,26.56,100.0,"Bet $54.79 Over @ williamhill_us, $45.21 Under @ bovada",Orlando Magic @ Golden State Warriors,2025-12-23T03:10:39Z,True,3,0.8323382333333333,1.6490049,1.6490049,False,,2025-12-22 23:00:48 ET
Caris LeVert,player_threes,0.5,108,fanduel,0.48076923076923084,10:58:23 PM ET,215,bovada,0.31746031746031744,10:59:34 PM ET,0.7982295482295483,25.277246653919683,True,60.23,39.77,125.28,125.28,25.28,100.0,"Bet $60.23 Over @ fanduel, $39.77 Under @ bovada",Detroit Pistons @ Portland Trail Blazers,2025-12-23T03:11:49Z,True,3,2.432338233333333,1.2490048999999999,2.432338233333333,True,fanduel,2025-12-22 23:00:48 ET
Deni Avdija,player_threes,1.5,120,fanduel,0.4545454545454546,10:58:23 PM ET,185,bovada,0.3508771929824561,10:59:34 PM ET,0.8054226475279107,24.15841584158416,True,56.44,43.56,124.17,124.15,24.15,100.0,"Bet $56.44 Over @ fanduel, $43.56 Under @ bovada",Detroit Pistons @ Portland Trail Blazers,2025-12-23T03:11:49Z,True,2,2.432338233333333,1.2490048999999999,2.432338233333333,True,fanduel,2025-12-22 23:00:48 ET
Tobias Harris,player_rebounds,3.5,-105,draftkings,0.5121951219512195,11:00:35 PM ET,215,bovada,0.31746031746031744,10:59:34 PM ET,0.829655439411537,20.53196453569761,True,61.74,38.26,120.54,120.52,20.52,100.0,"Bet $61.74 Over @ draftkings, $38.26 Under @ bovada",Detroit Pistons @ Portland Trail Blazers,2025-12-23T03:11:49Z,True,4,0.23233823333333334,1.2490048999999999,1.2490048999999999,False,,2025-12-22 23:00:48 ET
Wendell Carter Jr,player_threes,0.5,100,draftkings,0.49999999999999994,11:00:07 PM ET,200,bovada,0.3333333333333333,10:59:10 PM ET,0.8333333333333333,20.000000000000018,True,60.0,40.0,120.0,120.0,20.0,100.0,"Bet $60.00 Over @ draftkings, $40.00 Under @ bovada",Orlando Magic @ Golden State Warriors,2025-12-23T03:10:39Z,True,3,0.6990049,1.6490049,1.6490049,False,,2025-12-22 23:00:48 ET
Isaiah Stewart II,player_points,6.5,107,williamhill_us,0.48309178743961356,11:00:27 PM ET,175,bovada,0.36363636363636365,10:59:34 PM ET,0.8467281510759772,18.101659751037346,True,57.05,42.95,118.09,118.11,18.09,100.0,"Bet $57.05 Over @ williamhill_us, $42.95 Under @ bovada",Detroit Pistons @ Portland Trail Blazers,2025-12-23T03:11:49Z,True,4,0.36567156666666667,1.2490048999999999,1.2490048999999999,False,,2025-12-22 23:00:48 ET
Shai Gilgeous-Alexander,player_rebounds,5.5,126,williamhill_us,0.4424778761061947,10:59:50 PM ET,146,fanduel,0.4065040650406504,10:59:39 PM ET,0.8489819411468451,17.788135593220346,True,52.12,47.88,117.79,117.78,17.78,100.0,"Bet $52.12 Over @ williamhill_us, $47.88 Under @ fanduel",Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:42:56Z,True,3,0.9823382333333334,1.1656715666666666,1.1656715666666666,False,,2025-12-22 23:00:48 ET
Jimmy Butler,player_points,24.5,180,bovada,0.3571428571428572,10:59:10 PM ET,102,fanduel,0.49504950495049505,11:00:00 PM ET,0.8521923620933523,17.344398340248944,True,41.91,58.09,117.35,117.34,17.34,100.0,"Bet $41.91 Over @ bovada, $58.09 Under @ fanduel",Orlando Magic @ Golden State Warriors,2025-12-23T03:10:39Z,True,4,1.6490049,0.8156715666666667,1.6490049,False,,2025-12-22 23:00:48 ET
Deni Avdija,player_points,22.5,-102,fanduel,0.504950495049505,10:58:23 PM ET,185,bovada,0.3508771929824561,10:59:34 PM ET,0.8558276880319611,16.845950882890204,True,59.0,41.0,116.84,116.85,16.84,100.0,"Bet $59.00 Over @ fanduel, $41.00 Under @ bovada",Detroit Pistons @ Portland Trail Blazers,2025-12-23T03:11:49Z,True,2,2.432338233333333,1.2490048999999999,2.432338233333333,True,fanduel,2025-12-22 23:00:48 ET
Cam Spencer,player_assists,7.5,180,bovada,0.3571428571428572,10:59:53 PM ET,100,fanduel,0.5,10:59:39 PM ET,0.8571428571428572,16.66666666666665,True,41.67,58.33,116.68,116.66,16.66,100.0,"Bet $41.67 Over @ bovada, $58.33 Under @ fanduel",Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:42:56Z,True,5,0.9323382333333333,1.1656715666666666,1.1656715666666666,False,,2025-12-22 23:00:48 ET
Cam Spencer,player_points,12.5,102,fanduel,0.49504950495049505,10:59:39 PM ET,170,bovada,0.37037037037037035,10:59:53 PM ET,0.8654198753208654,15.550847457627114,True,57.2,42.8,115.54,115.56,15.54,100.0,"Bet $57.20 Over @ fanduel, $42.80 Under @ bovada",Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:42:56Z,True,4,1.1656715666666666,0.9323382333333333,1.1656715666666666,False,,2025-12-22 23:00:48 ET
Ausar Thompson,player_points,8.5,-114,fanduel,0.5327102803738317,10:58:23 PM ET,200,bovada,0.3333333333333333,10:59:34 PM ET,0.866043613707165,15.467625899280591,True,61.51,38.49,115.47,115.47,15.47,100.0,"Bet $61.51 Over @ fanduel, $38.49 Under @ bovada",Detroit Pistons @ Portland Trail Blazers,2025-12-23T03:11:49Z,True,2,2.432338233333333,1.2490048999999999,2.432338233333333,True,fanduel,2025-12-22 23:00:48 ET
Cedric Coward,player_rebounds,7.5,215,bovada,0.31746031746031744,10:59:53 PM ET,-124,williamhill_us,0.5535714285714286,10:59:50 PM ET,0.871031746031746,14.806378132118446,True,36.45,63.55,114.82,114.8,14.8,100.0,"Bet $36.45 Over @ bovada, $63.55 Under @ williamhill_us",Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:42:56Z,True,4,0.9323382333333333,0.9823382333333334,0.9823382333333334,False,,2025-12-22 23:00:48 ET
Santi Aldama,player_rebounds,6.5,120,fanatics,0.45454545454545453,11:00:33 PM ET,140,bovada,0.4166666666666667,10:59:53 PM ET,0.8712121212121212,14.782608695652177,True,52.17,47.83,114.77,114.79,14.77,100.0,"Bet $52.17 Over @ fanatics, $47.83 Under @ bovada",Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:42:56Z,True,5,0.26567156666666664,0.9323382333333333,0.9323382333333333,False,,2025-12-22 23:00:48 ET
